evaluation,source,fitness,final_x,final_y,latent_0,latent_1,cell_x,cell_y,inserted,replaced,latent_clipped,steps,food_collected,wall_collisions,hazard_contacts,path_length,displacement,loop_score,bbox_area,is_loop,is_near_still,assignment_geodesic_distance
34,bootstrap_random,4.895999999999998,-0.4886465129844146,-0.7011089332559854,-15.472200393676758,2.6017847061157227,15,11,False,False,False,192,1,6,0,3.850673198699951,0.24364282190799713,11.249219565519395,0.35817986726760864,True,False,1.7757211011809813
35,bootstrap_random,1.296000000000001,-0.7346807509094395,-0.7532892055767435,0.8953630328178406,-0.18353325128555298,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.1491098810852167
36,bootstrap_random,1.280000000000001,-0.719716546576495,-0.7244319674706753,0.8463637828826904,-0.09499601274728775,20,10,False,False,False,160,0,0,0,0.4738949239253998,0.03510091453790665,3.336984845222073,0.0034015849232673645,False,False,1.2387235771207596
37,bootstrap_random,1.2209999999999874,-0.2761456184534501,-0.33368123336527156,-15.388126373291016,16.33940315246582,16,17,False,False,False,202,1,142,0,3.2399277687072754,0.6247668266296387,1.2890517362277054,0.911266565322876,True,False,3.4067815004533823
38,bootstrap_random,3.5449999999999977,-0.7603014491154152,0.7164064108609621,-7.452586650848389,14.291173934936523,18,15,False,False,False,135,0,8,0,6.800574779510498,1.4824082851409912,3.5440157716282004,1.2285414934158325,True,False,2.165563013151127
39,bootstrap_random,-1.618999999999997,-0.9749843828206449,-0.9155400049083897,1.73320472240448,-5.575991153717041,20,8,False,False,False,152,0,108,0,2.3414154052734375,0.3005879819393158,1.259935322814858,0.604226291179657,True,False,1.5650351359208032
40,bootstrap_random,1.1520000000000015,-0.9732402502872498,-0.7533281496121672,1.8950639963150024,0.33466780185699463,20,10,False,False,False,159,0,6,0,0.663648784160614,0.23329612612724304,7.209083137698518,0.014796439558267593,False,False,1.2819900579099517
41,bootstrap_random,1.296000000000001,-0.7340108817828505,-0.7458145857855786,0.837128758430481,-0.12681269645690918,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.2303823914599619
42,bootstrap_random,1.296000000000001,-0.7482574706847083,-0.7465380964417448,1.047702670097351,0.01661428064107895,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.1854284812741025
43,bootstrap_random,0.3670000000000001,-0.9748090585221015,-0.5703932248195457,2.3895156383514404,1.7901496887207031,20,11,False,False,False,159,0,31,0,0.7343555092811584,0.3064447343349457,9.297968087790522,0.049479398876428604,False,False,0.7740091854114548
44,bootstrap_random,1.296000000000001,-0.743597207968461,-0.765539008939508,1.1106129884719849,-0.23479503393173218,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,0.9683818466478477
45,bootstrap_random,-1.1679999999999997,0.9739677223196043,-0.9747117934070407,-2.5935897827148438,-18.153213500976562,19,4,False,False,False,154,0,93,0,1.7790429592132568,1.7171838283538818,0.3359797752940906,0.4131355583667755,False,False,1.0034140863561378
46,bootstrap_random,0.29500000000000015,-0.6609059036157283,-0.9748478896481223,1.2710169553756714,-0.8681451082229614,20,10,False,False,False,160,0,32,0,0.32228565216064453,0.22548654675483704,6.89739762431775,0.016402149572968483,False,False,0.49194325027494756
47,bootstrap_random,-1.7400000000000002,-0.9358074341075879,-0.3860832286062713,1.8389803171157837,-2.9161202907562256,20,9,False,False,False,155,0,107,0,1.4732166528701782,0.44093024730682373,1.176154021616749,0.34467369318008423,True,False,0.9967696157612334
48,bootstrap_random,1.296000000000001,-0.7284834615458715,-0.7684232052004956,0.9456611275672913,-0.3778437376022339,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,0.9881319480239201
49,bootstrap_random,1.8660000000000005,-0.3136031475667755,-0.46101256173074273,0.4370543360710144,1.1896984577178955,20,11,False,False,False,152,0,11,0,2.523949146270752,0.5188012719154358,6.553339442782827,0.5024703145027161,True,False,1.5031294896981193
50,bootstrap_random,-2.6130000000000004,-0.27500119815015533,-0.4731954198938182,0.8403667211532593,-5.866927623748779,20,8,False,False,False,159,0,120,0,0.5841060876846313,0.5481135845184326,1.7888473377578127,0.1331581324338913,False,False,1.1544970877373597
51,bootstrap_random,0.7950000000000009,-0.9749764522221731,-0.5539022765452877,2.1083338260650635,1.1865204572677612,20,11,False,False,False,160,0,19,0,0.4639984965324402,0.32068270444869995,4.565983888665229,0.05437235161662102,False,False,0.8923348630797272
52,bootstrap_random,5.5559999999999965,-0.29901522886071286,-0.39467630802652626,-8.519415855407715,-0.8591926693916321,17,10,False,False,False,177,1,12,0,7.5933332443237305,0.5577213168144226,7.136715917404398,0.604651689529419,True,False,0.8831854066558962
53,bootstrap_random,1.296000000000001,-0.728315304749368,-0.7482792677241731,0.7877932190895081,-0.1993347704410553,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.2180242349325145
54,bootstrap_random,1.296000000000001,-0.7494059309620258,-0.7717773707453509,1.2367136478424072,-0.2599833905696869,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,0.850533437983458
55,bootstrap_random,1.296000000000001,-0.7333781485519839,-0.757440548045401,0.9090098142623901,-0.23714470863342285,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.0997399044541178
56,bootstrap_random,1.296000000000001,-0.7277040554429093,-0.75518878387157,0.8177752494812012,-0.2628531754016876,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.1603528243864236
57,bootstrap_random,1.296000000000001,-0.7265340285234437,-0.7536082376790786,0.7969797253608704,-0.26026543974876404,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.1763538299446172
58,bootstrap_random,5.675999999999999,-0.35845781548748723,-0.650320692754258,-3.1849896907806396,-0.8230655789375305,19,10,False,False,False,187,1,7,0,5.052388668060303,0.4016870856285095,7.65985619482572,0.5140562057495117,True,False,1.5636455930109174
59,bootstrap_random,1.3490000000000002,-0.6264819689515195,0.7641896766892252,-2.779078722000122,10.840213775634766,19,14,False,False,False,148,0,39,0,3.574639081954956,1.52395498752594,2.462292909836416,0.7599116563796997,True,False,2.3202335064863444
60,bootstrap_random,1.296000000000001,-0.748786354643009,-0.7647536038983602,1.1713752746582031,-0.18457818031311035,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,0.9491830323651506
61,bootstrap_random,1.296000000000001,-0.7525555567743447,-0.7648475227044945,1.2196378707885742,-0.15416598320007324,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,0.9451781415537062
62,bootstrap_random,1.710000000000001,-0.9137567848630628,-0.3987243547386185,2.103144884109497,1.6930415630340576,20,11,False,False,False,155,0,2,0,1.8901433944702148,0.398149698972702,4.541171784576333,0.13189733028411865,True,False,0.6789337315951456
63,bootstrap_random,1.6320000000000008,-0.4998794810692801,-0.842896440559157,0.18975576758384705,-2.5809614658355713,20,9,False,False,False,159,0,0,0,0.7115514278411865,0.248655766248703,0.42650220758453444,0.09734944999217987,False,False,2.1000139764592696
64,bootstrap_random,1.296000000000001,-0.7412366377861271,-0.7715196258896704,1.1287087202072144,-0.3038948178291321,20,10,False,False,False,162,0,0,0,0.0014091874472796917,0.0014072844060137868,0.036194310776759234,8.003411835488805e-07,False,True,0.8943330479439107
65,bootstrap_random,1.296000000000001,-0.7308684499090146,-0.7567656515997616,0.8697666525840759,-0.2518060803413391,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.1238046655924767
66,bootstrap_random,1.7960000000000016,-0.9724714626632748,-0.8224539169791976,3.252420663833618,-3.489663600921631,20,9,False,False,False,147,0,26,0,3.7032196521759033,0.25776875019073486,1.9859952839988946,0.5348536968231201,True,False,1.8154010544282855
67,bootstrap_random,1.296000000000001,-0.7353850576051639,-0.766436966177033,1.0075911283493042,-0.3114873766899109,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,0.9779499518404318
68,bootstrap_random,1.296000000000001,-0.7284920585481944,-0.7638568110770189,0.9028592705726624,-0.33485397696495056,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.0478808587842052
69,bootstrap_random,4.147,-0.974915937615674,-0.3578265483727312,-1.7607632875442505,1.2749890089035034,19,11,False,False,False,204,1,7,0,0.7272837162017822,0.4760187566280365,0.8665370689716152,0.14281752705574036,False,False,0.6789787933453302
70,bootstrap_random,-2.918000000000003,-0.27999865632375687,-0.7440570169184375,1.153792142868042,-6.33198881149292,20,8,False,False,False,154,0,134,0,1.3332937955856323,0.4521779417991638,0.7443323109246271,0.24574092030525208,False,False,0.8219797010387917
71,bootstrap_random,1.296000000000001,-0.7361535735599308,-0.7597166617575034,0.9641997218132019,-0.2367534637451172,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.0652820351611672
72,bootstrap_random,1.264000000000001,-0.7057888031053557,-0.761326070602618,0.7630419135093689,-0.39180219173431396,20,10,False,False,False,158,0,0,0,0.9021797776222229,0.027622636407613754,8.95512476923597,0.0019031685078516603,False,False,1.1625090447166184
73,bootstrap_random,5.226999999999995,-0.1914077910374073,0.8042706519349959,-13.720281600952148,13.423696517944336,16,16,False,False,False,184,1,32,0,5.975099086761475,1.6494853496551514,3.53105146545559,1.5165495872497559,True,False,2.6316614734479495
74,bootstrap_random,1.3410000000000009,-0.7192207906333891,-0.8040775292225392,0.922540545463562,-0.2173047959804535,20,10,False,False,False,162,0,0,0,0.0661369264125824,0.061656758189201355,2.827711673199656,0.0011644430924206972,False,True,1.1038104837474836
75,bootstrap_random,1.3410000000000009,-0.7018921444601709,-0.8099877708895622,1.0138276815414429,-0.3967786133289337,20,10,False,False,False,162,0,0,0,0.059817034751176834,0.05264291167259216,3.66720506349855,0.0013714988017454743,False,True,0.9240266461175128
76,bootstrap_random,1.296000000000001,-0.7474069800220814,-0.7594153800689147,1.112296223640442,-0.13681241869926453,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.0288924886876165
77,bootstrap_random,1.423000000000001,-0.5944009552433845,-0.6763052028643904,0.41105368733406067,-0.38092198967933655,20,10,False,False,False,161,0,0,0,0.20383398234844208,0.1537325382232666,8.023501537516461,0.011337116360664368,False,False,1.4754060739455814
78,bootstrap_random,-0.2879999999999999,-0.954738534232285,-0.9241851462235398,2.6482951641082764,-0.4343034327030182,20,10,False,False,False,159,0,51,0,0.5036824345588684,0.25938841700553894,2.0139366772015275,0.047737203538417816,False,False,1.0196450711614573
79,bootstrap_random,1.097000000000002,-0.27558017340278573,-0.5112067704626426,-0.4488443434238434,-1.9180238246917725,19,10,False,False,False,159,0,14,0,0.6171097159385681,0.5373872518539429,1.1774808238085195,0.11986236274242401,False,False,2.0211521813093483
80,bootstrap_random,-1.4599999999999989,-0.271937137396442,-0.7135879262621138,-2.0166497230529785,-3.351015567779541,19,9,False,False,False,150,0,103,0,2.090521812438965,0.4540667235851288,1.5821040382067335,0.46429571509361267,True,False,0.43829781030798787
81,bootstrap_random,7.300000000000001,-0.6001974449158295,-0.406427743037757,-12.253291130065918,3.008971691131592,16,11,False,False,False,245,2,0,0,1.81692636013031,0.3717432916164398,9.711424026932406,0.15294592082500458,True,False,1.4220385061051997
82,bootstrap_random,1.296000000000001,-0.7422374056732792,-0.7713101931246953,1.141178846359253,-0.30592629313468933,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,0.8875560854342334
83,bootstrap_random,1.550000000000001,-0.24441330518279697,-0.9378414465293687,-0.11529821902513504,-5.529164791107178,19,8,False,False,False,160,0,0,0,0.5262414216995239,0.5175076723098755,0.17941705974694436,0.09265987575054169,False,False,2.1203474290737034
84,bootstrap_random,6.461999999999998,-0.8600776523104813,0.4811333035050163,-7.658872604370117,4.358360290527344,18,12,False,False,False,174,1,6,0,8.55233097076416,1.239122748374939,5.711578429679489,1.161758303642273,True,False,2.1844678663637347
85,bootstrap_random,1.296000000000001,-0.746087733908775,-0.7719659548514016,1.1980066299438477,-0.2825590968132019,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,0.8849571244205616
86,bootstrap_random,1.296000000000001,-0.7250803179225869,-0.7524098066524226,0.7757017612457275,-0.2629522681236267,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.1906898046750163
87,bootstrap_random,1.296000000000001,-0.726972981077094,-0.7524847840000644,0.7947930097579956,-0.248253732919693,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.188092328340645
88,bootstrap_random,8.176999999999989,-0.7103565372774651,-0.6015373646834759,-6.170525550842285,2.48234486579895,18,11,False,False,False,229,2,6,0,5.963531970977783,0.15280203521251678,4.834413965814288,0.5113270878791809,True,False,1.783418520808983
89,bootstrap_random,1.296000000000001,-0.7492823839124743,-0.7605827148725088,1.1453691720962524,-0.13443607091903687,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.0039753372987437
90,bootstrap_random,1.661000000000001,-0.8204604676544897,-0.3926472741059093,2.060349941253662,1.8413976430892944,20,11,False,False,False,157,0,0,0,1.270141839981079,0.37020930647850037,4.075647947353608,0.07002640515565872,True,False,0.8127230637591478
91,bootstrap_random,1.296000000000001,-0.7489470105882595,-0.7617954974540552,1.1500407457351685,-0.15032170712947845,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,0.9894847484868712
92,bootstrap_random,1.296000000000001,-0.7454465209561525,-0.7716958019235234,1.1875202655792236,-0.28370407223701477,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,0.8961281792310584
93,bootstrap_random,1.296000000000001,-0.7305737736027961,-0.7506806022196977,0.8250910043716431,-0.1970844864845276,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.1924179292280384
94,bootstrap_random,1.697000000000001,-0.19424640683447864,-0.8734971357221762,-0.7240099310874939,-5.0713958740234375,19,9,False,False,False,154,0,6,0,1.9977655410766602,0.5489557981491089,5.15710427998578,0.1899949461221695,True,False,1.8154420436557053
95,bootstrap_random,1.296000000000001,-0.7383481293446766,-0.7649722295050804,1.0352790355682373,-0.27194270491600037,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,0.9806005431403454
96,bootstrap_random,1.296000000000001,-0.7317208036041875,-0.7553724429064023,0.8701590299606323,-0.2302391231060028,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.1340590897680647
97,bootstrap_random,1.7460000000000018,-0.43776003786579604,-0.8323228016626063,-0.6933608055114746,-1.3006985187530518,19,10,False,False,False,142,0,25,0,5.0423102378845215,0.3090265393257141,3.298892424874967,0.5434678196907043,True,False,1.3251866945002022
98,bootstrap_random,1.296000000000001,-0.7347376272876344,-0.7665860563337725,1.0001741647720337,-0.31854334473609924,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,0.9773079453625811
99,bootstrap_random,1.378000000000001,-0.6967575382326969,-0.680498313996378,0.6666650772094727,-0.1825217306613922,20,10,False,False,False,161,0,0,0,0.12039686739444733,0.09210117906332016,3.4555059304676914,0.002908221911638975,False,True,1.3253934964349439
100,bootstrap_random,1.288000000000001,-0.7541261980285056,-0.7618872705591546,1.0433405637741089,-0.33722126483917236,20,10,False,False,False,161,0,0,0,0.1328575313091278,0.02439732663333416,6.267728252449574,0.00019914556469302624,False,True,0.9324514899832618
101,bootstrap_random,1.296000000000001,-0.7498660658734548,-0.750012917528027,1.091505765914917,-0.007480829954147339,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.1414243327322895
102,bootstrap_random,1.370000000000001,-0.850727686489604,-0.8730665847311689,1.288901925086975,-0.26203837990760803,20,10,False,False,False,160,0,0,0,0.4391036629676819,0.16651888191699982,6.520265541873884,0.015780549496412277,False,False,0.8254972971729243
103,bootstrap_random,1.481000000000001,-0.5984663399109226,-0.790139314599405,0.9137818813323975,-0.41694918274879456,20,10,False,False,False,157,0,0,0,1.1801010370254517,0.1500127613544464,7.11016803457443,0.018651358783245087,False,False,0.9869837139706786
104,bootstrap_random,1.296000000000001,-0.7399328530763096,-0.7555799091650338,0.982319712638855,-0.165499746799469,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.0934052049685468
105,bootstrap_random,1.3310000000000013,-0.9038269431500405,-0.6395786365621245,2.028564691543579,1.2306180000305176,20,11,False,False,False,152,0,7,0,2.3906826972961426,0.20716524124145508,8.254875561688477,0.07746434211730957,True,False,0.8254521924075886
106,bootstrap_random,1.296000000000001,-0.7332662852889621,-0.7676005140007867,0.9918113350868225,-0.3386744558811188,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,0.9711208208368703
107,bootstrap_random,1.296000000000001,-0.7346700505364422,-0.7597607272069847,0.9442263841629028,-0.24990451335906982,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.0663798554981332
108,bootstrap_random,5.970999999999997,-0.3959224630726955,0.5589573546693519,-12.419246673583984,9.709321975708008,16,14,False,False,False,187,1,5,0,5.1717681884765625,1.3663005828857422,8.365601731489313,1.0938392877578735,True,False,1.1998929207569502
109,bootstrap_random,1.296000000000001,-0.7333976758286318,-0.7588267304758782,0.9197556376457214,-0.2512103021144867,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.082053219937455
110,bootstrap_random,1.296000000000001,-0.7424259212416152,-0.7463637131994784,0.9579627513885498,-0.031555499881505966,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.2155575110681665
111,bootstrap_random,0.6180000000000013,-0.9749310363832826,-0.7597644621454959,1.8555560111999512,0.5315366983413696,20,11,False,False,False,161,0,23,0,0.30789464712142944,0.22403351962566376,1.320285735956229,0.016523143276572227,False,False,1.3694527520049558
112,bootstrap_random,2.472999999999991,0.9715159224306494,-0.863765640580009,-5.789894104003906,-8.83289909362793,18,7,False,False,False,186,1,106,0,4.94333028793335,1.7032614946365356,2.1372605996895175,2.8968489170074463,True,False,1.1304793604413557
113,bootstrap_random,4.130000000000001,-0.7686189091825729,-0.5364341456870129,0.9026476740837097,2.6316874027252197,20,11,False,False,False,205,1,0,0,0.5266172289848328,0.22810985147953033,2.658595885786177,0.016091614961624146,False,False,1.1741490333249205
114,bootstrap_random,1.5520000000000012,-0.5200640831928736,-0.2089840266586484,-1.2823363542556763,4.087887287139893,19,12,False,False,False,159,0,1,0,0.6420540809631348,0.6071429252624512,0.6255081929528323,0.12554720044136047,False,False,1.115731510167251
115,bootstrap_random,1.296000000000001,-0.7325553703454816,-0.7629924492165988,0.9413403868675232,-0.2998168468475342,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.036228026776071
116,bootstrap_random,1.296000000000001,-0.7458965118361882,-0.7511516628982494,1.0398553609848022,-0.053589023649692535,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.1367203804176502
117,bootstrap_random,1.296000000000001,-0.7544614614670792,-0.749288996724893,1.148782730102539,0.028165556490421295,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.1376076622915938
118,bootstrap_random,1.296000000000001,-0.7410184701757289,-0.7479019457286397,0.9452005624771118,-0.06490731984376907,20,10,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.1957833414601475
119,bootstrap_random,1.296000000000001,-0.7257220071110687,-0.7284447003952238,0.8859802484512329,-0.11450514197349548,20,10,False,False,False,162,0,0,0,0.027713628485798836,0.027486711740493774,1.1682962684316032,0.00031747150933369994,False,True,1.1961340901792263
120,bootstrap_random,0.3730000000000003,-0.6620453149704608,-0.9749940890865036,1.2179745435714722,-0.8116512894630432,20,10,False,False,False,161,0,30,0,0.2932176887989044,0.2473100870847702,2.026626865115448,0.02170172892510891,False,False,0.5543494779342326
