cell_x,cell_y,fitness,descriptor_x,descriptor_y,centroid_x,centroid_y,novelty_score,steps,food_collected,wall_collisions,hazard_contacts
2,8,19.894999999999925,-37.42356491088867,-12.696114540100098,-38.64989814758301,-12.089369071960451,0.8552523161432308,280,5,11,6
2,9,23.484999999999943,-40.91356658935547,-4.042517185211182,-38.64989814758301,-9.69521374511719,0.8845722780381208,280,6,15,6
3,7,16.534999999999922,-30.66094398498535,-14.117108345031738,-35.461431732177736,-14.483524398803713,0.7767683587289632,280,4,13,0
3,8,19.999999999999922,-39.064720153808594,-13.816550254821777,-35.461431732177736,-12.089369071960451,0.6214310992116079,280,5,17,3
3,9,20.54999999999993,-36.524330139160156,-10.793986320495605,-35.461431732177736,-9.69521374511719,0.6488451218225296,280,5,9,0
3,10,21.024999999999917,-33.967777252197266,-6.833252429962158,-35.461431732177736,-7.301058418273929,0.748161136999344,280,4,16,6
4,7,16.49499999999991,-32.27073287963867,-12.907156944274902,-32.27296531677246,-14.483524398803713,0.7932069490633787,280,4,18,0
4,8,20.49999999999995,-32.160804748535156,-11.12588882446289,-32.27296531677246,-12.089369071960451,0.5899292670302587,280,5,10,8
4,9,22.56999999999995,-34.431373596191406,-8.45238971710205,-32.27296531677246,-9.69521374511719,0.5499401308233437,280,4,16,1
4,10,21.52999999999991,-36.15935134887695,-7.624715805053711,-32.27296531677246,-7.301058418273929,0.6535230165284154,280,4,14,2
4,15,25.204999999999906,-29.885549545288086,5.547743320465088,-32.27296531677246,4.669718215942382,0.8928846232527685,280,5,30,4
4,16,29.699999999999942,-33.225975036621094,15.286691665649414,-32.27296531677246,7.063873542785643,0.9657892514211129,280,8,13,5
5,7,16.69999999999992,-31.68508529663086,-12.785222053527832,-29.08449890136719,-14.483524398803713,0.8529104670223224,280,4,16,3
5,8,16.92999999999993,-28.71892547607422,-11.599108695983887,-29.08449890136719,-12.089369071960451,0.6792511970138141,280,4,12,0
5,9,24.52499999999986,-32.985328674316406,-7.730598449707031,-29.08449890136719,-9.69521374511719,0.5546378618762416,280,4,55,0
5,10,21.46499999999993,-28.983814239501953,-7.956789970397949,-29.08449890136719,-7.301058418273929,0.625227873528457,280,4,24,3
5,12,20.21499999999996,-29.87940216064453,-6.950376510620117,-29.08449890136719,-2.5127477645874023,0.9965282777083732,280,5,22,4
5,13,20.75999999999989,-25.82887077331543,-0.6214151382446289,-29.08449890136719,-0.11859243774414074,0.9486934212012345,280,4,21,3
5,15,26.63499999999994,-28.481754302978516,3.756499767303467,-29.08449890136719,4.669718215942382,0.7001357655653606,280,5,26,0
5,16,25.014999999999926,-28.394987106323242,5.001650333404541,-29.08449890136719,7.063873542785643,0.7702699059308575,280,5,17,9
5,18,28.689999999999927,-33.365501403808594,16.082666397094727,-29.08449890136719,11.852184196472166,1.05,280,8,15,7
6,8,19.484999999999978,-26.860271453857422,-10.795096397399902,-25.896032485961914,-12.089369071960451,0.6385809597623834,280,5,14,4
6,9,18.459999999999944,-25.549663543701172,-10.050824165344238,-25.896032485961914,-9.69521374511719,0.5672185490902205,280,3,31,1
6,10,21.209999999999905,-27.55218505859375,-6.680450439453125,-25.896032485961914,-7.301058418273929,0.6152769493909773,280,5,11,0
6,12,28.704999999999874,-25.23721694946289,-1.6273245811462402,-25.896032485961914,-2.5127477645874023,0.862399586908508,280,5,20,3
6,13,20.43499999999989,-24.931255340576172,-1.8855249881744385,-25.896032485961914,-0.11859243774414074,0.85268361351817,280,4,20,6
6,14,25.80499999999995,-25.995454788208008,4.309455394744873,-25.896032485961914,2.2755628890991204,0.7027516829213917,280,5,27,7
6,15,27.869999999999912,-26.123756408691406,2.8480868339538574,-25.896032485961914,4.669718215942382,0.6716607424006397,280,6,19,5
6,18,25.394999999999936,-29.57981300354004,6.3546319007873535,-25.896032485961914,11.852184196472166,0.9290504599980532,280,5,34,2
7,8,13.0459999999999,-25.044971466064453,-11.644600868225098,-22.70756607055664,-12.089369071960451,0.6465353375546841,272,3,13,0
7,9,19.98499999999993,-26.27353286743164,-2.8902764320373535,-22.70756607055664,-9.69521374511719,0.5502693336012288,280,5,11,6
7,10,21.07999999999995,-23.0665225982666,-4.313013553619385,-22.70756607055664,-7.301058418273929,0.5510293286324806,280,5,12,2
7,11,26.149999999999924,-25.784244537353516,-2.685943126678467,-22.70756607055664,-4.906903091430667,0.5893736477374167,280,7,18,4
7,12,28.159999999999876,-27.568195343017578,-0.4266612231731415,-22.70756607055664,-2.5127477645874023,0.7283917677887739,280,5,30,5
7,13,21.109999999999893,-23.590288162231445,-0.8492059707641602,-22.70756607055664,-0.11859243774414074,0.7202205452987633,280,4,11,6
7,14,31.094999999999935,-23.383956909179688,3.5347912311553955,-22.70756607055664,2.2755628890991204,0.6258413477493672,280,5,29,1
7,15,29.039999999999903,-23.821685791015625,3.7423410415649414,-22.70756607055664,4.669718215942382,0.6826047594078775,280,5,44,4
7,17,24.43499999999995,-26.81890296936035,10.433899879455566,-22.70756607055664,9.458028869628905,0.7813520168953417,280,6,13,3
7,18,21.729999999999922,-26.58708953857422,12.05152416229248,-22.70756607055664,11.852184196472166,0.8132957296182796,280,6,39,4
8,8,16.099999999999913,-22.376373291015625,-12.878252983093262,-19.51909965515137,-12.089369071960451,0.658923283975806,280,4,19,6
8,9,16.949999999999964,-20.834442138671875,-6.866833209991455,-19.51909965515137,-9.69521374511719,0.5473704356885004,280,4,29,2
8,10,21.189999999999962,-21.68334197998047,-6.939951419830322,-19.51909965515137,-7.301058418273929,0.5443376754711823,280,4,28,3
8,11,20.22999999999995,-19.88446044921875,-1.685452938079834,-19.51909965515137,-4.906903091430667,0.5719586317544553,280,5,18,3
8,12,24.349999999999977,-18.044097900390625,-2.6996922492980957,-19.51909965515137,-2.5127477645874023,0.6043037168763609,280,5,14,0
8,13,21.84999999999989,-18.19394874572754,1.0349020957946777,-19.51909965515137,-0.11859243774414074,0.5857352757998249,280,4,38,2
