epoch,train_loss,validation_loss
1,0.9294347687328564,0.6806596517562866
2,0.7675025394664091,0.6517874002456665
3,0.7461080703735351,0.6375352740287781
4,0.7332700741992277,0.6251553297042847
5,0.7233984896715949,0.6184946894645691
6,0.7161552776168374,0.6115756630897522
7,0.7084985769496245,0.6035783886909485
8,0.700731406211853,0.5955486297607422
9,0.6935783794346978,0.5883496403694153
10,0.6882714630295249,0.5836402773857117
11,0.6837692452038036,0.5824553370475769
12,0.6795405850971447,0.5784022212028503
13,0.6753850512504578,0.5753890872001648
14,0.6721610199984382,0.5724192261695862
15,0.6677690780864043,0.5697242021560669
16,0.6645046897215001,0.5696040391921997
17,0.6616168268147636,0.5659953355789185
18,0.6580358047485352,0.5634321570396423
19,0.655225108314963,0.5607031583786011
20,0.6529714197831995,0.5590857863426208
21,0.649873499028823,0.5578601360321045
22,0.6476487586077522,0.5557037591934204
23,0.6457844932219562,0.5549650192260742
24,0.6435445903609781,0.5521159172058105
25,0.6411676141234005,0.5501461625099182
26,0.639328483357149,0.551792562007904
27,0.6383737124555251,0.5492285490036011
28,0.6358649197466233,0.5474938154220581
29,0.6342852406782262,0.5475643873214722
30,0.6325153461624594,0.5451789498329163
31,0.6315155607391806,0.5449473261833191
32,0.6299008625815896,0.544159471988678
33,0.6291287983165068,0.5444275736808777
34,0.6273835784407223,0.5419729351997375
35,0.6263379684336046,0.5416330099105835
36,0.6250230179393993,0.5414366722106934
37,0.6237671334603253,0.5443049073219299
38,0.6231896659907172,0.5414078235626221
39,0.621521503981422,0.5392583608627319
40,0.620188445035149,0.5392707586288452
41,0.6193042696504032,0.5385748744010925
42,0.6176201433574452,0.5383325815200806
43,0.616643218573402,0.5374874472618103
44,0.6161878931943108,0.5372711420059204
45,0.6152676660032833,0.535407304763794
46,0.6139622065319734,0.5391363501548767
47,0.6137028636090895,0.5390223860740662
48,0.6115695091135361,0.5340274572372437
49,0.6104365704480339,0.5359647274017334
50,0.6089549788306741,0.5357821583747864
51,0.609019070485059,0.5338320732116699
52,0.6083756583157708,0.5342091917991638
53,0.6064290851424722,0.533499538898468
54,0.6061467940106111,0.5335269570350647
55,0.605440978975857,0.5338672995567322
56,0.6047304521448472,0.5309089422225952
57,0.6032350609162275,0.5326133966445923
58,0.6031709406796624,0.5324457883834839
59,0.602635828186484,0.5323853492736816
60,0.6015301360523,0.5323759317398071
61,0.5999984009967131,0.5332585573196411
62,0.5999782975140739,0.5316656827926636
63,0.599379947830649,0.5309610366821289
64,0.597506275289199,0.5327147245407104
65,0.5975541994992425,0.531707227230072
66,0.5982067717944874,0.5309306979179382
67,0.5969987028626834,0.5330802202224731
68,0.5964424121520099,0.533193051815033
69,0.5953705806171193,0.5300325155258179
70,0.5949536203777089,0.5305018424987793
71,0.5938002799258513,0.5298796892166138
72,0.5936967137841618,0.5298036932945251
73,0.592412236999063,0.5308606028556824
74,0.5913277682416579,0.5308530926704407
75,0.5908490156285903,0.5316314101219177
76,0.5914868769365198,0.5302461981773376
77,0.5902851395326503,0.5297700762748718
78,0.5888171882909887,0.5293089151382446
79,0.5889906167984009,0.5311232209205627
80,0.5885928940492517,0.5303059816360474
