evaluation,filled_cells,coverage,qd_score,raw_qd_score,qd_score_fitness_floor,max_fitness,mean_fitness,occupancy_entropy,mean_pairwise_descriptor_euclidean,mean_pairwise_descriptor_knn_geodesic,pairwise_geodesic_k,pairwise_geodesic_finite_fraction,pairwise_geodesic_disconnected_pairs
1,1,0.0016,6.296000000000001,1.296000000000001,-5.0,1.296000000000001,1.296000000000001,0.0,nan,nan,5,nan,-1
25,11,0.0176,87.94699999999993,32.946999999999925,-5.0,9.222999999999951,2.9951818181818113,0.37247402560124454,nan,nan,5,nan,-1
50,23,0.0368,181.46099999999998,66.46099999999994,-5.0,9.222999999999951,2.8896086956521714,0.4870480233665949,nan,nan,5,nan,-1
75,33,0.0528,283.9909999999998,118.99099999999984,-5.0,10.263999999999951,3.605787878787874,0.5431255742227409,nan,nan,5,nan,-1
100,43,0.0688,351.18199999999985,136.18199999999982,-5.0,10.263999999999951,3.167023255813949,0.584241256937516,nan,nan,5,nan,-1
125,55,0.088,443.10799999999983,168.1079999999998,-5.0,10.263999999999951,3.0565090909090875,0.6224740256012445,nan,nan,5,nan,-1
150,66,0.1056,531.5649999999998,201.56499999999983,-5.0,10.263999999999951,3.054015151515149,0.6507947137410891,nan,nan,5,nan,-1
175,74,0.1184,596.3829999999999,226.3829999999998,-5.0,10.263999999999951,3.059229729729727,0.6685665007565806,nan,nan,5,nan,-1
200,79,0.1264,634.3729999999998,239.3729999999998,-5.0,10.263999999999951,3.0300379746835415,0.6787226488685584,nan,nan,5,nan,-1
225,89,0.1424,691.0459999999998,246.04599999999982,-5.0,10.263999999999951,2.764561797752807,0.6972366462623532,nan,nan,5,nan,-1
250,95,0.152,758.0689999999998,283.06899999999985,-5.0,10.263999999999951,2.9796736842105247,0.7073707001087877,nan,nan,5,nan,-1
275,103,0.1648,827.1819999999998,312.18199999999973,-5.0,10.263999999999951,3.0308932038834926,0.7199297581507992,nan,nan,5,nan,-1
300,109,0.1744,876.1789999999997,331.17899999999975,-5.0,10.263999999999951,3.038339449541282,0.7287245823503046,nan,nan,5,nan,-1
325,121,0.1936,1000.9659999999998,395.96599999999967,-5.0,10.263999999999951,3.272446280991733,0.7449480512024891,nan,nan,5,nan,-1
350,134,0.2144,1110.0479999999998,440.04799999999955,-5.0,10.263999999999951,3.2839402985074595,0.7607997428964904,nan,nan,5,nan,-1
375,144,0.2304,1189.4619999999995,469.46199999999953,-5.0,10.263999999999951,3.2601527777777743,0.7719796553163858,nan,nan,5,nan,-1
400,150,0.24,1262.1279999999997,512.1279999999995,-5.0,10.263999999999951,3.414186666666663,0.7783206881398446,nan,nan,5,nan,-1
425,159,0.2544,1373.7929999999992,578.7929999999992,-5.0,10.263999999999951,3.6402075471698065,0.7873718151938622,nan,nan,5,nan,-1
450,166,0.2656,1429.3279999999993,599.3279999999993,-5.0,10.263999999999951,3.610409638554213,0.794064149487012,nan,nan,5,nan,-1
475,178,0.2848,1550.4439999999995,660.4439999999993,-5.0,10.511000000000005,3.710359550561794,0.8049057857807015,nan,nan,5,nan,-1
500,184,0.2944,1618.9339999999993,698.9339999999993,-5.0,10.511000000000005,3.7985543478260833,0.8100554419216398,nan,nan,5,nan,-1
525,196,0.3136,1753.055999999999,773.0559999999989,-5.0,12.854999999999919,3.9441632653061167,0.8198692565977803,nan,nan,5,nan,-1
550,204,0.3264,1851.3129999999987,831.312999999999,-5.0,12.854999999999919,4.075063725490191,0.8260834345888398,nan,nan,5,nan,-1
575,212,0.3392,1943.461999999999,883.4619999999989,-5.0,12.854999999999919,4.167273584905655,0.8320585456090624,nan,nan,5,nan,-1
600,220,0.352,2023.131999999999,923.1319999999988,-5.0,12.854999999999919,4.19605454545454,0.8378123046379412,nan,nan,5,nan,-1
625,225,0.36,2086.190999999999,961.1909999999988,-5.0,12.854999999999919,4.271959999999995,0.8413030972429927,nan,nan,5,nan,-1
650,229,0.3664,2135.1989999999987,990.1989999999987,-5.0,12.854999999999919,4.324013100436676,0.8440403263733741,nan,nan,5,nan,-1
675,238,0.3808,2224.4279999999985,1034.4279999999987,-5.0,12.854999999999919,4.346336134453776,0.8500282352295372,nan,nan,5,nan,-1
700,246,0.3936,2320.2929999999988,1090.2929999999983,-5.0,18.439999999999888,4.432085365853651,0.8551637024018754,nan,nan,5,nan,-1
725,249,0.3984,2370.7039999999984,1125.7039999999984,-5.0,18.439999999999888,4.520899598393568,0.85704655859016,nan,nan,5,nan,-1
750,255,0.408,2455.520999999998,1180.5209999999984,-5.0,18.439999999999888,4.629494117647052,0.8607451555521433,nan,nan,5,nan,-1
775,263,0.4208,2571.199999999998,1256.1999999999982,-5.0,18.439999999999888,4.776425855513302,0.8655434902348121,nan,nan,5,nan,-1
800,266,0.4256,2639.118999999998,1309.118999999998,-5.0,18.439999999999888,4.921499999999993,0.8673053284076778,nan,nan,5,nan,-1
