pair_index,rollout_i,rollout_j,rollout_i_name,rollout_j_name,euclidean_final_xy,maze_geodesic_shortest_path,latent_euclidean_distance,shortest_path_touches_horseshoe_region
615,6,91,diag_left_of_u_wall,random_mlp_079,0.43415269,0.465968,164.28677843169513,True
616,7,8,diag_inside_left_wall,diag_below_u_bottom,0.25013746,2.87378305,8.168912509003983,True
617,7,9,diag_inside_left_wall,diag_inside_bottom,0.0794131,0.08633094,3.0256067371676316,True
618,7,10,diag_inside_left_wall,diag_right_outer_wall,0.64561858,2.13810043,5.634579639907284,True
619,7,11,diag_inside_left_wall,diag_inside_right_wall,0.39691327,2.4704818,4.549666037256559,True
620,7,12,diag_inside_left_wall,random_mlp_000,0.66093381,2.81044463,159.65074748521315,True
621,7,13,diag_inside_left_wall,random_mlp_001,0.75089452,2.94343227,159.65074748521315,True
622,7,14,diag_inside_left_wall,random_mlp_002,0.64638052,2.79852482,159.65074748521315,True
623,7,15,diag_inside_left_wall,random_mlp_003,0.41787895,2.81273786,159.65074748521315,True
624,7,16,diag_inside_left_wall,random_mlp_004,0.63990809,2.78413633,159.65074748521315,True
625,7,17,diag_inside_left_wall,random_mlp_005,0.3299345,2.19752406,159.65074748521315,True
626,7,18,diag_inside_left_wall,random_mlp_006,0.81344491,3.03572311,159.65074748521315,True
627,7,19,diag_inside_left_wall,random_mlp_007,0.64467723,2.79852482,159.65074748521315,True
628,7,20,diag_inside_left_wall,random_mlp_008,0.63051368,2.66059983,159.65074748521315,True
629,7,21,diag_inside_left_wall,random_mlp_009,0.66730495,2.81044463,159.65074748521315,True
630,7,22,diag_inside_left_wall,random_mlp_010,0.64439543,2.29186002,159.65074748521315,True
631,7,23,diag_inside_left_wall,random_mlp_011,0.6692443,2.81044463,159.65074748521315,True
632,7,24,diag_inside_left_wall,random_mlp_012,0.53411311,2.89268533,159.65074748521315,True
633,7,25,diag_inside_left_wall,random_mlp_013,1.75577971,2.12124326,159.65074748521315,True
634,7,26,diag_inside_left_wall,random_mlp_014,0.63729905,2.76974784,159.65074748521315,True
635,7,27,diag_inside_left_wall,random_mlp_015,0.65566386,2.79009623,159.65074748521315,True
636,7,28,diag_inside_left_wall,random_mlp_016,0.61414595,1.8402805,159.65074748521315,True
637,7,29,diag_inside_left_wall,random_mlp_017,1.58641063,2.04376447,159.65074748521315,True
638,7,30,diag_inside_left_wall,random_mlp_018,0.96603896,2.19378471,159.65074748521315,True
639,7,31,diag_inside_left_wall,random_mlp_019,0.2776226,2.20842131,159.65074748521315,True
640,7,32,diag_inside_left_wall,random_mlp_020,0.53308483,2.00553635,159.65074748521315,True
641,7,33,diag_inside_left_wall,random_mlp_021,0.61831802,2.90911894,159.65074748521315,True
642,7,34,diag_inside_left_wall,random_mlp_022,0.6607111,2.80448472,159.65074748521315,True
643,7,35,diag_inside_left_wall,random_mlp_023,0.85628714,2.64085044,159.65074748521315,True
644,7,36,diag_inside_left_wall,random_mlp_024,1.25805734,2.04972438,159.65074748521315,True
645,7,37,diag_inside_left_wall,random_mlp_025,0.5429708,2.89268533,159.65074748521315,True
646,7,38,diag_inside_left_wall,random_mlp_026,0.64409483,2.79852482,159.65074748521315,True
647,7,39,diag_inside_left_wall,random_mlp_027,0.64547151,2.78413633,159.65074748521315,True
648,7,40,diag_inside_left_wall,random_mlp_028,0.6650454,2.81044463,159.65074748521315,True
649,7,41,diag_inside_left_wall,random_mlp_029,0.7094823,2.7767303,159.65074748521315,True
650,7,42,diag_inside_left_wall,random_mlp_030,0.64777295,2.79852482,159.65074748521315,True
651,7,43,diag_inside_left_wall,random_mlp_031,0.66969392,2.81044463,159.65074748521315,True
652,7,44,diag_inside_left_wall,random_mlp_032,0.65573257,2.80448472,159.65074748521315,True
653,7,45,diag_inside_left_wall,random_mlp_033,1.23336199,2.31689765,159.65074748521315,True
654,7,46,diag_inside_left_wall,random_mlp_034,0.6480467,2.64374267,159.65074748521315,True
655,7,47,diag_inside_left_wall,random_mlp_035,0.66716624,2.81044463,159.65074748521315,True
656,7,48,diag_inside_left_wall,random_mlp_036,0.65724193,2.7300736,159.65074748521315,True
657,7,49,diag_inside_left_wall,random_mlp_037,0.94961282,3.10128209,159.65074748521315,True
658,7,50,diag_inside_left_wall,random_mlp_038,0.41377751,2.67438932,159.65074748521315,True
659,7,51,diag_inside_left_wall,random_mlp_039,0.63835835,2.78413633,159.65074748521315,True
660,7,52,diag_inside_left_wall,random_mlp_040,0.77957135,3.02380329,159.65074748521315,True
661,7,53,diag_inside_left_wall,random_mlp_041,0.62908745,2.86697603,159.65074748521315,True
662,7,54,diag_inside_left_wall,random_mlp_042,1.63013759,1.75761624,159.65074748521315,True
663,7,55,diag_inside_left_wall,random_mlp_043,0.66196777,2.78166765,159.65074748521315,True
664,7,56,diag_inside_left_wall,random_mlp_044,1.51926437,1.69699461,159.65074748521315,True
665,7,57,diag_inside_left_wall,random_mlp_045,0.3487563,2.43225368,159.65074748521315,True
666,7,58,diag_inside_left_wall,random_mlp_046,0.64947132,2.79009623,159.65074748521315,True
667,7,59,diag_inside_left_wall,random_mlp_047,0.66217638,2.81044463,159.65074748521315,True
668,7,60,diag_inside_left_wall,random_mlp_048,0.65550866,2.79009623,159.65074748521315,True
669,7,61,diag_inside_left_wall,random_mlp_049,0.68912568,2.76481049,159.65074748521315,True
670,7,62,diag_inside_left_wall,random_mlp_050,0.65787543,2.80448472,159.65074748521315,True
671,7,63,diag_inside_left_wall,random_mlp_051,1.75644047,2.12124326,159.65074748521315,True
672,7,64,diag_inside_left_wall,random_mlp_052,0.67787614,2.44681761,159.65074748521315,True
673,7,65,diag_inside_left_wall,random_mlp_053,0.4018316,2.03822812,159.65074748521315,True
674,7,66,diag_inside_left_wall,random_mlp_054,0.64697122,2.79852482,159.65074748521315,True
675,7,67,diag_inside_left_wall,random_mlp_055,0.90717653,2.98617418,159.65074748521315,True
676,7,68,diag_inside_left_wall,random_mlp_056,0.62668899,2.9463245,159.65074748521315,True
677,7,69,diag_inside_left_wall,random_mlp_057,0.65375126,2.79009623,159.65074748521315,True
678,7,70,diag_inside_left_wall,random_mlp_058,0.44500881,2.81520654,159.65074748521315,True
679,7,71,diag_inside_left_wall,random_mlp_059,0.65481915,2.79009623,159.65074748521315,True
680,7,72,diag_inside_left_wall,random_mlp_060,0.65101867,2.79009623,159.65074748521315,True
681,7,73,diag_inside_left_wall,random_mlp_061,0.65403946,2.77570774,159.65074748521315,True
682,7,74,diag_inside_left_wall,random_mlp_062,1.47750775,1.75352601,159.65074748521315,True
683,7,75,diag_inside_left_wall,random_mlp_063,0.4906526,2.62977774,159.65074748521315,True
684,7,76,diag_inside_left_wall,random_mlp_064,0.93197803,3.07250511,159.65074748521315,True
685,7,77,diag_inside_left_wall,random_mlp_065,0.63990568,2.78413633,159.65074748521315,True
686,7,78,diag_inside_left_wall,random_mlp_066,0.66044488,2.78166765,159.65074748521315,True
687,7,79,diag_inside_left_wall,random_mlp_067,0.66206551,2.79605614,159.65074748521315,True
688,7,80,diag_inside_left_wall,random_mlp_068,0.68503916,2.03984968,159.65074748521315,True
689,7,81,diag_inside_left_wall,random_mlp_069,0.59542011,2.0209474,159.65074748521315,True
690,7,82,diag_inside_left_wall,random_mlp_070,1.23241896,2.0676041,159.65074748521315,True
691,7,83,diag_inside_left_wall,random_mlp_071,0.8527784,2.37240649,159.65074748521315,True
692,7,84,diag_inside_left_wall,random_mlp_072,0.71431408,2.98804385,159.65074748521315,True
693,7,85,diag_inside_left_wall,random_mlp_073,0.66039285,2.90171291,159.65074748521315,True
694,7,86,diag_inside_left_wall,random_mlp_074,0.6434274,2.79852482,159.65074748521315,True
695,7,87,diag_inside_left_wall,random_mlp_075,1.11026678,3.12716684,159.65074748521315,True
696,7,88,diag_inside_left_wall,random_mlp_076,0.6595609,2.79605614,159.65074748521315,True
697,7,89,diag_inside_left_wall,random_mlp_077,0.65830233,2.79009623,159.65074748521315,True
698,7,90,diag_inside_left_wall,random_mlp_078,0.94788588,3.10128209,159.65074748521315,True
699,7,91,diag_inside_left_wall,random_mlp_079,0.64020714,2.76974784,159.65074748521315,True
700,8,9,diag_below_u_bottom,diag_inside_bottom,0.22351554,2.9095425,5.4889581861793655,True
701,8,10,diag_below_u_bottom,diag_right_outer_wall,0.73299479,0.90605126,11.56584635091,True
702,8,11,diag_below_u_bottom,diag_inside_right_wall,0.37303235,0.49023119,11.130108031920736,True
703,8,12,diag_below_u_bottom,random_mlp_000,0.74862081,0.76854984,166.52375727453983,True
704,8,13,diag_below_u_bottom,random_mlp_001,0.80570544,0.84747475,166.52375727453983,True
705,8,14,diag_below_u_bottom,random_mlp_002,0.7304015,0.73977286,166.52375727453983,True
706,8,15,diag_below_u_bottom,random_mlp_003,0.31156233,0.33051169,166.52375727453983,True
707,8,16,diag_below_u_bottom,random_mlp_004,0.72832229,0.74573276,166.52375727453983,True
708,8,17,diag_below_u_bottom,random_mlp_005,0.57376238,0.73585807,166.52375727453983,True
709,8,18,diag_below_u_bottom,random_mlp_006,0.84217967,0.89762268,166.52375727453983,True
710,8,19,diag_below_u_bottom,random_mlp_007,0.72933322,0.73977286,166.52375727453983,True
711,8,20,diag_below_u_bottom,random_mlp_008,0.76318027,0.81376042,166.52375727453983,True
712,8,21,diag_below_u_bottom,random_mlp_009,0.75172134,0.76854984,166.52375727453983,True
713,8,22,diag_below_u_bottom,random_mlp_010,0.87302191,0.97612404,166.52375727453983,True
714,8,23,diag_below_u_bottom,random_mlp_011,0.75363276,0.76854984,166.52375727453983,True
715,8,24,diag_below_u_bottom,random_mlp_012,0.49932451,0.55229894,166.52375727453983,True
716,8,25,diag_below_u_bottom,random_mlp_013,2.00590946,2.28709811,166.52375727453983,True
717,8,26,diag_below_u_bottom,random_mlp_014,0.73006797,0.75169267,166.52375727453983,True
718,8,27,diag_below_u_bottom,random_mlp_015,0.7470682,0.76012125,166.52375727453983,True
719,8,28,diag_below_u_bottom,random_mlp_016,0.86229302,1.06926199,166.52375727453983,True
720,8,29,diag_below_u_bottom,random_mlp_017,1.83602423,2.10004775,166.52375727453983,True
721,8,30,diag_below_u_bottom,random_mlp_018,1.1892118,1.27045273,166.52375727453983,True
722,8,31,diag_below_u_bottom,random_mlp_019,0.52309566,0.68920137,166.52375727453983,True
723,8,32,diag_below_u_bottom,random_mlp_020,0.78279744,0.97552503,166.52375727453983,True
724,8,33,diag_below_u_bottom,random_mlp_021,0.63517037,0.67830411,166.52375727453983,True
725,8,34,diag_below_u_bottom,random_mlp_022,0.74727814,0.75416135,166.52375727453983,True
726,8,35,diag_below_u_bottom,random_mlp_023,1.01214827,1.09165551,166.52375727453983,True
727,8,36,diag_below_u_bottom,random_mlp_024,1.50213595,1.69963873,166.52375727453983,True
728,8,37,diag_below_u_bottom,random_mlp_025,0.50872411,0.55229894,166.52375727453983,True
729,8,38,diag_below_u_bottom,random_mlp_026,0.7292346,0.73977286,166.52375727453983,True
730,8,39,diag_below_u_bottom,random_mlp_027,0.73266399,0.74573276,166.52375727453983,True
731,8,40,diag_below_u_bottom,random_mlp_028,0.75321041,0.76854984,166.52375727453983,True
732,8,41,diag_below_u_bottom,random_mlp_029,0.81390055,0.84994342,166.52375727453983,True
733,8,42,diag_below_u_bottom,random_mlp_030,0.73354167,0.73977286,166.52375727453983,True
734,8,43,diag_below_u_bottom,random_mlp_031,0.7544407,0.76854984,166.52375727453983,True
735,8,44,diag_below_u_bottom,random_mlp_032,0.74046308,0.75416135,166.52375727453983,True
736,8,45,diag_below_u_bottom,random_mlp_033,1.25493227,1.30868085,166.52375727453983,True
737,8,46,diag_below_u_bottom,random_mlp_034,0.78871425,0.85445721,166.52375727453983,True
738,8,47,diag_below_u_bottom,random_mlp_035,0.75275697,0.76854984,166.52375727453983,True
739,8,48,diag_below_u_bottom,random_mlp_036,0.77298952,0.81869777,166.52375727453983,True
740,8,49,diag_below_u_bottom,random_mlp_037,0.99359421,1.05589606,166.52375727453983,True
741,8,50,diag_below_u_bottom,random_mlp_038,0.49656671,0.52147684,166.52375727453983,True
742,8,51,diag_below_u_bottom,random_mlp_039,0.73003704,0.74573276,166.52375727453983,True
743,8,52,diag_below_u_bottom,random_mlp_040,0.57462485,0.6098529,166.52375727453983,True
744,8,53,diag_below_u_bottom,random_mlp_041,0.68059851,0.72044702,166.52375727453983,True
745,8,54,diag_below_u_bottom,random_mlp_042,1.80567747,2.05219305,166.52375727453983,True
746,8,55,diag_below_u_bottom,random_mlp_043,0.7553564,0.78046965,166.52375727453983,True
747,8,56,diag_below_u_bottom,random_mlp_044,1.76555355,2.03984968,166.52375727453983,True
748,8,57,diag_below_u_bottom,random_mlp_045,0.53492275,0.59648697,166.52375727453983,True
749,8,58,diag_below_u_bottom,random_mlp_046,0.7381788,0.76012125,166.52375727453983,True
750,8,59,diag_below_u_bottom,random_mlp_047,0.74953107,0.76854984,166.52375727453983,True
751,8,60,diag_below_u_bottom,random_mlp_048,0.74490469,0.76012125,166.52375727453983,True
752,8,61,diag_below_u_bottom,random_mlp_049,0.79295903,0.82116644,166.52375727453983,True
753,8,62,diag_below_u_bottom,random_mlp_050,0.74429146,0.75416135,166.52375727453983,True
754,8,63,diag_below_u_bottom,random_mlp_051,2.0065687,2.28709811,166.52375727453983,True
755,8,64,diag_below_u_bottom,random_mlp_052,0.87700077,0.95577564,166.52375727453983,True
756,8,65,diag_below_u_bottom,random_mlp_053,0.65121088,0.83555493,166.52375727453983,True
757,8,66,diag_below_u_bottom,random_mlp_054,0.73357922,0.73977286,166.52375727453983,True
758,8,67,diag_below_u_bottom,random_mlp_055,0.97836423,1.0082168,166.52375727453983,True
759,8,68,diag_below_u_bottom,random_mlp_056,0.40111291,0.42280254,166.52375727453983,True
760,8,69,diag_below_u_bottom,random_mlp_057,0.74626251,0.76012125,166.52375727453983,True
761,8,70,diag_below_u_bottom,random_mlp_058,0.34194684,0.36524858,166.52375727453983,True
762,8,71,diag_below_u_bottom,random_mlp_059,0.742799,0.76012125,166.52375727453983,True
763,8,72,diag_below_u_bottom,random_mlp_060,0.74294188,0.76012125,166.52375727453983,True
764,8,73,diag_below_u_bottom,random_mlp_061,0.74698038,0.76608116,166.52375727453983,True
765,8,74,diag_below_u_bottom,random_mlp_062,1.72607078,2.00366668,166.52375727453983,True
766,8,75,diag_below_u_bottom,random_mlp_063,0.61638041,0.65795571,166.52375727453983,True
767,8,76,diag_below_u_bottom,random_mlp_064,0.98314916,1.04397625,166.52375727453983,True
768,8,77,diag_below_u_bottom,random_mlp_065,0.72884313,0.74573276,166.52375727453983,True
769,8,78,diag_below_u_bottom,random_mlp_066,0.75392417,0.78046965,166.52375727453983,True
770,8,79,diag_below_u_bottom,random_mlp_067,0.75225698,0.77450974,166.52375727453983,True
771,8,80,diag_below_u_bottom,random_mlp_068,0.92784829,1.14674079,166.52375727453983,True
772,8,81,diag_below_u_bottom,random_mlp_069,0.84325726,1.01971306,166.52375727453983,True
773,8,82,diag_below_u_bottom,random_mlp_070,1.47512505,1.65647326,166.52375727453983,True
774,8,83,diag_below_u_bottom,random_mlp_071,1.0543675,1.13541997,166.52375727453983,True
775,8,84,diag_below_u_bottom,random_mlp_072,0.72874362,0.78251477,166.52375727453983,True
776,8,85,diag_below_u_bottom,random_mlp_073,0.69987772,0.74675532,166.52375727453983,True
777,8,86,diag_below_u_bottom,random_mlp_074,0.72859436,0.73977286,166.52375727453983,True
778,8,87,diag_below_u_bottom,random_mlp_075,0.94109928,0.97450248,166.52375727453983,True
779,8,88,diag_below_u_bottom,random_mlp_076,0.74931636,0.77450974,166.52375727453983,True
780,8,89,diag_below_u_bottom,random_mlp_077,0.74638715,0.76012125,166.52375727453983,True
781,8,90,diag_below_u_bottom,random_mlp_078,0.99219397,1.05589606,166.52375727453983,True
782,8,91,diag_below_u_bottom,random_mlp_079,0.73253366,0.75169267,166.52375727453983,True
783,9,10,diag_inside_bottom,diag_right_outer_wall,0.58580597,2.10234098,6.409840301695225,True
784,9,11,diag_inside_bottom,diag_inside_right_wall,0.31778899,2.43472235,5.768133774144585,True
785,9,12,diag_inside_bottom,random_mlp_000,0.73694663,2.84620407,162.61911837815563,True
786,9,13,diag_inside_bottom,random_mlp_001,0.8235721,2.97919171,162.61911837815563,True
787,9,14,diag_inside_bottom,random_mlp_002,0.72193824,2.83428426,162.61911837815563,True
788,9,15,diag_inside_bottom,random_mlp_003,0.45062405,2.84849731,162.61911837815563,True
789,9,16,diag_inside_bottom,random_mlp_004,0.71588512,2.81989577,162.61911837815563,True
790,9,17,diag_inside_bottom,random_mlp_005,0.3905738,2.2332835,162.61911837815563,True
791,9,18,diag_inside_bottom,random_mlp_006,0.88276107,3.07148255,162.61911837815563,True
792,9,19,diag_inside_bottom,random_mlp_007,0.72029249,2.83428426,162.61911837815563,True
793,9,20,diag_inside_bottom,random_mlp_008,0.70958833,2.69635928,162.61911837815563,True
794,9,21,diag_inside_bottom,random_mlp_009,0.74301643,2.84620407,162.61911837815563,True
795,9,22,diag_inside_bottom,random_mlp_010,0.71199617,2.32761946,162.61911837815563,True
796,9,23,diag_inside_bottom,random_mlp_011,0.74496285,2.84620407,162.61911837815563,True
797,9,24,diag_inside_bottom,random_mlp_012,0.58824579,2.92844478,162.61911837815563,True
798,9,25,diag_inside_bottom,random_mlp_013,1.79552214,2.15700271,162.61911837815563,True
799,9,26,diag_inside_bottom,random_mlp_014,0.71369137,2.80550728,162.61911837815563,True
800,9,27,diag_inside_bottom,random_mlp_015,0.73201576,2.82585568,162.61911837815563,True
801,9,28,diag_inside_bottom,random_mlp_016,0.64545489,1.87603995,162.61911837815563,True
802,9,29,diag_inside_bottom,random_mlp_017,1.63036838,2.07952391,162.61911837815563,True
803,9,30,diag_inside_bottom,random_mlp_018,1.03455497,2.22954416,162.61911837815563,True
804,9,31,diag_inside_bottom,random_mlp_019,0.33740862,2.24418076,162.61911837815563,True
805,9,32,diag_inside_bottom,random_mlp_020,0.57961572,2.04129579,162.61911837815563,True
806,9,33,diag_inside_bottom,random_mlp_021,0.68406074,2.94487838,162.61911837815563,True
807,9,34,diag_inside_bottom,random_mlp_022,0.73660969,2.84024417,162.61911837815563,True
808,9,35,diag_inside_bottom,random_mlp_023,0.93553826,2.67660988,162.61911837815563,True
809,9,36,diag_inside_bottom,random_mlp_024,1.31277916,2.08548382,162.61911837815563,True
810,9,37,diag_inside_bottom,random_mlp_025,0.59739922,2.92844478,162.61911837815563,True
811,9,38,diag_inside_bottom,random_mlp_026,0.71975766,2.83428426,162.61911837815563,True
812,9,39,diag_inside_bottom,random_mlp_027,0.72135417,2.81989577,162.61911837815563,True
813,9,40,diag_inside_bottom,random_mlp_028,0.74112636,2.84620407,162.61911837815563,True
814,9,41,diag_inside_bottom,random_mlp_029,0.78715796,2.81248975,162.61911837815563,True
815,9,42,diag_inside_bottom,random_mlp_030,0.72352148,2.83428426,162.61911837815563,True
816,9,43,diag_inside_bottom,random_mlp_031,0.74545183,2.84620407,162.61911837815563,True
817,9,44,diag_inside_bottom,random_mlp_032,0.73141596,2.84024417,162.61911837815563,True
818,9,45,diag_inside_bottom,random_mlp_033,1.16357246,2.2811382,162.61911837815563,True
819,9,46,diag_inside_bottom,random_mlp_034,0.72736668,2.67950211,162.61911837815563,True
820,9,47,diag_inside_bottom,random_mlp_035,0.74299807,2.84620407,162.61911837815563,True
821,9,48,diag_inside_bottom,random_mlp_036,0.73553843,2.76583305,162.61911837815563,True
822,9,49,diag_inside_bottom,random_mlp_037,1.02176706,3.13704153,162.61911837815563,True
823,9,50,diag_inside_bottom,random_mlp_038,0.4869636,2.71014876,162.61911837815563,True
824,9,51,diag_inside_bottom,random_mlp_039,0.71465085,2.81989577,162.61911837815563,True
825,9,52,diag_inside_bottom,random_mlp_040,0.71368218,2.98804385,162.61911837815563,True
826,9,53,diag_inside_bottom,random_mlp_041,0.70046398,2.90273547,162.61911837815563,True
827,9,54,diag_inside_bottom,random_mlp_042,1.60464616,1.7218568,162.61911837815563,True
828,9,55,diag_inside_bottom,random_mlp_043,0.73853685,2.8174271,162.61911837815563,True
829,9,56,diag_inside_bottom,random_mlp_044,1.54510138,1.73275406,162.61911837815563,True
830,9,57,diag_inside_bottom,random_mlp_045,0.427642,2.46801312,162.61911837815563,True
831,9,58,diag_inside_bottom,random_mlp_046,0.72552804,2.82585568,162.61911837815563,True
832,9,59,diag_inside_bottom,random_mlp_047,0.73816206,2.84620407,162.61911837815563,True
833,9,60,diag_inside_bottom,random_mlp_048,0.73166431,2.82585568,162.61911837815563,True
834,9,61,diag_inside_bottom,random_mlp_049,0.76669111,2.80056993,162.61911837815563,True
835,9,62,diag_inside_bottom,random_mlp_050,0.73374405,2.84024417,162.61911837815563,True
836,9,63,diag_inside_bottom,random_mlp_051,1.79623593,2.15700271,162.61911837815563,True
837,9,64,diag_inside_bottom,random_mlp_052,0.75367537,2.48257705,162.61911837815563,True
838,9,65,diag_inside_bottom,random_mlp_053,0.43869768,2.07398756,162.61911837815563,True
839,9,66,diag_inside_bottom,random_mlp_054,0.72280205,2.83428426,162.61911837815563,True
840,9,67,diag_inside_bottom,random_mlp_055,0.98245685,3.02193362,162.61911837815563,True
841,9,68,diag_inside_bottom,random_mlp_056,0.56961124,2.91056505,162.61911837815563,True
842,9,69,diag_inside_bottom,random_mlp_057,0.73019964,2.82585568,162.61911837815563,True
843,9,70,diag_inside_bottom,random_mlp_058,0.4796863,2.85096598,162.61911837815563,True
844,9,71,diag_inside_bottom,random_mlp_059,0.7308304,2.82585568,162.61911837815563,True
845,9,72,diag_inside_bottom,random_mlp_060,0.72739786,2.82585568,162.61911837815563,True
846,9,73,diag_inside_bottom,random_mlp_061,0.73052982,2.81146719,162.61911837815563,True
847,9,74,diag_inside_bottom,random_mlp_062,1.50839699,1.78928545,162.61911837815563,True
848,9,75,diag_inside_bottom,random_mlp_063,0.5689748,2.66553718,162.61911837815563,True
849,9,76,diag_inside_bottom,random_mlp_064,1.00500542,3.10826456,162.61911837815563,True
850,9,77,diag_inside_bottom,random_mlp_065,0.71593542,2.81989577,162.61911837815563,True
851,9,78,diag_inside_bottom,random_mlp_066,0.73701544,2.8174271,162.61911837815563,True
852,9,79,diag_inside_bottom,random_mlp_067,0.73833108,2.83181559,162.61911837815563,True
853,9,80,diag_inside_bottom,random_mlp_068,0.74300891,2.07560912,162.61911837815563,True
854,9,81,diag_inside_bottom,random_mlp_069,0.64703814,2.05670684,162.61911837815563,True
855,9,82,diag_inside_bottom,random_mlp_070,1.28863848,2.10336354,162.61911837815563,True
856,9,83,diag_inside_bottom,random_mlp_071,0.92755745,2.40816593,162.61911837815563,True
857,9,84,diag_inside_bottom,random_mlp_072,0.78059209,3.02380329,162.61911837815563,True
858,9,85,diag_inside_bottom,random_mlp_073,0.73026593,2.93747236,162.61911837815563,True
859,9,86,diag_inside_bottom,random_mlp_074,0.71908938,2.83428426,162.61911837815563,True
860,9,87,diag_inside_bottom,random_mlp_075,1.03554144,3.09140739,162.61911837815563,True
861,9,88,diag_inside_bottom,random_mlp_076,0.73577184,2.83181559,162.61911837815563,True
862,9,89,diag_inside_bottom,random_mlp_077,0.73434176,2.82585568,162.61911837815563,True
863,9,90,diag_inside_bottom,random_mlp_078,1.02007736,3.13704153,162.61911837815563,True
864,9,91,diag_inside_bottom,random_mlp_079,0.71657162,2.80550728,162.61911837815563,True
865,10,11,diag_right_outer_wall,diag_inside_right_wall,0.38911739,0.41582007,1.2410224977532844,True
866,10,12,diag_right_outer_wall,random_mlp_000,1.28475684,1.66268128,160.8170803876465,True
867,10,13,diag_right_outer_wall,random_mlp_001,1.38646071,1.75352601,160.8170803876465,True
868,10,14,diag_right_outer_wall,random_mlp_002,1.27280293,1.6339043,160.8170803876465,True
869,10,15,diag_right_outer_wall,random_mlp_003,1.02480251,1.23656296,160.8170803876465,True
870,10,16,diag_right_outer_wall,random_mlp_004,1.26433385,1.6279444,160.8170803876465,True
871,10,17,diag_right_outer_wall,random_mlp_005,0.7588114,1.59423007,160.8170803876465,True
872,10,18,diag_right_outer_wall,random_mlp_006,1.45536693,1.80367394,160.8170803876465,True
873,10,19,diag_right_outer_wall,random_mlp_007,1.27085241,1.6339043,160.8170803876465,True
874,10,20,diag_right_outer_wall,random_mlp_008,1.22313371,1.67213242,160.8170803876465,True
875,10,21,diag_right_outer_wall,random_mlp_009,1.29259433,1.66268128,160.8170803876465,True
876,10,22,diag_right_outer_wall,random_mlp_010,1.04220917,1.83449604,160.8170803876465,True
877,10,23,diag_right_outer_wall,random_mlp_011,1.29446308,1.66268128,160.8170803876465,True
878,10,24,diag_right_outer_wall,random_mlp_012,1.17404055,1.4583502,160.8170803876465,True
879,10,25,diag_right_outer_wall,random_mlp_013,1.76408353,2.17981978,160.8170803876465,True
880,10,26,diag_right_outer_wall,random_mlp_014,1.25944067,1.62198449,160.8170803876465,True
881,10,27,diag_right_outer_wall,random_mlp_015,1.27765675,1.64233289,160.8170803876465,True
882,10,28,diag_right_outer_wall,random_mlp_016,0.73286838,1.89885702,160.8170803876465,True
883,10,29,diag_right_outer_wall,random_mlp_017,1.64545039,2.10234098,160.8170803876465,True
884,10,30,diag_right_outer_wall,random_mlp_018,1.33063025,2.12882473,160.8170803876465,True
885,10,31,diag_right_outer_wall,random_mlp_019,0.72441789,1.54757337,160.8170803876465,True
886,10,32,diag_right_outer_wall,random_mlp_020,0.79103945,1.83389704,160.8170803876465,True
887,10,33,diag_right_outer_wall,random_mlp_021,1.26360509,1.58435537,160.8170803876465,True
888,10,34,diag_right_outer_wall,random_mlp_022,1.28515244,1.64829279,160.8170803876465,True
889,10,35,diag_right_outer_wall,random_mlp_023,1.40147689,1.95002751,160.8170803876465,True
890,10,36,diag_right_outer_wall,random_mlp_024,1.44871314,2.10830089,160.8170803876465,True
891,10,37,diag_right_outer_wall,random_mlp_025,1.18320198,1.4583502,160.8170803876465,True
892,10,38,diag_right_outer_wall,random_mlp_026,1.27004808,1.6339043,160.8170803876465,True
893,10,39,diag_right_outer_wall,random_mlp_027,1.27028597,1.6279444,160.8170803876465,True
894,10,40,diag_right_outer_wall,random_mlp_028,1.28841303,1.66268128,160.8170803876465,True
895,10,41,diag_right_outer_wall,random_mlp_029,1.32017885,1.70831543,160.8170803876465,True
896,10,42,diag_right_outer_wall,random_mlp_030,1.27323149,1.6339043,160.8170803876465,True
897,10,43,diag_right_outer_wall,random_mlp_031,1.29470346,1.66268128,160.8170803876465,True
898,10,44,diag_right_outer_wall,random_mlp_032,1.28137161,1.64829279,160.8170803876465,True
899,10,45,diag_right_outer_wall,random_mlp_033,0.6127876,0.65548704,160.8170803876465,False
900,10,46,diag_right_outer_wall,random_mlp_034,1.23098229,1.71282922,160.8170803876465,True
901,10,47,diag_right_outer_wall,random_mlp_035,1.29183876,1.66268128,160.8170803876465,True
902,10,48,diag_right_outer_wall,random_mlp_036,1.26256156,1.67706977,160.8170803876465,True
903,10,49,diag_right_outer_wall,random_mlp_037,1.58521735,1.96194732,160.8170803876465,True
904,10,50,diag_right_outer_wall,random_mlp_038,1.0520183,1.39176866,160.8170803876465,True
905,10,51,diag_right_outer_wall,random_mlp_039,1.26106398,1.6279444,160.8170803876465,True
906,10,52,diag_right_outer_wall,random_mlp_040,0.83501294,0.88570287,160.8170803876465,False
907,10,53,diag_right_outer_wall,random_mlp_041,1.26860592,1.62649828,160.8170803876465,True
908,10,54,diag_right_outer_wall,random_mlp_042,1.12852092,1.14614179,160.8170803876465,False
909,10,55,diag_right_outer_wall,random_mlp_043,1.28248482,1.65076147,160.8170803876465,True
910,10,56,diag_right_outer_wall,random_mlp_044,1.41991812,1.75557113,160.8170803876465,True
911,10,57,diag_right_outer_wall,random_mlp_045,0.92240953,1.45485897,160.8170803876465,True
