cell_x,cell_y,fitness,descriptor_x,descriptor_y,steps,food_collected,wall_collisions,hazard_contacts
1,18,5.850999999999999,-23.674360275268555,2.533817768096924,192,1,19,0
2,15,6.507,-22.16020393371582,-5.958102226257324,254,2,111,0
2,16,10.505999999999968,-21.739070892333984,-1.0669281482696533,227,2,6,3
2,17,10.706999999999963,-21.964040756225586,1.575530767440796,249,2,4,0
2,18,5.675000000000001,-21.746044158935547,2.434216260910034,190,1,39,0
3,10,5.880999999999998,-19.82775115966797,-22.8709716796875,192,1,11,3
3,11,8.475999999999999,-20.083641052246094,-19.20519256591797,242,2,88,0
3,12,8.045999999999996,-19.83013153076172,-14.966107368469238,182,1,8,0
3,13,5.360999999999997,-20.371337890625,-11.560291290283203,197,1,45,0
3,14,10.749999999999968,-20.726469039916992,-7.948174476623535,235,2,18,1
3,15,10.019999999999953,-20.930553436279297,-5.725209712982178,250,2,20,0
3,16,9.48599999999999,-20.731231689453125,-1.2050503492355347,232,2,41,2
3,17,15.267999999999963,-20.09414291381836,0.04052286967635155,276,3,17,0
3,18,3.1819999999999986,-19.646997451782227,2.5059845447540283,139,0,9,0
4,7,11.250000000000012,-18.25666046142578,-31.480770111083984,280,3,87,0
4,9,14.465000000000014,-17.841049194335938,-25.22940444946289,280,4,95,0
4,10,12.892999999999988,-17.841472625732422,-21.540559768676758,216,3,12,10
4,11,14.175000000000018,-17.662471771240234,-17.747854232788086,280,3,83,0
4,12,10.654999999999944,-17.95818328857422,-14.622623443603516,250,2,7,0
4,13,7.550999999999997,-17.737850189208984,-12.501485824584961,187,1,11,0
4,14,14.897999999999957,-18.227384567260742,-10.522570610046387,266,3,15,3
4,15,11.225999999999996,-17.629226684570312,-6.047032833099365,237,2,19,1
4,16,9.984999999999973,-19.456279754638672,-2.096920967102051,220,2,30,4
4,17,10.862999999999987,-17.70856475830078,-0.6723788380622864,226,2,26,2
4,18,6.841999999999998,-18.71880340576172,2.8340985774993896,189,1,8,0
5,0,22.529999999999927,-15.713163375854492,-54.78013973236084,280,4,12,3
5,4,13.424999999999997,-16.208309173583984,-39.92568588256836,280,4,117,0
5,5,17.549999999999887,-16.061279296875,-37.902618408203125,280,3,54,2
5,8,17.114999999999945,-15.792559623718262,-26.370410919189453,280,4,18,3
5,9,19.11999999999995,-15.913434028625488,-25.358104705810547,280,4,14,4
5,10,13.369999999999932,-16.209619522094727,-20.99639892578125,280,3,10,0
5,11,11.65500000000001,-17.320236206054688,-19.416860580444336,220,2,13,0
5,12,11.29799999999998,-16.183025360107422,-15.239418029785156,241,2,20,0
5,13,11.161999999999985,-16.061237335205078,-11.259944915771484,239,2,17,0
5,14,18.749999999999943,-16.09503936767578,-8.627490997314453,280,3,7,7
5,15,14.528999999999979,-16.393306732177734,-4.615011215209961,268,3,29,4
5,16,11.589999999999986,-16.249475479125977,-2.513866424560547,235,2,9,0
5,17,14.981999999999937,-16.367462158203125,0.1303463578224182,274,3,17,0
5,18,10.344999999999978,-16.432941436767578,2.281409978866577,250,2,12,0
6,0,25.01999999999993,-14.123157501220703,-54.78013973236084,280,5,19,3
6,3,17.52499999999995,-14.257099151611328,-44.56985092163086,280,4,11,4
6,4,15.55999999999996,-15.612343788146973,-40.089210510253906,280,4,53,5
6,5,20.48499999999995,-14.55749797821045,-36.203765869140625,280,5,28,0
6,6,22.18499999999995,-15.16787338256836,-33.729610443115234,280,5,20,5
6,8,19.524999999999928,-14.20579719543457,-26.921560287475586,280,3,16,3
6,9,13.714999999999947,-14.412814140319824,-25.099346160888672,280,3,13,0
6,10,14.51499999999995,-14.578330993652344,-21.70598602294922,280,3,36,0
6,11,18.006999999999927,-14.070074081420898,-19.25515365600586,279,3,21,13
6,12,15.32499999999996,-13.638387680053711,-13.898445129394531,250,2,7,8
6,13,14.358000000000002,-13.676555633544922,-12.811285018920898,256,3,26,5
6,14,14.39499999999992,-15.475882530212402,-8.325357437133789,275,3,16,0
6,15,17.36999999999994,-14.421753883361816,-6.934587478637695,280,4,11,0
6,16,14.128000000000004,-14.492342948913574,-3.973329782485962,271,3,39,0
6,17,10.848999999999974,-15.262316703796387,-0.5614818930625916,233,2,13,0
6,18,7.514999999999997,-14.639827728271484,2.6071276664733887,175,1,7,0
7,0,25.79999999999995,-11.841946601867676,-54.091888427734375,280,5,9,3
7,1,21.794999999999977,-12.54749584197998,-50.21195983886719,280,5,17,5
7,2,21.049999999999937,-11.849285125732422,-46.95481872558594,280,4,9,11
7,3,20.624999999999975,-13.332743644714355,-45.1440315246582,280,5,26,3
7,4,20.404999999999955,-12.8070650100708,-39.896728515625,280,5,14,4
7,5,19.97499999999991,-11.997859001159668,-38.53135681152344,280,4,46,9
7,6,22.524999999999952,-11.961912155151367,-34.744319915771484,280,5,12,0
7,7,21.714999999999957,-12.060006141662598,-29.634735107421875,280,4,28,5
7,8,21.61499999999996,-13.379183769226074,-28.960670471191406,280,4,33,7
7,9,17.709999999999944,-12.502678871154785,-26.28388023376465,280,4,15,3
7,10,22.654999999999966,-13.206070899963379,-20.6280574798584,280,4,20,0
7,11,21.589999999999947,-11.672804832458496,-16.95830535888672,280,5,15,4
7,12,18.50999999999995,-12.5985746383667,-16.514863967895508,280,4,23,6
7,13,18.949999999999957,-12.008770942687988,-13.678872108459473,280,3,27,7
7,14,15.054999999999945,-13.575658798217773,-9.064390182495117,280,3,22,4
7,15,16.15799999999996,-11.849406242370605,-4.870450496673584,276,2,23,0
7,16,16.844999999999974,-13.225135803222656,-3.4910471439361572,280,4,26,0
7,17,9.694999999999983,-12.36205005645752,-0.8697540163993835,215,2,11,9
7,18,4.710999999999995,-12.03219223022461,3.4186713695526123,182,1,45,0
8,0,26.639999999999944,-11.313384056091309,-54.78013973236084,280,5,16,3
8,1,17.564999999999948,-10.34265422821045,-50.3848876953125,280,4,11,0
8,2,20.02499999999994,-10.853935241699219,-45.650352478027344,280,5,6,10
8,3,21.989999999999917,-9.656383514404297,-44.82872009277344,280,4,25,5
8,4,21.009999999999927,-10.448086738586426,-40.04498291015625,280,4,17,6
8,5,23.029999999999973,-9.735264778137207,-38.25035095214844,280,5,13,0
8,6,19.549999999999926,-9.874701499938965,-35.12786102294922,280,3,23,0
8,7,21.814999999999962,-10.283339500427246,-32.50995635986328,280,5,11,7
8,8,20.78499999999997,-10.252642631530762,-29.15806770324707,280,5,12,0
8,9,18.71999999999996,-10.220946311950684,-24.46319580078125,280,4,17,3
8,10,19.644999999999925,-10.947178840637207,-22.523479461669922,280,3,24,5
8,11,17.45999999999995,-10.902701377868652,-19.21828269958496,280,4,11,3
8,12,18.194999999999947,-10.945886611938477,-15.23415470123291,280,4,23,0
8,13,17.649999999999963,-10.598916053771973,-12.336137771606445,280,4,28,3
8,14,19.079999999999956,-9.654945373535156,-10.304169654846191,280,4,16,5
8,15,14.654999999999978,-10.101332664489746,-4.495185852050781,275,3,12,0
8,16,15.569999999999972,-10.159412384033203,-3.9882872104644775,280,3,22,2
8,17,10.824999999999957,-9.889662742614746,-0.38630735874176025,235,2,12,3
8,18,6.262999999999998,-10.906777381896973,2.1597797870635986,176,1,7,0
9,0,27.804999999999907,-9.419357299804688,-54.78013973236084,280,6,14,4
9,1,21.04999999999994,-8.145744323730469,-49.55513000488281,280,5,19,6
9,2,21.909999999999947,-9.35761547088623,-45.82976150512695,280,4,47,5
9,3,18.86499999999989,-8.861977577209473,-42.421791076660156,280,3,22,0
9,4,20.969999999999935,-8.186962127685547,-39.39649200439453,280,5,20,6
9,5,23.01499999999995,-7.874851703643799,-38.778472900390625,280,4,27,2
9,6,21.884999999999962,-8.42908763885498,-34.151268005371094,280,4,39,8
9,7,17.984999999999946,-9.22525691986084,-32.18336868286133,280,4,19,2
9,8,18.399999999999956,-9.400839805603027,-28.94501304626465,280,4,11,2
9,9,20.069999999999947,-8.42269229888916,-23.305103302001953,280,4,11,0
9,10,19.134999999999895,-8.770487785339355,-23.00012969970703,280,3,17,6
9,11,19.05999999999995,-7.904968738555908,-19.192920684814453,280,4,14,5
9,12,23.159999999999947,-9.577574729919434,-14.620445251464844,280,4,18,6
9,13,19.664999999999964,-8.860770225524902,-11.888815879821777,280,4,20,0
9,14,18.674999999999947,-8.211376190185547,-9.9113130569458,280,4,11,3
9,15,14.919999999999973,-7.724055767059326,-6.859811782836914,280,3,31,4
9,16,15.23499999999997,-8.242325782775879,-3.9105052947998047,280,3,13,4
9,17,15.251999999999981,-8.921100616455078,-1.0087218284606934,274,3,11,3
9,18,5.026999999999994,-7.81297492980957,3.429288148880005,179,1,43,0
10,0,26.3999999999999,-6.7855024337768555,-54.78013973236084,280,6,16,11
10,1,21.374999999999947,-7.552768707275391,-50.656490325927734,280,4,9,7
10,2,21.594999999999935,-6.044502258300781,-48.08250045776367,280,4,28,0
10,3,22.03999999999994,-7.361157417297363,-43.11630630493164,280,5,13,0
