evaluation,latent_0,latent_1,fitness,max_replay_error,respawn_timing,checkpoint_sha256
3695,-6.685925006866455,16.034578323364258,7.945999999999997,0.0,historical_pre_audit,725d261e20a975e98b87481da9dd112a50a821a8d4622e70ec579b8522dd9883
4944,-12.440425872802734,9.885673522949219,7.945999999999997,0.0,historical_pre_audit,725d261e20a975e98b87481da9dd112a50a821a8d4622e70ec579b8522dd9883
