sample_index,evaluation,source,fitness,final_x,final_y,latent_0,latent_1,path_length,loop_score,is_loop,is_near_still
0,23,bootstrap_random,-0.1749999999999996,-0.46852940845565627,-0.9749421985304272,-0.20037484169006348,1.9945582151412964,0.4513497054576874,4.453195912426938,False,False
1,37,bootstrap_random,3.7760000000000016,0.6189099181485958,-0.7907270389959102,-3.7738990783691406,-1.3211966753005981,3.2804505825042725,6.369363288683142,True,False
2,122,bootstrap_random,1.296000000000001,-0.739147551883723,-0.7738205096983372,0.09579348564147949,1.6573222875595093,0.0,0.0,False,True
3,161,bootstrap_random,4.483,-0.9306816832833161,-0.40442882927872675,-1.0948238372802734,-1.6362587213516235,1.663299322128296,3.9713773687923037,True,False
4,196,bootstrap_random,1.025000000000001,-0.9716519551319912,-0.372620782346856,0.4863906502723694,1.217003583908081,0.49701911211013794,0.5303175919831524,False,False
5,253,bootstrap_random,1.4070000000000007,-0.6978200436609912,-0.6843350294894143,0.1925373673439026,1.7045716047286987,0.6122416257858276,7.013836260776423,False,False
6,345,bootstrap_random,1.296000000000001,-0.7475515487553137,-0.7698153083772704,0.08969420194625854,1.6134957075119019,0.0,0.0,False,True
7,365,bootstrap_random,1.296000000000001,-0.7526466976277922,-0.764625471389563,0.07460007071495056,1.571755290031433,0.0,0.0,False,True
8,370,bootstrap_random,3.9199999999999977,-0.9205071799795213,-0.284382610777266,-0.8558793663978577,-1.6350682973861694,1.8831251859664917,3.6590486033737024,True,False
9,413,bootstrap_random,1.296000000000001,-0.7104128275875857,-0.7556033732882574,0.0684349536895752,1.6899467706680298,0.020019948482513428,0.9906428204465992,False,True
10,422,bootstrap_random,1.296000000000001,-0.7431667163123774,-0.7715838849457407,0.09590411186218262,1.6395968198776245,0.0,0.0,False,True
11,452,bootstrap_random,1.296000000000001,-0.7517398201267718,-0.752181713115871,0.06415513157844543,1.5791269540786743,0.007689351215958595,0.042699838288224046,False,True
12,560,bootstrap_random,6.116999999999997,-0.813973888217977,0.13946439422279078,-0.9724263548851013,-2.102759599685669,6.0888447761535645,5.624955238549719,True,False
13,719,bootstrap_random,7.887999999999997,-0.3050947781754867,-0.41969581833356095,-2.165553569793701,-2.12768292427063,6.747184753417969,8.74054754627085,True,False
14,722,bootstrap_random,1.542000000000001,-0.5953494672876319,-0.8013687235116058,0.027090340852737427,1.5809792280197144,0.7649946808815002,1.7515578440931372,False,False
15,727,bootstrap_random,2.0100000000000002,-0.6076972708382054,-0.21698310980781038,0.8476236462593079,1.4275604486465454,3.0514070987701416,6.877954959608373,True,False
16,759,bootstrap_random,2.772,-0.8587062025030601,-0.36361280212626973,0.31009966135025024,1.3874504566192627,4.694767475128174,2.541653788494684,True,False
17,778,bootstrap_random,1.6960000000000006,-0.3588530534804124,-0.43067896741844064,0.9114794135093689,1.0649139881134033,2.5911483764648438,3.302611083423085,True,False
18,832,bootstrap_random,1.1200000000000014,-0.2751000323115068,-0.6769927513221444,-0.3411071300506592,1.917344331741333,0.48549243807792664,0.5926133188911339,False,False
19,837,bootstrap_random,1.296000000000001,-0.7528872893278533,-0.7543216505710617,0.06864112615585327,1.605389952659607,0.01780184917151928,2.4146024041036456,False,True
20,1031,bootstrap_random,1.296000000000001,-0.7655457786452552,-0.7234988892421967,0.07367175817489624,1.5847491025924683,0.044263649731874466,2.326835383960871,False,True
21,1040,bootstrap_random,1.296000000000001,-0.7318352577089,-0.747586275575268,0.05325084924697876,1.6235709190368652,0.0,0.0,False,True
22,1109,bootstrap_random,1.338000000000001,-0.7547074620086623,-0.7277473688160846,0.1097879707813263,1.4989923238754272,1.5021979808807373,8.906854456333658,False,False
23,1126,bootstrap_random,1.296000000000001,-0.7290789173109573,-0.7459712426763473,0.050188690423965454,1.6320325136184692,0.0,0.0,False,True
24,1140,bootstrap_random,5.508999999999998,-0.44759590387238385,-0.9389541910696263,-0.5754581093788147,-0.865959107875824,8.767903327941895,5.404808223989425,True,False
25,1228,bootstrap_random,1.632000000000001,-0.17237615465144238,-0.9643445308040723,-0.4553164839744568,1.7724944353103638,0.6417517066001892,0.2613346489662769,False,False
26,1310,bootstrap_random,1.296000000000001,-0.7438608022876515,-0.7455851055745839,0.04349198937416077,1.5613298416137695,0.0,0.0,False,True
