snapshot_evaluation,encoder_space,k,support_point_count,rolling_buffer_points,centroid_points,component_count,largest_component_fraction,support_finite_pair_fraction,support_mean_euclidean,support_mean_geodesic,support_geodesic_to_euclidean_ratio,rolling_finite_pair_fraction,rolling_geodesic_to_euclidean_ratio,centroid_finite_pair_fraction,centroid_geodesic_to_euclidean_ratio
2000,pre_retrain_encoder,3,1625,1000,625,51,0.764,0.2397885562713149,2.249164037233905,3.4818661982944765,1.5480712569887027,0.588014014014014,1.572227935994297,0.0046,1.4245722560129594
2000,pre_retrain_encoder,5,1625,1000,625,21,0.926,0.40912618416066693,5.819155054876285,8.547707155484824,1.468891458446719,0.8578638638638638,1.4657454404986197,0.03511794871794872,1.530794570847271
2000,pre_retrain_encoder,10,1625,1000,625,10,0.98,0.5352959454338765,9.149677237172392,11.049711348688767,1.2076613264342382,0.9604464464464465,1.1853854334091918,0.11472820512820513,1.281434037450296
2000,pre_retrain_encoder,20,1625,1000,625,2,0.995,0.6401538461538462,12.019320873664352,13.039169131105076,1.084850738919478,0.9900400400400401,1.0508202259248303,0.24314358974358974,1.1405520790391332
2000,pre_retrain_encoder,30,1625,1000,625,2,0.995,0.7004569912845775,13.2647008547529,13.936594752723806,1.050652774256131,0.9900400400400401,1.025440760755152,0.34963076923076924,1.0870354430737459
10000,final_one_retrain_encoder,3,1625,1000,625,33,0.777,0.284454717696097,8.663299277359277,14.751019778904814,1.7027023200566584,0.6084904904904905,1.7084228064415061,0.020743589743589745,1.7022132467700888
10000,final_one_retrain_encoder,5,1625,1000,625,12,0.974,0.48315877226222054,10.467538658246122,13.485101307908293,1.2882781471540108,0.9487607607607608,1.2861217270475436,0.0632051282051282,1.323633603914905
10000,final_one_retrain_encoder,10,1625,1000,625,7,0.989,0.5347934823796893,11.613943391224637,12.545807719388955,1.0802366859191361,0.9781321321321321,1.0665721310530158,0.10313333333333333,1.1506115893795026
10000,final_one_retrain_encoder,20,1625,1000,625,2,0.999,0.6569124668435014,14.673124736660842,15.525525292270173,1.0580926401776989,0.998,1.0261902279366208,0.25945128205128204,1.1453034266502855
10000,final_one_retrain_encoder,30,1625,1000,625,2,0.999,0.6996741189844639,15.564619744605636,16.04466178875009,1.030841874200674,0.998,1.011602048653247,0.33358461538461537,1.0877496032916019
20000,final_one_retrain_encoder,3,1625,1000,625,43,0.564,0.17166654035619552,8.663021888168448,14.957347988092538,1.72657395781495,0.35092292292292293,1.7426407440302052,0.01814871794871795,1.6607836957536795
20000,final_one_retrain_encoder,5,1625,1000,625,12,0.959,0.5215930276619932,14.385956342016133,18.985094267484424,1.3196963633231589,0.91991991991992,1.295272113260378,0.11854358974358975,1.4293834713678832
20000,final_one_retrain_encoder,10,1625,1000,625,7,0.976,0.5598006820765441,15.015096638260992,16.32997896005008,1.0875706865874275,0.9527087087087087,1.077094519521327,0.1490820512820513,1.1312921553948794
20000,final_one_retrain_encoder,20,1625,1000,625,3,0.996,0.688657824933687,18.749742420046672,19.685954323046236,1.0499319874388564,0.992018018018018,1.0253409188871059,0.3202974358974359,1.105987689448796
20000,final_one_retrain_encoder,30,1625,1000,625,1,1.0,0.7862978400909435,21.41612192598432,22.722078033374633,1.060980046336297,1.0,1.016728734324304,0.49753846153846154,1.1305142582087586
