snapshot_evaluation,encoder_space,k,support_point_count,rolling_buffer_points,centroid_points,component_count,largest_component_fraction,support_finite_pair_fraction,support_mean_euclidean,support_mean_geodesic,support_geodesic_to_euclidean_ratio,rolling_finite_pair_fraction,rolling_geodesic_to_euclidean_ratio,centroid_finite_pair_fraction,centroid_geodesic_to_euclidean_ratio
2000,pre_retrain_encoder,10,1625,1000,625,7,0.991,0.5027821144372868,8.187765784720327,8.818356761795872,1.0770162451706091,0.9820840840840841,1.0653400778953648,0.06773846153846154,1.127157487957549
2000,pre_retrain_encoder,15,1625,1000,625,2,0.999,0.5562993558165972,9.726509405676975,10.304366678872398,1.059410549981903,0.998,1.034554304150191,0.11656923076923077,1.14984991152443
2000,pre_retrain_encoder,20,1625,1000,625,2,0.999,0.5852428950359985,10.408117482148725,10.832424276913336,1.0407669105861221,0.998,1.0180036741008602,0.15356923076923076,1.1230175576009582
2000,pre_retrain_encoder,25,1625,1000,625,2,0.999,0.6062485790071998,10.922553720753617,11.270200166092609,1.03182831178742,0.998,1.0120811500694342,0.18297435897435899,1.0890056476171466
2000,pre_retrain_encoder,30,1625,1000,625,2,0.999,0.6189511178476695,11.209809172317359,11.514546366153063,1.027184868997436,0.998,1.0083447232602545,0.2022923076923077,1.07720807897515
2000,pre_retrain_encoder,40,1625,1000,625,2,0.999,0.6584683592269799,12.23755306882219,12.613989286768776,1.0307607424318868,0.998,1.0049863666279144,0.26473846153846153,1.0865371948196323
10000,final_one_retrain_encoder,10,1625,1000,625,4,0.995,0.6619492231906025,12.348854531686687,13.554278703710834,1.0976142498829404,0.990024024024024,1.084174133542414,0.27433846153846153,1.1405263335123272
10000,final_one_retrain_encoder,15,1625,1000,625,2,0.998,0.7139946949602122,12.978003365499509,13.772140484984345,1.0611910089032612,0.996004004004004,1.045356051943664,0.3606153846153846,1.1027970387515458
10000,final_one_retrain_encoder,20,1625,1000,625,1,1.0,0.7743349753694582,13.820314932161576,14.483587735028172,1.0479925968490833,1.0,1.0287603042289386,0.473,1.0906006250398796
10000,final_one_retrain_encoder,25,1625,1000,625,1,1.0,0.8160500189465707,14.353523687483193,14.942068678427898,1.0410035196763523,1.0,1.0196275380860929,0.5604,1.0830430514696252
10000,final_one_retrain_encoder,30,1625,1000,625,1,1.0,0.8350663129973475,14.606969357696077,15.114092005805329,1.0347178552710568,1.0,1.0145404626782568,0.6018974358974359,1.0718642016055704
10000,final_one_retrain_encoder,40,1625,1000,625,1,1.0,0.8680113679424024,15.091461613016294,15.498120643352012,1.0269462985603048,1.0,1.0086105790474686,0.6761076923076923,1.0613437879310788
20000,final_one_retrain_encoder,10,1625,1000,625,4,0.994,0.6790056839712012,12.932456498827744,14.221725588616161,1.0996925131667972,0.988038038038038,1.0813372069433846,0.30473333333333336,1.1502673863797166
20000,final_one_retrain_encoder,15,1625,1000,625,1,1.0,0.743236074270557,13.609877210676691,14.403592211265352,1.0583190419944426,1.0,1.0418468662319873,0.4112820512820513,1.1011401198213848
20000,final_one_retrain_encoder,20,1625,1000,625,1,1.0,0.7830261462675255,14.097789172304998,14.726946445467158,1.044628080720496,1.0,1.0279053100389623,0.4907846153846154,1.0823713396976495
20000,final_one_retrain_encoder,25,1625,1000,625,1,1.0,0.8149382341796135,14.52890646975786,15.08638073113224,1.0383700082683285,1.0,1.0210734112177677,0.5580051282051282,1.074009337881491
20000,final_one_retrain_encoder,30,1625,1000,625,1,1.0,0.8339416445623342,14.785698553867523,15.27546954596471,1.0331246434054397,1.0,1.0163704219442202,0.5994153846153846,1.067744335546577
20000,final_one_retrain_encoder,40,1625,1000,625,1,1.0,0.8600007578628268,15.14803315751621,15.482217838992634,1.022061258910739,1.0,1.0098727529891103,0.6578,1.0493932804853008
