snapshot_evaluation,encoder_space,k,support_point_count,rolling_buffer_points,centroid_points,component_count,largest_component_fraction,support_finite_pair_fraction,support_mean_euclidean,support_mean_geodesic,support_geodesic_to_euclidean_ratio,rolling_finite_pair_fraction,rolling_geodesic_to_euclidean_ratio,centroid_finite_pair_fraction,centroid_geodesic_to_euclidean_ratio
2000,pre_retrain_encoder,3,1625,1000,625,38,0.766,0.23781432360742705,1.8057007359159905,2.765821489891483,1.5317164327833346,0.5925485485485485,1.5357145891482726,0.0050871794871794876,1.680104991235701
2000,pre_retrain_encoder,5,1625,1000,625,16,0.954,0.42854187192118226,6.274761148876571,10.007819930325962,1.5949324114301553,0.9102802802802803,1.6057424399656264,0.032466666666666665,1.56071209699959
2000,pre_retrain_encoder,10,1625,1000,625,4,0.995,0.526516862447897,8.734848683088034,9.821592817863053,1.1244147636900816,0.990024024024024,1.106279597989429,0.08755897435897436,1.1906549400617792
2000,pre_retrain_encoder,20,1625,1000,625,3,0.997,0.6102447896930655,10.747228705223018,11.287069527104192,1.050230700089114,0.994008008008008,1.02181796567143,0.19204615384615384,1.1068617452414438
2000,pre_retrain_encoder,30,1625,1000,625,3,0.997,0.6497074649488442,11.595967515595918,12.02832804043535,1.0372854204927644,0.994008008008008,1.0121292593352862,0.2544205128205128,1.0851517942101137
10000,final_one_retrain_encoder,3,1625,1000,625,51,0.527,0.13821523304281924,5.765420480730029,9.043451587053783,1.5685675688841836,0.31314514514514513,1.5821850842105851,0.007251282051282051,1.507765470012947
10000,final_one_retrain_encoder,5,1625,1000,625,14,0.923,0.4359969685486927,13.509199372151585,17.505864478809368,1.2958476662130454,0.853043043043043,1.2804234818719582,0.05892820512820513,1.3951481615213102
10000,final_one_retrain_encoder,10,1625,1000,625,2,0.999,0.6126654035619553,18.81155465366325,22.45788769169602,1.1938347523724044,0.998,1.1222134505274972,0.19063076923076924,1.360620810649215
10000,final_one_retrain_encoder,20,1625,1000,625,1,1.0,0.6890685865858279,21.329862478328018,22.494163906463722,1.0545855103059705,1.0,1.0282409506671604,0.3114153846153846,1.1128656629868656
10000,final_one_retrain_encoder,30,1625,1000,625,1,1.0,0.7358249336870026,22.26366528887383,23.074969023222078,1.0364407083838838,1.0,1.0133629002835356,0.39703076923076924,1.0870468494394072
20000,final_one_retrain_encoder,3,1625,1000,625,44,0.461,0.11827661993179235,9.508484848968717,18.950504672812862,1.993009924695649,0.2466866866866867,2.0267518718749167,0.011035897435897436,1.718371000809226
20000,final_one_retrain_encoder,5,1625,1000,625,9,0.957,0.4987305797650625,17.698634254494753,25.479667144799645,1.439640300964399,0.916054054054054,1.4318906377660512,0.09359487179487179,1.5469572868531867
20000,final_one_retrain_encoder,10,1625,1000,625,1,1.0,0.6213262599469496,20.703036283913104,22.722861041498067,1.0975617648486868,1.0,1.0762787635510895,0.20174358974358975,1.1756220310992171
20000,final_one_retrain_encoder,20,1625,1000,625,1,1.0,0.6738241758241759,22.106274569762828,22.964121498335178,1.0388055855302603,1.0,1.0242436718369718,0.28518461538461537,1.0782948281367855
20000,final_one_retrain_encoder,30,1625,1000,625,1,1.0,0.7368813944676014,23.451622333468613,24.184111893225943,1.0312340677050718,1.0,1.0137198531012968,0.39905128205128204,1.0747801604019656
