evaluation,event,filled_cells,coverage,qd_score,raw_qd_score,qd_score_fitness_floor,max_fitness,mean_fitness,occupancy_entropy,mean_pairwise_descriptor_euclidean,mean_pairwise_descriptor_knn_geodesic,pairwise_geodesic_k,pairwise_geodesic_finite_fraction,pairwise_geodesic_disconnected_pairs
2000,bootstrap,152,0.2432,1917.7769999999975,1157.7769999999973,-5.0,20.13500000000001,7.616953947368404,0.7803781186638324,14.684516192717874,16.402274832811937,5,1.0,0
2100,log,169,0.2704,2208.1139999999973,1363.113999999997,-5.0,20.84,8.06576331360945,0.7968463205835412,nan,nan,5,nan,-1
2200,log,174,0.2784,2326.752999999997,1456.752999999997,-5.0,20.84,8.372143678160903,0.8013753216817195,nan,nan,5,nan,-1
2300,log,179,0.2864,2493.6169999999966,1598.6169999999966,-5.0,21.159999999999958,8.93082122905026,0.8057760050518812,nan,nan,5,nan,-1
2400,log,185,0.296,2611.919999999996,1686.9199999999964,-5.0,21.159999999999958,9.118486486486468,0.8108973612382323,nan,nan,5,nan,-1
2500,log,192,0.3072,2799.1939999999963,1839.193999999996,-5.0,22.59499999999998,9.579135416666647,0.8166663857315859,nan,nan,5,nan,-1
2600,log,199,0.3184,2972.251999999996,1977.2519999999963,-5.0,22.59499999999998,9.935939698492444,0.8222288017185675,nan,nan,5,nan,-1
2700,log,205,0.328,3132.975999999996,2107.975999999996,-5.0,22.59499999999998,10.282809756097542,0.826843014262031,nan,nan,5,nan,-1
2800,log,210,0.336,3243.649999999996,2193.6499999999955,-5.0,22.59499999999998,10.44595238095236,0.8305861769203865,nan,nan,5,nan,-1
2900,log,216,0.3456,3389.5019999999954,2309.5019999999954,-5.0,23.349999999999984,10.692138888888868,0.8349620644195339,nan,nan,5,nan,-1
3000,log,218,0.3488,3473.904999999995,2383.904999999995,-5.0,23.349999999999984,10.935344036697225,0.8363937218686529,17.795611414717502,19.795012705135633,5,1.0,0
3100,log,220,0.352,3548.129999999995,2448.1299999999956,-5.0,23.349999999999984,11.127863636363616,0.8378123046379412,nan,nan,5,nan,-1
3200,log,221,0.3536,3574.346999999995,2469.346999999995,-5.0,23.349999999999984,11.17351583710405,0.8385167672224175,nan,nan,5,nan,-1
3300,log,227,0.3632,3734.9049999999943,2599.904999999995,-5.0,23.349999999999984,11.453325991189406,0.8426777410252432,nan,nan,5,nan,-1
3400,log,230,0.368,3810.8769999999945,2660.876999999995,-5.0,23.349999999999984,11.569030434782587,0.8447171628849433,nan,nan,5,nan,-1
3500,log,231,0.3696,3855.1219999999944,2700.1219999999944,-5.0,23.349999999999984,11.688839826839802,0.8453910630032827,nan,nan,5,nan,-1
3600,log,233,0.3728,3922.036999999995,2757.0369999999944,-5.0,23.349999999999984,11.83277682403431,0.846730155207043,nan,nan,5,nan,-1
3700,log,236,0.3776,4017.5759999999946,2837.5759999999946,-5.0,23.349999999999984,12.023627118644045,0.8487173942550784,nan,nan,5,nan,-1
3800,log,241,0.3856,4137.616999999994,2932.616999999994,-5.0,26.63499999999999,12.168535269709517,0.8519739859357939,nan,nan,5,nan,-1
3900,log,242,0.3872,4157.562999999994,2947.5629999999937,-5.0,26.63499999999999,12.180012396694188,0.8526171907208374,nan,nan,5,nan,-1
4000,log,245,0.392,4230.758999999994,3005.758999999994,-5.0,26.63499999999999,12.26840408163263,0.8545309775610839,18.828690932483894,20.851343538345073,5,1.0,0
