rank_within_seed,seed,evaluation,fitness,latent_0,latent_1,euclidean_cell,geodesic_cell,euclidean_centroid_index,geodesic_centroid_index,euclidean_distance_to_euclidean_choice,euclidean_distance_to_geodesic_choice,geodesic_distance_to_geodesic_choice,geodesic_distance_to_euclidean_choice,geodesic_gap_euclidean_choice_minus_geodesic_choice,geodesic_blowup_ratio_euclidean_choice_over_geodesic_choice,centroid_cell_displacement,actual_run_inserted,actual_run_replaced,final_euclidean_cell_occupied,final_euclidean_cell_fitness,candidate_minus_final_euclidean_cell_fitness,final_geodesic_cell_occupied,final_geodesic_cell_fitness,candidate_minus_final_geodesic_cell_fitness,global_rank
2,1004,11388,25.514999999999922,9.224193572998047,33.58182907104492,"(16,20)","(15,18)",420,393,0.3765599325188396,6.467915747088832,8.998338403437256,205.01384006977642,196.01550166633916,22.783521899050122,2.23606797749979,True,True,False,nan,nan,True,26.83999999999987,-1.324999999999946,11
3,1003,17451,22.68999999999992,54.103904724121094,-8.594406127929688,"(21,7)","(19,7)",532,482,0.4877058314184903,7.076856854007516,9.654749144987363,208.19492637953698,198.54017723454962,21.56399128066724,2.0,False,False,True,31.539999999999957,-8.850000000000037,True,25.184999999999928,-2.495000000000008,12
4,1005,16376,25.414999999999925,39.150638580322266,4.682729721069336,"(20,16)","(18,17)",516,467,1.5785653992640063,8.858506604024155,10.204856574246591,218.20386140508268,207.9990048308361,21.38235455025906,2.23606797749979,True,True,False,nan,nan,True,25.414999999999925,0.0,13
5,1005,18878,23.01499999999996,25.39422035217285,12.542292594909668,"(17,20)","(17,16)",445,441,1.7160773996640488,8.674792041790706,10.32642514671371,218.05919072818196,207.73276558146824,21.116619510632614,4.0,True,True,False,nan,nan,True,23.01499999999996,0.0,14
6,1005,7986,4.4489999999999865,-5.763024806976318,-25.90345001220703,"(8,3)","(9,7)",203,232,1.0827121670308828,9.134661279711244,10.393204038210856,217.9810029988795,207.58779896066864,20.973417071142574,4.123105625617661,False,False,True,2.6569999999999987,1.7919999999999878,True,9.382999999999987,-4.934,15
3,1004,5256,2.7439999999999976,-26.70235252380371,-12.665825843811035,"(2,5)","(5,3)",55,128,1.187916887703823,9.774779438890631,9.822982664654962,205.65133744102064,195.82835477636567,20.935732502205763,3.605551275463989,False,False,True,3.7349999999999954,-0.9909999999999979,True,8.080999999999994,-5.336999999999996,16
4,1003,12689,21.22999999999991,40.477508544921875,-10.392245292663574,"(17,6)","(15,8)",431,383,0.9989086316562507,9.201073997261421,10.071967370070293,208.6724060959733,198.600438725903,20.71813762185738,2.8284271247461903,True,False,True,22.189999999999916,-0.9600000000000044,True,21.22999999999991,0.0,17
5,1003,16003,25.64499999999994,45.20991134643555,-19.964954376220703,"(19,1)","(21,1)",476,526,1.9249509114290035,9.383957995805629,10.545920786947296,209.77215120018323,199.22623041323592,19.891307306216312,2.0,True,False,True,23.914999999999946,1.7299999999999933,True,25.64499999999994,0.0,18
2,1002,19021,29.699999999999942,-33.225975036621094,15.286691665649414,"(4,19)","(4,16)",119,116,1.4108721083727929,8.277859953383045,10.395215458574295,200.70429256619835,190.30907710762406,19.307372066122134,3.0,True,False,False,nan,nan,True,29.699999999999942,0.0,19
6,1003,19626,26.17499999999999,58.23701477050781,-12.174345970153809,"(22,5)","(20,0)",555,500,0.14013852915869257,11.618280246975408,11.708883106546017,211.47242124878545,199.76353814223944,18.060853398609712,5.385164807134504,False,False,False,nan,nan,True,28.16499999999995,-1.9899999999999594,20
