evaluation,event,filled_cells,coverage,qd_score,raw_qd_score,qd_score_fitness_floor,max_fitness,mean_fitness,occupancy_entropy,mean_pairwise_descriptor_euclidean,mean_pairwise_descriptor_knn_geodesic,pairwise_geodesic_k,pairwise_geodesic_finite_fraction,pairwise_geodesic_disconnected_pairs,geodesic_graph_support_points,geodesic_graph_visited_points,geodesic_graph_reservoir_points,geodesic_graph_rolling_buffer_points,geodesic_graph_centroids,geodesic_graph_k,geodesic_graph_refresh_count,geodesic_graph_finite_centroid_fraction,geodesic_graph_connected_components,geodesic_graph_largest_component_fraction,geodesic_graph_penalized_centroid_distances,geodesic_graph_cumulative_penalized_centroid_distances,geodesic_graph_refreshes_with_penalty,geodesic_graph_penalty_distance,geodesic_graph_reservoir_strategy,geodesic_graph_reservoir_seed
6000,log,243,0.3888,4671.767999999995,3456.7679999999946,-5.0,31.474999999999955,14.22538271604936,0.8532577431074816,19.710809687112754,19.92833214040876,20,1.0,0,1625,6000,1000,1000,625,20,18,0.5820032,1,1.0,424528,7393321,17,160.1840485723342,rolling_recent_buffer,1003
6100,log,243,0.3888,4683.916999999994,3468.916999999995,-5.0,31.474999999999955,14.275378600823025,0.8532577431074816,nan,nan,20,nan,-1,1625,6100,1000,1000,625,20,18,0.5820032,1,1.0,424528,7393321,17,160.1840485723342,rolling_recent_buffer,1003
6200,log,244,0.3904,4724.453999999994,3504.453999999994,-5.0,31.474999999999955,14.362516393442597,0.8538956648814323,nan,nan,20,nan,-1,1625,6200,1000,1000,625,20,18,0.5820032,1,1.0,424528,7393321,17,160.1840485723342,rolling_recent_buffer,1003
6300,log,245,0.392,4747.464999999995,3522.464999999994,-5.0,31.474999999999955,14.377408163265281,0.8545309775610839,nan,nan,20,nan,-1,1625,6300,1000,1000,625,20,19,0.6001496615384615,1,1.0,406098,7799419,18,167.40315303723077,rolling_recent_buffer,1003
6400,log,246,0.3936,4784.536999999994,3554.536999999994,-5.0,31.474999999999955,14.44933739837396,0.8551637024018754,nan,nan,20,nan,-1,1625,6400,1000,1000,625,20,19,0.6001496615384615,1,1.0,406098,7799419,18,167.40315303723077,rolling_recent_buffer,1003
6500,log,246,0.3936,4788.028999999993,3558.028999999994,-5.0,31.474999999999955,14.46353252032518,0.8551637024018754,nan,nan,20,nan,-1,1625,6500,1000,1000,625,20,20,0.6111320615384616,1,1.0,394944,8194363,19,176.17868073215755,rolling_recent_buffer,1003
6600,log,247,0.3952,4817.201999999994,3582.2019999999934,-5.0,31.474999999999955,14.502842105263131,0.8557938604005583,nan,nan,20,nan,-1,1625,6600,1000,1000,625,20,20,0.6111320615384616,1,1.0,394944,8194363,19,176.17868073215755,rolling_recent_buffer,1003
6700,log,248,0.3968,4854.6959999999945,3614.6959999999945,-5.0,31.474999999999955,14.575387096774172,0.8564214722993756,nan,nan,20,nan,-1,1625,6700,1000,1000,625,20,20,0.6111320615384616,1,1.0,394944,8194363,19,176.17868073215755,rolling_recent_buffer,1003
6800,log,248,0.3968,4857.696999999995,3617.696999999994,-5.0,31.474999999999955,14.587487903225783,0.8564214722993756,nan,nan,20,nan,-1,1625,6800,1000,1000,625,20,21,0.6148086153846154,1,1.0,391210,8585573,20,184.6970456651134,rolling_recent_buffer,1003
6900,log,250,0.4,4913.267999999994,3663.2679999999937,-5.0,31.474999999999955,14.653071999999975,0.8576691395183482,nan,nan,20,nan,-1,1625,6900,1000,1000,625,20,21,0.6148086153846154,1,1.0,391210,8585573,20,184.6970456651134,rolling_recent_buffer,1003
7000,log,250,0.4,4919.645999999994,3669.645999999994,-5.0,31.474999999999955,14.678583999999976,0.8576691395183482,19.88852926579527,20.094384864378245,20,1.0,0,1625,7000,1000,1000,625,20,22,0.5946850461538462,1,1.0,411648,8997221,21,184.6970456651134,rolling_recent_buffer,1003
7100,log,250,0.4,4925.792999999994,3675.792999999994,-5.0,31.474999999999955,14.703171999999977,0.8576691395183482,nan,nan,20,nan,-1,1625,7100,1000,1000,625,20,22,0.5946850461538462,1,1.0,411648,8997221,21,184.6970456651134,rolling_recent_buffer,1003
7200,log,250,0.4,4930.236999999994,3680.2369999999937,-5.0,31.474999999999955,14.720947999999975,0.8576691395183482,nan,nan,20,nan,-1,1625,7200,1000,1000,625,20,22,0.5946850461538462,1,1.0,411648,8997221,21,184.6970456651134,rolling_recent_buffer,1003
7300,log,251,0.4016,4954.2229999999945,3699.222999999994,-5.0,31.474999999999955,14.737940239043802,0.8582892350869155,nan,nan,20,nan,-1,1625,7300,1000,1000,625,20,23,0.5856167384615385,1,1.0,420858,9418079,22,184.6970456651134,rolling_recent_buffer,1003
7400,log,251,0.4016,4971.146999999994,3716.146999999994,-5.0,31.474999999999955,14.805366533864518,0.8582892350869155,nan,nan,20,nan,-1,1625,7400,1000,1000,625,20,23,0.5856167384615385,1,1.0,420858,9418079,22,184.6970456651134,rolling_recent_buffer,1003
7500,log,253,0.4048,4996.031999999994,3731.031999999994,-5.0,31.474999999999955,14.747162055335943,0.8595220489678395,nan,nan,20,nan,-1,1625,7500,1000,1000,625,20,24,0.5801993846153846,1,1.0,426360,9844439,23,185.3890088653367,rolling_recent_buffer,1003
7600,log,254,0.4064,5024.367999999993,3754.3679999999936,-5.0,31.474999999999955,14.780976377952731,0.8601348061081646,nan,nan,20,nan,-1,1625,7600,1000,1000,625,20,24,0.5801993846153846,1,1.0,426360,9844439,23,185.3890088653367,rolling_recent_buffer,1003
7700,log,254,0.4064,5034.835999999994,3764.835999999994,-5.0,31.474999999999955,14.822188976377928,0.8601348061081646,nan,nan,20,nan,-1,1625,7700,1000,1000,625,20,24,0.5801993846153846,1,1.0,426360,9844439,23,185.3890088653367,rolling_recent_buffer,1003
7800,log,254,0.4064,5043.709999999994,3773.709999999994,-5.0,31.474999999999955,14.857125984251946,0.8601348061081646,nan,nan,20,nan,-1,1625,7800,1000,1000,625,20,25,0.5712098461538462,1,1.0,435490,10279929,24,192.79250526578645,rolling_recent_buffer,1003
7900,log,254,0.4064,5055.593999999994,3785.5939999999937,-5.0,31.474999999999955,14.903913385826748,0.8601348061081646,nan,nan,20,nan,-1,1625,7900,1000,1000,625,20,25,0.5712098461538462,1,1.0,435490,10279929,24,192.79250526578645,rolling_recent_buffer,1003
8000,log,254,0.4064,5065.310999999994,3795.3109999999942,-5.0,31.474999999999955,14.94216929133856,0.8601348061081646,19.694506927969442,19.88971477807868,20,1.0,0,1625,8000,1000,1000,625,20,26,0.5765976615384616,1,1.0,430018,10709947,25,192.79250526578645,rolling_recent_buffer,1003
8100,log,254,0.4064,5068.223999999995,3798.2239999999942,-5.0,31.474999999999955,14.953637795275569,0.8601348061081646,nan,nan,20,nan,-1,1625,8100,1000,1000,625,20,26,0.5765976615384616,1,1.0,430018,10709947,25,192.79250526578645,rolling_recent_buffer,1003
8200,log,254,0.4064,5071.545999999994,3801.545999999994,-5.0,31.474999999999955,14.966716535433047,0.8601348061081646,nan,nan,20,nan,-1,1625,8200,1000,1000,625,20,26,0.5765976615384616,1,1.0,430018,10709947,25,192.79250526578645,rolling_recent_buffer,1003
8300,log,254,0.4064,5071.926999999994,3801.926999999994,-5.0,31.474999999999955,14.968216535433049,0.8601348061081646,nan,nan,20,nan,-1,1625,8300,1000,1000,625,20,27,0.5820032,1,1.0,424528,11134475,26,192.79250526578645,rolling_recent_buffer,1003
8400,log,255,0.408,5102.285999999994,3827.2859999999937,-5.0,31.474999999999955,15.008964705882327,0.8607451555521433,nan,nan,20,nan,-1,1625,8400,1000,1000,625,20,27,0.5820032,1,1.0,424528,11134475,26,192.79250526578645,rolling_recent_buffer,1003
8500,log,255,0.408,5103.940999999993,3828.940999999994,-5.0,31.474999999999955,15.01545490196076,0.8607451555521433,nan,nan,20,nan,-1,1625,8500,1000,1000,625,20,28,0.5747997538461539,1,1.0,431844,11566319,27,192.79250526578645,rolling_recent_buffer,1003
8600,log,255,0.408,5108.111999999994,3833.1119999999937,-5.0,31.474999999999955,15.031811764705857,0.8607451555521433,nan,nan,20,nan,-1,1625,8600,1000,1000,625,20,28,0.5747997538461539,1,1.0,431844,11566319,27,192.79250526578645,rolling_recent_buffer,1003
8700,log,255,0.408,5113.748999999994,3838.748999999994,-5.0,31.474999999999955,15.0539176470588,0.8607451555521433,nan,nan,20,nan,-1,1625,8700,1000,1000,625,20,28,0.5747997538461539,1,1.0,431844,11566319,27,192.79250526578645,rolling_recent_buffer,1003
8800,log,255,0.408,5123.773999999994,3848.773999999994,-5.0,31.474999999999955,15.093231372548995,0.8607451555521433,nan,nan,20,nan,-1,1625,8800,1000,1000,625,20,29,0.5658397538461538,1,1.0,440944,12007263,28,178.53102854109716,rolling_recent_buffer,1003
8900,log,255,0.408,5131.716999999993,3856.716999999994,-5.0,31.474999999999955,15.12438039215684,0.8607451555521433,nan,nan,20,nan,-1,1625,8900,1000,1000,625,20,29,0.5658397538461538,1,1.0,440944,12007263,28,178.53102854109716,rolling_recent_buffer,1003
9000,log,255,0.408,5135.877999999993,3860.8779999999942,-5.0,31.474999999999955,15.140698039215664,0.8607451555521433,19.76469563495492,19.94152566014699,20,1.0,0,1625,9000,1000,1000,625,20,30,0.5783975384615384,1,1.0,428190,12435453,29,178.53102854109716,rolling_recent_buffer,1003
9100,log,255,0.408,5140.652999999995,3865.652999999994,-5.0,31.474999999999955,15.159423529411741,0.8607451555521433,nan,nan,20,nan,-1,1625,9100,1000,1000,625,20,30,0.5783975384615384,1,1.0,428190,12435453,29,178.53102854109716,rolling_recent_buffer,1003
9200,log,255,0.408,5148.585999999994,3873.585999999994,-5.0,31.474999999999955,15.19053333333331,0.8607451555521433,nan,nan,20,nan,-1,1625,9200,1000,1000,625,20,30,0.5783975384615384,1,1.0,428190,12435453,29,178.53102854109716,rolling_recent_buffer,1003
9300,log,255,0.408,5155.852999999994,3880.852999999994,-5.0,31.474999999999955,15.219031372548997,0.8607451555521433,nan,nan,20,nan,-1,1625,9300,1000,1000,625,20,31,0.5965046153846154,1,1.0,409800,12845253,30,182.8990203163669,rolling_recent_buffer,1003
9400,log,255,0.408,5164.818999999994,3889.8189999999945,-5.0,31.474999999999955,15.254192156862723,0.8607451555521433,nan,nan,20,nan,-1,1625,9400,1000,1000,625,20,31,0.5965046153846154,1,1.0,409800,12845253,30,182.8990203163669,rolling_recent_buffer,1003
9500,log,255,0.408,5167.133999999994,3892.133999999994,-5.0,31.474999999999955,15.26327058823527,0.8607451555521433,nan,nan,20,nan,-1,1625,9500,1000,1000,625,20,32,0.6019751384615385,1,1.0,404244,13249497,31,188.52974327122797,rolling_recent_buffer,1003
9600,log,255,0.408,5167.423999999994,3892.423999999994,-5.0,31.474999999999955,15.264407843137231,0.8607451555521433,nan,nan,20,nan,-1,1625,9600,1000,1000,625,20,32,0.6019751384615385,1,1.0,404244,13249497,31,188.52974327122797,rolling_recent_buffer,1003
9700,log,255,0.408,5172.616999999994,3897.6169999999943,-5.0,31.474999999999955,15.284772549019586,0.8607451555521433,nan,nan,20,nan,-1,1625,9700,1000,1000,625,20,32,0.6019751384615385,1,1.0,404244,13249497,31,188.52974327122797,rolling_recent_buffer,1003
9800,log,256,0.4096,5188.094999999994,3908.094999999994,-5.0,31.474999999999955,15.265996093749976,0.8613531161467861,nan,nan,20,nan,-1,1625,9800,1000,1000,625,20,33,0.6038025846153846,1,1.0,402388,13651885,32,188.52974327122797,rolling_recent_buffer,1003
9900,log,256,0.4096,5191.420999999994,3911.420999999994,-5.0,31.474999999999955,15.278988281249976,0.8613531161467861,nan,nan,20,nan,-1,1625,9900,1000,1000,625,20,33,0.6038025846153846,1,1.0,402388,13651885,32,188.52974327122797,rolling_recent_buffer,1003
10000,retrain,147,0.2352,3138.208999999996,2403.2089999999966,-5.0,31.474999999999955,16.348360544217666,0.7751825261825801,16.948699681096286,17.101424527201374,20,1.0,0,1625,10000,1000,1000,625,20,2,0.3922806153846154,2,0.999,617215,617215,1,162.80891645275003,rolling_recent_buffer,1003
10000,log,147,0.2352,3138.208999999996,2403.2089999999966,-5.0,31.474999999999955,16.348360544217666,0.7751825261825801,16.948699681096286,17.101424527201374,20,1.0,0,1625,10000,1000,1000,625,20,2,0.3922806153846154,2,0.999,617215,617215,1,162.80891645275003,rolling_recent_buffer,1003
10100,log,147,0.2352,3144.4819999999963,2409.4819999999963,-5.0,31.474999999999955,16.391034013605417,0.7751825261825801,nan,nan,20,nan,-1,1625,10100,1000,1000,625,20,2,0.3922806153846154,2,0.999,617215,617215,1,162.80891645275003,rolling_recent_buffer,1003
10200,log,147,0.2352,3149.9119999999966,2414.9119999999966,-5.0,31.474999999999955,16.427972789115625,0.7751825261825801,nan,nan,20,nan,-1,1625,10200,1000,1000,625,20,2,0.3922806153846154,2,0.999,617215,617215,1,162.80891645275003,rolling_recent_buffer,1003
10300,log,147,0.2352,3151.1559999999963,2416.1559999999968,-5.0,31.474999999999955,16.43643537414964,0.7751825261825801,nan,nan,20,nan,-1,1625,10300,1000,1000,625,20,3,0.43243815384615386,1,1.0,576430,1193645,2,162.80891645275003,rolling_recent_buffer,1003
10400,log,148,0.2368,3170.266999999996,2430.2669999999966,-5.0,31.474999999999955,16.42072297297295,0.7762356402749289,nan,nan,20,nan,-1,1625,10400,1000,1000,625,20,3,0.43243815384615386,1,1.0,576430,1193645,2,162.80891645275003,rolling_recent_buffer,1003
10500,log,149,0.2384,3203.1309999999967,2458.130999999996,-5.0,31.474999999999955,16.49752348993286,0.7772816626361083,nan,nan,20,nan,-1,1625,10500,1000,1000,625,20,4,0.4178166153846154,1,1.0,591280,1784925,3,162.80891645275003,rolling_recent_buffer,1003
10600,log,150,0.24,3226.534999999996,2476.534999999996,-5.0,31.474999999999955,16.510233333333307,0.7783206881398446,nan,nan,20,nan,-1,1625,10600,1000,1000,625,20,4,0.4178166153846154,1,1.0,591280,1784925,3,162.80891645275003,rolling_recent_buffer,1003
10700,log,150,0.24,3238.0759999999964,2488.0759999999964,-5.0,31.474999999999955,16.587173333333308,0.7783206881398446,nan,nan,20,nan,-1,1625,10700,1000,1000,625,20,4,0.4178166153846154,1,1.0,591280,1784925,3,162.80891645275003,rolling_recent_buffer,1003
10800,log,152,0.2432,3273.987999999996,2513.987999999996,-5.0,31.474999999999955,16.53939473684208,0.7803781186638324,nan,nan,20,nan,-1,1625,10800,1000,1000,625,20,5,0.4178166153846154,1,1.0,591280,2376205,4,162.80891645275003,rolling_recent_buffer,1003
10900,log,152,0.2432,3281.5219999999963,2521.5219999999963,-5.0,31.474999999999955,16.588960526315766,0.7803781186638324,nan,nan,20,nan,-1,1625,10900,1000,1000,625,20,5,0.4178166153846154,1,1.0,591280,2376205,4,162.80891645275003,rolling_recent_buffer,1003
11000,log,153,0.2448,3303.145999999996,2538.145999999996,-5.0,31.474999999999955,16.589189542483634,0.7813967041736396,17.331609429067434,17.469731884904824,20,1.0,0,1625,11000,1000,1000,625,20,6,0.39856935384615383,1,1.0,610828,2987033,5,162.80891645275003,rolling_recent_buffer,1003
11100,log,154,0.2464,3340.7459999999965,2570.7459999999965,-5.0,31.474999999999955,16.69315584415582,0.7824086539001348,nan,nan,20,nan,-1,1625,11100,1000,1000,625,20,6,0.39856935384615383,1,1.0,610828,2987033,5,162.80891645275003,rolling_recent_buffer,1003
11200,log,156,0.2496,3392.7639999999965,2612.7639999999956,-5.0,31.474999999999955,16.74848717948715,0.7844129879499635,nan,nan,20,nan,-1,1625,11200,1000,1000,625,20,6,0.39856935384615383,1,1.0,610828,2987033,5,162.80891645275003,rolling_recent_buffer,1003
11300,log,156,0.2496,3399.8439999999964,2619.843999999996,-5.0,31.474999999999955,16.79387179487177,0.7844129879499635,nan,nan,20,nan,-1,1625,11300,1000,1000,625,20,7,0.37652086153846154,2,0.999,633221,3620254,6,162.80891645275003,rolling_recent_buffer,1003
11400,log,159,0.2544,3474.0889999999963,2679.0889999999963,-5.0,31.474999999999955,16.849616352201235,0.7873718151938622,nan,nan,20,nan,-1,1625,11400,1000,1000,625,20,7,0.37652086153846154,2,0.999,633221,3620254,6,162.80891645275003,rolling_recent_buffer,1003
