cell_x,cell_y,fitness,descriptor_x,descriptor_y,centroid_x,centroid_y,novelty_score,steps,food_collected,wall_collisions,hazard_contacts
3,8,28.09499999999994,-19.082305908203125,-16.0312442779541,-18.468417221069334,-16.95161944580078,0.650469847551937,280,7,8,5
3,9,28.554999999999964,-20.316879272460938,-13.549057960510254,-18.468417221069334,-14.453243240356443,0.5397258347795173,280,7,10,0
3,10,28.019999999999957,-17.203994750976562,-14.721899032592773,-18.468417221069334,-11.954867034912109,0.5356997070149769,280,7,6,6
3,11,27.51499999999995,-18.464885711669922,-10.806584358215332,-18.468417221069334,-9.456490829467771,0.6013924233956153,280,7,8,3
4,8,27.444999999999943,-16.41637420654297,-15.901171684265137,-16.174342414855957,-16.95161944580078,0.5426391971823662,280,7,6,2
4,9,28.999999999999957,-17.569019317626953,-14.855030059814453,-16.174342414855957,-14.453243240356443,0.4496592910402658,280,7,10,2
4,10,28.059999999999935,-16.907394409179688,-15.116377830505371,-16.174342414855957,-11.954867034912109,0.4467794108676114,280,7,10,0
4,11,25.58499999999994,-15.081768989562988,-9.874439239501953,-16.174342414855957,-9.456490829467771,0.522165072771389,280,6,7,0
4,12,23.994999999999944,-15.7476167678833,-8.344849586486816,-16.174342414855957,-6.958114624023435,0.6223302042809775,280,6,2,4
5,5,30.294999999999877,-13.530318260192871,-22.5621337890625,-13.88026760864258,-24.44674806213379,0.7355650426945641,280,8,8,0
5,6,30.734999999999896,-13.385502815246582,-23.18573570251465,-13.88026760864258,-21.94837185668945,0.5729663353594366,280,8,7,0
5,7,30.429999999999886,-13.738312721252441,-21.358673095703125,-13.88026760864258,-19.449995651245118,0.5492666536188672,280,8,8,0
5,8,31.09999999999996,-15.413875579833984,-14.88669204711914,-13.88026760864258,-16.95161944580078,0.4650494463575403,280,8,9,4
5,9,30.724999999999934,-13.881299018859863,-16.29181480407715,-13.88026760864258,-14.453243240356443,0.4519406110130015,280,8,12,0
5,10,28.639999999999983,-14.483899116516113,-13.05683422088623,-13.88026760864258,-11.954867034912109,0.45141525368074814,280,7,6,1
5,11,26.049999999999947,-14.035874366760254,-9.251588821411133,-13.88026760864258,-9.456490829467771,0.46253241740773926,280,6,4,0
5,12,24.77499999999994,-12.724435806274414,-8.449153900146484,-13.88026760864258,-6.958114624023435,0.5057016065648219,280,6,2,4
5,13,20.79499999999991,-13.673542976379395,-5.94156551361084,-13.88026760864258,-4.459738418579097,0.645124285368902,280,5,7,0
6,5,32.96499999999989,-13.17604923248291,-24.7812442779541,-11.5861928024292,-24.44674806213379,0.7002288485425097,280,9,8,0
6,7,27.52499999999991,-12.549776077270508,-20.578960418701172,-11.5861928024292,-19.449995651245118,0.5094149113859121,280,7,10,0
6,8,28.594999999999953,-13.573513984680176,-16.192724227905273,-11.5861928024292,-16.95161944580078,0.4748342404306451,280,7,12,0
6,9,31.029999999999944,-13.774602890014648,-16.221843719482422,-11.5861928024292,-14.453243240356443,0.4553129304118809,280,8,11,0
6,10,25.354999999999958,-12.596420288085938,-12.756505012512207,-11.5861928024292,-11.954867034912109,0.4430419087735358,280,6,17,0
6,11,28.084999999999937,-12.685662269592285,-10.25312328338623,-11.5861928024292,-9.456490829467771,0.4382381436570351,280,7,7,5
6,12,24.189999999999937,-11.985017776489258,-6.762702465057373,-11.5861928024292,-6.958114624023435,0.47035970347444095,280,6,6,8
6,13,22.25999999999993,-12.779773712158203,-4.949148654937744,-11.5861928024292,-4.459738418579097,0.536399268213026,280,6,2,14
6,17,6.420999999999997,-10.879801750183105,5.679594039916992,-11.5861928024292,5.533766403198245,1.05,177,1,4,0
7,5,25.355,-7.68972110748291,-25.775978088378906,-9.292117996215822,-24.44674806213379,0.6509107997995427,280,5,8,0
7,6,30.779999999999895,-13.555269241333008,-23.627544403076172,-9.292117996215822,-21.94837185668945,0.5781116173120224,280,8,7,0
7,7,28.659999999999954,-8.12501335144043,-28.330303192138672,-9.292117996215822,-19.449995651245118,0.5424057326196606,280,7,25,0
7,8,27.92499999999993,-11.233892440795898,-16.570974349975586,-9.292117996215822,-16.95161944580078,0.48162798367738846,280,7,17,0
7,9,27.26999999999996,-9.440149307250977,-13.931464195251465,-9.292117996215822,-14.453243240356443,0.4690201422845207,280,6,7,0
7,10,26.13499999999996,-8.334769248962402,-11.581934928894043,-9.292117996215822,-11.954867034912109,0.4400535909217549,280,6,12,4
7,11,24.984999999999907,-10.12841510772705,-9.26934814453125,-9.292117996215822,-9.456490829467771,0.44321551910282153,280,6,3,2
7,12,25.51999999999996,-8.783300399780273,-8.092978477478027,-9.292117996215822,-6.958114624023435,0.4362960762019934,280,6,4,8
7,13,24.20499999999994,-8.894917488098145,-5.6485371589660645,-9.292117996215822,-4.459738418579097,0.47270608357813254,280,6,4,9
7,14,18.97499999999991,-10.733841896057129,-3.450213670730591,-9.292117996215822,-1.9613622131347668,0.5657919352939259,280,5,3,12
7,17,9.427999999999946,-10.0338716506958,6.04081916809082,-9.292117996215822,5.533766403198245,0.7741607730431684,211,2,6,0
7,18,14.100999999999958,-7.768184185028076,7.346938133239746,-9.292117996215822,8.032142608642584,0.8829245538956056,262,3,12,0
8,4,30.62499999999994,-11.142687797546387,-24.36382484436035,-6.998043190002442,-26.945124267578127,0.7525699731427826,280,8,8,0
8,5,27.17000000000001,-7.238851070404053,-25.74821662902832,-6.998043190002442,-24.44674806213379,0.5217823452713917,280,6,7,0
8,6,28.894999999999964,-6.455773830413818,-24.339466094970703,-6.998043190002442,-21.94837185668945,0.4831548107395219,280,7,10,0
8,7,25.60999999999996,-10.02198314666748,-22.585641860961914,-6.998043190002442,-19.449995651245118,0.49204173362153214,280,6,41,0
8,9,24.574999999999946,-8.334183692932129,-14.64892864227295,-6.998043190002442,-14.453243240356443,0.5042922392885616,280,6,10,0
