evaluation,source,fitness,final_x,final_y,latent_0,latent_1,cell_x,cell_y,inserted,replaced,latent_clipped,steps,food_collected,wall_collisions,hazard_contacts,path_length,displacement,loop_score,bbox_area,is_loop,is_near_still
20,bootstrap_random,1.272000000000001,-0.7836066063889418,-0.7798145152714563,0.934477686882019,0.36612188816070557,21,14,False,False,False,159,0,0,0,0.7072859406471252,0.05707379803061485,8.696812478977424,0.002496014116331935,False,False
21,bootstrap_random,1.5340000000000011,-0.8576443201346916,-0.6488754048290482,0.943135142326355,0.15294235944747925,21,13,False,False,False,158,0,0,0,1.109629511833191,0.16875599324703217,7.226348034536532,0.0360228531062603,True,False
22,bootstrap_random,7.238999999999997,-0.6921042744487762,0.41830520520125936,-1.129476547241211,-1.9365044832229614,16,7,False,False,False,188,1,8,0,7.4794464111328125,1.1859151124954224,7.8745766999814295,1.092028021812439,True,False
23,bootstrap_random,-0.1749999999999996,-0.46852940845565627,-0.9749421985304272,0.9150322675704956,0.932205319404602,21,15,False,False,False,160,0,48,0,0.4513497054576874,0.3261569142341614,4.453195912426938,0.054639946669340134,False,False
24,bootstrap_random,1.296000000000001,-0.7447158674065701,-0.7696273907186042,0.9106193780899048,0.38741713762283325,21,14,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
25,bootstrap_random,1.3170000000000008,-0.783202764147493,-0.7359438832135072,0.9276376366615295,0.31430530548095703,21,13,False,False,False,159,0,0,0,0.6412295699119568,0.057918060570955276,8.974918353886705,0.003031185595318675,False,False
26,bootstrap_random,1.296000000000001,-0.7406099778991978,-0.7731713150564378,0.9093621969223022,0.39751526713371277,21,14,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
27,bootstrap_random,1.6030000000000009,-0.9146445381886816,-0.5807758735943028,1.1189080476760864,0.254391074180603,21,13,False,False,False,156,0,4,0,1.4281134605407715,0.2502696216106415,7.551544572787473,0.11538062244653702,True,False
28,bootstrap_random,6.9430000000000005,-0.6989751132176499,-0.5829017157121786,0.7511141300201416,0.11512463539838791,20,13,False,False,False,251,2,0,0,0.2293647974729538,0.19413787126541138,1.399846359702224,0.00801254715770483,False,False
29,bootstrap_random,1.296000000000001,-0.7480962453467431,-0.7652641442803118,0.9107300043106079,0.37658393383026123,21,14,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
30,bootstrap_random,2.441,-0.5361677816585368,-0.7262977830977845,0.5634515285491943,0.4571654200553894,20,14,False,False,False,147,0,5,0,4.002735614776611,0.19361642003059387,2.9432259573906534,0.6476011872291565,True,False
31,bootstrap_random,1.296000000000001,-0.7497860724183869,-0.7674462946333321,0.9135756492614746,0.37877321243286133,21,14,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
32,bootstrap_random,1.277000000000001,-0.9167731291570343,-0.7186770963738703,1.1296716928482056,0.24774733185768127,21,13,False,False,False,159,0,5,0,0.6215463876724243,0.16927699744701385,2.7294343579620657,0.028381388634443283,False,False
33,bootstrap_random,0.1720000000000001,-0.9749998885831791,-0.8444445349433355,1.206634521484375,0.44960737228393555,21,14,False,False,False,159,0,43,0,0.7525188326835632,0.23927989602088928,0.9259571344570396,0.08477707952260971,False,False
34,bootstrap_random,1.296000000000001,-0.730014148708112,-0.7519644341010709,0.8867086172103882,0.3706742227077484,21,14,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
35,bootstrap_random,1.296000000000001,-0.7378470510325418,-0.755875772464962,0.8959313035011292,0.3700101375579834,21,14,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True
36,bootstrap_random,-0.13700000000000007,-0.2752043045324669,-0.6288104280952472,0.5108938813209534,0.9901916980743408,20,15,False,False,False,156,0,55,0,1.4925148487091064,0.49611109495162964,2.7703459768345895,0.18168993294239044,True,False
