map,seed,stage,refresh_index,evaluation,component_count,support_finite_pair_fraction,reachable_centroid_count,reachable_centroid_fraction,unreachable_centroid_count,penalty_distance
open,1003,pre_retrain,26,8500,1,0.5739054545454545,413,0.6608,212,192.79250526578645
open,1003,pre_retrain,27,8750,1,0.564,408,0.6528,217,178.53102854109716
open,1003,pre_retrain,28,9000,1,0.5766836363636364,415,0.664,210,178.53102854109716
open,1003,pre_retrain,29,9250,1,0.5905745454545455,425,0.68,200,182.8990203163669
open,1003,pre_retrain,30,9500,1,0.5978472727272728,428,0.6848,197,188.52974327122797
open,1003,pre_retrain,31,9750,1,0.6023563636363637,429,0.6864,196,188.52974327122797
open,1003,pre_retrain,32,10000,1,0.5922618181818182,424,0.6784,201,188.52974327122797
open,1003,post_retrain,0,10000,2,0.39109818181818184,319,0.5104,306,162.80891645275003
open,1003,post_retrain,1,10250,1,0.4275054545454545,330,0.528,295,162.80891645275003
open,1003,post_retrain,2,10500,1,0.4112,321,0.5136,304,162.80891645275003
open,1003,post_retrain,3,10750,1,0.4112,321,0.5136,304,162.80891645275003
open,1003,post_retrain,4,11000,1,0.3936,309,0.4944,316,162.80891645275003
open,1003,post_retrain,5,11250,2,0.37400727272727274,307,0.4912,318,162.80891645275003
open,1003,post_retrain,6,11500,1,0.38723636363636366,304,0.4864,321,162.80891645275003
open,1003,post_retrain,7,11750,2,0.38150545454545454,310,0.496,315,162.80891645275003
open,1003,post_retrain,8,12000,2,0.4026181818181818,328,0.5248,297,162.80891645275003
open,1003,post_retrain,9,12250,1,0.42491636363636365,328,0.5248,297,162.80891645275003
open,1003,post_retrain,10,12500,1,0.4048,316,0.5056,309,162.80891645275003
open,1003,post_retrain,11,12750,1,0.41738909090909093,324,0.5184,301,162.80891645275003
open,1003,post_retrain,12,13000,1,0.40736,318,0.5088,307,162.80891645275003
open,1003,post_retrain,13,13250,1,0.4114181818181818,323,0.5168,302,162.80891645275003
open,1003,post_retrain,14,13500,1,0.41396363636363637,325,0.52,300,162.80891645275003
open,1003,post_retrain,15,13750,1,0.41248,322,0.5152,303,162.80891645275003
open,1003,post_retrain,16,14000,1,0.4199636363636364,326,0.5216,299,162.80891645275003
open,1003,post_retrain,17,14250,1,0.42599272727272725,327,0.5232,298,162.80891645275003
open,1003,post_retrain,18,14500,1,0.42469090909090906,326,0.5216,299,162.80891645275003
open,1003,post_retrain,19,14750,1,0.40352,315,0.504,310,162.80891645275003
open,1003,post_retrain,20,15000,1,0.4233890909090909,325,0.52,300,162.80891645275003
open,1003,post_retrain,21,15250,1,0.41326545454545455,319,0.5104,306,162.80891645275003
open,1003,post_retrain,22,15500,1,0.41844363636363635,323,0.5168,302,162.80891645275003
open,1003,post_retrain,23,15750,1,0.4283636363636364,327,0.5232,298,162.80891645275003
open,1003,post_retrain,24,16000,1,0.41844363636363635,323,0.5168,302,162.80891645275003
open,1003,post_retrain,25,16250,1,0.4042036363636364,312,0.4992,313,162.80891645275003
open,1003,post_retrain,26,16500,1,0.4042036363636364,312,0.4992,313,162.80891645275003
open,1003,post_retrain,27,16750,1,0.41688,320,0.512,305,162.80891645275003
open,1003,post_retrain,28,17000,1,0.3897818181818182,306,0.4896,319,162.80891645275003
open,1003,post_retrain,29,17250,1,0.4223272727272727,326,0.5216,299,162.80891645275003
open,1003,post_retrain,30,17500,3,0.35984727272727274,322,0.5152,303,162.80891645275003
open,1003,post_retrain,31,17750,2,0.4017381818181818,327,0.5232,298,162.80891645275003
open,1003,post_retrain,32,18000,1,0.44145454545454543,337,0.5392,288,162.80891645275003
open,1003,post_retrain,33,18250,1,0.4158545454545455,321,0.5136,304,162.80891645275003
open,1003,post_retrain,34,18500,1,0.40065454545454543,311,0.4976,314,162.80891645275003
open,1003,post_retrain,35,18750,1,0.38087272727272725,299,0.4784,326,162.80891645275003
open,1003,post_retrain,36,19000,1,0.3929309090909091,305,0.488,320,162.80891645275003
open,1003,post_retrain,37,19250,1,0.4171490909090909,322,0.5152,303,162.80891645275003
open,1003,post_retrain,38,19500,1,0.4272945454545454,328,0.5248,297,162.80891645275003
open,1003,post_retrain,39,19750,1,0.43009454545454545,332,0.5312,293,162.80891645275003
open,1003,post_retrain,40,20000,1,0.4298981818181818,330,0.528,295,162.80891645275003
