evaluation,event,filled_cells,coverage,qd_score,raw_qd_score,qd_score_fitness_floor,max_fitness,mean_fitness,occupancy_entropy,mean_pairwise_descriptor_euclidean,mean_pairwise_descriptor_knn_geodesic,pairwise_geodesic_k,pairwise_geodesic_finite_fraction,pairwise_geodesic_disconnected_pairs,geodesic_graph_support_points,geodesic_graph_visited_points,geodesic_graph_reservoir_points,geodesic_graph_rolling_buffer_points,geodesic_graph_centroids,geodesic_graph_k,geodesic_graph_refresh_count,geodesic_graph_finite_centroid_fraction,geodesic_graph_connected_components,geodesic_graph_largest_component_fraction,geodesic_graph_penalized_centroid_distances,geodesic_graph_cumulative_penalized_centroid_distances,geodesic_graph_refreshes_with_penalty,geodesic_graph_penalty_distance,geodesic_graph_reservoir_strategy,geodesic_graph_reservoir_seed
2000,bootstrap,115,0.184,1286.1799999999987,711.1799999999987,-5.0,16.504999999999896,6.184173913043467,0.7370480233665949,18.488898853578352,18.62710653767449,20,1.0,0,1625,2000,1000,1000,625,20,2,0.4490131692307692,3,0.998,559596,559596,1,179.31460531565875,rolling_recent_buffer,1001
2100,log,115,0.184,1321.5079999999984,746.5079999999983,-5.0,16.504999999999896,6.491373913043463,0.7370480233665949,nan,nan,20,nan,-1,1625,2100,1000,1000,625,20,2,0.4490131692307692,3,0.998,559596,559596,1,179.31460531565875,rolling_recent_buffer,1001
2200,log,115,0.184,1353.2159999999983,778.2159999999982,-5.0,17.55999999999997,6.767095652173897,0.7370480233665949,nan,nan,20,nan,-1,1625,2200,1000,1000,625,20,2,0.4490131692307692,3,0.998,559596,559596,1,179.31460531565875,rolling_recent_buffer,1001
2300,log,123,0.1968,1523.508999999998,908.5089999999976,-5.0,22.289999999999928,7.386252032520306,0.7474945628835271,nan,nan,20,nan,-1,1625,2300,1000,1000,625,20,3,0.5011564307692308,3,0.997,506638,1066234,2,179.31460531565875,rolling_recent_buffer,1001
2400,log,133,0.2128,1688.5719999999974,1023.5719999999974,-5.0,22.289999999999928,7.6960300751879505,0.7596361888893296,nan,nan,20,nan,-1,1625,2400,1000,1000,625,20,3,0.5011564307692308,3,0.997,506638,1066234,2,179.31460531565875,rolling_recent_buffer,1001
2500,log,140,0.224,1798.9659999999974,1098.9659999999972,-5.0,22.289999999999928,7.849757142857123,0.7676037678172384,nan,nan,20,nan,-1,1625,2500,1000,1000,625,20,4,0.5166020923076923,3,0.997,490951,1557185,3,179.31460531565875,rolling_recent_buffer,1001
2600,log,151,0.2416,1969.0329999999967,1214.032999999997,-5.0,22.289999999999928,8.039953642384086,0.7793528097686653,nan,nan,20,nan,-1,1625,2600,1000,1000,625,20,4,0.5166020923076923,3,0.997,490951,1557185,3,179.31460531565875,rolling_recent_buffer,1001
2700,log,153,0.2448,2020.9789999999969,1255.9789999999969,-5.0,22.289999999999928,8.209013071895404,0.7813967041736396,nan,nan,20,nan,-1,1625,2700,1000,1000,625,20,4,0.5166020923076923,3,0.997,490951,1557185,3,179.31460531565875,rolling_recent_buffer,1001
2800,log,162,0.2592,2169.412999999997,1359.4129999999968,-5.0,22.289999999999928,8.391438271604919,0.7902753340043336,nan,nan,20,nan,-1,1625,2800,1000,1000,625,20,5,0.5517902769230769,4,0.995,455213,2012398,4,179.31460531565875,rolling_recent_buffer,1001
2900,log,176,0.2816,2392.538999999996,1512.5389999999966,-5.0,26.424999999999905,8.59397159090907,0.8031505836746375,nan,nan,20,nan,-1,1625,2900,1000,1000,625,20,5,0.5517902769230769,4,0.995,455213,2012398,4,179.31460531565875,rolling_recent_buffer,1001
