evaluation,source,fitness,final_x,final_y,latent_0,latent_1,cell_x,cell_y,inserted,replaced,latent_clipped,steps,food_collected,wall_collisions,hazard_contacts,path_length,displacement,loop_score,bbox_area,is_loop,is_near_still,assignment_geodesic_distance
1,bootstrap_random,1.296000000000001,-0.7366221521429015,-0.7745289859653901,0.2132425308227539,2.806084156036377,13,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.2462020997597663
2,bootstrap_random,1.296000000000001,-0.7476952626386072,-0.7574704183468783,-0.16320481896400452,2.3838350772857666,13,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.442161798144919
3,bootstrap_random,1.296000000000001,-0.7414914397462251,-0.7512220741740686,-0.1408718079328537,2.115144968032837,13,17,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.6994846571022226
4,bootstrap_random,1.1180000000000012,-0.5901489265315415,-0.9749479568338406,1.1227954626083374,4.7693281173706055,14,18,False,False,False,161,0,10,0,0.3020020127296448,0.27411705255508423,0.3769050545449546,0.03523670509457588,False,False,1.113927463278816
5,bootstrap_random,1.4140000000000013,-0.08242976145125747,-0.9308820098146425,4.035155773162842,7.116791725158691,15,19,False,False,False,158,0,6,0,1.1141804456710815,0.6626868844032288,4.925035397902201,0.15332767367362976,True,False,0.7923218690970348
6,bootstrap_random,1.296000000000001,-0.7258702617356024,-0.7476926974529556,0.05449318885803223,1.8521733283996582,13,17,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.5512742517557143
7,bootstrap_random,9.556999999999936,-0.09650427414500747,-0.0965733248525049,-16.74474334716797,-8.412556648254395,6,14,False,False,False,244,2,4,4,4.4141716957092285,0.9238111972808838,3.163156227281285,1.4722790718078613,True,False,3.7783825896469185
8,bootstrap_random,-2.7980000000000014,-0.9738366962589879,-0.9746263609199864,0.1967419683933258,5.271932601928711,13,19,False,False,False,159,0,124,0,0.5331979990005493,0.3027653694152832,0.5126689523502703,0.06363722681999207,False,False,1.864702810076388
9,bootstrap_random,1.378000000000001,-0.8307817950053722,-0.696888059859084,-0.46462151408195496,2.1615915298461914,13,18,False,False,False,161,0,0,0,0.1395159661769867,0.10739871859550476,0.37031976560218216,0.00604445394128561,False,False,1.59750138387704
10,bootstrap_random,1.5410000000000004,-0.8794298551879068,-0.3432806065271423,-7.246829032897949,3.012667655944824,10,17,False,False,False,152,0,19,0,2.6867501735687256,0.43824464082717896,1.5676284388437716,0.28698331117630005,True,False,2.7517172575886173
11,bootstrap_random,5.661999999999996,0.3755457552429566,0.24916520878337575,-11.98208236694336,-16.39704704284668,7,11,False,False,False,189,1,13,0,4.6856818199157715,1.5042697191238403,4.042892788605932,2.959481954574585,True,False,2.1859413347651646
12,bootstrap_random,1.296000000000001,-0.7339880954469666,-0.7717368646519591,0.22046147286891937,2.69028639793396,13,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.3372557286385056
13,bootstrap_random,1.296000000000001,-0.753423891819533,-0.7657131664011707,-0.13875216245651245,2.678687334060669,13,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.1575973467937302
14,bootstrap_random,1.296000000000001,-0.7489003427304773,-0.7674585396060266,-0.06312163174152374,2.671909809112549,13,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.1879846452669889
15,bootstrap_random,1.296000000000001,-0.7521191578933699,-0.746346174173539,-0.29808321595191956,2.182446002960205,13,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.63211622487114
16,bootstrap_random,1.296000000000001,-0.7272168192386425,-0.7727692964467706,0.31691858172416687,2.6743507385253906,13,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.4133289014773764
17,bootstrap_random,1.296000000000001,-0.7386911932965072,-0.7531363237412941,-0.0864911675453186,2.1259703636169434,13,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.7134991454990998
18,bootstrap_random,1.550000000000001,-0.49358998188983366,-0.7989684266508404,1.6641582250595093,3.0456619262695312,14,18,False,False,False,160,0,0,0,0.5551648139953613,0.23449255526065826,4.680599623525416,0.032277464866638184,False,False,0.7715862999975621
