evaluation,filled_cells,coverage,qd_score,raw_qd_score,qd_score_fitness_floor,max_fitness,mean_fitness,occupancy_entropy,mean_pairwise_descriptor_euclidean,mean_pairwise_descriptor_knn_geodesic,pairwise_geodesic_k,pairwise_geodesic_finite_fraction,pairwise_geodesic_disconnected_pairs
1,1,0.0016,6.296000000000001,1.296000000000001,-5.0,1.296000000000001,1.296000000000001,0.0,nan,nan,5,nan,-1
25,14,0.0224,116.54699999999997,46.54699999999997,-5.0,14.448999999999982,3.3247857142857122,0.40993462829889016,nan,nan,5,nan,-1
50,32,0.0512,276.73299999999995,116.73299999999992,-5.0,20.749999999999982,3.6479062499999975,0.5383456975917413,nan,nan,5,nan,-1
75,41,0.0656,367.8929999999999,162.8929999999999,-5.0,20.749999999999982,3.972999999999997,0.5768430142620309,nan,nan,5,nan,-1
100,51,0.0816,474.4329999999999,219.43299999999977,-5.0,20.749999999999982,4.30260784313725,0.6107451555521434,nan,nan,5,nan,-1
125,57,0.0912,520.3479999999998,235.3479999999998,-5.0,20.749999999999982,4.12891228070175,0.628022248730284,nan,nan,5,nan,-1
150,68,0.1088,606.1819999999998,266.18199999999973,-5.0,20.749999999999982,3.9144411764705844,0.6554318859673436,nan,nan,5,nan,-1
175,75,0.12,666.6799999999997,291.6799999999997,-5.0,20.749999999999982,3.889066666666663,0.6706515486214963,nan,nan,5,nan,-1
200,83,0.1328,728.5839999999997,313.5839999999997,-5.0,20.749999999999982,3.7781204819277074,0.6863950099686636,nan,nan,5,nan,-1
225,91,0.1456,784.5799999999996,329.5799999999997,-5.0,20.749999999999982,3.6217582417582386,0.7006886490723124,nan,nan,5,nan,-1
250,101,0.1616,864.7759999999996,359.7759999999997,-5.0,20.749999999999982,3.5621386138613835,0.7168839010790715,nan,nan,5,nan,-1
275,108,0.1728,961.1919999999997,421.1919999999996,-5.0,20.749999999999982,3.8999259259259222,0.7272929249011856,nan,nan,5,nan,-1
300,114,0.1824,1018.4319999999997,448.4319999999997,-5.0,20.749999999999982,3.9336140350877162,0.7356913882486322,nan,nan,5,nan,-1
325,128,0.2048,1164.9719999999995,524.9719999999995,-5.0,20.749999999999982,4.101343749999996,0.7536839766284379,nan,nan,5,nan,-1
350,140,0.224,1257.6839999999997,557.6839999999995,-5.0,20.749999999999982,3.9834571428571395,0.7676037678172384,nan,nan,5,nan,-1
375,150,0.24,1388.0189999999993,638.0189999999993,-5.0,20.749999999999982,4.253459999999995,0.7783206881398446,nan,nan,5,nan,-1
400,159,0.2544,1514.5629999999994,719.5629999999992,-5.0,20.749999999999982,4.525553459119492,0.7873718151938622,nan,nan,5,nan,-1
425,173,0.2768,1649.423999999999,784.4239999999991,-5.0,20.749999999999982,4.534242774566469,0.8004800239084688,nan,nan,5,nan,-1
450,187,0.2992,1806.5719999999988,871.5719999999991,-5.0,20.749999999999982,4.660812834224594,0.8125676325318916,nan,nan,5,nan,-1
475,197,0.3152,1942.3649999999989,957.3649999999988,-5.0,20.749999999999982,4.859720812182735,0.8206597607651288,nan,nan,5,nan,-1
500,208,0.3328,2065.855999999999,1025.8559999999989,-5.0,20.749999999999982,4.931999999999994,0.8290997183651636,nan,nan,5,nan,-1
525,223,0.3568,2231.141999999999,1116.1419999999987,-5.0,20.749999999999982,5.005121076233178,0.8399161796931883,nan,nan,5,nan,-1
550,233,0.3728,2330.6879999999983,1165.6879999999985,-5.0,20.749999999999982,5.002952789699564,0.846730155207043,nan,nan,5,nan,-1
575,245,0.392,2517.534999999998,1292.5349999999983,-5.0,20.749999999999982,5.2756530612244825,0.8545309775610839,nan,nan,5,nan,-1
600,256,0.4096,2658.722999999998,1378.7229999999984,-5.0,20.749999999999982,5.385636718749994,0.8613531161467861,nan,nan,5,nan,-1
625,275,0.44,2848.331999999998,1473.3319999999976,-5.0,20.749999999999982,5.3575709090909,0.8724740256012447,nan,nan,5,nan,-1
650,291,0.4656,3027.4519999999975,1572.4519999999977,-5.0,20.749999999999982,5.403615120274906,0.8812584852358807,nan,nan,5,nan,-1
675,301,0.4816,3186.248999999998,1681.2489999999975,-5.0,20.749999999999982,5.585544850498331,0.8865067457180579,nan,nan,5,nan,-1
700,308,0.4928,3265.0069999999973,1725.0069999999973,-5.0,20.749999999999982,5.600672077922069,0.8900777934184829,nan,nan,5,nan,-1
725,315,0.504,3366.7399999999975,1791.7399999999973,-5.0,20.749999999999982,5.688063492063484,0.8935685860235346,nan,nan,5,nan,-1
750,322,0.5152,3481.9119999999975,1871.911999999997,-5.0,20.749999999999982,5.813391304347817,0.8969826516654851,nan,nan,5,nan,-1
775,329,0.5264,3603.4169999999967,1958.416999999997,-5.0,20.749999999999982,5.9526352583586535,0.9003232908188833,nan,nan,5,nan,-1
800,333,0.5328,3671.7409999999963,2006.7409999999968,-5.0,20.749999999999982,6.02624924924924,0.902200458481225,nan,nan,5,nan,-1
825,346,0.5536,3859.2219999999966,2129.2219999999966,-5.0,22.509999999999955,6.153820809248545,0.9081491634268172,nan,nan,5,nan,-1
850,352,0.5632,3947.1709999999966,2187.1709999999966,-5.0,22.509999999999955,6.213553977272718,0.9108197231929859,nan,nan,5,nan,-1
875,363,0.5808,4075.3229999999962,2260.3229999999962,-5.0,22.509999999999955,6.226785123966931,0.9155995998239853,nan,nan,5,nan,-1
900,371,0.5936,4173.209999999996,2318.2099999999964,-5.0,22.509999999999955,6.248544474393522,0.9189857553529078,nan,nan,5,nan,-1
925,379,0.6064,4264.517999999996,2369.517999999996,-5.0,22.509999999999955,6.252026385224264,0.9222996673575539,nan,nan,5,nan,-1
950,385,0.616,4369.956999999996,2444.956999999996,-5.0,22.509999999999955,6.3505376623376515,0.9247395143817865,nan,nan,5,nan,-1
975,392,0.6272,4485.4419999999955,2525.4419999999955,-5.0,22.509999999999955,6.442454081632642,0.9275383961161285,nan,nan,5,nan,-1
1000,399,0.6384,4622.292999999995,2627.292999999995,-5.0,22.509999999999955,6.584694235588961,0.9302877375108259,1.0589175605869934,1.1902949416785367,5,1.0,0
1025,408,0.6528,4718.705999999995,2678.705999999995,-5.0,22.509999999999955,6.565455882352929,0.9337525741071881,nan,nan,5,nan,-1
1050,410,0.656,4773.743999999995,2723.7439999999947,-5.0,22.509999999999955,6.643278048780475,0.9345121537803792,nan,nan,5,nan,-1
1075,412,0.6592,4843.630999999994,2783.630999999995,-5.0,22.509999999999955,6.756385922330084,0.9352680371874957,nan,nan,5,nan,-1
1100,419,0.6704,4992.899999999994,2897.899999999994,-5.0,22.509999999999955,6.916229116945093,0.9378850332273012,nan,nan,5,nan,-1
1125,425,0.68,5114.187999999994,2989.1879999999937,-5.0,22.509999999999955,7.03338352941175,0.9400936069306471,nan,nan,5,nan,-1
1150,428,0.6848,5185.449999999993,3045.449999999994,-5.0,22.509999999999955,7.115537383177556,0.9411862285538605,nan,nan,5,nan,-1
1175,432,0.6912,5259.191999999994,3099.1919999999936,-5.0,22.509999999999955,7.174055555555541,0.9426312039378821,nan,nan,5,nan,-1
1200,437,0.6992,5346.918999999993,3161.9189999999935,-5.0,22.509999999999955,7.235512585812342,0.9444187234753826,nan,nan,5,nan,-1
1225,440,0.704,5434.281999999994,3234.281999999993,-5.0,22.509999999999955,7.350640909090893,0.9454814441562893,nan,nan,5,nan,-1
1250,445,0.712,5505.490999999993,3280.490999999993,-5.0,22.509999999999955,7.371889887640434,0.9472366462623532,nan,nan,5,nan,-1
1275,452,0.7232,5613.388999999992,3353.388999999993,-5.0,22.509999999999955,7.419002212389365,0.9496610792810812,nan,nan,5,nan,-1
1300,458,0.7328,5769.691999999992,3479.6919999999923,-5.0,22.509999999999955,7.597580786026184,0.9517094658917225,nan,nan,5,nan,-1
1325,460,0.736,5814.625999999992,3514.625999999992,-5.0,22.509999999999955,7.640491304347809,0.9523863024032915,nan,nan,5,nan,-1
1350,463,0.7408,5920.575999999992,3605.575999999992,-5.0,22.509999999999955,7.787421166306678,0.9533960593738574,nan,nan,5,nan,-1
1375,467,0.7472,6003.128999999992,3668.1289999999917,-5.0,22.509999999999955,7.854665952890775,0.954732271773883,nan,nan,5,nan,-1
1400,470,0.752,6078.811999999992,3728.8119999999913,-5.0,22.509999999999955,7.933642553191471,0.9557269415566897,nan,nan,5,nan,-1
1425,474,0.7584,6180.539999999992,3810.539999999991,-5.0,22.509999999999955,8.039113924050614,0.957043337008403,nan,nan,5,nan,-1
1450,477,0.7632,6239.925999999991,3854.9259999999913,-5.0,22.509999999999955,8.081605870020946,0.9580233638153587,nan,nan,5,nan,-1
1475,480,0.768,6319.135999999991,3919.135999999991,-5.0,22.509999999999955,8.164866666666647,0.9589972462132377,nan,nan,5,nan,-1
1500,484,0.7744,6396.82599999999,3976.825999999991,-5.0,22.509999999999955,8.21658264462808,0.9602863302391856,nan,nan,5,nan,-1
1525,488,0.7808,6470.472999999991,4030.472999999991,-5.0,22.509999999999955,8.259165983606538,0.9615648043997806,nan,nan,5,nan,-1
1550,492,0.7872,6528.841999999991,4068.8419999999905,-5.0,22.509999999999955,8.27000406504063,0.9628328419202238,nan,nan,5,nan,-1
1575,495,0.792,6598.517999999991,4123.517999999991,-5.0,22.509999999999955,8.330339393939376,0.9637771228442372,nan,nan,5,nan,-1
1600,499,0.7984,6651.578999999991,4156.578999999991,-5.0,22.509999999999955,8.329817635270523,0.965027300487104,nan,nan,5,nan,-1
1625,504,0.8064,6777.2569999999905,4257.2569999999905,-5.0,22.509999999999955,8.446938492063474,0.9665760045785794,nan,nan,5,nan,-1
1650,506,0.8096,6842.53999999999,4312.53999999999,-5.0,22.509999999999955,8.522806324110652,0.9671911884861878,nan,nan,5,nan,-1
1675,510,0.816,6934.070999999989,4384.07099999999,-5.0,22.509999999999955,8.596217647058804,0.9684142950704916,nan,nan,5,nan,-1
1700,513,0.8208,7016.17199999999,4451.17199999999,-5.0,22.509999999999955,8.676748538011676,0.9693253459732766,nan,nan,5,nan,-1
1725,515,0.824,7120.074999999989,4545.074999999989,-5.0,22.509999999999955,8.825388349514542,0.9699297581507993,nan,nan,5,nan,-1
1750,519,0.8304,7215.497999999989,4620.497999999989,-5.0,22.509999999999955,8.902693641618475,0.9711315725299651,nan,nan,5,nan,-1
1775,523,0.8368,7297.803999999989,4682.803999999989,-5.0,22.509999999999955,8.953736137667283,0.9723241598363346,nan,nan,5,nan,-1
1800,524,0.8384,7330.185999999989,4710.185999999989,-5.0,22.509999999999955,8.988904580152651,0.9726208814807921,nan,nan,5,nan,-1
1825,526,0.8416,7399.135999999989,4769.135999999989,-5.0,22.509999999999955,9.066798479087431,0.9732126297531605,nan,nan,5,nan,-1
1850,529,0.8464,7460.034999999988,4815.034999999989,-5.0,22.509999999999955,9.102145557655934,0.9740960467331898,nan,nan,5,nan,-1
1875,530,0.848,7530.801999999988,4880.801999999989,-5.0,22.509999999999955,9.209060377358469,0.9743894060907142,nan,nan,5,nan,-1
1900,534,0.8544,7609.016999999988,4939.016999999988,-5.0,22.509999999999955,9.249095505617955,0.9755573344021978,nan,nan,5,nan,-1
1925,535,0.856,7640.585999999988,4965.585999999988,-5.0,22.509999999999955,9.281469158878483,0.9758479495171639,nan,nan,5,nan,-1
1950,538,0.8608,7703.281999999987,5013.281999999987,-5.0,22.509999999999955,9.318368029739753,0.9767165467495543,nan,nan,5,nan,-1
1975,539,0.8624,7747.647999999988,5052.647999999988,-5.0,22.509999999999955,9.374115027829292,0.9770050031623284,nan,nan,5,nan,-1
2000,543,0.8688,7791.526999999987,5076.526999999987,-5.0,22.509999999999955,9.3490368324125,0.9781535018039683,1.0398541579158322,1.1441481648737515,5,1.0,0
2025,545,0.872,7835.2419999999875,5110.2419999999875,-5.0,22.509999999999955,9.37659082568805,0.9787245823503047,nan,nan,5,nan,-1
2050,545,0.872,7867.868999999988,5142.868999999988,-5.0,27.714999999999954,9.436456880733923,0.9787245823503047,nan,nan,5,nan,-1
2075,547,0.8752,7912.156999999987,5177.156999999987,-5.0,27.714999999999954,9.464638025594127,0.9792935710218212,nan,nan,5,nan,-1
2100,549,0.8784,7977.3269999999875,5232.3269999999875,-5.0,27.714999999999954,9.53065027322402,0.9798604830877284,nan,nan,5,nan,-1
2125,552,0.8832,8035.133999999987,5275.133999999987,-5.0,27.714999999999954,9.556402173913021,0.980706990543136,nan,nan,5,nan,-1
2150,554,0.8864,8099.984999999988,5329.984999999986,-5.0,27.714999999999954,9.620911552346545,0.9812687768106036,nan,nan,5,nan,-1
2175,556,0.8896,8151.722999999987,5371.722999999986,-5.0,27.714999999999954,9.661372302158249,0.9818285386186637,nan,nan,5,nan,-1
2200,558,0.8928,8218.091999999986,5428.091999999987,-5.0,27.714999999999954,9.727763440860192,0.9823862905056716,nan,nan,5,nan,-1
2225,559,0.8944,8279.363999999987,5484.363999999987,-5.0,27.714999999999954,9.81102683363146,0.9826644172292867,nan,nan,5,nan,-1
2250,560,0.896,8306.098999999987,5506.0989999999865,-5.0,27.714999999999954,9.832319642857119,0.9829420468539349,nan,nan,5,nan,-1
2275,562,0.8992,8349.883999999985,5539.883999999986,-5.0,27.714999999999954,9.857444839857626,0.9834958218919394,nan,nan,5,nan,-1
2300,566,0.9056,8451.831999999986,5621.831999999986,-5.0,27.714999999999954,9.93256537102471,0.9845974841950795,nan,nan,5,nan,-1
2325,567,0.9072,8477.335999999987,5642.335999999986,-5.0,27.714999999999954,9.951209876543185,0.9848716832665272,nan,nan,5,nan,-1
2350,569,0.9104,8523.779999999988,5678.779999999986,-5.0,27.714999999999954,9.980281195079062,0.9854186335979714,nan,nan,5,nan,-1
2375,572,0.9152,8615.234999999986,5755.234999999986,-5.0,27.714999999999954,10.061599650349626,0.9862354649297117,nan,nan,5,nan,-1
2400,575,0.92,8709.135999999986,5834.135999999985,-5.0,27.714999999999954,10.146323478260843,0.987048023366595,nan,nan,5,nan,-1
2425,575,0.92,8738.143999999986,5863.143999999985,-5.0,27.714999999999954,10.196772173913017,0.987048023366595,nan,nan,5,nan,-1
