euclidean_final_xy,maze_geodesic_shortest_path,ratio,shortest_path_touches_horseshoe_region
0.66044488,2.79852482,4.23733291,true
0.66206551,2.81291330,4.24869329,true
0.68503916,2.05670684,3.00232009,true
0.59542011,2.03780456,3.42246515,true
1.23241896,2.07603268,1.68451861,true
0.85277840,2.38926365,2.80174034,true
0.71431408,3.00490101,4.20669437,true
0.66039285,2.91857008,4.41944530,true
0.64342740,2.81538198,4.37560161,true
1.11026678,3.14402400,2.83177345,true
0.65956090,2.81291330,4.26482723,true
0.65830233,2.80695340,4.26392749,true
0.94788588,3.11813925,3.28957242,true
0.64020714,2.78660500,4.35266154,true
0.22351554,2.93482824,13.13030966,true
0.73299479,0.91447984,1.24759392,true
0.37303235,0.49865977,1.33677354,true
0.74862081,0.76854984,1.02662099,true
0.80570544,0.84747475,1.05184190,true
0.73040150,0.73977286,1.01283042,true
0.31156233,0.33051169,1.06082047,true
0.72832229,0.74573276,1.02390490,true
0.57376238,0.74428665,1.29720363,true
0.84217967,0.89762268,1.06583276,true
0.72933322,0.73977286,1.01431394,true
0.76318027,0.81376042,1.06627550,true
0.75172134,0.76854984,1.02238661,true
0.87302191,0.98455262,1.12775247,true
0.75363276,0.76854984,1.01979355,true
0.49932451,0.55229894,1.10609220,true
2.00590946,2.29552669,1.14438201,true
0.73006797,0.75169267,1.02962012,true
0.74706820,0.76012125,1.01747237,true
0.86229302,1.07769057,1.24979623,true
1.83602423,2.10847633,1.14839243,true
1.18921180,1.27888131,1.07540248,true
0.52309566,0.69762995,1.33365654,true
0.78279744,0.98395362,1.25697091,true
0.63517037,0.67830411,1.06790893,true
0.74727814,0.75416135,1.00921104,true
1.01214827,1.09165551,1.07855296,true
1.50213595,1.70806731,1.13709236,true
0.50872411,0.55229894,1.08565513,true
0.72923460,0.73977286,1.01445112,true
0.73266399,0.74573276,1.01783733,true
0.75321041,0.76854984,1.02036539,true
0.81390055,0.84994342,1.04428412,true
0.73354167,0.73977286,1.00849465,true
0.75444070,0.76854984,1.01870145,true
0.74046308,0.75416135,1.01849959,true
1.25493227,1.31710943,1.04954622,true
0.78871425,0.85445721,1.08335461,true
0.75275697,0.76854984,1.02098003,true
0.77298952,0.81869777,1.05913178,true
0.99359421,1.05589606,1.06270352,true
0.49656671,0.52147684,1.05016473,true
0.73003704,0.74573276,1.02149990,true
0.57462485,0.60985290,1.06130616,true
0.68059851,0.72044702,1.05854922,true
1.80567747,2.06062163,1.14119031,true
0.75535640,0.78046965,1.03324689,true
1.76555355,2.04827826,1.16013375,true
0.53492275,0.60491555,1.13084655,true
0.73817880,0.76012125,1.02972511,true
0.74953107,0.76854984,1.02537422,true
0.74490469,0.76012125,1.02042753,true
0.79295903,0.82116644,1.03557234,true
0.74429146,0.75416135,1.01326078,true
2.00656870,2.29552669,1.14400603,true
0.87700077,0.95577564,1.08982303,true
0.65121088,0.84398351,1.29602182,true
0.73357922,0.73977286,1.00844304,true
0.97836423,1.00821680,1.03051273,true
0.40111291,0.42280254,1.05407363,true
0.74626251,0.76012125,1.01857088,true
0.34194684,0.36524858,1.06814434,true
0.74279900,0.76012125,1.02332025,true
0.74294188,0.76012125,1.02312345,true
0.74698038,0.76608116,1.02557067,true
1.72607078,2.01209526,1.16570843,true
0.61638041,0.65795571,1.06745073,true
0.98314916,1.04397625,1.06186964,true
0.72884313,0.74573276,1.02317321,true
0.75392417,0.78046965,1.03520974,true
0.75225698,0.77450974,1.02958133,true
0.92784829,1.16359795,1.25408212,true
0.84325726,1.02814164,1.21925027,true
1.47512505,1.66490184,1.12865133,true
1.05436750,1.13541997,1.07687308,true
0.72874362,0.78251477,1.07378610,true
0.69987772,0.74675532,1.06697971,true
0.72859436,0.73977286,1.01534255,true
0.94109928,0.97450248,1.03549381,true
0.74931636,0.77450974,1.03362183,true
0.74638715,0.76012125,1.01840078,true
0.99219397,1.05589606,1.06420327,true
0.73253366,0.75169267,1.02615444,true
0.58580597,2.11919815,3.61757687,true
0.31778899,2.45157952,7.71448854,true
0.73694663,2.86306124,3.88503199,true
0.82357210,2.99604887,3.63787076,true
0.72193824,2.85114142,3.94928717,true
0.45062405,2.86535447,6.35863637,true
0.71588512,2.83675293,3.96258122,true
0.39057380,2.25014067,5.76111516,true
0.88276107,3.08833972,3.49850013,true
0.72029249,2.85114142,3.95831062,true
0.70958833,2.71321644,3.82364865,true
0.74301643,2.86306124,3.85329467,true
0.71199617,2.35290521,3.30465991,true
0.74496285,2.86306124,3.84322685,true
0.58824579,2.94530194,5.00692398,true
1.79552214,2.16543129,1.20601759,true
0.71369137,2.82236445,3.95460079,true
0.73201576,2.84271284,3.88340388,true
0.64545489,1.89289711,2.93265594,true
1.63036838,2.08795249,1.28066302,true
1.03455497,2.23797274,2.16322265,true
0.33740862,2.26103792,6.70118607,true
0.57961572,2.05815296,3.55089225,true
0.68406074,2.96173555,4.32963824,true
0.73660969,2.85710133,3.87871810,true
0.93553826,2.69346704,2.87905601,true
1.31277916,2.09391240,1.59502258,true
0.59739922,2.94530194,4.93020721,true
0.71975766,2.85114142,3.96125192,true
0.72135417,2.83675293,3.93253834,true
0.74112636,2.86306124,3.86312160,true
0.78715796,2.82934691,3.59438264,true
0.72352148,2.85114142,3.94064515,true
0.74545183,2.86306124,3.84070590,true
0.73141596,2.85710133,3.90626055,true
1.16357246,2.29799537,1.97494822,true
0.72736668,2.69635928,3.70701513,true
0.74299807,2.86306124,3.85338988,true
0.73553843,2.78269021,3.78320166,true
1.02176706,3.15389870,3.08671010,true
0.48696360,2.72700593,5.60002003,true
0.71465085,2.83675293,3.96942499,true
0.71368218,3.00490101,4.21041899,true
0.70046398,2.91959264,4.16808391,true
1.60464616,1.72185680,1.07304454,true
0.73853685,2.83428426,3.83770188,true
1.54510138,1.74118264,1.12690511,true
0.42764200,2.48487029,5.81063205,true
0.72552804,2.84271284,3.91812951,true
0.73816206,2.86306124,3.87863505,true
0.73166431,2.84271284,3.88526925,true
0.76669111,2.81742710,3.67478773,true
0.73374405,2.85710133,3.89386646,true
1.79623593,2.16543129,1.20553834,true
0.75367537,2.49943422,3.31632731,true
0.43869768,2.09084473,4.76602639,true
0.72280205,2.85114142,3.94456744,true
0.98245685,3.03879078,3.09305268,true
0.56961124,2.92742222,5.13933362,true
0.73019964,2.84271284,3.89306252,true
0.47968630,2.86782314,5.97853877,true
0.73083040,2.84271284,3.88970253,true
0.72739786,2.84271284,3.90805774,true
0.73052982,2.82832435,3.87160696,true
1.50839699,1.79771404,1.19180431,true
0.56897480,2.68239434,4.71443437,true
1.00500542,3.12512172,3.10955707,true
0.71593542,2.83675293,3.96230281,true
0.73701544,2.83428426,3.84562400,true
0.73833108,2.84867275,3.85825931,true
0.74300891,2.09246629,2.81620617,true
0.64703814,2.07356401,3.20470135,true
1.28863848,2.11179212,1.63877780,true
0.92755745,2.42502310,2.61441822,true
0.78059209,3.04066046,3.89532573,true
0.73026593,2.95432952,4.04555297,true
0.71908938,2.85114142,3.96493328,true
1.03554144,3.10826456,3.00158395,true
0.73577184,2.84867275,3.87167949,true
0.73434176,2.84271284,3.87110334,true
1.02007736,3.15389870,3.09182306,true
0.71657162,2.82236445,3.93870532,true
0.38911739,0.41582007,1.06862373,true
1.28475684,1.67110987,1.30072073,true
1.38646071,1.76195459,1.27082908,true
1.27280293,1.64233289,1.29032771,true
1.02480251,1.24499154,1.21485996,true
1.26433385,1.63637298,1.29425704,true
0.75881140,1.61108723,2.12317216,true
1.45536693,1.81210253,1.24511729,true
1.27085241,1.64233289,1.29230812,true
1.22313371,1.68056101,1.37397979,true
1.29259433,1.67110987,1.29283397,true
1.04220917,1.85135320,1.77637393,true
1.29446308,1.67110987,1.29096757,true
1.17404055,1.46677878,1.24934253,true
1.76408353,2.18824836,1.24044487,true
1.25944067,1.63041307,1.29455330,true
1.27765675,1.65076147,1.29202266,true
0.73286838,1.91571418,2.61399485,true
1.64545039,2.11076957,1.28279138,true
1.33063025,2.14568189,1.61253052,true
0.72441789,1.56443053,2.15956917,true
0.79103945,1.85075420,2.33964841,true
1.26360509,1.59278395,1.26050771,true
1.28515244,1.65672138,1.28912441,true
1.40147689,1.95845609,1.39742304,true
1.44871314,2.11672947,1.46111015,true
1.18320198,1.46677878,1.23966898,true
1.27004808,1.64233289,1.29312655,true
1.27028597,1.63637298,1.28819259,true
1.28841303,1.67110987,1.29702962,true
1.32017885,1.71674401,1.30038744,true
1.27323149,1.64233289,1.28989339,true
1.29470346,1.67110987,1.29072789,true
1.28137161,1.65672138,1.29292811,true
0.61278760,0.65548704,1.06968066,false
1.23098229,1.72125780,1.39827990,true
1.29183876,1.67110987,1.29359013,true
1.26256156,1.68549835,1.33498311,true
1.58521735,1.97037591,1.24296893,true
1.05201830,1.40019724,1.33096282,true
1.26106398,1.63637298,1.29761298,true
0.83501294,0.88570287,1.06070556,false
1.26860592,1.63492686,1.28875866,true
1.12852092,1.14614179,1.01561412,false
1.28248482,1.65919005,1.29373075,true
1.41991812,1.76399971,1.24232495,true
0.92240953,1.47171613,1.59551271,true
1.27327798,1.65076147,1.29646589,true
1.28612325,1.67110987,1.29933882,true
1.27864486,1.65076147,1.29102421,true
1.30139038,1.68796703,1.29704896,true
1.28252790,1.65672138,1.29176244,true
1.76519844,2.18824836,1.23966140,true
1.16274800,1.82257622,1.56747310,true
0.65970100,1.71078410,2.59327194,true
1.27202558,1.64233289,1.29111624,true
1.53120834,1.92269665,1.25567279,true
0.81983829,0.83206370,1.01491197,true
1.27520056,1.65076147,1.29451124,true
1.05505808,1.27972842,1.21294595,true
1.27876899,1.65076147,1.29089889,true
1.27294564,1.65076147,1.29680437,true
1.27522349,1.64480156,1.28981435,true
1.42589706,1.82053111,1.27676195,true
1.10193919,1.52475630,1.38370276,true
1.56509129,1.95845609,1.25133665,true
1.26404901,1.63637298,1.29454869,true
1.28098540,1.65919005,1.29524509,true
1.28443739,1.66514996,1.29640415,true
0.98846298,2.03039854,2.05409669,true
0.87011891,1.89494223,2.17779686,true
1.44046008,2.13460920,1.48189403,true
1.30618183,2.00222056,1.53288042,true
1.35925723,1.69699461,1.24847201,true
1.30217285,1.66123517,1.27574090,true
1.26939711,1.64233289,1.29378968,true
0.94146977,0.98906641,1.05055567,false
1.28230048,1.66514996,1.29856456,true
1.28203063,1.65076147,1.28761469,true
1.58339814,1.97037591,1.24439701,true
1.26245161,1.63041307,1.29146579,true
1.05104990,1.25528979,1.19431988,true
1.13110161,1.34613452,1.19010927,true
1.03531447,1.22651282,1.18467659,true
0.68286587,0.82917147,1.21425232,true
1.02998123,1.22055291,1.18502442,true
0.66235347,1.19526716,1.80457598,true
1.18269232,1.39628245,1.18059653,true
1.03377146,1.22651282,1.18644484,true
1.02736971,1.26474093,1.23104752,true
1.05659585,1.25528979,1.18805104,true
0.98833741,1.43553313,1.45247272,true
1.05854916,1.25528979,1.18585876,true
0.85962656,1.05095871,1.22257589,true
1.95428238,2.52062973,1.28979812,true
1.02846406,1.21459300,1.18097758,true
1.04668536,1.23494140,1.17985925,true
0.81539046,1.52867109,1.87477186,true
1.80733184,2.44315093,1.35179987,true
1.30838291,1.72986182,1.32213728,true
0.61178795,1.14861046,1.87746500,true
0.80068529,1.43493413,1.79213250,true
0.97836353,1.17696388,1.20299239,true
1.05052281,1.24090130,1.18122261,true
1.25042554,1.54263602,1.23368883,true
1.53413062,2.15904783,1.40734290,true
0.86909014,1.05095871,1.20926319,true
1.03331875,1.22651282,1.18696464,true
1.03527985,1.22055291,1.17895939,true
1.05533298,1.25528979,1.18947273,true
1.10373644,1.30092394,1.17865451,true
1.03721667,1.22651282,1.18250395,true
1.05910408,1.25528979,1.18523742,true
1.04497914,1.24090130,1.18748907,true
0.88263906,0.91116405,1.03231785,true
1.04488304,1.30543773,1.24936254,true
1.05678235,1.25528979,1.18784137,true
1.05288362,1.26967828,1.20590563,true
1.32727106,1.55455584,1.17124217,true
0.79773819,0.98437717,1.23396019,true
1.02926245,1.22055291,1.18585197,true
0.51836806,0.55332150,1.06742978,true
1.00618065,1.21910679,1.21161820,true
1.50991436,1.56196186,1.03447050,true
1.05354004,1.24336998,1.18018294,true
1.65565268,2.09638108,1.26619617,true
0.74180780,1.05589606,1.42340923,true
1.03973151,1.23494140,1.18775028,true
1.05221715,1.25528979,1.19299499,true
1.04601588,1.23494140,1.18061439,true
1.08313705,1.27214696,1.17450230,true
1.04761413,1.24090130,1.18450226,true
1.95518718,2.52062973,1.28920124,true
1.05522224,1.40675615,1.33313732,true
0.64774808,1.29496403,1.99917848,true
1.03663737,1.22651282,1.18316477,true
1.29467773,1.50687658,1.16390090,true
0.45130804,0.47584270,1.05436346,true
1.04502741,1.23494140,1.18173111,true
0.71346180,0.86390835,1.21086841,true
1.04494587,1.23494140,1.18182333,true
1.04212088,1.23494140,1.18502702,true
1.04542365,1.22898149,1.17558225,true
1.63877147,2.15291247,1.31373564,true
0.88641348,1.10893623,1.25103719,true
1.31249372,1.54263602,1.17534736,true
1.03011805,1.22055291,1.18486702,true
1.05202378,1.24336998,1.18188391,true
1.05284749,1.24932989,1.18662000,true
0.98916895,1.61457847,1.63225754,true
0.87848347,1.47912216,1.68372225,true
1.51573172,2.11588236,1.39594780,true
1.22421132,1.58640049,1.29585511,true
1.07471232,1.28117454,1.19210929,true
1.03268809,1.24541510,1.20599348,true
1.03265094,1.22651282,1.18773224,true
0.76267786,0.80839951,1.05994884,true
1.05020468,1.24932989,1.18960610,true
1.04849549,1.23494140,1.17782233,true
1.32567126,1.55455584,1.17265561,true
1.03129397,1.21459300,1.17773694,true
0.12586916,0.13298764,1.05655454,false
0.01985151,0.02877698,1.44961141,false
0.52621411,0.58107592,1.10425758,false
0.02107361,0.03473689,1.64835915,false
0.58552842,0.61292057,1.04678194,true
0.22308296,0.22527848,1.00984169,false
0.02013695,0.02877698,1.42906327,false
0.14033017,0.14984480,1.06780176,false
0.01093951,0.00000000,0.00000000,false
0.56477507,0.60287043,1.06745227,false
0.01200660,0.00000000,0.00000000,false
0.35376975,0.37120849,1.04929403,false
1.75273049,1.83040580,1.04431675,false
0.02618410,0.04069679,1.55425615,false
0.01169098,0.02034840,1.74052126,false
0.88591246,0.97016413,1.09510158,true
1.55691471,1.64335545,1.05552053,false
0.73346574,0.79690326,1.08649009,false
0.59463255,0.61888048,1.04077801,true
0.73646527,0.80490828,1.09293448,false
0.20812357,0.21787246,1.04684179,false
0.00345061,0.01438849,4.16983864,false
0.34323978,0.34839142,1.01500886,false
1.15363111,1.22608926,1.06280876,false
0.34989623,0.37120849,1.06091021,false
0.01986158,0.02877698,1.44887644,false
0.01600481,0.03473689,2.17040285,false
0.00464092,0.00000000,0.00000000,false
0.07827929,0.08139359,1.03978442,false
0.01541465,0.02877698,1.86685941,false
0.01153455,0.00000000,0.00000000,false
0.01111796,0.01438849,1.29416672,false
1.88799243,2.07373945,1.09838335,true
0.16971223,0.17862178,1.05249800,false
0.00821113,0.00000000,0.00000000,false
0.08760944,0.09229084,1.05343493,false
0.30849780,0.29926604,0.97007514,false
0.25548181,0.27091262,1.06039885,false
0.02400456,0.03473689,1.44709549,false
1.30616976,1.37840273,1.05530137,false
0.11408001,0.11613047,1.01797393,false
2.10149549,2.42953689,1.15609903,true
0.01768941,0.02877698,1.62679105,false
1.65912841,1.78579422,1.07634479,false
0.37555675,0.39504812,1.05189994,false
0.01151868,0.02034840,1.76655575,false
0.00147929,0.00000000,0.00000000,false
0.00690805,0.02034840,2.94560826,false
0.06236121,0.06947377,1.11405428,false
0.00533811,0.01438849,2.69542740,false
1.75283271,1.83040580,1.04425585,false
0.41538901,0.42322609,1.01886686,false
0.74326059,0.77221651,1.03895796,true
0.01505696,0.02877698,1.91120818,false
0.24713421,0.25158678,1.01801683,false
1.11937384,1.19135237,1.06430249,false
0.01527771,0.02034840,1.33190097,false
0.51313881,0.55825885,1.08792949,false
0.00611647,0.02034840,3.32681941,false
0.01495350,0.02034840,1.36077833,false
0.01637554,0.03473689,2.12126703,false
1.57937379,1.67809233,1.06250486,false
0.18606488,0.20595264,1.10688617,false
0.28434834,0.28734623,1.01054302,false
0.02102871,0.03473689,1.65187911,false
0.01767185,0.02877698,1.62840823,false
0.00792530,0.01438849,1.81551361,false
0.70493309,0.92495354,1.31211538,false
0.72350181,0.78949723,1.09121667,false
1.11445746,1.18292379,1.06143467,false
0.52912793,0.56915610,1.07564933,false
0.21398015,0.22527848,1.05280083,false
0.14010210,0.13894754,0.99175918,false
0.02044647,0.02877698,1.40743018,false
1.68627886,1.74305231,1.03366789,false
0.00622890,0.01438849,2.30995817,false
0.00274035,0.02034840,7.42548416,false
0.30653080,0.29926604,0.97630007,false
0.02321727,0.04069679,1.75286724,false
0.12730836,0.14490745,1.13823991,false
0.54686379,0.57656213,1.05430664,false
0.13986472,0.15929594,1.13892868,false
0.70622165,0.74590821,1.05619561,true
0.09853397,0.09229084,0.93663983,false
0.12962481,0.14490745,1.11789902,false
0.26069222,0.28283244,1.08492856,false
0.11501116,0.13298764,1.15630197,false
0.68722874,0.73585807,1.07076148,false
0.11386714,0.13298764,1.16791939,false
0.35041110,0.36669470,1.04646997,false
1.86140280,1.92763400,1.03558133,false
0.15030885,0.17368443,1.15551701,false
0.13721064,0.15333603,1.11752291,false
1.01148201,1.10315176,1.09062915,true
1.66466874,1.74058364,1.04560360,false
0.83448134,0.89413145,1.07148166,false
0.71202024,0.73501095,1.03228940,true
0.86211829,0.93789592,1.08789701,false
0.18754330,0.20493008,1.09270807,false
0.12348712,0.13894754,1.12519868,false
0.41235249,0.44561961,1.08067642,false
1.25886023,1.32331745,1.05120284,false
0.34372993,0.36669470,1.06681050,false
0.13090642,0.14490745,1.10695452,false
0.13393015,0.15929594,1.18939565,false
0.12481199,0.13298764,1.06550372,false
0.16183119,0.17862178,1.10375375,false
0.12967027,0.14490745,1.11750709,false
0.11443386,0.13298764,1.16213542,false
0.12255847,0.13894754,1.13372452,false
1.98375885,2.16458418,1.09115288,true
0.28561944,0.29968960,1.04926191,false
0.11772774,0.13298764,1.12962026,false
0.20353703,0.21335866,1.04825478,false
0.19899326,0.20842131,1.04737878,false
0.33711774,0.36175735,1.07308902,false
0.14739963,0.15929594,1.08070784,false
1.34361513,1.37388894,1.02253161,false
0.12567929,0.12702773,1.01072918,false
2.22544878,2.56252452,1.15146417,true
0.13903828,0.16176461,1.16345377,false
1.77911723,1.88302241,1.05840266,false
0.49261081,0.51117859,1.03769260,false
0.13459133,0.15333603,1.13927124,false
0.12444209,0.13298764,1.06867086,false
0.13267740,0.15333603,1.15570576,false
0.16128704,0.17862178,1.10747755,false
0.12478306,0.13894754,1.11351288,false
1.86145115,1.92763400,1.03555444,false
0.53132830,0.54429392,1.02440227,false
0.86521247,0.90520415,1.04622180,true
0.13182537,0.14490745,1.09923796,false
0.17594238,0.18458169,1.04910304,false
1.15455402,1.18683858,1.02796280,false
0.14078130,0.15333603,1.08917901,false
0.52765896,0.55374506,1.04943742,false
0.12992770,0.15333603,1.18016429,false
0.14082264,0.15333603,1.08885922,false
0.14165541,0.16772452,1.18403184,false
1.69753939,1.77532052,1.04581993,false
0.30314369,0.31365453,1.03467280,false
0.18154514,0.19650150,1.08238368,false
0.14089261,0.15929594,1.13061954,false
0.13994460,0.16176461,1.15591897,false
0.13112510,0.14737612,1.12393526,false
0.82845552,1.05794118,1.27700421,false
0.84925870,0.92248487,1.08622363,false
1.21890230,1.28015198,1.05024987,false
0.62736734,0.66638429,1.06219155,false
0.13501156,0.13647887,1.01086803,false
0.10944122,0.10071942,0.92030613,false
0.13140662,0.14490745,1.10274089,false
1.73064626,1.73853852,1.00456030,false
0.13135549,0.14737612,1.12196394,false
0.12820367,0.15333603,1.19603464,false
0.19721979,0.20842131,1.05679715,false
0.14768419,0.17368443,1.17605299,false
0.50639227,0.55229894,1.09065438,false
0.01352931,0.01438849,1.06350474,false
0.57976351,0.60100076,1.03663087,true
0.22194364,0.23719829,1.06873212,false
0.00232479,0.00000000,0.00000000,false
0.14942672,0.14984480,1.00279791,false
0.02146168,0.02877698,1.34085389,false
0.57027647,0.59095062,1.03625285,false
0.02340760,0.02877698,1.22938622,false
0.33433705,0.34243151,1.02421049,false
1.76323267,1.84232562,1.04485679,false
0.02603660,0.02877698,1.10525117,false
0.02551538,0.02034840,0.79749534,false
0.88478921,0.95824431,1.08301989,true
1.56771049,1.65527526,1.05585519,false
0.74633041,0.80882307,1.08373324,false
0.58719166,0.59010350,1.00495893,true
0.73559197,0.79298847,1.07802763,false
0.19063266,0.20595264,1.08036390,false
0.01752858,0.01438849,0.82085889,false
0.36138978,0.36031123,0.99701555,false
1.16521408,1.23800907,1.06247349,false
0.33057249,0.34243151,1.03587419,false
0.00370232,0.00000000,0.00000000,false
0.00930111,0.01438849,1.54696554,false
0.02437168,0.02877698,1.18075478,false
0.09778294,0.11017056,1.12668497,false
0.00560573,0.00000000,0.00000000,false
0.02411602,0.02877698,1.19327243,false
0.01006870,0.01438849,1.42903193,false
1.87493789,2.04496247,1.09068278,true
0.18060434,0.19054159,1.05502223,false
0.02237351,0.02877698,1.28620764,false
0.10057991,0.10421066,1.03609818,false
0.31671781,0.32804302,1.03575804,false
0.23863333,0.24213564,1.01467656,false
0.02279481,0.01438849,0.63121775,false
1.28700765,1.34962575,1.04865403,false
0.09675972,0.10421066,1.07700453,false
2.09815209,2.41761707,1.15226017,true
0.03467436,0.04069679,1.17368549,false
1.66555617,1.79771404,1.07934759,false
0.36776118,0.36627114,0.99594835,false
0.01483303,0.02034840,1.37183003,false
0.02028084,0.02877698,1.41892466,false
0.01989261,0.02034840,1.02291236,false
0.08098109,0.08139359,1.00509373,false
0.01468795,0.01438849,0.97961197,false
1.76334953,1.84232562,1.04478754,false
0.42459578,0.43514591,1.02484747,false
0.73832228,0.76029670,1.02976264,true
0.00780741,0.00000000,0.00000000,false
0.26084247,0.28036376,1.07483940,false
1.10008063,1.16257539,1.05680926,false
0.02775755,0.02034840,0.73307611,false
0.49328730,0.52948187,1.07337422,false
0.01574418,0.02034840,1.29243905,false
0.02490395,0.02034840,0.81707494,false
0.02914250,0.03473689,1.19196649,false
1.58668061,1.69001215,1.06512435,false
0.17778529,0.17717566,0.99657099,false
0.29381324,0.31612321,1.07593247,false
0.01491692,0.01438849,0.96457507,false
0.03400814,0.04069679,1.19667798,false
0.02642739,0.03473689,1.31442745,false
0.70944924,0.91303373,1.28696131,false
0.72479909,0.77757742,1.07281787,false
1.12624848,1.19484361,1.06090586,false
0.54288985,0.58107592,1.07033852,false
0.20275399,0.21335866,1.05230317,false
0.12590511,0.12702773,1.00891636,false
0.00412148,0.00000000,0.00000000,false
1.66752046,1.71427533,1.02803856,false
0.02353266,0.03473689,1.47611371,false
0.01856444,0.02034840,1.09609515,false
0.31478447,0.32804302,1.04211946,false
0.02442577,0.02877698,1.17814016,false
0.50918040,0.55825885,1.09638715,false
0.63248956,0.67481288,1.06691543,true
0.56154933,0.56711099,1.00990413,false
0.50611715,0.55229894,1.09124723,false
0.59049249,0.62628650,1.06061722,false
0.52557273,0.58107592,1.10560515,false
0.84850554,0.91507885,1.07845948,false
0.52723701,0.58107592,1.10211518,false
0.20407234,0.22178725,1.08680696,false
2.05712116,2.22605292,1.08212048,false
0.51535351,0.56421875,1.09481888,false
0.52875739,0.57264734,1.08300583,false
0.97405944,1.00821680,1.03506702,true
1.87332911,2.03900256,1.08843798,false
1.12984456,1.19255037,1.05549951,false
0.59697868,0.62815618,1.05222548,true
0.85635091,0.91447984,1.06787981,false
0.36122851,0.37163204,1.02880042,false
0.52386508,0.56668743,1.08174308,false
0.84543011,0.90418159,1.06949301,false
1.50171580,1.62173638,1.07992230,false
0.21270101,0.22178725,1.04271835,false
0.50653501,0.55229894,1.09034703,false
0.51168271,0.55825885,1.09102542,false
0.53076322,0.58107592,1.09479312,false
0.60213780,0.66246950,1.10019585,false
0.51096046,0.55229894,1.08090347,false
0.52831990,0.58107592,1.09985620,false
0.51595920,0.56668743,1.09831830,false
1.56548514,1.64762112,1.05246679,true
0.62291389,0.66698330,1.07074719,false
0.52769576,0.58107592,1.10115707,false
0.57858262,0.63122385,1.09098308,false
0.71674435,0.72538437,1.01205453,false
0.32251338,0.33400293,1.03562503,false
0.51415403,0.55825885,1.08578134,false
0.79884521,0.79732681,0.99809926,false
0.43094900,0.47337403,1.09844558,false
2.04800005,2.39113333,1.16754554,true
0.53816095,0.59299573,1.10189292,false
1.86978375,1.97880449,1.05830660,false
0.48461779,0.53544178,1.10487438,false
0.51810480,0.57264734,1.10527318,false
0.52667096,0.58107592,1.10329971,false
0.52473312,0.57264734,1.09131159,false
0.58276714,0.63369253,1.08738549,false
0.52107625,0.56668743,1.08753264,false
2.05756413,2.22605292,1.08188750,false
0.78913291,0.81887321,1.03768732,false
0.76469650,0.77450974,1.01283286,true
0.51187055,0.55229894,1.07898167,false
0.72264951,0.76114381,1.05326829,false
0.60933797,0.61027645,1.00154017,false
0.52922756,0.57264734,1.08204368,false
0.03064839,0.03473689,1.13339987,false
0.52139493,0.57264734,1.09829864,false
0.52568790,0.57264734,1.08932949,false
0.53031638,0.57860724,1.09106047,false
1.81388472,1.94262149,1.07097296,false
0.46047217,0.47048180,1.02173774,false
0.71168870,0.72538437,1.01924391,false
0.51018906,0.55825885,1.09421956,false
0.53699595,0.59299573,1.10428343,false
0.53204340,0.58703583,1.10336080,false
0.94531598,1.09412418,1.15741636,false
0.89380519,0.95866787,1.07256915,false
1.46865808,1.57857091,1.07483895,false
0.95663796,0.96480322,1.00853538,false
0.44509663,0.45200307,1.01551673,false
0.43745638,0.47584270,1.08774892,false
0.50600372,0.55229894,1.09149186,false
1.18903455,1.19773584,1.00731795,false
0.52899315,0.58703583,1.10972293,false
0.52466134,0.57264734,1.09146089,false
0.71561423,0.72538437,1.01365279,false
0.51702377,0.56421875,1.09128203,false
0.56812146,0.58661227,1.03254729,true
0.23511491,0.25158678,1.07005884,false
0.01134216,0.01438849,1.26858486,false
0.13649930,0.13545631,0.99235902,false
0.02835879,0.03473689,1.22490703,false
0.55676266,0.57656213,1.03556177,false
0.03018268,0.03473689,1.15088802,false
0.34058312,0.34839142,1.02292626,false
1.75036142,1.82793713,1.04431982,false
0.01275292,0.01438849,1.12825098,false
0.01961453,0.01438849,0.73356286,false
0.87185589,0.94385582,1.08258238,true
1.55491762,1.64088677,1.05528856,false
0.73426225,0.79443458,1.08194937,false
0.57622481,0.58414359,1.01374252,true
0.72260221,0.77859998,1.07749459,false
0.20025861,0.22034113,1.10028294,false
0.02089594,0.02034840,0.97379644,false
0.35329985,0.34592274,0.97911940,false
1.15265922,1.22362058,1.06156318,false
0.33712935,0.34839142,1.03340577,false
0.00989157,0.01438849,1.45462170,false
0.00616760,0.00000000,0.00000000,false
0.02538566,0.03473689,1.36836627,false
0.09311854,0.10421066,1.11911828,false
0.01019737,0.01438849,1.41099970,false
0.03037511,0.03473689,1.14359689,false
0.01784797,0.02034840,1.14009611,false
1.86725509,2.03900256,1.09197858,true
0.16810005,0.17615310,1.04790631,false
0.02752642,0.03473689,1.26194711,false
0.08924047,0.08982217,1.00651829,false
0.32713175,0.33400293,1.02100431,false
0.23461700,0.23617573,1.00664376,false
0.00955006,0.00000000,0.00000000,false
1.28686142,1.35558566,1.05340454,false
0.10695668,0.11859915,1.10885218,false
2.08577735,2.40322858,1.15219804,true
0.02898195,0.03473689,1.19856982,false
1.65207625,1.78332555,1.07944506,false
0.35691092,0.36031123,1.00952705,false
0.00989115,0.01438849,1.45468381,false
0.02227724,0.03473689,1.55929912,false
0.01658267,0.01438849,0.86768206,false
0.07469105,0.07543368,1.00994274,false
0.01819802,0.02034840,1.11816561,false
1.75048191,1.82793713,1.04424794,false
