cell_x,cell_y,fitness,descriptor_x,descriptor_y,centroid_x,centroid_y,novelty_score,steps,food_collected,wall_collisions,hazard_contacts
2,3,31.33499999999992,-49.41688919067383,-26.213415145874023,-51.53882499694824,-29.62581425476074,1.032038449098566,280,8,11,0
3,3,32.079999999999956,-50.041439056396484,-30.901227951049805,-48.15855184936524,-29.62581425476074,0.7223097933718342,280,8,9,0
3,4,31.299999999999923,-50.75528335571289,-28.977846145629883,-48.15855184936524,-26.733898635864257,0.7248569463830848,280,8,12,0
4,2,27.559999999999913,-46.93187713623047,-30.80263328552246,-44.77827870178223,-32.517729873657224,0.8007634050422316,280,7,16,0
4,3,32.27999999999995,-46.985660552978516,-30.883163452148438,-44.77827870178223,-29.62581425476074,0.6089997677895171,280,8,11,0
4,4,29.16499999999997,-43.10514831542969,-28.155855178833008,-44.77827870178223,-26.733898635864257,0.5677952231515633,280,7,10,0
4,5,28.94999999999995,-46.5460319519043,-25.474164962768555,-44.77827870178223,-23.841983016967774,0.6340906735106476,280,7,11,0
4,7,27.50999999999994,-42.16780471801758,-18.098268508911133,-44.77827870178223,-18.058151779174803,0.9178896623391468,280,7,10,0
4,8,30.87499999999994,-43.76520919799805,-14.809046745300293,-44.77827870178223,-15.16623616027832,1.05,280,8,9,0
5,3,25.91999999999996,-41.8039436340332,-30.249916076660156,-41.398005554199216,-29.62581425476074,0.7181264791854469,280,6,20,0
5,4,28.78999999999995,-42.03055191040039,-28.652433395385742,-41.398005554199216,-26.733898635864257,0.6215945954636477,280,7,9,0
5,5,29.044999999999952,-47.00149154663086,-25.618539810180664,-41.398005554199216,-23.841983016967774,0.5836097486852179,280,7,10,0
5,6,28.01499999999996,-40.616878509521484,-19.233976364135742,-41.398005554199216,-20.950067398071287,0.625079638430987,280,7,9,0
5,7,30.23499999999992,-43.41267395019531,-18.04178237915039,-41.398005554199216,-18.058151779174803,0.7114313937759994,280,8,11,3
5,8,33.72999999999993,-43.2124137878418,-11.723657608032227,-41.398005554199216,-15.16623616027832,0.7891966215245985,280,9,8,0
