evaluation,event,filled_cells,coverage,qd_score,raw_qd_score,qd_score_fitness_floor,max_fitness,mean_fitness,occupancy_entropy,mean_pairwise_descriptor_euclidean,mean_pairwise_descriptor_knn_geodesic,pairwise_geodesic_k,pairwise_geodesic_finite_fraction,pairwise_geodesic_disconnected_pairs,geodesic_graph_support_points,geodesic_graph_visited_points,geodesic_graph_reservoir_points,geodesic_graph_rolling_buffer_points,geodesic_graph_centroids,geodesic_graph_k,geodesic_graph_refresh_count,geodesic_graph_finite_centroid_fraction,geodesic_graph_connected_components,geodesic_graph_largest_component_fraction,geodesic_graph_penalized_centroid_distances,geodesic_graph_cumulative_penalized_centroid_distances,geodesic_graph_refreshes_with_penalty,geodesic_graph_penalty_distance,geodesic_graph_reservoir_strategy,geodesic_graph_reservoir_seed
2000,bootstrap,103,0.1648,1346.9679999999983,831.967999999998,-5.0,22.729999999999972,8.077359223300952,0.7199297581507992,16.139562883238945,16.24148450852105,20,1.0,0,1625,2000,1000,1000,625,20,2,0.34144984615384616,3,0.997,668840,668840,1,183.23686655661967,rolling_recent_buffer,1002
2100,log,103,0.1648,1423.7159999999983,908.7159999999983,-5.0,28.73999999999995,8.822485436893187,0.7199297581507992,nan,nan,20,nan,-1,1625,2100,1000,1000,625,20,2,0.34144984615384616,3,0.997,668840,668840,1,183.23686655661967,rolling_recent_buffer,1002
2200,log,103,0.1648,1456.9039999999982,941.9039999999981,-5.0,28.73999999999995,9.144699029126194,0.7199297581507992,nan,nan,20,nan,-1,1625,2200,1000,1000,625,20,2,0.34144984615384616,3,0.997,668840,668840,1,183.23686655661967,rolling_recent_buffer,1002
2300,log,107,0.1712,1552.569999999998,1017.5699999999978,-5.0,28.73999999999995,9.509999999999978,0.7258479495171639,nan,nan,20,nan,-1,1625,2300,1000,1000,625,20,3,0.35264984615384615,5,0.992,657465,1326305,2,183.23686655661967,rolling_recent_buffer,1002
2400,log,115,0.184,1725.6169999999977,1150.6169999999975,-5.0,28.73999999999995,10.005365217391283,0.7370480233665949,nan,nan,20,nan,-1,1625,2400,1000,1000,625,20,3,0.35264984615384615,5,0.992,657465,1326305,2,183.23686655661967,rolling_recent_buffer,1002
2500,log,122,0.1952,1865.0349999999978,1255.0349999999978,-5.0,28.73999999999995,10.287172131147523,0.7462265253630841,nan,nan,20,nan,-1,1625,2500,1000,1000,625,20,4,0.4293405538461538,4,0.996,579576,1905881,3,183.23686655661967,rolling_recent_buffer,1002
2600,log,130,0.208,2053.5489999999972,1403.5489999999975,-5.0,28.73999999999995,10.796530769230749,0.7560922998101188,nan,nan,20,nan,-1,1625,2600,1000,1000,625,20,4,0.4293405538461538,4,0.996,579576,1905881,3,183.23686655661967,rolling_recent_buffer,1002
2700,log,136,0.2176,2217.5539999999974,1537.5539999999974,-5.0,28.73999999999995,11.30554411764704,0.7631010254856919,nan,nan,20,nan,-1,1625,2700,1000,1000,625,20,4,0.4293405538461538,4,0.996,579576,1905881,3,183.23686655661967,rolling_recent_buffer,1002
2800,log,144,0.2304,2410.893999999997,1690.893999999997,-5.0,28.73999999999995,11.742319444444425,0.7719796553163858,nan,nan,20,nan,-1,1625,2800,1000,1000,625,20,5,0.45361624615384616,3,0.993,554921,2460802,4,183.23686655661967,rolling_recent_buffer,1002
2900,log,149,0.2384,2533.1199999999963,1788.119999999997,-5.0,28.73999999999995,12.000805369127496,0.7772816626361083,nan,nan,20,nan,-1,1625,2900,1000,1000,625,20,5,0.45361624615384616,3,0.993,554921,2460802,4,183.23686655661967,rolling_recent_buffer,1002
3000,log,153,0.2448,2629.3149999999964,1864.3149999999964,-5.0,28.73999999999995,12.1850653594771,0.7813967041736396,20.020124000661514,20.212771371600216,20,1.0,0,1625,3000,1000,1000,625,20,6,0.5195756307692307,2,0.997,487931,2948733,5,183.23686655661967,rolling_recent_buffer,1002
3100,log,157,0.2512,2712.1339999999964,1927.1339999999961,-5.0,28.73999999999995,12.27473885350316,0.7854055391458507,nan,nan,20,nan,-1,1625,3100,1000,1000,625,20,6,0.5195756307692307,2,0.997,487931,2948733,5,183.23686655661967,rolling_recent_buffer,1002
3200,log,162,0.2592,2812.2539999999963,2002.2539999999963,-5.0,28.73999999999995,12.35959259259257,0.7902753340043336,nan,nan,20,nan,-1,1625,3200,1000,1000,625,20,6,0.5195756307692307,2,0.997,487931,2948733,5,183.23686655661967,rolling_recent_buffer,1002
3300,log,165,0.264,2881.948999999996,2056.948999999996,-5.0,28.73999999999995,12.466357575757552,0.7931255742227409,nan,nan,20,nan,-1,1625,3300,1000,1000,625,20,7,0.5093218461538461,2,0.997,498345,3447078,6,183.23686655661967,rolling_recent_buffer,1002
3400,log,168,0.2688,2996.3399999999965,2156.3399999999965,-5.0,28.73999999999995,12.835357142857122,0.795924455957083,nan,nan,20,nan,-1,1625,3400,1000,1000,625,20,7,0.5093218461538461,2,0.997,498345,3447078,6,183.23686655661967,rolling_recent_buffer,1002
3500,log,168,0.2688,3015.3399999999965,2175.339999999996,-5.0,28.73999999999995,12.948452380952357,0.795924455957083,nan,nan,20,nan,-1,1625,3500,1000,1000,625,20,8,0.5266313846153846,2,0.997,480765,3927843,7,183.23686655661967,rolling_recent_buffer,1002
3600,log,173,0.2768,3129.412999999996,2264.412999999996,-5.0,28.73999999999995,13.08909248554911,0.8004800239084688,nan,nan,20,nan,-1,1625,3600,1000,1000,625,20,8,0.5266313846153846,2,0.997,480765,3927843,7,183.23686655661967,rolling_recent_buffer,1002
3700,log,176,0.2816,3215.5719999999956,2335.5719999999956,-5.0,28.73999999999995,13.27029545454543,0.8031505836746375,nan,nan,20,nan,-1,1625,3700,1000,1000,625,20,8,0.5266313846153846,2,0.997,480765,3927843,7,183.23686655661967,rolling_recent_buffer,1002
3800,log,178,0.2848,3269.3499999999954,2379.3499999999954,-5.0,28.73999999999995,13.367134831460648,0.8049057857807015,nan,nan,20,nan,-1,1625,3800,1000,1000,625,20,9,0.5417698461538462,2,0.995,465390,4393233,8,183.23686655661967,rolling_recent_buffer,1002
3900,log,179,0.2864,3325.8829999999953,2430.8829999999953,-5.0,28.73999999999995,13.580351955307236,0.8057760050518812,nan,nan,20,nan,-1,1625,3900,1000,1000,625,20,9,0.5417698461538462,2,0.995,465390,4393233,8,183.23686655661967,rolling_recent_buffer,1002
4000,log,182,0.2912,3421.301999999995,2511.301999999995,-5.0,29.619999999999983,13.79836263736261,0.8083577885906608,21.902752991281353,22.099869315850437,20,1.0,0,1625,4000,1000,1000,625,20,10,0.5492371692307693,2,0.996,457806,4851039,9,183.23686655661967,rolling_recent_buffer,1002
4100,log,186,0.2976,3531.3199999999943,2601.319999999995,-5.0,29.619999999999983,13.985591397849436,0.8117347418841754,nan,nan,20,nan,-1,1625,4100,1000,1000,625,20,10,0.5492371692307693,2,0.996,457806,4851039,9,183.23686655661967,rolling_recent_buffer,1002
4200,log,187,0.2992,3565.157999999995,2630.157999999995,-5.0,29.619999999999983,14.065016042780721,0.8125676325318916,nan,nan,20,nan,-1,1625,4200,1000,1000,625,20,10,0.5492371692307693,2,0.996,457806,4851039,9,183.23686655661967,rolling_recent_buffer,1002
4300,log,194,0.3104,3772.0709999999945,2802.0709999999945,-5.0,29.619999999999983,14.443664948453579,0.8182760761327326,nan,nan,20,nan,-1,1625,4300,1000,1000,625,20,11,0.6111320615384616,1,1.0,394944,5245983,10,191.0054377992339,rolling_recent_buffer,1002
4400,log,196,0.3136,3821.2679999999946,2841.2679999999946,-5.0,29.619999999999983,14.496265306122421,0.8198692565977803,nan,nan,20,nan,-1,1625,4400,1000,1000,625,20,11,0.6111320615384616,1,1.0,394944,5245983,10,191.0054377992339,rolling_recent_buffer,1002
4500,log,199,0.3184,3894.3429999999944,2899.3429999999944,-5.0,29.619999999999983,14.569562814070323,0.8222288017185675,nan,nan,20,nan,-1,1625,4500,1000,1000,625,20,12,0.6148086153846154,1,1.0,391210,5637193,11,190.08920413002622,rolling_recent_buffer,1002
4600,log,201,0.3216,3924.532999999994,2919.532999999994,-5.0,29.619999999999983,14.525039800994994,0.8237821519996386,nan,nan,20,nan,-1,1625,4600,1000,1000,625,20,12,0.6148086153846154,1,1.0,391210,5637193,11,190.08920413002622,rolling_recent_buffer,1002
4700,log,202,0.3232,3962.567999999994,2952.5679999999943,-5.0,29.619999999999983,14.616673267326705,0.8245530405974199,nan,nan,20,nan,-1,1625,4700,1000,1000,625,20,12,0.6148086153846154,1,1.0,391210,5637193,11,190.08920413002622,rolling_recent_buffer,1002
4800,log,204,0.3264,4029.4939999999942,3009.4939999999942,-5.0,29.619999999999983,14.752421568627422,0.8260834345888398,nan,nan,20,nan,-1,1625,4800,1000,1000,625,20,13,0.5946850461538462,1,1.0,411648,6048841,12,191.3105952987417,rolling_recent_buffer,1002
4900,log,205,0.328,4056.2889999999943,3031.2889999999943,-5.0,29.619999999999983,14.78677560975607,0.826843014262031,nan,nan,20,nan,-1,1625,4900,1000,1000,625,20,13,0.5946850461538462,1,1.0,411648,6048841,12,191.3105952987417,rolling_recent_buffer,1002
5000,log,207,0.3312,4131.334999999995,3096.3349999999946,-5.0,29.619999999999983,14.958140096618331,0.8283511206095876,24.311655968913982,24.527581424997848,20,1.0,0,1625,5000,1000,1000,625,20,14,0.5946584615384616,2,0.999,411675,6460516,13,191.9450697909306,rolling_recent_buffer,1002
5100,log,208,0.3328,4187.857999999995,3147.857999999994,-5.0,29.619999999999983,15.133932692307663,0.8290997183651636,nan,nan,20,nan,-1,1625,5100,1000,1000,625,20,14,0.5946584615384616,2,0.999,411675,6460516,13,191.9450697909306,rolling_recent_buffer,1002
5200,log,211,0.3376,4275.6199999999935,3220.6199999999935,-5.0,29.619999999999983,15.263601895734567,0.8313241057839196,nan,nan,20,nan,-1,1625,5200,1000,1000,625,20,14,0.5946584615384616,2,0.999,411675,6460516,13,191.9450697909306,rolling_recent_buffer,1002
5300,log,211,0.3376,4289.956999999993,3234.956999999994,-5.0,29.619999999999983,15.331549763033147,0.8313241057839196,nan,nan,20,nan,-1,1625,5300,1000,1000,625,20,15,0.6203382153846154,1,1.0,385594,6846110,14,190.08920413002622,rolling_recent_buffer,1002
5400,log,213,0.3408,4341.202999999993,3276.2029999999936,-5.0,29.619999999999983,15.381234741784008,0.8327895292340064,nan,nan,20,nan,-1,1625,5400,1000,1000,625,20,15,0.6203382153846154,1,1.0,385594,6846110,14,190.08920413002622,rolling_recent_buffer,1002
5500,log,215,0.344,4373.063999999994,3298.063999999994,-5.0,29.619999999999983,15.339832558139507,0.8342412569375159,nan,nan,20,nan,-1,1625,5500,1000,1000,625,20,16,0.6129693538461538,1,1.0,393078,7239188,15,185.09235380568674,rolling_recent_buffer,1002
5600,log,219,0.3504,4481.257999999994,3386.2579999999934,-5.0,29.619999999999983,15.462365296803624,0.8371046326456475,nan,nan,20,nan,-1,1625,5600,1000,1000,625,20,16,0.6129693538461538,1,1.0,393078,7239188,15,185.09235380568674,rolling_recent_buffer,1002
