snapshot_evaluation,encoder_space,k,support_point_count,rolling_buffer_points,centroid_points,component_count,largest_component_fraction,support_finite_pair_fraction,support_mean_euclidean,support_mean_geodesic,support_geodesic_to_euclidean_ratio,rolling_finite_pair_fraction,rolling_geodesic_to_euclidean_ratio,centroid_finite_pair_fraction,centroid_geodesic_to_euclidean_ratio
2000,pre_retrain_encoder,3,1625,1000,625,49,0.731,0.21899886320575976,1.4762337055695398,2.372003310722443,1.6067938984005992,0.5432072072072072,1.6389384503499433,0.004179487179487179,1.4115355249608035
2000,pre_retrain_encoder,5,1625,1000,625,21,0.944,0.43212277377794617,6.244273945161218,8.17170988432463,1.3086725464146252,0.8917357357357357,1.3011219279410395,0.04083589743589744,1.4472993924881798
2000,pre_retrain_encoder,10,1625,1000,625,9,0.99,0.5401758241758242,8.13931745334687,9.148153149189202,1.1239459821569562,0.9800940940940941,1.0949355165533015,0.10833333333333334,1.245008233516184
2000,pre_retrain_encoder,20,1625,1000,625,4,0.995,0.6242788935202729,9.862941776639724,10.383395085470358,1.0527685674940637,0.9900260260260261,1.0326668823845144,0.21797435897435896,1.1078605662153262
2000,pre_retrain_encoder,30,1625,1000,625,4,0.995,0.6556218264494127,10.434077968792634,10.767218622952026,1.0319281353997722,0.9900260260260261,1.015196374166287,0.2715897435897436,1.0723927019836008
10000,final_one_retrain_encoder,3,1625,1000,625,41,0.736,0.2533308071239106,7.813094325951573,13.807422083504806,1.767215588021609,0.5466586586586587,1.7839816683865695,0.01687179487179487,1.7137618652824964
10000,final_one_retrain_encoder,5,1625,1000,625,9,0.976,0.5150458507010232,11.700052034035078,14.78365398165931,1.2635545498989347,0.9526626626626626,1.2491399858860122,0.0928974358974359,1.3386142370342347
10000,final_one_retrain_encoder,10,1625,1000,625,3,0.998,0.6002553997726412,13.242045417361494,14.36517543856035,1.084815448505133,0.996002002002002,1.0691842538874263,0.17452820512820513,1.1360374587020547
10000,final_one_retrain_encoder,20,1625,1000,625,2,0.999,0.6439946949602122,14.038542543661563,14.533860110388192,1.0352826915747222,0.998,1.0232954781595174,0.23864102564102563,1.0729192641914314
10000,final_one_retrain_encoder,30,1625,1000,625,1,1.0,0.7274005305039788,15.582561155501388,16.034557223800206,1.0290065326096438,1.0,1.0115356255609098,0.381051282051282,1.0751243993262822
20000,final_one_retrain_encoder,3,1625,1000,625,39,0.567,0.1646305418719212,7.907276707992903,13.066099206669112,1.6524145656192255,0.3445185185185185,1.6642111382009166,0.015117948717948719,1.6165957266822084
20000,final_one_retrain_encoder,5,1625,1000,625,6,0.989,0.5453868889730958,13.698255890551772,16.912494226524494,1.2346458090470998,0.9781341341341341,1.2186612779968418,0.1142871794871795,1.3062054183236511
20000,final_one_retrain_encoder,10,1625,1000,625,2,0.999,0.6116968548692686,14.844224386061166,16.14044240592798,1.0873213706661544,0.998,1.0691389506270361,0.1892051282051282,1.147595749012525
20000,final_one_retrain_encoder,20,1625,1000,625,1,1.0,0.669787798408488,15.875584924858195,16.475227720619518,1.0377713828246036,1.0,1.0229509077783296,0.2783846153846154,1.0810628147888266
20000,final_one_retrain_encoder,30,1625,1000,625,1,1.0,0.7295020841227737,16.826702074157037,17.297709940335334,1.0279916922580858,1.0,1.0118023326180563,0.3850153846153846,1.0696353109065344
