evaluation,event,filled_cells,coverage,qd_score,raw_qd_score,qd_score_fitness_floor,max_fitness,mean_fitness,occupancy_entropy,mean_pairwise_descriptor_euclidean,mean_pairwise_descriptor_knn_geodesic,pairwise_geodesic_k,pairwise_geodesic_finite_fraction,pairwise_geodesic_disconnected_pairs
2000,bootstrap,128,0.2048,1664.0059999999976,1024.0059999999976,-5.0,22.729999999999972,8.000046874999981,0.7536839766284379,17.40940931828637,18.959638547461747,5,1.0,0
2100,log,135,0.216,1836.489999999997,1161.4899999999973,-5.0,22.729999999999972,8.603629629629609,0.761954645864489,nan,nan,5,nan,-1
2200,log,143,0.2288,1985.0149999999967,1270.014999999997,-5.0,22.729999999999972,8.881223776223754,0.770897185893015,nan,nan,5,nan,-1
2300,log,149,0.2384,2146.926999999997,1401.926999999997,-5.0,27.209999999999948,9.408906040268436,0.7772816626361083,nan,nan,5,nan,-1
2400,log,155,0.248,2299.4879999999966,1524.4879999999966,-5.0,28.969999999999953,9.835406451612881,0.7834140537443307,nan,nan,5,nan,-1
2500,log,160,0.256,2468.5279999999966,1668.5279999999966,-5.0,28.969999999999953,10.428299999999979,0.7883456975917413,nan,nan,5,nan,-1
2600,log,163,0.2608,2556.149999999997,1741.1499999999965,-5.0,28.969999999999953,10.681901840490776,0.7912312369203198,nan,nan,5,nan,-1
2700,log,165,0.264,2611.8479999999963,1786.8479999999963,-5.0,28.969999999999953,10.829381818181796,0.7931255742227409,nan,nan,5,nan,-1
2800,log,171,0.2736,2767.303999999996,1912.303999999996,-5.0,28.969999999999953,11.183064327485356,0.7986737973517803,nan,nan,5,nan,-1
2900,log,174,0.2784,2840.0849999999964,1970.0849999999964,-5.0,28.969999999999953,11.322327586206876,0.8013753216817195,nan,nan,5,nan,-1
3000,log,177,0.2832,2904.601999999996,2019.6019999999962,-5.0,28.969999999999953,11.41018079096043,0.8040306638398781,19.695624547677987,21.680767065964215,5,1.0,0
3100,log,178,0.2848,2946.090999999996,2056.090999999996,-5.0,28.969999999999953,11.551073033707842,0.8049057857807015,nan,nan,5,nan,-1
3200,log,182,0.2912,3058.041999999996,2148.0419999999954,-5.0,28.969999999999953,11.802428571428546,0.8083577885906608,nan,nan,5,nan,-1
3300,log,187,0.2992,3154.1869999999954,2219.186999999996,-5.0,28.969999999999953,11.867310160427785,0.8125676325318916,nan,nan,5,nan,-1
3400,log,187,0.2992,3189.3609999999953,2254.3609999999953,-5.0,28.969999999999953,12.055406417112275,0.8125676325318916,nan,nan,5,nan,-1
3500,log,193,0.3088,3368.974999999995,2403.974999999995,-5.0,28.969999999999953,12.455829015544015,0.8174733160326821,nan,nan,5,nan,-1
3600,log,197,0.3152,3467.8179999999948,2482.8179999999948,-5.0,28.969999999999953,12.603137055837538,0.8206597607651288,nan,nan,5,nan,-1
3700,log,199,0.3184,3524.2669999999944,2529.266999999995,-5.0,28.969999999999953,12.709884422110527,0.8222288017185675,nan,nan,5,nan,-1
3800,log,202,0.3232,3582.536999999995,2572.536999999995,-5.0,28.969999999999953,12.73533168316829,0.8245530405974199,nan,nan,5,nan,-1
3900,log,204,0.3264,3660.6919999999946,2640.6919999999946,-5.0,28.969999999999953,12.944568627450954,0.8260834345888398,nan,nan,5,nan,-1
4000,log,208,0.3328,3786.0669999999946,2746.066999999994,-5.0,28.969999999999953,13.202245192307664,0.8290997183651636,22.110427097561953,24.530433135195672,5,1.0,0
4100,log,211,0.3376,3869.429999999994,2814.429999999994,-5.0,28.969999999999953,13.338530805687174,0.8313241057839196,nan,nan,5,nan,-1
4200,log,211,0.3376,3885.764999999994,2830.764999999994,-5.0,28.969999999999953,13.41594786729855,0.8313241057839196,nan,nan,5,nan,-1
4300,log,214,0.3424,3966.961999999993,2896.9619999999936,-5.0,28.969999999999953,13.537205607476606,0.8335170890355121,nan,nan,5,nan,-1
4400,log,217,0.3472,4061.198999999994,2976.198999999994,-5.0,28.969999999999953,13.715202764976931,0.8356795425248726,nan,nan,5,nan,-1
4500,log,220,0.352,4131.343999999994,3031.3439999999937,-5.0,28.969999999999953,13.778836363636335,0.8378123046379412,nan,nan,5,nan,-1
4600,log,223,0.3568,4233.251999999994,3118.2519999999936,-5.0,28.969999999999953,13.983192825112079,0.8399161796931883,nan,nan,5,nan,-1
4700,log,224,0.3584,4258.640999999993,3138.6409999999937,-5.0,28.969999999999953,14.0117901785714,0.8406111863722832,nan,nan,5,nan,-1
4800,log,226,0.3616,4348.786999999993,3218.7869999999934,-5.0,28.969999999999953,14.242420353982272,0.8419919397627329,nan,nan,5,nan,-1
4900,log,227,0.3632,4391.080999999993,3256.0809999999933,-5.0,28.969999999999953,14.343969162995565,0.8426777410252432,nan,nan,5,nan,-1
5000,log,228,0.3648,4440.533999999993,3300.5339999999933,-5.0,28.969999999999953,14.476026315789444,0.8433605277669806,23.04973151075178,25.472151208894616,5,1.0,0
5100,log,229,0.3664,4481.137999999994,3336.1379999999926,-5.0,28.969999999999953,14.568288209606955,0.8440403263733741,nan,nan,5,nan,-1
5200,log,231,0.3696,4520.370999999994,3365.370999999993,-5.0,28.969999999999953,14.568705627705597,0.8453910630032827,nan,nan,5,nan,-1
5300,log,234,0.3744,4615.570999999993,3445.5709999999926,-5.0,28.969999999999953,14.724662393162362,0.8473953970531116,nan,nan,5,nan,-1
5400,log,235,0.376,4657.488999999992,3482.488999999993,-5.0,28.969999999999953,14.819102127659546,0.8480578020383415,nan,nan,5,nan,-1
5500,log,236,0.3776,4697.537999999993,3517.537999999993,-5.0,28.969999999999953,14.904822033898276,0.8487173942550784,nan,nan,5,nan,-1
5600,log,239,0.3824,4792.343999999993,3597.343999999993,-5.0,28.969999999999953,15.051648535564823,0.8506795306643662,nan,nan,5,nan,-1
5700,log,241,0.3856,4863.761999999992,3658.7619999999924,-5.0,28.969999999999953,15.181585062240632,0.8519739859357939,nan,nan,5,nan,-1
5800,log,242,0.3872,4906.665999999993,3696.665999999993,-5.0,28.969999999999953,15.275479338842946,0.8526171907208374,nan,nan,5,nan,-1
5900,log,243,0.3888,4940.523999999993,3725.523999999992,-5.0,28.969999999999953,15.331374485596676,0.8532577431074816,nan,nan,5,nan,-1
6000,log,245,0.392,4993.289999999994,3768.2899999999927,-5.0,28.969999999999953,15.380775510204051,0.8545309775610839,23.99349664456611,26.478462759263316,5,1.0,0
