evaluation,latent_0,latent_1,fitness,max_replay_error,respawn_timing,checkpoint_sha256
874,12.565074920654297,-6.529881954193115,1.687000000000001,0.0,historical_pre_audit,624ceb842363fdf8a3147313555bd5ea7cf47b2fdeb7d46cbc35c15a54f6bf4d
1633,11.262335777282715,-4.775123119354248,1.6870000000000007,0.0,historical_pre_audit,624ceb842363fdf8a3147313555bd5ea7cf47b2fdeb7d46cbc35c15a54f6bf4d
7297,1.1324986219406128,10.789588928222656,3.8399999999999954,0.0,historical_pre_audit,624ceb842363fdf8a3147313555bd5ea7cf47b2fdeb7d46cbc35c15a54f6bf4d
9572,-0.09454230219125748,-21.126218795776367,3.839999999999998,0.0,historical_pre_audit,624ceb842363fdf8a3147313555bd5ea7cf47b2fdeb7d46cbc35c15a54f6bf4d
9864,4.442505836486816,-2.051532745361328,1.687000000000001,0.0,historical_pre_audit,624ceb842363fdf8a3147313555bd5ea7cf47b2fdeb7d46cbc35c15a54f6bf4d
