dataset,seed,match_type,target_cell_x,target_cell_y,control_cell_x,control_cell_y,target_fitness,control_fitness,fitness_difference_target_minus_control,target_depth,control_depth,absolute_depth_difference,target_assignment_count,control_assignment_count,match_distance_standardized
horseshoe,1003,depth_only,14,6,14,7,23.559999999999974,24.334999999999958,-0.7749999999999844,28.778686739809764,28.74075683092297,0.03792990888679526,15,4,0.0013738347538879844
horseshoe,1003,depth_only,15,3,11,21,24.879999999999857,4.048999999999998,20.83099999999986,32.520930508635246,32.32114459703811,0.19978591159713233,12,30,0.007236316583530908
horseshoe,1003,depth_only,15,4,13,16,24.364999999999963,6.6919999999999975,17.672999999999966,31.85481823796698,31.91023679001977,0.05541855205278878,9,1,0.0020072796127062974
horseshoe,1003,depth_only,15,6,7,20,21.649999999999892,2.2420000000000004,19.40799999999989,31.118618122565042,31.209598689841233,0.09098056727619053,5,2,0.0032953484181974567
horseshoe,1003,depth_only,15,8,11,21,21.22999999999991,4.048999999999998,17.180999999999912,32.65148050909424,32.32114459703811,0.3303359120561282,2,30,0.011964883907168756
horseshoe,1003,depth_only,16,3,17,5,25.509999999999923,23.339999999999964,2.169999999999959,36.03448623684936,36.115810192393326,0.0813239555439651,8,2,0.002945582515987438
horseshoe,1003,depth_only,18,1,17,1,27.129999999999942,26.284999999999943,0.8449999999999989,43.060730454879085,39.71991685567905,3.3408135992000325,3,2,0.12100545357335286
horseshoe,1003,depth_only,18,8,18,6,22.47999999999993,20.924999999999926,1.5550000000000033,189.8218250551856,189.81684201542947,0.004983039756126573,2,1,0.00018048746748652175
horseshoe,1003,depth_only,19,7,19,6,25.184999999999928,25.31499999999994,-0.13000000000001322,189.91191245734453,189.93254233083647,0.020629873491941453,2,1,0.000747221335440869
horseshoe,1003,depth_only,20,0,19,0,28.16499999999995,28.06999999999994,0.09500000000000952,50.23513468709168,46.776456243260434,3.4586784438312463,7,1,0.12527456005339352
horseshoe,1003,depth_only,21,1,21,0,25.64499999999994,26.644999999999943,-1.0000000000000036,53.78273357699865,53.76657464535198,0.016158931646671704,1,2,0.00058528223593035
horseshoe,1003,depth_only,21,7,19,6,31.539999999999957,25.31499999999994,6.225000000000016,199.04648230931824,189.93254233083647,9.113939978481767,1,1,0.33011013879989515
horseshoe,1004,depth_only,5,3,3,5,8.080999999999994,4.350999999999997,3.729999999999997,32.42691668279272,32.55150697255977,0.124590289767049,44,14,0.021510678982976487
horseshoe,1004,depth_only,5,5,19,16,8.080999999999992,19.314999999999948,-11.233999999999956,28.641386021145824,28.94377490868916,0.30238888754333715,8,7,0.05220784300386468
horseshoe,1004,depth_only,7,12,7,6,6.333999999999991,15.62399999999998,-9.289999999999988,24.477885506708514,24.44056413525211,0.037321371456403796,5,25,0.006443584344367151
horseshoe,1004,depth_only,8,4,6,12,6.363999999999997,6.315999999999991,0.04800000000000626,26.949074359030934,26.985106905803335,0.03603254677240031,45,1,0.006221067051127278
horseshoe,1004,depth_only,8,5,19,12,7.868999999999996,18.659999999999975,-10.790999999999979,25.017980846733632,24.99800506010357,0.01997578663006294,26,24,0.003448846089331117
horseshoe,1004,depth_only,8,9,16,9,18.22499999999999,11.617999999999988,6.607000000000003,20.99935403815798,20.98233497554695,0.017019062611026925,109,370,0.002938363760943751
horseshoe,1004,depth_only,8,12,9,13,11.365999999999973,10.226999999999968,1.1390000000000047,22.48400197719894,22.54457499872299,0.060573021524049864,18,2,0.010458012606511842
horseshoe,1004,depth_only,9,11,16,11,15.183999999999912,15.908,-0.7240000000000872,20.32361739336376,20.278363776449766,0.0452536169139961,70,42,0.007813097056565434
horseshoe,1004,depth_only,10,5,18,13,4.897999999999997,18.694999999999965,-13.796999999999969,23.971758628329415,23.910925058872923,0.06083356945649143,31,15,0.010502996553053005
horseshoe,1004,depth_only,12,13,15,9,18.824999999999868,12.953999999999933,5.870999999999935,20.00711185267937,20.00515328821768,0.0019585644616881837,35,211,0.0003381487552650593
horseshoe,1004,depth_only,13,11,12,11,22.449999999999967,17.014999999999937,5.435000000000031,18.48652972044679,18.56254170282248,0.07601198237568951,49,46,0.013123569700337581
horseshoe,1004,depth_only,14,16,19,12,26.479999999999862,18.659999999999975,7.819999999999887,25.01934468491421,24.99800506010357,0.02133962481063989,22,24,0.003684314562371593
horseshoe,1004,depth_only,15,16,19,12,24.154999999999916,18.659999999999975,5.494999999999941,25.013494639270075,24.99800506010357,0.015489579166505507,11,24,0.00267429641310796
horseshoe,1004,depth_only,15,18,7,3,26.83999999999987,3.8389999999999973,23.00099999999987,30.0093310092206,29.960861675482917,0.04846933373768181,18,22,0.008368294836615501
horseshoe,1004,depth_only,16,8,12,6,6.944999999999999,5.750999999999998,1.1940000000000017,21.939272027198562,21.967072863187255,0.02780083598869254,81,30,0.004799851252688112
horseshoe,1004,depth_only,17,16,9,4,24.314999999999912,3.852999999999997,20.461999999999914,26.384022934319265,26.39310820915438,0.009085274835115342,4,11,0.0015685847654394588
horseshoe,1004,depth_only,17,17,20,14,22.869999999999937,21.499999999999982,1.3699999999999548,28.382307949573292,28.169743200240813,0.21256474933247915,2,16,0.036699586256176385
horseshoe,1004,depth_only,17,19,18,19,25.324999999999935,25.68499999999991,-0.35999999999997456,34.20345003015991,34.21846273034221,0.015012700182303718,1,1,0.0025919626231948583
horseshoe,1004,depth_only,19,14,6,12,23.244999999999948,6.315999999999991,16.928999999999956,26.793658215508188,26.985106905803335,0.19144869029514666,37,1,0.03305387062145949
horseshoe,1004,depth_only,20,17,4,4,22.069999999999947,7.930999999999996,14.138999999999951,32.166537231262424,32.246745147252916,0.08020791599049204,5,17,0.01384800321109235
horseshoe,1004,depth_only,21,17,3,4,23.744999999999955,4.128999999999997,19.615999999999957,34.34987207394288,34.46506260710025,0.11519053315736727,14,1,0.019887798521529398
horseshoe,1005,depth_only,3,11,8,3,4.045999999999998,2.6569999999999987,1.388999999999999,32.74294592163755,32.71554389171479,0.02740202992276153,6,2,0.001430593990512786
horseshoe,1005,depth_only,5,16,16,13,9.588000000000005,20.98999999999992,-11.401999999999916,28.497344672212712,28.511825935720147,0.014481263507434505,72,3,0.0007560318927890619
horseshoe,1005,depth_only,7,7,13,19,13.817999999999994,14.906999999999982,-1.088999999999988,25.886504493887077,25.837737377490456,0.0487671163966219,8,1,0.0025460137022072834
horseshoe,1005,depth_only,7,8,15,12,15.414999999999997,28.15499999999987,-12.739999999999872,24.511537102584196,24.4789800029559,0.03255709962829556,3,7,0.0016997277649885814
horseshoe,1005,depth_only,8,5,15,10,8.36900000000002,17.47999999999993,-9.11099999999991,27.91080308057101,27.856164072903947,0.05463900766706331,9,2,0.0028525710042800125
horseshoe,1005,depth_only,8,8,13,17,14.501000000000012,18.170000000000012,-3.6690000000000005,23.009037594798528,22.99446084682576,0.01457674797276809,15,27,0.0007610169067708212
horseshoe,1005,depth_only,9,11,10,10,19.005000000000003,17.53999999999991,1.4650000000000922,19.684073806963116,19.761272701881737,0.0771988949186202,50,67,0.004030368387163491
horseshoe,1005,depth_only,9,19,15,14,11.039999999999978,21.554999999999968,-10.51499999999999,24.9892797196934,24.999497337029624,0.010217617336223839,115,4,0.0005334371942430162
horseshoe,1005,depth_only,11,8,7,14,13.473999999999922,7.677999999999996,5.795999999999926,22.200853250878833,22.22724658021387,0.026393329335036242,48,128,0.001377932162060878
horseshoe,1005,depth_only,11,20,5,14,11.252999999999984,7.251999999999995,4.000999999999989,26.924001049314978,26.889501701301466,0.03449934801351162,57,25,0.0018011278757031981
horseshoe,1005,depth_only,12,16,13,14,19.24999999999992,21.349999999999994,-2.100000000000076,20.838609006789287,20.800571990841924,0.03803701594736353,69,5,0.001985820998835453
horseshoe,1005,depth_only,14,9,6,15,18.234999999999918,10.323000000000004,7.911999999999914,24.91394300722104,24.925124369253854,0.011181362032814945,41,120,0.000583751983885172
horseshoe,1005,depth_only,14,14,12,8,25.899999999999885,16.044999999999927,9.854999999999958,22.649279259144798,22.691285593736577,0.04200633459177894,19,4,0.0021930495660305496
