dataset,seed,cell_x,cell_y,centroid_index,fitness,home_depth,bulk_depth,median_bulk_depth,centroid_to_home_euclidean,high_blowup_target,high_blowup_touch_count,any_disagreement_target,any_disagreement_touch_count,geodesic_assignment_count,log_geodesic_assignment_count
horseshoe,1001,13,10,335,21.17999999999994,15.35554564253476,19.887754925355303,15.410731538183715,14.81295722485134,False,0,True,8,24,3.2188758248682006
horseshoe,1001,13,11,336,20.734999999999964,15.915835014750233,19.739968829519057,15.36547323961547,15.26267178269619,False,0,True,14,23,3.1780538303479458
horseshoe,1001,13,12,337,21.07499999999996,16.73141238089371,19.772342335545858,15.901193856299397,15.870878281549494,False,0,True,4,12,2.5649493574615367
horseshoe,1001,13,13,338,24.574999999999935,17.238259141487834,19.772612294978323,15.651741243496026,16.6201860455779,True,1,True,11,19,2.995732273553991
horseshoe,1001,13,14,339,21.33999999999993,18.164621964226363,20.103043203906612,16.161115024063815,17.492471815952694,False,0,True,11,25,3.258096538021482
horseshoe,1001,13,15,340,21.30499999999993,19.371107578961418,20.61163817411799,17.153414264569086,18.47032039664148,False,0,True,13,48,3.8918202981106265
horseshoe,1001,13,16,341,17.95999999999993,20.238704787664577,21.359708460991868,18.3764686774821,19.537888323912977,False,0,True,4,10,2.3978952727983707
horseshoe,1001,13,17,342,20.654999999999962,21.509219049894618,22.44521453050724,19.283966056427815,20.681286324627244,False,0,True,4,4,1.6094379124341003
horseshoe,1001,14,3,353,12.481999999999934,13.95846521733893,24.349034403033077,21.4134771552028,13.600243437028128,False,0,True,4,12,2.5649493574615367
horseshoe,1001,14,4,354,14.824999999999896,12.907446036238557,23.089272561621808,20.00697671498918,12.673626741567062,False,0,True,14,63,4.1588830833596715
horseshoe,1001,14,5,355,17.4999999999999,12.091234190060238,22.073128817914785,18.930900156722483,11.903158711162126,False,0,True,11,46,3.8501476017100584
horseshoe,1001,14,6,356,16.334999999999887,11.646539709575153,21.215804391371986,18.083434425085606,11.320765835493633,False,0,True,4,22,3.1354942159291497
horseshoe,1001,14,7,357,18.799999999999926,11.053149956873211,20.504804536569115,17.027287599462554,10.956480738880476,False,0,True,18,90,4.51085950651685
horseshoe,1001,14,8,358,19.26999999999998,10.997855160723182,19.91345576877469,16.02622166202984,10.832330337524418,False,0,True,16,97,4.584967478670572
horseshoe,1001,14,9,359,20.56499999999994,11.406110188600142,19.33564978569907,15.115064089197949,10.956480738880476,False,0,True,11,35,3.58351893845611
horseshoe,1001,14,10,360,21.364999999999913,11.84603894214042,19.00308820251846,14.663351330101461,11.320765835493633,False,0,True,6,33,3.5263605246161616
horseshoe,1001,14,11,361,22.25999999999999,12.768032633770252,18.962458841268216,14.823070851828449,11.903158711162126,False,0,True,6,22,3.1354942159291497
horseshoe,1001,14,12,362,23.08499999999989,13.193579090110005,18.952977116740183,14.873006345748767,12.673626741567062,False,0,True,5,15,2.772588722239781
horseshoe,1001,14,13,363,23.16499999999996,14.107206154820014,19.061302531031625,15.264919022065992,13.600243437028128,False,0,True,13,30,3.4339872044851463
horseshoe,1001,14,14,364,20.53499999999994,15.418679353280414,19.335554483791743,15.418679353280416,14.653416242934739,False,0,True,12,47,3.871201010907891
horseshoe,1001,14,15,365,18.58499999999997,16.428890374014628,19.831367315110125,16.225659740216383,15.807870600159735,False,0,True,3,17,2.8903717578961645
horseshoe,1001,14,16,366,17.824999999999953,17.511345072695292,20.51891441360143,16.836681364063434,17.043037215076993,False,0,True,3,3,1.3862943611198906
horseshoe,1001,14,18,368,10.219999999999976,19.805189546437546,22.570094027112656,19.16300970676534,19.693865658167546,False,0,True,1,1,0.6931471805599453
horseshoe,1001,14,19,369,18.31999999999995,21.209194606041123,23.72899376365862,20.49936154138865,21.08684962260361,False,0,False,0,0,0.0
horseshoe,1001,15,2,377,6.144999999999996,12.268775461738901,25.40901918462777,22.21663789326244,12.228412114561875,False,0,True,1,1,0.6931471805599453
horseshoe,1001,15,3,378,9.130999999999995,11.016137198444238,24.159572276174355,20.866620106238457,10.944317100727972,False,0,True,5,7,2.0794415416798357
