dataset,seed,cell_x,cell_y,centroid_index,fitness,home_depth,bulk_depth,median_bulk_depth,centroid_to_home_euclidean,high_blowup_target,high_blowup_touch_count,any_disagreement_target,any_disagreement_touch_count,geodesic_assignment_count,log_geodesic_assignment_count
horseshoe,1002,12,16,316,19.97999999999998,19.45701568197505,18.665311709750178,18.362689340271604,19.209694416115745,False,0,True,5,16,2.833213344056216
horseshoe,1002,12,17,317,20.579999999999917,21.370537234364285,19.99230207977513,19.93794453668221,21.06010674327706,False,0,True,8,34,3.5553480614894135
horseshoe,1002,12,18,318,16.091999999999985,23.511211691793072,21.50245437976611,21.622700111562636,23.011036308128396,False,0,False,0,3,1.3862943611198906
horseshoe,1002,12,19,319,18.154999999999966,25.33653592303392,23.58191595874929,23.448024342803485,25.038998529651437,False,0,False,0,1,0.6931471805599453
horseshoe,1002,13,4,329,3.592999999999997,17.322257675908805,26.55103918334304,27.435127326628756,17.2582772310963,False,0,True,1,2,1.0986122886681098
horseshoe,1002,13,5,330,10.883999999999963,15.420411701458308,24.449528911596865,25.632271910719442,15.32306614114177,False,0,False,0,2,1.0986122886681098
horseshoe,1002,13,6,331,11.33999999999995,13.632943577192473,22.644044545719446,23.711063086752173,13.535454865069646,True,1,True,6,21,3.091042453358316
horseshoe,1002,13,7,332,10.948999999999947,12.129204561598652,20.752157750894337,21.69025673929363,11.96180088034297,True,1,True,15,53,3.9889840465642745
horseshoe,1002,13,8,333,10.715999999999957,10.71145211960026,19.41600189280286,19.973130132675028,10.69695197968627,False,0,True,4,26,3.295836866004329
horseshoe,1002,13,9,334,8.85999999999997,10.265409284073106,18.388978619607197,18.797020290437743,9.860468673879458,False,0,True,6,78,4.3694478524670215
horseshoe,1002,13,10,335,13.167999999999994,9.613079592426775,17.44565006812622,17.438431716264624,9.565399246215819,False,0,True,5,73,4.30406509320417
horseshoe,1002,13,11,336,14.626999999999947,10.00451406433748,16.906972177196845,16.71226202536913,9.860468673879458,False,0,True,15,108,4.6913478822291435
horseshoe,1002,13,12,337,21.004999999999953,10.995161039968218,16.725125989835,16.203418565403883,10.696951979686272,False,0,True,16,105,4.663439094112067
horseshoe,1002,13,13,338,21.86999999999998,12.070828580094753,16.774039546392558,16.29859172881067,11.96180088034297,False,0,True,12,130,4.875197323201151
horseshoe,1002,13,14,339,22.309999999999985,13.706711017795872,17.065630985796187,16.339921983448917,13.53545486506965,False,0,True,12,111,4.718498871295094
horseshoe,1002,13,15,340,22.15999999999997,15.622859539990754,17.80212727314847,17.262085832632987,15.32306614114177,False,0,True,9,44,3.8066624897703196
horseshoe,1002,13,16,341,18.874999999999968,17.589238857577147,18.656414768050418,17.788740187335748,17.2582772310963,False,0,True,11,53,3.9889840465642745
horseshoe,1002,13,17,342,18.544999999999966,19.631859619859686,19.84253312863827,19.631859619859686,19.296732092845478,False,0,True,8,55,4.02535169073515
horseshoe,1002,13,18,343,15.819999999999913,21.5495212342475,21.298149384563725,20.731168939779394,21.408959932673795,False,0,True,6,28,3.367295829986474
horseshoe,1002,13,19,344,9.726999999999977,23.71406365512782,23.09648021416102,22.797714449087465,23.575139889144143,False,0,True,2,6,1.9459101490553132
horseshoe,1002,13,20,345,5.75899999999999,26.013872472838052,25.228085555220044,25.266973008230078,25.781676354432477,False,0,True,1,1,0.6931471805599453
horseshoe,1002,14,5,355,9.03799999999998,13.779593525672688,24.67408596344502,25.34818282648913,13.56336114519438,False,0,True,4,11,2.4849066497880004
horseshoe,1002,14,6,356,10.768999999999961,11.568260445003553,22.861474740874765,23.378984328716335,11.505518154064198,False,0,True,14,45,3.828641396489095
horseshoe,1002,14,7,357,11.477999999999984,9.670322815270081,21.250602047492293,21.67421257303554,9.60484720805787,False,0,True,14,90,4.51085950651685
horseshoe,1002,14,8,358,10.691999999999963,8.02803961681813,19.946887891304314,19.909616177497412,7.974533920228646,False,0,True,11,64,4.174387269895637
horseshoe,1002,14,9,359,10.774999999999961,6.844749400865752,18.816229282595746,18.472216026565253,6.811552837475561,False,0,True,4,24,3.2188758248682006
horseshoe,1002,14,10,360,12.556999999999986,6.424250297801729,17.987068176069958,17.557283708028017,6.376932830810546,False,0,True,11,74,4.31748811353631
horseshoe,1002,14,11,361,11.182999999999963,6.881725455930403,17.484045016636927,16.779423528223422,6.811552837475561,False,0,True,7,77,4.356708826689592
horseshoe,1002,14,12,362,14.410999999999966,8.020686086270443,17.236599668523517,16.343614083813762,7.974533920228648,False,0,True,15,130,4.875197323201151
horseshoe,1002,14,13,363,18.114999999999984,9.775182433452079,17.239268285456948,16.308365926371312,9.604847208057873,False,0,True,15,218,5.389071729816501
horseshoe,1002,14,14,364,19.73499999999995,11.60867285729081,17.56605754315345,16.255541035241198,11.5055181540642,False,0,True,14,264,5.579729825986222
horseshoe,1002,14,15,365,19.18999999999996,13.706270006455956,18.18201821666723,16.99574889190771,13.56336114519438,False,0,True,12,116,4.762173934797756
horseshoe,1002,14,16,366,19.18999999999998,15.852007974877857,19.17406554413377,18.084873404592027,15.716759926096097,False,0,True,11,94,4.553876891600541
horseshoe,1002,14,17,367,19.309999999999967,18.243001441327827,20.20898281305199,19.689417035125825,17.93132117419728,False,0,True,13,87,4.477336814478207
horseshoe,1002,14,18,368,17.262,20.38533699242507,21.545832054544174,21.655334904690182,20.186925842930993,False,0,True,14,62,4.143134726391533
horseshoe,1002,14,19,369,17.019999999999975,22.755428974477617,23.209222250301053,23.498257778208206,22.47121782151289,False,0,True,16,50,3.9318256327243257
horseshoe,1002,14,20,370,15.22499999999999,25.00815598689897,25.186817285810505,25.61399949061859,24.77626374645431,False,0,True,5,8,2.1972245773362196
horseshoe,1002,15,6,381,8.801999999999992,10.595401866720378,23.931672116939755,24.16216425654145,10.093462921465495,False,0,True,1,3,1.3862943611198906
horseshoe,1002,15,7,382,8.963999999999988,7.903400166721726,22.263856545105618,22.19948779238091,7.858379963048047,False,0,True,8,32,3.4965075614664802
horseshoe,1002,15,8,383,10.691999999999958,5.7886059241908985,20.885040044267612,20.35682157067883,5.752759077032099,False,0,True,10,48,3.8918202981106265
horseshoe,1002,15,9,384,10.538999999999959,4.026946458814573,19.866305177177015,19.51592403447507,3.987266960114323,False,0,True,10,72,4.290459441148391
horseshoe,1002,15,10,385,9.120000000000005,3.2129651458345103,18.990942004180297,18.268125682849778,3.188466415405273,False,0,True,14,262,5.572154032177765
horseshoe,1002,15,11,386,12.879999999999981,4.050227621427993,18.42536207737798,17.422481101307685,3.987266960114323,False,0,True,11,364,5.8998973535824915
horseshoe,1002,15,12,387,12.409000000000011,5.815024998952749,18.162070075092707,16.914060127740512,5.752759077032102,False,0,True,6,343,5.840641657373398
horseshoe,1002,15,13,388,15.194999999999967,8.004377498526507,18.167616131628158,16.733946567252126,7.85837996304805,False,0,True,10,366,5.905361848054571
horseshoe,1002,15,14,389,14.66899999999996,10.307362011333618,18.462566554027372,16.34693033882981,10.093462921465498,False,0,True,10,316,5.75890177387728
horseshoe,1002,15,15,390,14.943999999999974,12.53554021407143,19.10003427382043,17.730476546917657,12.388131873227154,False,0,True,15,286,5.659482215759621
horseshoe,1002,15,16,391,15.272999999999978,14.913122122396848,19.9352351695822,19.494830978879175,14.71453663314065,False,0,True,9,94,4.553876891600541
horseshoe,1002,15,17,392,14.692999999999959,17.301998713221312,21.030962149671208,20.60434625236365,17.059698848623142,False,0,True,7,57,4.060443010546419
horseshoe,1002,15,18,393,14.948999999999952,19.664082618628786,22.286634210473757,22.05061000443836,19.41682313720484,False,0,True,7,25,3.258096538021482
horseshoe,1002,15,19,394,11.582999999999984,22.118023734003156,23.884607392717477,24.041711003771816,21.7820264469442,False,0,True,14,40,3.713572066704308
horseshoe,1002,15,20,395,11.73899999999998,24.500578987663378,25.653346754140944,25.97623868029516,24.152935452804986,True,1,True,10,38,3.6635616461296463
horseshoe,1002,16,8,408,8.102999999999989,4.833051561666385,22.196318385356896,21.68463566928776,4.788310653686523,False,0,True,4,15,2.772588722239781
horseshoe,1002,16,9,409,10.302999999999955,2.3980114645723667,21.118457458040808,20.150947078306395,2.3941553268432614,False,0,True,14,95,4.564348191467836
horseshoe,1002,16,10,410,8.964999999999984,0.0,20.313217881364615,19.556757886473452,0.0,False,0,True,10,125,4.836281906951478
horseshoe,1002,16,11,411,10.002999999999984,2.399285351196554,19.80951738585693,18.769851671062163,2.3941553268432614,False,0,True,8,186,5.231108616854587
horseshoe,1002,16,12,412,12.982000000000015,4.82499126728822,19.50446886421739,17.81374248835557,4.788310653686526,False,0,True,6,215,5.375278407684165
horseshoe,1002,16,13,413,6.590999999999993,7.232651856643492,19.487908612085352,17.572552248451455,7.182465980529788,False,0,True,10,272,5.60947179518496
horseshoe,1002,16,14,414,13.32899999999999,9.628561910431742,19.82408695396779,17.694501768656906,9.576621307373049,False,0,True,11,129,4.867534450455582
horseshoe,1002,16,15,415,14.460999999999995,12.083594531771553,20.38255311990134,18.90206327036034,11.97077663421631,False,0,True,5,89,4.499809670330265
horseshoe,1002,16,16,416,18.054999999999986,14.464993406797666,21.172648074558694,20.06444825630706,14.364931961059572,False,0,True,7,55,4.02535169073515
horseshoe,1002,16,17,417,9.979000000000003,16.859059482897543,22.204428891030773,21.803730549919827,16.759087287902833,False,0,True,5,34,3.5553480614894135
horseshoe,1002,16,18,418,10.122999999999983,19.94884542429408,23.588930587922892,23.934765798465303,19.153242614746095,False,0,True,9,31,3.4657359027997265
horseshoe,1002,16,19,419,10.231000000000005,22.082167415774933,25.036217601485156,25.258405351516735,21.547397941589356,False,0,True,7,29,3.4011973816621555
horseshoe,1002,16,20,420,10.553999999999975,24.468945426169896,26.7904709595843,27.305072623024394,23.941553268432617,False,0,True,11,35,3.58351893845611
horseshoe,1002,16,21,421,10.867999999999988,26.879194377532226,28.63316477940917,29.267597981439096,26.33570859527588,False,0,True,3,9,2.302585092994046
horseshoe,1002,17,8,433,7.684999999999999,5.859094115737158,24.176653538821316,23.667850602603693,5.752759077032099,False,0,True,5,93,4.543294782270004
horseshoe,1002,17,9,434,7.6849999999999925,4.040661346950733,22.85076727708172,22.44863000131334,3.987266960114323,False,0,True,2,37,3.6375861597263857
horseshoe,1002,17,10,435,6.355999999999997,3.2752724227744965,22.087779763632913,20.867183423518266,3.188466415405273,False,0,True,7,38,3.6635616461296463
horseshoe,1002,17,11,436,8.696999999999996,4.102376168131896,21.512081368154455,20.173608228522355,3.987266960114323,False,0,True,6,48,3.8918202981106265
horseshoe,1002,17,12,437,8.565999999999999,7.407344981125983,21.365101702186475,19.985569140168632,5.752759077032102,False,0,True,17,98,4.59511985013459
horseshoe,1002,17,13,438,10.966000000000019,8.469897163520875,21.22859315680032,19.53475453037085,7.85837996304805,False,0,True,14,137,4.927253685157205
horseshoe,1002,17,14,439,6.297999999999993,10.394510824709593,21.515845784582798,19.55960359544355,10.093462921465498,False,0,True,8,60,4.110873864173311
horseshoe,1002,17,15,440,8.74999999999999,12.604031605450514,22.05392932215196,20.19833574445213,12.388131873227154,False,0,True,11,51,3.9512437185814275
horseshoe,1002,17,16,441,8.97999999999998,15.01903501240065,22.884202374597365,21.821224179612898,14.71453663314065,False,0,True,11,40,3.713572066704308
horseshoe,1002,17,17,442,8.288999999999996,17.47003242964715,23.844810923291202,22.929698493270585,17.059698848623142,False,0,True,7,35,3.58351893845611
horseshoe,1002,17,18,443,6.919999999999996,19.556757886473452,25.019204418895278,24.707779752763766,19.41682313720484,False,0,True,8,36,3.6109179126442243
horseshoe,1002,17,19,444,7.210999999999996,22.50148409894131,26.619774737359617,26.925625487529658,21.7820264469442,True,1,True,3,24,3.2188758248682006
horseshoe,1002,17,20,445,7.7079999999999975,24.76332819743369,28.23475056161094,28.767073694987513,24.152935452804986,False,0,True,1,3,1.3862943611198906
horseshoe,1002,18,8,458,5.880999999999998,8.37420805090408,26.13442689582853,25.877459793437797,7.974533920228646,False,0,False,0,1,0.6931471805599453
horseshoe,1002,18,9,459,6.253999999999997,7.207106019329657,24.912107242600648,24.26008362861379,6.811552837475561,False,0,True,1,3,1.3862943611198906
horseshoe,1002,18,10,460,8.636999999999976,6.533778661122627,24.09924998613625,23.129475413176756,6.376932830810546,False,0,True,9,40,3.713572066704308
horseshoe,1002,18,11,461,7.865999999999994,6.8328310442670865,23.609864329081685,22.775481555955682,6.811552837475561,False,0,True,11,34,3.5553480614894135
horseshoe,1002,18,12,462,7.664999999999996,8.070758361742174,23.404261236502244,21.914715664529666,7.974533920228648,False,0,True,15,26,3.295836866004329
horseshoe,1002,18,13,463,5.922999999999995,9.957456700637893,23.360374351226945,22.02035384760206,9.604847208057873,False,0,True,7,18,2.9444389791664403
horseshoe,1002,18,14,464,5.703999999999994,12.206715976563947,23.57339909416809,22.477175131693834,11.5055181540642,False,0,True,4,15,2.772588722239781
horseshoe,1002,18,15,465,6.559999999999998,14.241026669644409,24.102838019397456,22.96297391920578,13.56336114519438,False,0,True,13,42,3.7612001156935624
horseshoe,1002,18,16,466,5.394999999999998,16.191222583607335,24.849350202921677,23.39022389880709,15.716759926096097,False,0,True,5,29,3.4011973816621555
horseshoe,1002,18,17,467,6.676999999999996,18.30512839053251,25.85999851804966,24.809857303607437,17.93132117419728,False,0,True,15,45,3.828641396489095
horseshoe,1002,18,18,468,7.300999999999997,20.48703968921149,27.02242937973926,26.679018749688396,20.186925842930993,False,0,True,11,35,3.58351893845611
horseshoe,1002,18,19,469,7.085999999999996,22.84057738067542,28.32485615090704,27.84113400284781,22.47121782151289,False,0,True,3,9,2.302585092994046
horseshoe,1002,19,8,483,5.9609999999999985,11.424450392023555,29.021080614392027,28.48072695434148,10.69695197968627,False,0,True,1,1,0.6931471805599453
horseshoe,1002,19,9,484,8.014999999999988,9.933829600612492,27.358096336207364,26.98680720989662,9.860468673879458,False,0,True,8,16,2.833213344056216
horseshoe,1002,19,10,485,7.894999999999991,9.6735432669565,26.470535742592286,25.707038870932674,9.565399246215819,False,0,True,13,21,3.091042453358316
horseshoe,1002,19,11,486,7.678999999999998,9.900937412600477,25.997026711665725,25.429352633762758,9.860468673879458,False,0,True,1,3,1.3862943611198906
horseshoe,1002,19,12,487,5.818999999999995,10.813411654321413,25.836266673420695,24.481389177315158,10.696951979686272,False,0,False,0,2,1.0986122886681098
horseshoe,1002,19,13,488,2.3559999999999985,12.059423522820783,25.79222644742186,24.653131380876523,11.96180088034297,False,0,True,1,1,0.6931471805599453
horseshoe,1002,19,15,490,4.433999999999992,17.05355805641176,26.881587657151893,26.166387627949163,15.32306614114177,False,0,False,0,2,1.0986122886681098
horseshoe,1002,19,16,491,2.883999999999998,18.068149536203713,27.31694771892769,26.22695418122637,17.2582772310963,False,0,True,1,2,1.0986122886681098
horseshoe,1002,19,17,492,7.065999999999996,19.984823935551088,28.19625844428451,27.25212436657478,19.296732092845478,False,0,True,12,27,3.332204510175204
horseshoe,1002,19,18,493,6.557999999999995,22.032739716607953,29.278023084800225,28.433091920664335,21.408959932673795,False,0,True,3,6,1.9459101490553132
horseshoe,1002,20,8,508,5.602999999999998,13.91619578487955,31.13796322507929,30.964234089647988,13.623105674951121,False,0,True,2,3,1.3862943611198906
horseshoe,1002,20,9,509,8.578999999999944,13.001120257144319,29.903273042714783,29.427975052378983,12.976635505543399,False,0,True,5,9,2.302585092994046
horseshoe,1002,20,10,510,5.886999999999996,12.826684922698046,29.25836277274053,28.772028168692906,12.753865661621091,False,0,True,8,18,2.9444389791664403
horseshoe,1002,21,9,534,5.815999999999996,16.168540952172535,32.93254848993888,32.47137420687436,16.121102064785642,False,0,True,3,6,1.9459101490553132
horseshoe,1002,21,10,535,5.360999999999997,16.38787724218887,33.1620153167088,32.690710496890695,15.942332077026371,False,0,True,1,1,0.6931471805599453
horseshoe,1003,2,6,56,11.42499999999999,20.99607382928786,38.22154715496384,33.06388187620796,20.677850331724844,False,0,True,2,3,1.3862943611198906
horseshoe,1003,2,7,57,11.432999999999979,19.924024664545186,37.607952929888235,32.12035277437883,19.512038297009813,False,0,False,0,2,1.0986122886681098
horseshoe,1003,3,4,79,3.959999999999997,21.23379784080968,37.547629957358645,32.32688989587838,20.98618296576276,False,0,True,2,7,2.0794415416798357
horseshoe,1003,3,5,80,3.9659999999999966,19.71192923638687,36.20378455165763,30.805021291455567,19.521056786932398,False,0,True,7,21,3.091042453358316
horseshoe,1003,3,6,81,10.713999999999976,18.28889973868692,35.12124149295062,29.82002814645573,18.10995917894642,True,1,True,9,34,3.5553480614894135
horseshoe,1003,3,7,82,11.988999999999981,17.06156773328257,34.32729906603512,28.87620309592807,16.76653707913086,False,0,True,18,77,4.356708826689592
horseshoe,1003,3,8,83,12.569999999999988,15.811533106708735,33.862555514841205,28.28995360801546,15.508387748793634,True,1,True,9,65,4.189654742026425
horseshoe,1003,3,9,84,11.009999999999946,15.098595470057491,33.70390517643023,27.889686690278474,14.357945406160765,False,0,True,8,62,4.143134726391533
horseshoe,1003,3,10,85,7.524999999999997,14.812259916983479,33.863657158143454,27.928239036552522,13.343098694979052,False,0,True,2,7,2.0794415416798357
horseshoe,1003,3,11,86,11.23799999999997,13.797801708453717,33.88614747266454,27.838360765719152,12.496925624324902,False,0,False,0,0,0.0
horseshoe,1003,3,12,87,7.973999999999996,12.014601492318079,33.8561405499183,27.275651370281345,11.855597754401215,False,0,True,2,2,1.0986122886681098
horseshoe,1003,4,6,106,5.400999999999997,16.410483803108704,32.052522857911804,26.50553100571994,16.02578273484504,False,0,True,1,5,1.791759469228055
horseshoe,1003,4,7,107,7.499999999999997,14.848259164656122,31.45835433547861,25.9397856253222,14.490405668138546,False,0,True,9,35,3.58351893845611
horseshoe,1003,4,8,108,7.767999999999997,13.1601204038257,30.850965798908152,24.844856504552617,13.01403785795493,True,1,True,13,94,4.553876891600541
horseshoe,1003,4,9,109,11.579999999999972,11.793779050298332,30.5925441554301,24.309127108956524,11.61919476933082,False,0,True,19,156,5.056245805348308
horseshoe,1003,4,10,110,15.48499999999997,10.534800433535342,30.43218860403945,23.972749217467562,10.338925165862422,False,0,True,8,56,4.04305126783455
horseshoe,1003,4,11,111,17.119999999999976,9.257992874557255,30.525539419383595,24.061246666036954,9.22107590583984,False,0,True,12,36,3.6109179126442243
horseshoe,1003,4,12,112,15.649999999999952,8.51124009007895,30.74856803053199,23.911011778955633,8.331283749549934,True,1,True,9,16,2.833213344056216
horseshoe,1003,4,13,113,14.379999999999963,7.910353502276047,31.25198700530333,24.138924741138307,7.748517132204567,False,0,True,7,8,2.1972245773362196
horseshoe,1003,4,14,114,7.649999999999997,7.889899829053195,31.7912140265567,25.05019180861845,7.54426453399658,False,0,True,2,9,2.302585092994046
horseshoe,1003,5,5,130,14.335999999999933,16.69973146449321,30.230298624080493,24.726318797326034,16.347470855175185,False,0,True,1,3,1.3862943611198906
horseshoe,1003,5,6,131,13.489999999999915,14.934623901098082,29.629704819587094,24.316833919358032,14.633481019404384,False,0,True,2,2,1.0986122886681098
horseshoe,1003,5,7,132,11.88200000000002,13.125004072296251,28.99095752803876,22.78609300774193,12.933866819634133,False,0,True,2,5,1.791759469228055
horseshoe,1003,5,8,133,14.75699999999996,11.48336605345165,28.36338193838203,21.865061303895537,11.255142640104353,True,1,True,9,21,3.091042453358316
horseshoe,1003,5,9,134,12.162999999999982,9.85287426410876,27.922184247813945,21.1056007901644,9.608264232859945,False,0,True,12,59,4.0943445622221
horseshoe,1003,5,10,135,9.412999999999933,8.344595133860324,27.835427738685194,20.592709090978627,8.01289136742252,False,0,True,15,114,4.74493212836325
horseshoe,1003,5,11,136,14.994999999999978,6.701021917630116,27.84712753281307,20.432574599176853,6.507018928977466,False,0,True,15,150,5.017279836814924
horseshoe,1003,5,12,137,17.85499999999998,5.308385532853064,28.156030472886354,20.83693626958563,5.169462582931212,False,0,True,7,211,5.356586274672012
horseshoe,1003,5,13,138,15.159999999999963,4.276331145652842,28.44844863560737,21.06923914739549,4.165641874774968,False,0,True,9,191,5.2574953720277815
horseshoe,1003,5,14,139,15.469999999999953,3.8483040316970563,28.985369676726783,21.83258495378396,3.772132266998291,False,0,True,8,124,4.8283137373023015
horseshoe,1003,5,15,140,15.029999999999974,4.165771239490814,29.72391833414797,22.76437712668079,4.165641874774968,False,0,True,3,14,2.70805020110221
horseshoe,1003,6,4,154,13.463999999999919,18.01741511027906,28.8780411124825,23.441960560813037,17.67368209838867,True,1,True,1,1,0.6931471805599453
horseshoe,1003,6,5,155,14.478999999999914,16.285587663116356,28.347483010549436,22.91126910757524,15.906313888549805,False,0,True,3,5,1.791759469228055
horseshoe,1003,6,6,156,14.439999999999925,14.462813683038497,28.06935661534374,21.865812762071233,14.138945678710938,False,0,True,8,20,3.044522437723423
horseshoe,1003,6,7,157,15.234999999999964,12.650622345188403,26.368228959066258,19.669411668177958,12.37157746887207,False,0,True,14,40,3.713572066704308
horseshoe,1003,6,8,158,14.184999999999912,10.924201302847857,26.05308867872531,19.580020197290672,10.604209259033203,False,0,True,13,33,3.5263605246161616
horseshoe,1003,6,9,159,15.924999999999944,9.146697906834499,25.841538503417475,18.272234120240192,8.836841049194335,False,0,True,12,59,4.0943445622221
horseshoe,1003,6,10,160,15.046999999999969,7.422430316049206,25.616421585013477,17.790880910518243,7.06947283935547,False,0,True,14,103,4.6443908991413725
horseshoe,1003,6,11,161,13.834999999999992,5.470562544201032,25.647379813901154,17.597138897413146,5.302104629516602,False,0,True,7,90,4.51085950651685
horseshoe,1003,6,12,162,17.439999999999973,3.6268112144337983,25.824465470506624,18.22830892923483,3.534736419677735,False,0,True,25,397,5.986452005284438
horseshoe,1003,6,13,163,15.669999999999979,1.7734389702876463,26.206992100302347,18.824313776220134,1.7673682098388674,False,0,True,23,537,6.2878585601617845
horseshoe,1003,6,14,164,15.51999999999996,0.0,26.837505478036743,19.666315556729412,0.0,False,0,True,10,198,5.293304824724492
horseshoe,1003,6,15,165,15.719999999999962,1.7844973220445621,27.5287386086263,19.881922970999682,1.7673682098388674,False,0,True,10,95,4.564348191467836
horseshoe,1003,6,16,166,15.124999999999943,3.537648704574236,28.308701782968882,20.56383265316139,3.534736419677735,False,0,True,7,98,4.59511985013459
horseshoe,1003,6,17,167,9.518999999999965,5.304384942677142,29.197391340805254,21.797805680600415,5.302104629516602,False,0,True,11,55,4.02535169073515
horseshoe,1003,6,18,168,4.738999999999998,7.074121138435064,30.268969955235917,23.022041718877194,7.06947283935547,False,0,True,10,29,3.4011973816621555
horseshoe,1003,6,19,169,5.819,8.942533344880431,31.464787365531432,24.294214021698295,8.836841049194337,False,0,False,0,3,1.3862943611198906
horseshoe,1003,7,3,178,15.037999999999924,21.309342217033805,28.012867217659835,22.650769002087106,19.803621358902106,False,0,True,2,3,1.3862943611198906
horseshoe,1003,7,4,179,18.024999999999924,19.8783896946785,27.22703791549332,21.648029730959845,18.071746477710278,False,0,True,9,26,3.295836866004329
horseshoe,1003,7,5,180,15.098999999999947,16.681143191814353,26.31542896206468,20.42000279815152,16.347470855175185,False,0,True,5,15,2.772588722239781
horseshoe,1003,7,6,181,15.361999999999965,14.926011306998918,25.33246148484147,19.222720908261067,14.633481019404384,False,0,True,7,17,2.8903717578961645
horseshoe,1003,7,7,182,13.780999999999935,13.100919825851733,24.657824434668367,18.21758231463779,12.933866819634133,False,0,True,9,13,2.6390573296152584
horseshoe,1003,7,8,183,16.94499999999993,11.408836709637459,24.27828008270034,16.921222142387514,11.255142640104353,False,0,True,2,5,1.791759469228055
horseshoe,1003,7,9,184,16.88399999999994,9.706297742674058,24.0719545918397,16.503486988407328,9.608264232859945,False,0,True,10,73,4.30406509320417
horseshoe,1003,7,10,185,13.919999999999904,8.078681985758415,23.90689371553041,16.18718649928585,8.01289136742252,False,0,True,32,522,6.259581464064923
horseshoe,1003,7,11,186,15.259999999999977,6.591839732713016,23.98700722116114,16.147898514527586,6.507018928977466,False,0,True,9,586,6.375024819828097
horseshoe,1003,7,12,187,17.524999999999967,5.250099498426809,24.235916261358597,16.291861518201628,5.169462582931212,False,0,True,8,379,5.940171252720432
horseshoe,1003,7,13,188,17.729999999999986,4.233747532250409,24.58336256252032,16.99542624670474,4.165641874774968,False,0,True,13,215,5.375278407684165
horseshoe,1003,7,14,189,16.30999999999997,3.9304739772100943,25.11353457461398,17.979027266910293,3.772132266998291,False,0,True,17,125,4.836281906951478
horseshoe,1003,7,15,190,14.858999999999948,4.243313161981433,25.840968446443764,18.754623250611388,4.165641874774968,False,0,True,15,128,4.859812404361672
horseshoe,1003,7,16,191,16.16499999999997,5.497555478969415,26.6682194259041,19.537242242208904,5.169462582931212,False,0,True,8,93,4.543294782270004
horseshoe,1003,7,17,192,10.342999999999966,6.747583348051552,27.659981415711258,20.306910011813166,6.507018928977466,False,0,True,22,196,5.2832037287379885
horseshoe,1003,7,18,193,9.560999999999945,8.21112617094108,28.726341088737698,21.824899889616653,8.01289136742252,False,0,True,16,137,4.927253685157205
horseshoe,1003,7,19,194,5.737,9.729473210124812,29.934581892045617,23.33576127208941,9.608264232859947,False,0,True,4,21,3.091042453358316
horseshoe,1003,7,20,195,2.2420000000000004,11.533338474756144,31.209598689841233,24.827233135575444,11.255142640104351,False,0,True,1,2,1.0986122886681098
horseshoe,1003,8,2,202,17.78999999999994,22.74692175657419,27.85917575779071,23.424539296708,22.51028528020871,False,0,True,3,7,2.0794415416798357
horseshoe,1003,8,3,203,20.964999999999947,21.11786011489221,26.753952608482013,22.23028225511091,20.85354560850391,False,0,True,16,51,3.9512437185814275
horseshoe,1003,8,4,204,17.939999999999966,19.632048451433647,25.867559300976303,21.23748957713381,19.21652846571989,True,1,True,12,40,3.713572066704308
horseshoe,1003,8,5,205,17.72999999999992,18.1449899565175,24.906559125332947,19.82923457074766,17.60473654673625,False,0,True,9,39,3.6888794541139363
horseshoe,1003,8,6,206,18.02499999999994,16.502565182916317,24.130203122240623,19.110946000686717,16.02578273484504,True,1,True,10,48,3.8918202981106265
horseshoe,1003,8,7,207,17.889999999999908,14.574270682334982,23.555280548853666,17.868068729169423,14.490405668138546,False,0,True,19,63,4.1588830833596715
horseshoe,1003,8,8,208,15.649999999999888,13.340891703493863,23.161336242470657,16.562841671558402,13.01403785795493,False,0,True,14,101,4.624972813284271
horseshoe,1003,8,9,209,15.23499999999994,11.768119272127908,22.9206086132489,16.23309549228767,11.619194769330822,False,0,True,12,228,5.43372200355424
horseshoe,1003,8,10,210,15.61499999999994,10.494713820488375,22.768775922489557,15.549579535277093,10.338925165862424,False,0,True,16,355,5.87493073085203
horseshoe,1003,8,11,211,21.889999999999954,9.371690956824997,22.908897610515165,15.599482946009076,9.221075905839841,False,0,True,13,125,4.836281906951478
horseshoe,1003,8,12,212,22.01999999999997,8.393591966558974,23.194420075842054,15.771403556560056,8.331283749549936,False,0,True,6,50,3.9318256327243257
horseshoe,1003,8,13,213,17.624999999999943,7.882304364911041,23.4850845232691,16.07196724927237,7.748517132204569,False,0,True,17,110,4.709530201312334
horseshoe,1003,8,14,214,19.42499999999995,7.891581806510664,24.124331121475034,16.416155357827048,7.544264533996582,False,0,True,5,89,4.499809670330265
horseshoe,1003,8,15,215,16.720000000000002,8.433157942070537,24.88227713495778,17.60547256034645,7.748517132204569,False,0,True,18,121,4.804021044733257
horseshoe,1003,8,16,216,12.43499999999997,8.481587299087089,25.645291794808344,18.595894737632776,8.331283749549936,False,0,True,4,94,4.553876891600541
horseshoe,1003,8,17,217,11.683000000000002,9.616321572756023,26.601208603071985,19.937725905046367,9.221075905839841,False,0,True,15,136,4.919980925828125
horseshoe,1003,8,18,218,8.234999999999967,10.67538711165625,27.665219888847176,21.41936296259409,10.338925165862424,False,0,True,27,142,4.962844630259907
horseshoe,1003,8,19,219,3.8149999999999973,12.014936166195804,28.93645702940998,22.991361783137375,11.619194769330822,False,0,True,5,25,3.258096538021482
