evaluation,source,fitness,descriptor_x,descriptor_y,cell_x,cell_y,inserted,replaced,steps,food_collected,wall_collisions,hazard_contacts
57,random_init,1.296000000000001,-0.7513785201398823,-0.7568257824326898,3,3,False,False,162,0,0,0
58,random_init,8.324999999999985,-0.29150796356651665,-0.5927629367059776,8,5,True,False,220,2,10,0
59,random_init,1.296000000000001,-0.7403013891102619,-0.7453843889899586,3,3,False,False,162,0,0,0
60,random_init,1.296000000000001,-0.7362628307080584,-0.7634568827901226,3,2,False,False,162,0,0,0
61,random_init,0.9100000000000018,-0.9732022224505757,-0.7286361372989049,0,3,False,False,160,0,17,0
62,random_init,1.3410000000000009,-0.6896055278872478,-0.7490474320412697,3,3,False,False,162,0,0,0
63,random_init,1.296000000000001,-0.7404602185513562,-0.7730454693245246,3,2,False,False,162,0,0,0
64,random_init,1.264000000000001,-0.9503833827317113,-0.9718137282420696,0,0,True,True,158,0,9,0
65,random_init,-2.713000000000002,-0.9749976963138552,-0.7637301938936295,0,2,True,False,154,0,132,0
66,random_init,1.296000000000001,-0.7291464124738413,-0.7675365083844168,3,2,False,False,162,0,0,0
67,random_init,1.296000000000001,-0.7268045229057597,-0.7634713549085119,3,2,False,False,162,0,0,0
68,random_init,8.437999999999954,0.2799360064924929,0.7639970190785748,15,22,True,False,211,2,4,8
69,random_init,1.4050000000000011,-0.9604263807236367,-0.8157400478655182,0,2,True,True,150,0,7,0
70,random_init,1.296000000000001,-0.7333394753528837,-0.7509820279374819,3,3,False,False,162,0,0,0
71,random_init,1.296000000000001,-0.7302257062114337,-0.7708287564746916,3,2,False,False,162,0,0,0
72,random_init,1.296000000000001,-0.7368465583370449,-0.7455486109074618,3,3,False,False,162,0,0,0
73,random_init,-1.4429999999999992,-0.9747002009016735,-0.9734620183530586,0,0,False,False,159,0,84,0
74,random_init,1.325000000000001,-0.7153872254355667,-0.8008775705712551,3,2,False,False,160,0,0,0
75,random_init,1.296000000000001,-0.7379981538406385,-0.7617203979862563,3,2,False,False,162,0,0,0
76,random_init,7.773,-0.2771722093835588,-0.6110658537556558,9,4,True,False,241,2,1,0
77,random_init,1.296000000000001,-0.74277841396465,-0.771072648609623,3,2,False,False,162,0,0,0
78,random_init,4.2570000000000014,-0.6042619609433648,-0.5782852952993993,4,5,True,True,204,1,0,0
79,random_init,0.9550000000000005,-0.37733146334566015,-0.974777199344707,7,0,True,False,160,0,17,0
80,random_init,1.2670000000000008,0.030365564979837577,-0.9737504555095747,12,0,True,True,159,0,13,0
81,random_init,1.5710000000000008,-0.5295735252269609,-0.7127629627843375,5,3,True,False,157,0,0,0
82,random_init,1.296000000000001,-0.7504346546674528,-0.7638294995834186,3,2,False,False,162,0,0,0
83,random_init,1.4350000000000014,-0.8158326957088262,-0.9226077037457234,2,0,True,False,155,0,6,0
84,random_init,5.182999999999998,0.46691827131327474,0.6874824727564438,18,21,True,False,196,1,9,0
85,random_init,1.296000000000001,-0.7316072475762675,-0.7560781053687671,3,3,False,False,162,0,0,0
86,random_init,1.5270000000000008,-0.16100534230604274,-0.9652907992461438,10,0,True,False,159,0,3,0
87,random_init,0.4800000000000002,-0.9693806026116599,-0.9743727308646695,0,0,False,False,160,0,28,0
88,random_init,4.5,-0.3411038783170061,-0.9623487109314527,8,0,True,True,195,1,0,0
89,random_init,-0.021999999999999756,-0.9748603809923894,-0.7464854382459373,0,3,False,False,161,0,40,0
90,random_init,0.3500000000000005,-0.425470223544037,-0.9749996725826966,7,0,False,False,160,0,33,0
91,random_init,1.333000000000001,-0.7928818592243809,-0.8366224523051219,2,2,True,True,161,0,0,0
92,random_init,1.296000000000001,-0.730062948268059,-0.7502136183104426,3,3,False,False,162,0,0,0
93,random_init,1.296000000000001,-0.7481881222898717,-0.7531199195671457,3,3,False,False,162,0,0,0
94,random_init,-0.16100000000000653,-0.9749982349169841,0.9678334710588226,0,24,True,False,203,1,165,0
95,random_init,1.2600000000000016,-0.9667705769850068,-0.4517785773655427,0,6,True,False,160,0,7,0
96,random_init,1.5610000000000013,-0.37825960915832907,-0.8408809698480543,7,1,True,False,147,0,16,0
97,random_init,1.296000000000001,-0.7313469261942175,-0.7451147170274941,3,3,False,False,162,0,0,0
98,random_init,1.296000000000001,-0.7384420914027577,-0.7593940755748064,3,3,False,False,162,0,0,0
99,random_init,0.2850000000000001,-0.9748544596646694,-0.6013051087677063,0,4,True,False,160,0,31,0
100,random_init,3.0849999999999986,-0.9492147576852074,0.4677702034901279,0,18,True,False,140,0,3,0
101,random_init,1.296000000000001,-0.7323535561551985,-0.7688206634128112,3,2,False,False,162,0,0,0
