evaluation,event,filled_cells,coverage,qd_score,raw_qd_score,qd_score_fitness_floor,max_fitness,mean_fitness,occupancy_entropy,mean_pairwise_descriptor_euclidean,mean_pairwise_descriptor_knn_geodesic,pairwise_geodesic_k,pairwise_geodesic_finite_fraction,pairwise_geodesic_disconnected_pairs
7500,log,329,0.5264,5669.900999999988,4024.900999999988,-5.0,28.404999999999866,12.23374164133735,0.9003232908188833,nan,nan,20,nan,-1
7600,log,330,0.528,5707.2419999999875,4057.2419999999875,-5.0,28.404999999999866,12.294672727272689,0.9007947137410891,nan,nan,20,nan,-1
7700,log,332,0.5312,5761.901999999988,4101.901999999987,-5.0,28.404999999999866,12.355126506024058,0.9017332890053601,nan,nan,20,nan,-1
7800,log,333,0.5328,5780.507999999987,4115.507999999987,-5.0,28.404999999999866,12.358882882882844,0.902200458481225,nan,nan,20,nan,-1
7900,log,335,0.536,5840.664999999988,4165.664999999987,-5.0,28.404999999999866,12.43482089552235,0.9031306033781422,nan,nan,20,nan,-1
8000,log,336,0.5376,5871.475999999988,4191.475999999988,-5.0,28.404999999999866,12.474630952380917,0.9035935954754313,26.598784078568833,26.826828419864352,20,1.0,0
8100,log,336,0.5376,5896.396999999988,4216.396999999987,-5.0,28.404999999999866,12.548800595238058,0.9035935954754313,nan,nan,20,nan,-1
8200,log,336,0.5376,5911.014999999987,4231.014999999987,-5.0,28.404999999999866,12.592306547619009,0.9035935954754313,nan,nan,20,nan,-1
8300,log,337,0.5392,5930.352999999986,4245.352999999986,-5.0,28.404999999999866,12.597486646884233,0.9040552116654996,nan,nan,20,nan,-1
8400,log,341,0.5456,6049.1619999999875,4344.161999999987,-5.0,28.404999999999866,12.739478005865063,0.9058880793455752,nan,nan,20,nan,-1
8500,log,342,0.5472,6089.033999999987,4379.033999999987,-5.0,28.404999999999866,12.804192982456103,0.9063429368701286,nan,nan,20,nan,-1
8600,log,343,0.5488,6120.190999999986,4405.190999999986,-5.0,28.404999999999866,12.843122448979551,0.9067964663416257,nan,nan,20,nan,-1
8700,log,343,0.5488,6146.207999999986,4431.207999999986,-5.0,28.404999999999866,12.918973760932904,0.9067964663416257,nan,nan,20,nan,-1
