seed,evaluation,graph_state_evaluation,latent_0,latent_1,fitness,source,actual_run_inserted,actual_run_replaced,actual_run_cell_x,actual_run_cell_y,euclidean_centroid_index,euclidean_cell_x,euclidean_cell_y,geodesic_centroid_index,geodesic_cell_x,geodesic_cell_y,assignment_disagrees,euclidean_distance_to_euclidean_choice,euclidean_distance_to_geodesic_choice,geodesic_distance_to_geodesic_choice,geodesic_distance_to_euclidean_choice,geodesic_gap_euclidean_choice_minus_geodesic_choice,geodesic_blowup_ratio_euclidean_choice_over_geodesic_choice,centroid_cell_displacement,synthetic_like_large_blowup_ratio_ge_2,synthetic_like_very_large_blowup_ratio_ge_5,final_euclidean_cell_occupied,final_euclidean_cell_fitness,candidate_minus_final_euclidean_cell_fitness,final_geodesic_cell_occupied,final_geodesic_cell_fitness,candidate_minus_final_geodesic_cell_fitness
1005,1,10000,-1.9659924507141113,2.2868268489837646,9.619999999999969,bootstrap_random,False,False,10,16,240,9,15,240,9,15,False,0.7670832136794709,0.7670832136794709,0.8076041962423001,0.8076041962423001,0.0,1.0,0.0,False,False,True,9.996000000000013,-0.37600000000004385,True,9.996000000000013,-0.37600000000004385
1005,2,10000,-2.4678618907928467,2.8775699138641357,1.296000000000001,bootstrap_random,False,False,10,18,241,9,16,241,9,16,False,1.1173153219117742,1.1173153219117742,1.154973953602052,1.154973953602052,0.0,1.0,0.0,False,False,True,6.883999999999995,-5.587999999999994,True,6.883999999999995,-5.587999999999994
1005,3,10000,-2.603940725326538,3.001755952835083,1.296000000000001,bootstrap_random,False,False,10,18,241,9,16,241,9,16,False,1.0243774698718882,1.0243774698718882,1.1811586918496642,1.1811586918496642,0.0,1.0,0.0,False,False,True,6.883999999999995,-5.587999999999994,True,6.883999999999995,-5.587999999999994
1005,4,10000,-2.183701515197754,2.662734270095825,5.291,bootstrap_random,False,False,10,15,240,9,15,240,9,15,False,1.067497613799396,1.067497613799396,1.0695944973186582,1.0695944973186582,0.0,1.0,0.0,False,False,True,9.996000000000013,-4.7050000000000125,True,9.996000000000013,-4.7050000000000125
1005,5,10000,-2.545328140258789,2.939324140548706,1.272000000000001,bootstrap_random,False,False,10,18,241,9,16,241,9,16,False,1.0702183604865998,1.0702183604865998,1.1619632821911128,1.1619632821911128,0.0,1.0,0.0,False,False,True,6.883999999999995,-5.611999999999994,True,6.883999999999995,-5.611999999999994
1005,6,10000,-2.6553966999053955,2.8548319339752197,1.378000000000001,bootstrap_random,False,False,10,18,241,9,16,241,9,16,False,1.179883320858664,1.179883320858664,1.3007187169376062,1.3007187169376062,0.0,1.0,0.0,False,False,True,6.883999999999995,-5.505999999999994,True,6.883999999999995,-5.505999999999994
1005,7,10000,-2.895670175552368,3.359628915786743,0.8980000000000008,bootstrap_random,False,False,9,18,241,9,16,241,9,16,False,0.8535244828262362,0.8535244828262362,1.2745551660176853,1.2745551660176853,0.0,1.0,0.0,False,False,True,6.883999999999995,-5.985999999999994,True,6.883999999999995,-5.985999999999994
1005,8,10000,-2.4334185123443604,2.8348171710968018,1.296000000000001,bootstrap_random,False,False,10,18,241,9,16,241,9,16,False,1.1556093961425196,1.1556093961425196,1.1762831506071163,1.1762831506071163,0.0,1.0,0.0,False,False,True,6.883999999999995,-5.587999999999994,True,6.883999999999995,-5.587999999999994
1005,9,10000,-2.639415979385376,3.048288583755493,1.296000000000001,bootstrap_random,False,False,10,18,241,9,16,241,9,16,False,0.990914360466528,0.990914360466528,1.200617763889095,1.200617763889095,0.0,1.0,0.0,False,False,True,6.883999999999995,-5.587999999999994,True,6.883999999999995,-5.587999999999994
1005,10,10000,-2.5486056804656982,2.9608137607574463,1.296000000000001,bootstrap_random,False,False,10,18,241,9,16,241,9,16,False,1.049974689228634,1.049974689228634,1.1519275480091484,1.1519275480091484,0.0,1.0,0.0,False,False,True,6.883999999999995,-5.587999999999994,True,6.883999999999995,-5.587999999999994
1005,11,10000,-2.5734641551971436,2.9727327823638916,1.296000000000001,bootstrap_random,False,False,10,18,241,9,16,241,9,16,False,1.044258363545499,1.044258363545499,1.166666202263368,1.166666202263368,0.0,1.0,0.0,False,False,True,6.883999999999995,-5.587999999999994,True,6.883999999999995,-5.587999999999994
