seed,pool_start,pool_end,baseline_pool_count,contribution_pool_count,bootstrap_exact_diagnostic_match_fraction,archive_driven_exact_diagnostic_match_fraction,full_retrain_exact_diagnostic_match_fraction,baseline_loop_fraction,contribution_loop_fraction,loop_fraction_difference_contribution_minus_baseline,baseline_near_still_fraction,contribution_near_still_fraction,near_still_fraction_difference_contribution_minus_baseline,baseline_other_fraction,contribution_other_fraction,category_overlap_fraction,category_dissimilarity_fraction,full_retrain_baseline_loop_fraction,full_retrain_contribution_loop_fraction,full_retrain_category_overlap_fraction,full_retrain_category_dissimilarity_fraction,path_length_baseline_mean,path_length_contribution_mean,path_length_cohens_d,path_length_histogram_overlap,loop_score_baseline_mean,loop_score_contribution_mean,loop_score_cohens_d,loop_score_histogram_overlap,fitness_baseline_mean,fitness_contribution_mean,fitness_cohens_d,fitness_histogram_overlap,mean_numeric_histogram_overlap,mean_absolute_cohens_d,full_retrain_mean_numeric_histogram_overlap
1001,2001,10000,8000,8000,1.0,0.000125,0.2001,0.929375,0.932375,0.0030000000000000027,0.003,0.004375,0.0013750000000000004,0.067625,0.06325,0.995625,0.004375000000000018,0.8065,0.8089,0.9964999999999999,0.0035000000000000586,5.677475756130727,5.883218174935009,0.082298876856114,0.94975,6.071940996991699,5.283751020367251,-0.24801381261996525,0.8747499999999999,6.234001249999986,5.923663999999988,-0.06686221242721334,0.9183749999999999,0.917236111111111,0.12261827706286448,0.9322888888888888
1002,2001,10000,8000,8000,1.0,0.0,0.2,0.94425,0.953375,0.009124999999999939,0.001,0.002125,0.0011250000000000001,0.05475,0.0445,0.98975,0.010249999999999981,0.8179,0.8252,0.9918,0.008199999999999985,6.393750656588003,6.645748781512077,0.09707132511878297,0.9432499999999999,6.663904614956624,5.130233859504075,-0.44560730145163147,0.7880000000000001,6.6817199999999835,6.131425499999988,-0.1130117361023262,0.91,0.9025000000000001,0.1553083024837079,0.9219777777777778
1003,2001,10000,8000,8000,1.0,0.0,0.2,0.942875,0.92525,-0.017625000000000002,0.003375,0.00525,0.0018750000000000004,0.05375,0.0695,0.982375,0.017625000000000002,0.8208,0.8067,0.9859,0.014100000000000001,6.3136078947259335,6.124756447639608,-0.07276649396053728,0.9417500000000001,6.659076603019239,5.888971763835653,-0.22424247387729238,0.8839999999999999,6.5044614999999855,5.877133999999988,-0.13929983386018702,0.9337500000000001,0.9280833333333334,0.13821596970621808,0.9434555555555555
1004,2001,10000,8000,8000,1.0,0.0,0.2,0.931,0.94325,0.012249999999999983,0.002,0.00175,-0.00025,0.067,0.055,0.98775,0.012249999999999983,0.8078,0.8176,0.9902,0.009800000000000031,5.572395919689908,5.769110400464364,0.08108119853503962,0.9397500000000001,5.71411489188255,5.820826773618376,0.03436661435032584,0.9177500000000001,5.199991374999991,5.452548624999991,0.06101382013615515,0.9313750000000001,0.9454583333333334,0.04462261217393803,0.957188888888889
1005,2001,10000,8000,8000,1.0,0.0,0.2,0.908,0.90725,-0.0007500000000000284,0.002125,0.001,-0.0011250000000000001,0.089875,0.09175,0.998125,0.00187499999999996,0.7896,0.789,0.9985,0.0014999999999999458,5.877757736576895,5.839383696535632,-0.014255308523203905,0.9412499999999999,4.439551056361183,4.206332489479288,-0.07419496869692739,0.85025,4.769194624999991,4.805918124999991,0.007934100335218349,0.9562499999999999,0.9220694444444444,0.054834857636604215,0.9371222222222223
