summary,seed_count,bootstrap_exact_diagnostic_match_fraction,archive_driven_exact_diagnostic_match_fraction,full_retrain_exact_diagnostic_match_fraction,baseline_loop_fraction,contribution_loop_fraction,loop_fraction_difference_contribution_minus_baseline,baseline_near_still_fraction,contribution_near_still_fraction,near_still_fraction_difference_contribution_minus_baseline,category_overlap_fraction,category_dissimilarity_fraction,full_retrain_baseline_loop_fraction,full_retrain_contribution_loop_fraction,full_retrain_category_overlap_fraction,full_retrain_category_dissimilarity_fraction,path_length_baseline_mean,path_length_contribution_mean,path_length_cohens_d,path_length_histogram_overlap,loop_score_baseline_mean,loop_score_contribution_mean,loop_score_cohens_d,loop_score_histogram_overlap,fitness_baseline_mean,fitness_contribution_mean,fitness_cohens_d,fitness_histogram_overlap,mean_numeric_histogram_overlap,mean_absolute_cohens_d,full_retrain_mean_numeric_histogram_overlap
seed_mean,5,1.0,0.0,0.2,0.9311,0.92675,-0.004350000000000009,0.0023,0.00255,0.00024999999999999995,0.9938499999999999,0.006150000000000033,0.8085199999999999,0.80504,0.9950800000000001,0.004919999999999969,5.966997592742294,5.949097148915542,-0.008631988040446317,0.92455,5.909717632642258,5.589850871751214,-0.10243369535946038,0.91205,5.877873749999987,5.880687499999988,-0.000579723673413015,0.934925,0.9359472222222222,0.08631411506662821,0.9480799999999998
seed_std,5,0.0,0.0,0.0,0.014561668431192904,0.01330325383130008,0.006972826722355854,0.0009295496221289103,0.000783621400932874,0.0009682458365518542,0.006020408001124154,0.006020408001124154,0.012261198962581106,0.010730703611599753,0.004816326400899334,0.004816326400899334,0.370726990223934,0.14643561185966908,0.1276563814539778,0.0263007842088406,0.9160108466776576,1.1130817759978813,0.15770080337187192,0.05470414746616568,0.8447339396063944,0.8956929861659536,0.10133819049105194,0.01619041962087456,0.014994795264719831,0.037656309232945585,0.012209319957604568
