index,kind,latent_0,latent_1
0,rolling_buffer,0.305020272731781,-0.73688805103302
1,rolling_buffer,0.31693610548973083,-0.7537218928337097
2,rolling_buffer,0.3068746030330658,-0.734281063079834
3,rolling_buffer,0.2702450156211853,-0.905218780040741
4,rolling_buffer,-0.5756551027297974,-0.3996143937110901
5,rolling_buffer,0.2818343937397003,-0.6887823343276978
6,rolling_buffer,0.651663601398468,1.2918485403060913
7,rolling_buffer,0.37878528237342834,-1.0353273153305054
8,rolling_buffer,0.32494446635246277,-0.6962339878082275
9,rolling_buffer,0.19912943243980408,-0.09161368012428284
10,rolling_buffer,0.006204366683959961,0.5096588134765625
11,rolling_buffer,0.30052876472473145,-0.7268438935279846
12,rolling_buffer,0.32601165771484375,-0.7758941054344177
13,rolling_buffer,0.32066309452056885,-0.7658171653747559
14,rolling_buffer,0.32235342264175415,-0.7594946622848511
15,rolling_buffer,0.2897695302963257,-0.7086874842643738
16,rolling_buffer,0.3030841648578644,-0.7279750108718872
17,rolling_buffer,0.036976806819438934,-0.5539743900299072
18,rolling_buffer,0.3182629942893982,-0.75687575340271
19,rolling_buffer,0.2981662452220917,-0.7038364410400391
20,rolling_buffer,0.35239940881729126,-0.6628313064575195
21,rolling_buffer,1.2903780937194824,1.0176619291305542
22,rolling_buffer,0.20409487187862396,-0.9282451868057251
23,rolling_buffer,0.3154309391975403,-0.7564860582351685
24,rolling_buffer,0.29929494857788086,-0.6906692981719971
25,rolling_buffer,0.3106456696987152,-0.7473052144050598
26,rolling_buffer,0.4219624400138855,-0.8823641538619995
27,rolling_buffer,0.5765770077705383,-0.4489557147026062
28,rolling_buffer,0.31923723220825195,-0.7616974115371704
29,rolling_buffer,-0.760819137096405,0.22969141602516174
30,rolling_buffer,0.32175183296203613,-0.7680938243865967
31,rolling_buffer,0.3973154127597809,-0.9516611099243164
32,rolling_buffer,0.4102884531021118,-1.0859594345092773
33,rolling_buffer,0.29035139083862305,-0.7029473781585693
34,rolling_buffer,0.30235031247138977,-0.727240800857544
35,rolling_buffer,-0.44493407011032104,-0.378063440322876
36,rolling_buffer,-1.332348108291626,0.21543386578559875
37,rolling_buffer,0.2909347116947174,-0.7982842922210693
38,rolling_buffer,0.3204101622104645,-0.7619004249572754
39,rolling_buffer,0.31274500489234924,-0.7443574070930481
40,rolling_buffer,-0.2371273934841156,-0.5956490635871887
41,rolling_buffer,0.27670031785964966,0.22120888531208038
42,rolling_buffer,-1.2963738441467285,-0.06612978875637054
43,rolling_buffer,0.19685722887516022,0.42529523372650146
44,rolling_buffer,0.7503759264945984,1.4569991827011108
45,rolling_buffer,-0.3024400472640991,0.5808895230293274
46,rolling_buffer,-0.2905225455760956,-0.036242466419935226
47,rolling_buffer,0.2913656234741211,-0.7089954614639282
48,rolling_buffer,0.28114673495292664,-0.7080392837524414
49,rolling_buffer,-0.21514517068862915,0.044282738119363785
50,rolling_buffer,0.3053045868873596,-0.5852086544036865
51,rolling_buffer,0.48780202865600586,-1.1975057125091553
52,rolling_buffer,-0.6412580609321594,1.0786691904067993
53,rolling_buffer,-0.15190285444259644,-0.19777826964855194
54,rolling_buffer,0.2908145487308502,-0.709324061870575
55,rolling_buffer,-0.6648406386375427,0.0974997729063034
56,rolling_buffer,-0.4206259250640869,0.1425226926803589
57,rolling_buffer,0.2813839912414551,-0.7875440716743469
58,rolling_buffer,0.3137947618961334,-0.7532966136932373
59,rolling_buffer,0.31309476494789124,-0.7435240745544434
60,rolling_buffer,0.3033350706100464,-0.7285876274108887
61,rolling_buffer,-0.6740620732307434,0.06276124715805054
62,rolling_buffer,-0.4073405861854553,-0.01969147101044655
63,rolling_buffer,0.895204484462738,1.6729499101638794
64,rolling_buffer,0.309258371591568,-0.7389779090881348
65,rolling_buffer,0.18965110182762146,0.8208371996879578
66,rolling_buffer,0.12804435193538666,-0.7836201786994934
67,rolling_buffer,-0.47003084421157837,0.3850272595882416
68,rolling_buffer,0.30615904927253723,-0.7417293787002563
69,rolling_buffer,0.35869985818862915,-0.5289917588233948
70,rolling_buffer,0.32728832960128784,-0.780375599861145
71,rolling_buffer,0.2883478105068207,-0.702593207359314
72,rolling_buffer,0.14460088312625885,-0.8410789966583252
73,rolling_buffer,0.28340065479278564,-0.6913217306137085
74,rolling_buffer,0.3196150064468384,-0.7663660645484924
75,rolling_buffer,0.2945391535758972,-0.7134295701980591
76,rolling_buffer,0.11070775240659714,-0.7484238147735596
77,rolling_buffer,0.3283200263977051,-0.7747138738632202
78,rolling_buffer,0.4139128625392914,-1.0288840532302856
79,rolling_buffer,0.2836749851703644,-0.6917647123336792
80,rolling_buffer,-1.436417579650879,0.6672635674476624
81,rolling_buffer,1.1760945320129395,0.9579654932022095
82,rolling_buffer,-0.24009859561920166,0.7051172852516174
83,rolling_buffer,-0.666353166103363,0.2093929946422577
84,rolling_buffer,-0.5604286789894104,0.3946152925491333
85,rolling_buffer,-0.08010164648294449,-0.7883319854736328
86,rolling_buffer,-0.24996769428253174,-0.48093539476394653
87,rolling_buffer,-0.39212000370025635,0.6996355652809143
88,rolling_buffer,-0.1323438584804535,-0.6942010521888733
89,rolling_buffer,0.26070526242256165,1.181890606880188
90,rolling_buffer,-1.1973748207092285,0.03280618414282799
91,rolling_buffer,0.7578670978546143,1.1354620456695557
92,rolling_buffer,-2.759077310562134,0.16878283023834229
93,rolling_buffer,0.5053615570068359,0.3076113164424896
94,rolling_buffer,0.271919846534729,0.017053836956620216
95,rolling_buffer,-0.12445695698261261,0.005366075783967972
96,rolling_buffer,-0.5359207987785339,-0.5299654006958008
97,rolling_buffer,0.5238829851150513,0.12529850006103516
98,rolling_buffer,0.2657366096973419,-0.7869433760643005
99,rolling_buffer,0.13732855021953583,-0.588114857673645
100,rolling_buffer,-0.2401045262813568,-0.4262992739677429
101,rolling_buffer,-0.751885712146759,0.12383012473583221
102,rolling_buffer,0.28397631645202637,-0.6973320245742798
103,rolling_buffer,0.01247156597673893,0.8338850736618042
104,rolling_buffer,0.4769769310951233,0.9198930263519287
105,rolling_buffer,0.31511110067367554,0.2693604826927185
106,rolling_buffer,0.8175651431083679,0.9589331150054932
107,rolling_buffer,-0.46292614936828613,-0.5594104528427124
108,rolling_buffer,0.8944645524024963,1.7900629043579102
109,rolling_buffer,0.7579173445701599,0.7087152004241943
110,rolling_buffer,-0.001826554536819458,0.018801119178533554
111,rolling_buffer,0.48279547691345215,-0.09777657687664032
112,rolling_buffer,0.5209940075874329,-0.27535727620124817
113,rolling_buffer,-0.12168821692466736,-0.20743629336357117
114,rolling_buffer,0.9586990475654602,0.6602896451950073
115,rolling_buffer,-0.4294229745864868,-0.03222476318478584
116,rolling_buffer,0.4554072916507721,-1.1021419763565063
117,rolling_buffer,-0.03586067259311676,0.02135104313492775
118,rolling_buffer,-0.7706527709960938,-0.41058894991874695
