cell_x,cell_y,fitness,descriptor_x,descriptor_y,steps,food_collected,wall_collisions,hazard_contacts
2,16,18.854999999999958,-20.785552978515625,-0.6593245267868042,280,4,17,0
3,15,14.347999999999931,-18.77487564086914,-1.6477526426315308,276,3,12,7
3,16,18.56499999999997,-20.387651443481445,0.38188445568084717,280,4,12,0
3,17,18.519999999999953,-20.331987380981445,1.1951903104782104,280,4,10,4
3,18,11.537999999999961,-18.667724609375,2.735529899597168,231,2,15,3
4,14,15.444999999999968,-17.071964263916016,-3.20827579498291,265,4,7,28
4,16,18.949999999999942,-17.77715492248535,0.37437260150909424,280,4,11,0
4,17,18.139999999999954,-17.458168029785156,1.640271544456482,280,4,23,3
4,18,12.189999999999971,-16.706090927124023,3.1124682426452637,245,2,10,0
4,19,7.405999999999998,-17.437103271484375,5.930697917938232,182,1,8,3
5,12,19.109999999999957,-15.553630828857422,-8.278327941894531,280,4,9,0
5,13,18.924999999999955,-15.424386978149414,-5.304289817810059,280,4,10,4
5,15,18.969999999999953,-14.804065704345703,-1.901168942451477,280,4,13,3
5,16,15.174999999999969,-16.568099975585938,0.5129424333572388,280,3,30,0
5,17,15.974999999999948,-16.151330947875977,2.1699047088623047,280,3,11,0
5,18,18.709999999999972,-15.044239044189453,3.1278295516967773,280,4,25,6
5,19,14.982999999999967,-14.982892990112305,4.826163291931152,276,3,15,2
5,20,11.507999999999967,-15.657675743103027,7.079677581787109,231,2,7,3
6,15,19.224999999999948,-13.930130004882812,-1.5509048700332642,280,4,10,3
6,16,16.004999999999963,-13.60748291015625,-0.7403457164764404,280,3,16,2
6,17,18.684999999999942,-12.907054901123047,1.0705121755599976,280,4,12,3
6,18,18.679999999999982,-14.166610717773438,3.577322006225586,280,4,24,4
6,19,15.467999999999988,-13.24832534790039,5.142024517059326,276,3,19,6
6,20,11.718999999999985,-13.24996566772461,6.998564720153809,238,2,8,3
7,10,18.834999999999937,-11.488256454467773,-12.145537376403809,280,4,8,2
7,15,19.084999999999948,-11.501768112182617,-1.9421800374984741,280,4,11,5
7,16,15.530999999999958,-11.84053897857666,-0.22942334413528442,277,3,14,5
7,17,16.10499999999997,-10.873790740966797,2.0981531143188477,280,4,67,2
7,18,14.53699999999997,-11.703349113464355,3.365020275115967,279,3,22,6
7,19,16.484999999999978,-11.209648132324219,5.867631912231445,280,4,76,2
7,20,16.20499999999996,-12.350011825561523,6.914107322692871,280,3,10,3
7,21,11.888000000000005,-11.478851318359375,8.701277732849121,266,3,89,4
8,11,14.860999999999944,-10.525739669799805,-10.574390411376953,227,4,5,24
8,12,16.64299999999995,-10.265674591064453,-8.294148445129395,251,4,10,14
8,14,14.149999999999883,-9.149175643920898,-3.2029075622558594,280,3,6,0
8,15,15.159999999999968,-9.162786483764648,-1.2029366493225098,265,3,19,2
8,16,15.76499999999996,-10.663461685180664,0.3944472670555115,280,3,17,0
8,17,11.312999999999962,-10.035900115966797,2.2916340827941895,251,2,12,0
8,18,11.590999999999978,-10.051302909851074,3.233034610748291,237,2,10,4
8,19,11.67999999999998,-10.751344680786133,5.188591480255127,225,2,8,6
8,20,15.954999999999943,-9.137197494506836,8.16845989227295,280,3,9,1
8,21,11.968999999999976,-9.796026229858398,8.594200134277344,238,2,13,1
8,22,1.1140000000000014,-9.800883293151855,10.362606048583984,188,1,126,0
