epoch,train_loss,validation_loss
1,0.9553563003540039,0.7040427923202515
2,0.7980980639738195,0.6333280801773071
3,0.7511329507827759,0.6094110608100891
4,0.7309944823489469,0.5934007167816162
5,0.718054522598491,0.5848108530044556
6,0.7073760223949657,0.5735587477684021
7,0.6986523708455703,0.5683565735816956
8,0.6921429665509392,0.562536895275116
9,0.6879960095181185,0.5601137280464172
10,0.6838219601126279,0.557745635509491
11,0.6815453288414899,0.5560024380683899
12,0.678365696963142,0.5535540580749512
13,0.6762301732231589,0.5517774820327759
14,0.6740407311776105,0.5498814582824707
15,0.6718918028999777,0.5482696294784546
16,0.6690416406182682,0.5471292734146118
17,0.6670763863114749,0.5452840924263
18,0.6650430110482609,0.5459098219871521
19,0.6632240548414342,0.5438056588172913
20,0.6613261448916267,0.5432189702987671
21,0.6595846024962032,0.5413082838058472
22,0.6579871427872601,0.5409826040267944
23,0.6575338574297288,0.542634129524231
24,0.6560559943984536,0.5414394736289978
25,0.6547372992739958,0.5395923256874084
26,0.6525981664657593,0.5402841567993164
27,0.6526668116345125,0.5390715599060059
28,0.6504457893371582,0.5387088656425476
29,0.6493188345292036,0.539053201675415
30,0.6477916469854467,0.5383404493331909
31,0.6464047453403473,0.5371418595314026
32,0.6458845674851361,0.5370833277702332
33,0.6446308061375338,0.5360375046730042
34,0.6440505477119894,0.5346344709396362
35,0.6423891595111174,0.534317135810852
36,0.641253191134509,0.535203218460083
37,0.6408610019683838,0.5333811044692993
38,0.6396541807230781,0.5331379771232605
39,0.6385337536475237,0.5327383279800415
40,0.6373176078235402,0.5338193774223328
41,0.6368612062790815,0.5328817963600159
42,0.636033857682172,0.5345332622528076
43,0.6351310122153339,0.5332806706428528
44,0.6345141918518964,0.5330327153205872
45,0.6338807009809158,0.5311750769615173
46,0.6322813381587757,0.5301131010055542
47,0.6316012712085948,0.5311910510063171
48,0.6303934499516206,0.5302165746688843
49,0.6300125792166766,0.5303440093994141
50,0.6291316480636596,0.5315998792648315
51,0.6281876435279846,0.5322726368904114
52,0.6279968769690569,0.5296939015388489
53,0.6270803746896632,0.5291804075241089
54,0.626055687343373,0.527218759059906
55,0.6260069337171666,0.52754145860672
56,0.6243720106237075,0.5268291234970093
57,0.6239365630430334,0.5290834307670593
58,0.6237141299528234,0.5271129608154297
59,0.622974828046911,0.52812659740448
60,0.6226083940618179,0.5264063477516174
61,0.6218418171546038,0.527566134929657
62,0.6214738429013421,0.5285757184028625
63,0.6204703454410329,0.5260500311851501
64,0.6200527996175429,0.5301308035850525
65,0.620075657451854,0.5270982980728149
66,0.6190128919377047,0.5285684466362
67,0.6185067374566022,0.5272584557533264
68,0.6178915881269118,0.526847779750824
69,0.6171353118279401,0.5254959464073181
70,0.6165210726401386,0.5256968140602112
71,0.6166263748056748,0.5263870358467102
72,0.6160129265785217,0.5251797437667847
73,0.6152128109090469,0.5263211727142334
74,0.6148558198423947,0.524919867515564
75,0.6141043680415434,0.5263571739196777
76,0.6133724458918852,0.5249769687652588
77,0.6132404844059663,0.5264919996261597
78,0.6128544235790477,0.5261792540550232
79,0.6124670900457045,0.525687575340271
80,0.6113468202142155,0.5240891575813293
