cell_x,cell_y,fitness,descriptor_x,descriptor_y,steps,food_collected,wall_collisions,hazard_contacts
2,15,7.2839999999999945,-29.973094940185547,-8.756429672241211,183,1,21,0
2,16,11.68000000000001,-27.784671783447266,-5.981298446655273,230,2,38,2
2,17,14.770999999999985,-27.38437843322754,-2.010465621948242,257,3,29,4
3,15,10.272999999999993,-24.689373016357422,-7.763970375061035,226,2,51,4
3,16,12.092000000000002,-25.306442260742188,-5.078735828399658,229,2,33,2
3,17,14.934999999999986,-25.938737869262695,-1.848516821861267,265,3,30,0
3,18,15.813,-22.942472457885742,0.610892653465271,271,3,41,3
4,14,8.792999999999981,-18.76514434814453,-11.175328254699707,231,2,78,3
4,15,10.648999999999996,-21.00598907470703,-7.881702423095703,228,2,50,3
4,16,12.064999999999994,-20.836097717285156,-7.2733964920043945,240,2,17,0
4,17,17.02499999999995,-18.833560943603516,-1.8416450023651123,280,4,53,7
4,18,17.449999999999946,-21.046096801757812,-1.6484910249710083,280,4,35,2
4,19,5.357999999999995,-18.58840560913086,2.5840909481048584,171,1,30,2
5,9,6.769999999999998,-14.202984809875488,-27.94512176513672,190,1,57,0
5,10,6.722999999999998,-13.938457489013672,-25.453937530517578,191,1,47,0
5,11,7.436999999999995,-13.822673797607422,-20.28970718383789,189,1,25,0
5,12,10.204000000000006,-15.040891647338867,-18.06841278076172,243,2,44,0
5,13,4.5559999999999885,-14.099488258361816,-14.602237701416016,192,1,83,0
5,14,7.608999999999995,-13.671430587768555,-12.31410026550293,183,1,31,0
5,15,11.16899999999998,-16.492137908935547,-8.028411865234375,238,2,46,0
5,16,13.968999999999996,-14.554132461547852,-5.754056930541992,278,3,54,0
5,17,17.589999999999947,-17.30264663696289,-1.7144668102264404,280,4,54,5
5,18,18.82499999999997,-14.763578414916992,-0.4961760938167572,280,4,40,3
5,19,16.229999999999986,-14.470701217651367,1.769993543624878,280,4,67,3
5,20,5.933999999999998,-16.063798904418945,4.98148250579834,173,1,17,0
6,9,6.5779999999999905,-9.688305854797363,-28.04751968383789,186,1,47,0
6,10,7.755999999999997,-12.559757232666016,-24.02482795715332,182,1,29,2
6,11,11.612000000000014,-13.503230094909668,-20.390798568725586,234,2,30,0
6,12,10.720000000000018,-12.171699523925781,-17.493188858032227,240,2,44,0
6,13,14.465000000000028,-10.5901460647583,-15.264448165893555,275,3,56,4
6,14,13.832000000000008,-9.278470993041992,-11.248242378234863,274,3,58,1
6,15,15.877999999999984,-9.236265182495117,-10.420679092407227,266,3,23,6
6,16,11.465999999999989,-12.834076881408691,-7.373695373535156,242,2,23,0
6,17,15.662999999999963,-12.22962474822998,-2.3583061695098877,271,3,27,2
6,18,15.40999999999997,-13.055692672729492,-1.5676003694534302,280,3,33,0
6,19,10.939000000000009,-11.128247261047363,4.244762420654297,228,2,50,3
6,20,6.72499999999999,-10.449880599975586,4.8374810218811035,220,2,75,0
7,9,6.774999999999991,-6.047959804534912,-26.616527557373047,185,1,45,0
7,10,9.158999999999997,-6.451650619506836,-24.624929428100586,228,2,63,0
7,11,12.146999999999993,-6.060470104217529,-19.856897354125977,279,3,82,0
7,12,8.712000000000039,-6.498109817504883,-18.272184371948242,234,2,79,2
7,13,15.39099999999996,-8.27544116973877,-16.05290985107422,272,3,12,0
7,14,15.960999999999997,-5.989254474639893,-12.070568084716797,262,3,24,3
7,15,16.517999999999994,-7.942738056182861,-9.765653610229492,271,3,26,3
7,16,18.134999999999962,-5.601644039154053,-5.830090045928955,280,4,37,6
7,17,17.974999999999948,-8.94320297241211,-2.541463851928711,280,4,44,2
7,18,12.91700000000002,-6.522058010101318,-0.6937551498413086,269,3,52,6
7,19,8.155000000000003,-4.830226421356201,2.5918996334075928,215,2,81,6
7,20,12.213000000000001,-8.064998626708984,4.569644927978516,231,2,29,1
8,9,7.268999999999992,-2.561662435531616,-26.355979919433594,183,1,33,0
8,10,7.872999999999993,0.012179404497146606,-24.453540802001953,181,1,23,0
8,11,10.055999999999996,-0.03790894150733948,-20.641063690185547,222,2,54,0
8,12,10.776999999999974,-0.4355969727039337,-17.56316566467285,229,2,47,0
8,13,11.925999999999995,-3.5310122966766357,-14.382987976074219,217,2,16,2
8,14,15.762000000000013,-3.0364468097686768,-12.582109451293945,254,2,55,3
8,15,16.002,-1.3910773992538452,-9.383191108703613,279,3,9,0
8,16,16.59200000000001,-1.0472099781036377,-7.018771171569824,259,2,40,3
8,17,16.460000000000008,-0.05573120713233948,-2.2005393505096436,280,4,16,6
8,18,15.928000000000004,-0.6432932615280151,0.6416959762573242,271,3,33,0
8,19,14.236999999999995,-3.8349759578704834,2.051011562347412,264,3,48,3
8,20,5.605999999999998,-3.5268874168395996,4.700416564941406,187,1,9,0
8,21,8.431000000000013,-2.871493101119995,7.712113857269287,217,2,70,5
8,22,3.1869999999999985,-0.7012331485748291,10.516788482666016,139,0,14,0
9,10,7.235999999999992,1.8742026090621948,-23.163461685180664,182,1,35,0
9,11,12.046000000000008,3.3832178115844727,-20.95832061767578,277,3,78,8
9,12,17.319999999999993,3.0980799198150635,-19.06545639038086,280,4,63,0
9,13,17.024999999999967,2.2174770832061768,-14.936762809753418,280,4,82,0
9,14,16.871000000000016,3.640024423599243,-11.22827434539795,272,3,28,2
9,15,18.204999999999988,3.782477617263794,-8.224752426147461,280,4,15,9
9,16,17.624999999999993,1.4379457235336304,-6.363903045654297,280,4,41,0
9,17,18.299999999999976,0.24460956454277039,-3.6417016983032227,280,4,46,3
9,18,16.349999999999994,2.5315101146698,-1.2364474534988403,280,3,44,0
9,19,13.867999999999958,4.417347431182861,1.4087718725204468,271,3,41,2
9,20,11.386999999999967,4.591831207275391,5.14608097076416,234,2,5,3
9,21,8.47800000000001,0.9466304779052734,8.025274276733398,206,2,56,9
10,10,15.739999999999931,8.91807746887207,-22.82538604736328,280,4,3,17
10,11,16.989999999999945,9.030916213989258,-22.326377868652344,280,4,7,13
10,12,17.954999999999995,6.944118022918701,-16.953031539916992,280,4,28,5
10,13,19.469999999999946,6.375452995300293,-15.02899169921875,280,4,11,2
10,14,19.954999999999984,6.758171081542969,-13.036750793457031,280,4,9,6
10,15,23.174999999999986,8.238865852355957,-9.874216079711914,280,4,33,8
10,16,21.93999999999995,9.167160034179688,-7.5909833908081055,280,4,16,6
10,17,17.32499999999994,5.313476085662842,-4.2131428718566895,280,4,31,0
10,18,16.589999999999932,8.060052871704102,-0.2872227132320404,280,4,11,7
10,19,15.196999999999967,7.022797584533691,1.3704558610916138,274,3,11,4
10,20,11.64499999999996,4.916648864746094,5.412936687469482,240,2,6,1
10,21,6.418999999999999,5.192027568817139,7.628281593322754,168,1,24,7
11,10,17.359999999999918,9.505256652832031,-23.871543884277344,280,4,4,0
11,11,18.564999999999944,11.93341064453125,-19.951740264892578,255,3,39,6
11,12,19.190999999999963,11.043203353881836,-17.77572250366211,257,3,37,6
11,13,19.15499999999997,13.696266174316406,-13.980623245239258,280,4,33,4
11,14,19.889999999999898,10.882929801940918,-12.648122787475586,280,5,21,1
11,15,20.619999999999983,11.98772144317627,-9.010770797729492,280,4,82,3
11,16,18.229999999999873,10.15379524230957,-6.0656843185424805,280,3,23,2
11,17,17.74499999999998,11.525689125061035,-2.842963218688965,280,4,22,3
11,18,17.87499999999995,11.390302658081055,0.22383657097816467,280,4,10,4
11,19,15.364999999999949,12.351297378540039,1.7769883871078491,280,3,10,0
11,20,4.751999999999997,9.684737205505371,4.63690185546875,179,1,60,4
11,21,3.3369999999999966,10.155069351196289,8.763688087463379,129,0,13,3
12,10,16.283,17.95254898071289,-22.711341857910156,266,3,25,0
12,11,17.21999999999991,18.27057647705078,-20.512042999267578,280,4,8,0
12,12,21.399999999999938,18.15111541748047,-17.357362747192383,280,5,38,3
12,13,21.959999999999972,18.195714950561523,-15.844057083129883,280,5,30,7
12,14,19.734999999999992,15.030599594116211,-12.378767967224121,280,4,26,2
12,15,18.929999999999982,16.933948516845703,-9.002574920654297,280,4,28,6
12,16,18.634999999999952,15.276229858398438,-6.657390594482422,280,4,11,1
12,17,17.994999999999962,15.118579864501953,-3.4632482528686523,280,4,12,7
12,18,17.749999999999922,13.923744201660156,-0.34748294949531555,280,4,9,4
12,19,14.68999999999994,14.661151885986328,1.37321937084198,280,3,11,1
13,10,18.689999999999976,20.61290740966797,-22.74014663696289,280,4,29,7
13,11,20.69499999999993,19.97357940673828,-21.284217834472656,280,5,21,4
13,12,21.40999999999996,19.067731857299805,-18.66763687133789,280,5,25,4
13,13,21.69500000000003,19.34449005126953,-16.473705291748047,280,4,144,3
13,14,21.88499999999995,18.49285316467285,-13.638656616210938,280,4,18,2
13,15,20.27500000000001,20.066560745239258,-8.876359939575195,280,4,26,2
13,16,18.80999999999995,18.44309425354004,-6.444296360015869,280,4,8,3
13,17,14.732999999999954,18.73301887512207,-2.0116050243377686,276,3,16,3
13,18,13.95799999999992,18.688108444213867,-1.6863495111465454,276,3,16,2
14,8,17.954999999999952,26.689512252807617,-29.67255973815918,280,4,37,3
14,9,19.449999999999946,26.71601676940918,-28.07345199584961,280,5,30,4
14,10,24.019999999999857,24.1038761138916,-24.52387237548828,280,5,141,3
14,11,21.314999999999984,23.111154556274414,-22.01143455505371,280,5,26,0
14,12,22.619999999999944,26.591632843017578,-19.598203659057617,280,4,30,4
14,13,24.98000000000004,26.766971588134766,-16.269105911254883,280,5,142,4
14,14,18.939999999999962,24.979480743408203,-11.550743103027344,280,4,12,1
14,15,21.15999999999997,23.213993072509766,-9.95729923248291,280,5,14,17
15,8,23.48999999999996,31.39289093017578,-30.081621170043945,280,6,26,7
15,9,21.824999999999957,28.337158203125,-27.62702178955078,280,5,39,4
15,10,23.794999999999934,27.766399383544922,-25.343978881835938,280,6,15,6
15,11,22.789999999999917,27.993135452270508,-20.267261505126953,280,5,12,12
15,12,22.409999999999872,30.747211456298828,-17.778162002563477,280,5,91,5
15,13,23.6349999999999,30.089176177978516,-16.53002166748047,280,5,86,3
15,14,18.439999999999937,27.43536376953125,-13.375894546508789,280,4,13,0
16,7,21.514999999999937,35.847206115722656,-31.779766082763672,280,5,17,5
16,8,23.80999999999996,35.792415618896484,-29.950592041015625,280,6,36,5
16,9,23.099999999999934,33.09962844848633,-27.180946350097656,280,6,31,6
16,10,24.669999999999927,34.66664505004883,-23.34833526611328,280,5,20,3
16,11,20.879999999999956,35.8130989074707,-20.173625946044922,280,5,21,4
16,12,21.21999999999995,32.83816909790039,-18.139638900756836,280,5,20,8
17,6,24.089999999999943,36.92989730834961,-35.96437072753906,280,6,26,3
17,7,24.53999999999997,38.74293518066406,-33.67537307739258,280,6,29,0
17,8,23.744999999999937,36.75068283081055,-29.016042709350586,280,6,26,4
17,10,23.16499999999994,39.660064697265625,-23.513782501220703,280,6,40,6
18,10,20.499999999999932,42.22724914550781,-23.00772476196289,280,5,16,5
19,4,22.844999999999924,49.9996452331543,-41.64646530151367,280,6,37,6
19,6,28.484999999999992,47.40907287597656,-35.291683197021484,280,7,18,6
19,8,29.41999999999998,48.36745071411133,-30.73141098022461,280,6,40,4
