evaluation,event,filled_cells,coverage,qd_score,raw_qd_score,qd_score_fitness_floor,max_fitness,mean_fitness,occupancy_entropy,mean_pairwise_descriptor_euclidean,mean_pairwise_descriptor_knn_geodesic,pairwise_geodesic_k,pairwise_geodesic_finite_fraction,pairwise_geodesic_disconnected_pairs
2000,bootstrap,129,0.2064,1357.6879999999985,712.6879999999983,-5.0,17.53999999999991,5.524713178294561,0.7548928055590123,20.673853467430057,22.808664797198993,5,1.0,0
2100,log,135,0.216,1471.6939999999981,796.6939999999981,-5.0,17.53999999999991,5.901437037037023,0.761954645864489,nan,nan,5,nan,-1
2200,log,137,0.2192,1541.520999999998,856.5209999999979,-5.0,17.53999999999991,6.251978102189765,0.7642390066459892,nan,nan,5,nan,-1
2300,log,144,0.2304,1617.633999999998,897.6339999999979,-5.0,17.53999999999991,6.23356944444443,0.7719796553163858,nan,nan,5,nan,-1
2400,log,147,0.2352,1671.467999999998,936.4679999999979,-5.0,17.53999999999991,6.370530612244884,0.7751825261825801,nan,nan,5,nan,-1
2500,log,154,0.2464,1787.0909999999976,1017.0909999999977,-5.0,17.53999999999991,6.604487012986998,0.7824086539001348,nan,nan,5,nan,-1
2600,log,155,0.248,1844.7089999999976,1069.7089999999976,-5.0,17.53999999999991,6.901348387096759,0.7834140537443307,nan,nan,5,nan,-1
2700,log,157,0.2512,1908.0029999999974,1123.0029999999974,-5.0,17.53999999999991,7.152885350318455,0.7854055391458507,nan,nan,5,nan,-1
2800,log,158,0.2528,1964.0059999999971,1174.0059999999971,-5.0,17.744999999999923,7.430417721518969,0.7863917883869066,nan,nan,5,nan,-1
2900,log,161,0.2576,2022.1419999999969,1217.1419999999969,-5.0,17.744999999999923,7.559888198757744,0.7893135121471369,nan,nan,5,nan,-1
3000,log,162,0.2592,2051.9659999999967,1241.965999999997,-5.0,17.744999999999923,7.666456790123438,0.7902753340043336,22.57662776326421,25.867033329591134,5,1.0,0
3100,log,164,0.2624,2118.296999999997,1298.2969999999966,-5.0,18.689999999999976,7.916445121951199,0.7921812932987274,nan,nan,5,nan,-1
3200,log,170,0.272,2226.8449999999966,1376.8449999999966,-5.0,28.779999999999916,8.099088235294097,0.7977627464489954,nan,nan,5,nan,-1
3300,log,174,0.2784,2322.8439999999964,1452.8439999999964,-5.0,28.779999999999916,8.34967816091952,0.8013753216817195,nan,nan,5,nan,-1
3400,log,177,0.2832,2376.8699999999963,1491.8699999999963,-5.0,28.779999999999916,8.428644067796588,0.8040306638398781,nan,nan,5,nan,-1
3500,log,182,0.2912,2462.426999999996,1552.4269999999963,-5.0,28.779999999999916,8.52981868131866,0.8083577885906608,nan,nan,5,nan,-1
3600,log,184,0.2944,2502.537999999996,1582.537999999996,-5.0,28.779999999999916,8.600749999999978,0.8100554419216398,nan,nan,5,nan,-1
3700,log,186,0.2976,2535.860999999996,1605.860999999996,-5.0,28.779999999999916,8.633661290322559,0.8117347418841754,nan,nan,5,nan,-1
