map,condition,condition_label,seed,archive_cell_x,archive_cell_y,evaluation,fitness,common_cell_0,common_cell_1,common_cell_2,path_efficiency,loop_score_raw,loop_score_clipped,food_collected_raw,food_collected_clipped,path_length,displacement,bbox_area,is_loop,is_near_still,match_candidate_count,match_descriptor_distance,match_status
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,4,3,18215,20.46499999999992,0,7,4,0.12165433458516153,13.481814731388098,12.0,4.0,4.0,7.02961540222168,0.8551831841468811,1.870582938194275,True,False,1,nan,recorded_final_stage_insertion
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,4,4,17466,21.544999999999913,1,5,4,0.12841092702489776,8.514129507360597,8.514129507360597,4.0,4.0,8.272588729858398,1.0622907876968384,2.1158695220947266,True,False,1,nan,recorded_final_stage_insertion
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,4,6,19664,20.394999999999953,0,2,5,0.06646807717833336,3.5846848428941978,3.5846848428941978,5.0,5.0,13.737506866455078,0.9131056666374207,3.772035598754883,True,False,1,nan,recorded_final_stage_insertion
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,4,7,5597,17.28999999999994,0,2,4,0.12215500661300598,4.313521883103771,4.313521883103771,4.0,4.0,6.663311958312988,0.8139569163322449,3.369365930557251,True,False,2,nan,retained_from_retrain
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,4,9,13792,16.75999999999994,1,4,4,0.15569264674853775,7.01984743437396,7.01984743437396,4.0,4.0,7.2092485427856445,1.122426986694336,3.760439157485962,True,False,1,nan,recorded_final_stage_insertion
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,4,10,10073,16.759999999999938,1,4,4,0.18961806004333542,6.032433396130007,6.032433396130007,4.0,4.0,6.389898300170898,1.2116401195526123,3.797024965286255,True,False,1,nan,recorded_final_stage_insertion
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,4,11,12127,13.77999999999992,0,5,3,0.11175978397120649,8.556595070160288,8.556595070160288,3.0,3.0,10.580489158630371,1.1824731826782227,1.7293636798858643,True,False,1,nan,recorded_final_stage_insertion
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,4,12,7579,14.883999999999986,0,2,3,0.08992672473485591,3.6395819571112398,3.6395819571112398,3.0,3.0,13.221893310546875,1.1890015602111816,3.7598378658294678,True,False,1,nan,retained_from_retrain
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,4,13,6904,18.90999999999995,0,4,3,0.06750853436022433,6.740809010970001,6.740809010970001,3.0,3.0,12.611011505126953,0.8513509035110474,2.7969250679016113,True,False,1,nan,retained_from_retrain
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,4,14,18892,10.993999999999984,1,5,2,0.2176837209134381,8.951611927054843,8.951611927054843,2.0,2.0,7.923498153686523,1.7248165607452393,3.498108386993408,True,False,1,nan,recorded_final_stage_insertion
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,4,15,16917,10.186999999999975,2,4,2,0.2724334438324042,7.154684475508906,7.154684475508906,2.0,2.0,7.740649700164795,2.108811855316162,3.2554726600646973,True,False,1,nan,recorded_final_stage_insertion
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,4,16,13547,7.769999999999998,2,1,1,0.27487228113474915,2.335422601349374,2.335422601349374,1.0,1.0,5.317703723907471,1.4616893529891968,3.580422878265381,True,False,1,nan,recorded_final_stage_insertion
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,4,17,10034,7.826999999999998,2,2,1,0.2896985687262979,4.310792539511434,4.310792539511434,1.0,1.0,5.57379674911499,1.6147209405899048,3.22754168510437,True,False,1,nan,recorded_final_stage_insertion
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,4,18,19452,7.578999999999998,1,1,1,0.20920674755919222,2.6677352860235803,2.6677352860235803,1.0,1.0,5.85001802444458,1.2238632440567017,3.4123640060424805,True,False,2,nan,recorded_final_stage_insertion
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,4,19,16838,7.186999999999998,2,4,1,0.2523030711313533,6.280786967014712,6.280786967014712,1.0,1.0,6.360496520996094,1.6047728061676025,3.2907488346099854,True,False,1,nan,recorded_final_stage_insertion
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,5,3,15801,28.904999999999877,0,7,5,0.09407739807400903,12.935488238464307,12.0,5.0,5.0,7.722569942474365,0.7265192866325378,1.8626830577850342,True,False,1,nan,recorded_final_stage_insertion
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,5,4,5581,25.79999999999995,0,3,5,0.1126483619133126,5.140002093431994,5.140002093431994,5.0,5.0,10.853642463684082,1.2226450443267822,3.557924509048462,True,False,1,nan,retained_from_retrain
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,5,5,17777,28.2049999999999,0,5,5,0.07599026085523466,7.700259344060032,7.700259344060032,5.0,5.0,10.427836418151855,0.7924140095710754,1.8029812574386597,True,False,1,nan,recorded_final_stage_insertion
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,5,6,12714,24.954999999999988,0,3,6,0.11631731532671385,5.589882672507648,5.589882672507648,6.0,6.0,13.912735939025879,1.6182920932769775,3.348173141479492,True,False,1,nan,recorded_final_stage_insertion
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,1001,5,7,14153,18.234999999999935,0,4,4,0.09529905866947586,6.709438103894114,6.709438103894114,4.0,4.0,11.801349639892578,1.1246575117111206,3.4085540771484375,True,False,1,nan,recorded_final_stage_insertion
