map,condition,condition_label,seed_count,common_coverage_percent_mean,common_coverage_percent_std,common_qd_score_mean,common_qd_score_std,common_raw_qd_score_mean,common_raw_qd_score_std,common_mean_pairwise_distance_mean,common_mean_pairwise_distance_std,common_occupied_cells_mean,common_occupied_cells_std,archive_elites_mean,archive_elites_std,ambiguous_elites_mean,ambiguous_elites_std,unmatched_elites_mean,unmatched_elites_std
horseshoe,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,5,13.6328125,2.0917594899203578,1461.6835999999973,225.7526473361935,1112.6835999999973,177.7894999129584,0.3841309875604909,0.04209833027755938,69.8,10.709808588392232,247.0,58.94913061275798,6.6,3.2093613071762426,0.0,0.0
horseshoe,contribution_geodesic_niching,Contribution: geodesic niching,5,12.7734375,0.5793905068043487,1395.6701999999973,89.0553294457998,1068.6701999999973,81.6705130552022,0.41557562553397176,0.038168909682704706,65.4,2.966479394838265,196.2,14.078352176302452,7.6,2.3021728866442674,0.0,0.0
open_robustness,baseline_b_learned_bd_euclidean,Baseline B: learned BD Euclidean,3,14.908854166666666,1.814760399058119,1577.1529999999982,231.39154818618564,1195.4863333333317,186.03228726576802,0.43317765540930386,0.04413044089712402,76.33333333333333,9.29157324317757,273.3333333333333,13.868429375143146,15.0,7.0,0.0,0.0
open_robustness,contribution_geodesic_niching,Contribution: geodesic niching,3,13.151041666666666,1.3004547106405064,1443.2913333333317,93.05930337335079,1106.624666666665,59.76925584557116,0.4175729142389644,0.014254329747293338,67.33333333333333,6.6583281184793925,219.33333333333334,38.695391629150535,8.666666666666666,3.7859388972001824,0.0,0.0
