seed,candidate_count,disagreement_count,disagreement_rate,post_retrain_candidate_count,post_retrain_disagreement_count,post_retrain_disagreement_rate,strong_blowup_count_ratio_ge_2,strong_blowup_fraction_of_disagreements_ratio_ge_2,very_strong_blowup_count_ratio_ge_5,very_strong_blowup_fraction_of_disagreements_ratio_ge_5,mean_geodesic_blowup_ratio_disagreements,median_geodesic_blowup_ratio_disagreements,max_geodesic_blowup_ratio_disagreements,mean_geodesic_gap_disagreements,median_geodesic_gap_disagreements,mean_cell_displacement_disagreements,median_cell_displacement_disagreements,max_cell_displacement_disagreements,disagreement_inserted_count,disagreement_inserted_rate,disagreement_replaced_count,disagreement_replaced_rate,disagreement_geodesic_cell_match_count,disagreement_geodesic_cell_match_rate,disagreement_replaced_matching_geodesic_cell_count,disagreement_replaced_matching_geodesic_cell_rate,post_retrain_disagreement_inserted_count,post_retrain_disagreement_inserted_rate,post_retrain_disagreement_replaced_count,post_retrain_disagreement_replaced_rate,fitness_blowup_correlation_count,fitness_blowup_pearson_r,fitness_blowup_pearson_p,fitness_blowup_spearman_r,fitness_blowup_spearman_p,post_retrain_fitness_blowup_correlation_count,post_retrain_fitness_blowup_pearson_r,post_retrain_fitness_blowup_pearson_p,post_retrain_fitness_blowup_spearman_r,post_retrain_fitness_blowup_spearman_p,region_bins,occupied_region_bins_all_candidates,occupied_region_bins_disagreements,top_5_region_fraction_of_disagreements,top_10_region_fraction_of_disagreements,top_10_region_fraction_of_all_candidates,disagreement_region_entropy_normalized,max_region_disagreement_rate,graph_state_count,max_graph_components_seen,total_penalized_centroid_distances_across_states,analysis_space,graph_reconstruction_note
1001,20000,2548,0.1274,10000,1637,0.1637,47,0.018445839874411302,6,0.002354788069073783,1.330152504237271,1.1974306500260534,25.3244659881705,0.8017752188806514,0.28148854756426356,1.06244910396996,1.0,3.1622776601683795,311,0.12205651491365777,226,0.08869701726844584,1642,0.6444270015698587,133,0.0521978021978022,193,0.1178985949908369,132,0.08063530849114234,2548,0.06075185269809949,0.0021553697160716684,0.09575520467064041,1.2836909692471323e-06,1637,0.08139037483880635,0.0009807312143157952,0.13103717387858194,1.0339602987093076e-07,10,80,80,0.1652276295133438,0.2947409733124019,0.65105,0.8854820131874498,1.0,41,4,17136333,saved final one-retrain latent space,Candidates up to the eval-10000 retrain are assigned using the rebuilt final-space graph state at eval 10000; later candidates use the same 250-eval rolling-buffer refresh schedule as Phase 4.
1002,20000,2081,0.10405,10000,1225,0.1225,51,0.0245074483421432,0,0.0,1.2816877567304812,1.194686710507188,2.4820837251478514,0.752523908041624,0.47006165211081496,1.0340477576682858,1.0,2.23606797749979,254,0.12205670350792888,188,0.09034118212397886,1234,0.5929841422393081,98,0.047092743873137916,129,0.10530612244897959,98,0.08,2081,0.19210243767457091,9.527433055818042e-19,0.22837113851444543,5.009872576789314e-26,1225,0.2496171352348144,7.418215218362589e-19,0.2806231991664907,1.3273396486723e-23,10,65,62,0.20230658337337817,0.3498318116290245,0.7304,0.8356937341617361,1.0,41,1,22594276,saved final one-retrain latent space,Candidates up to the eval-10000 retrain are assigned using the rebuilt final-space graph state at eval 10000; later candidates use the same 250-eval rolling-buffer refresh schedule as Phase 4.
1003,20000,2159,0.10795,10000,1272,0.1272,40,0.018527095877721167,8,0.0037054191755442334,1.3445396679890047,1.1648141204046136,32.532639406204765,1.1414749467633223,0.2876330664543969,1.0472053166007709,1.0,4.123105625617661,219,0.10143584993052339,149,0.06901343214451135,1273,0.5896248263084761,83,0.03844372394627142,115,0.09040880503144653,83,0.06525157232704402,2159,0.15292746790715983,9.083620477763489e-13,0.19942041469907726,8.37387686867718e-21,1272,0.13227899012883093,2.202216975518907e-06,0.2013678931399894,4.1946733633989586e-13,10,64,64,0.16905974988420566,0.3103288559518296,0.66725,0.8527573407416423,1.0,41,3,24450782,saved final one-retrain latent space,Candidates up to the eval-10000 retrain are assigned using the rebuilt final-space graph state at eval 10000; later candidates use the same 250-eval rolling-buffer refresh schedule as Phase 4.
