evaluation,latent_0,latent_1,fitness,max_replay_error,respawn_timing,checkpoint_sha256
2441,4.754087448120117,-0.037516623735427856,9.754999999999962,0.0,historical_pre_audit,fc2957cc47582ae9cc9261cc4a40f23000f0383f60545fc68a6ebe9a3f50ff0c
3380,0.5311617851257324,-1.128432035446167,9.75499999999996,0.0,historical_pre_audit,fc2957cc47582ae9cc9261cc4a40f23000f0383f60545fc68a6ebe9a3f50ff0c
