cell_x,cell_y,fitness,descriptor_x,descriptor_y,steps,food_collected,wall_collisions,hazard_contacts
0,16,31.719999999999928,-34.99895477294922,7.7437310218811035,280,6,48,8
1,16,31.929999999999943,-32.25448226928711,7.7228922843933105,280,6,48,7
1,19,29.864999999999945,-34.23415756225586,14.44767951965332,280,8,16,5
2,12,21.57999999999994,-30.36269187927246,-3.373749017715454,280,5,15,3
2,13,26.95499999999991,-29.914493560791016,-0.11902031302452087,280,6,13,11
2,14,24.374999999999936,-30.021726608276367,3.49878191947937,280,5,22,6
2,15,25.884999999999955,-30.224645614624023,4.53228759765625,280,5,22,3
2,17,24.875,-31.16571807861328,9.116983413696289,280,6,30,3
2,19,32.10499999999992,-29.922313690185547,16.46550941467285,280,6,34,9
3,13,21.42499999999992,-27.313692092895508,-0.2867988049983978,280,4,20,0
3,14,22.714999999999925,-27.311397552490234,2.169725179672241,280,6,31,5
3,17,32.59999999999995,-28.45902442932129,9.563761711120605,280,6,31,11
3,18,31.25999999999994,-27.964468002319336,13.096026420593262,280,6,62,7
3,19,32.229999999999954,-28.77992820739746,14.964967727661133,280,6,45,7
4,11,19.594999999999946,-24.784374237060547,-4.778051376342773,280,5,23,4
4,12,21.16999999999992,-25.145357131958008,-3.930682420730591,280,5,11,4
4,13,26.904999999999898,-26.13184356689453,-0.47758325934410095,280,6,11,9
4,14,26.95999999999992,-26.577957153320312,1.769600510597229,280,6,12,9
4,15,26.964999999999975,-25.473247528076172,5.12574577331543,280,5,22,4
4,16,31.059999999999956,-25.599559783935547,7.508232593536377,280,6,63,8
4,17,27.759999999999923,-26.29598617553711,11.6751070022583,280,5,69,10
4,18,30.699999999999942,-27.141904830932617,13.770259857177734,280,6,66,11
4,19,29.249999999999943,-26.850671768188477,15.607540130615234,280,5,56,4
5,11,22.10999999999993,-23.411476135253906,-6.080331802368164,280,5,11,0
5,12,23.539999999999907,-23.637651443481445,-1.9563857316970825,280,5,15,9
5,13,23.6949999999999,-22.97744369506836,-0.9546595811843872,280,5,11,10
5,14,25.81999999999994,-24.532623291015625,1.8905359506607056,280,5,26,2
5,15,26.17499999999998,-22.87447166442871,5.432694911956787,280,5,25,4
5,16,23.19999999999992,-24.03223419189453,7.804858207702637,280,6,23,6
5,17,24.39499999999994,-24.196666717529297,9.118844985961914,280,6,22,6
5,18,28.69499999999994,-23.006610870361328,12.332588195800781,280,5,56,3
5,19,29.67499999999994,-24.137788772583008,16.48988914489746,280,5,40,7
5,21,23.21499999999987,-22.537790298461914,19.92308807373047,280,6,17,0
6,6,11.24299999999997,-21.29178237915039,-17.936046600341797,216,2,9,0
6,7,10.763000000000007,-20.82697105407715,-16.461816787719727,211,2,24,3
6,8,15.312999999999972,-19.89896011352539,-13.082231521606445,256,3,11,11
6,10,21.029999999999916,-20.301342010498047,-6.895084381103516,280,5,16,5
6,11,21.42499999999995,-20.74346351623535,-4.245279312133789,280,5,15,5
6,12,23.4199999999999,-20.281864166259766,-2.6396524906158447,280,5,12,12
6,13,28.92499999999988,-21.81971549987793,0.022935062646865845,280,5,15,0
6,14,28.889999999999876,-20.071453094482422,1.6154077053070068,280,5,16,3
6,15,28.324999999999967,-21.128215789794922,6.2641215324401855,280,6,27,6
6,16,24.709999999999926,-21.240890502929688,7.103541851043701,280,5,27,4
6,17,27.334999999999987,-21.92750358581543,11.247092247009277,280,5,27,8
6,18,28.754999999999956,-21.332698822021484,12.195693969726562,280,5,61,6
6,19,28.799999999999933,-21.664369583129883,16.080385208129883,280,5,59,8
7,6,9.454999999999995,-19.59593391418457,-17.581377029418945,225,2,57,0
7,7,15.67,-17.960529327392578,-15.298408508300781,265,3,24,1
7,8,17.32599999999993,-18.080787658691406,-12.14272689819336,272,4,15,8
7,9,17.24499999999991,-18.049938201904297,-9.93821907043457,280,4,18,3
7,10,20.794999999999913,-17.50741958618164,-7.10949182510376,280,5,10,9
7,11,20.649999999999928,-19.718284606933594,-5.077117443084717,280,5,7,12
7,12,22.294999999999913,-17.693069458007812,-1.958891749382019,280,5,15,19
7,13,23.194999999999922,-19.663803100585938,-0.4618018567562103,280,5,12,15
7,14,28.214999999999865,-19.489452362060547,2.2198803424835205,280,5,25,3
7,15,21.819999999999965,-19.509366989135742,4.153853893280029,280,4,64,7
7,16,26.344999999999867,-18.71805191040039,7.350444793701172,280,4,18,1
7,17,29.744999999999926,-18.449451446533203,10.258607864379883,280,5,29,4
7,18,30.10999999999994,-19.23950958251953,12.481565475463867,280,5,40,6
7,19,28.679999999999946,-19.75168228149414,14.582263946533203,280,5,53,7
7,20,29.50499999999994,-19.608707427978516,16.95189094543457,280,5,50,7
8,7,17.419999999999963,-16.88801383972168,-16.169147491455078,280,4,33,6
8,8,16.609999999999975,-15.414291381835938,-12.320318222045898,280,4,62,10
8,9,20.734999999999932,-16.62286376953125,-9.456396102905273,280,5,10,3
8,10,18.094999999999956,-17.23067283630371,-7.829239845275879,280,4,22,3
8,11,19.95999999999994,-16.89000701904297,-5.891905784606934,280,5,26,2
8,12,23.6749999999999,-17.29993438720703,-2.289207696914673,280,5,15,9
8,13,22.594999999999946,-15.395610809326172,0.3005775511264801,280,4,35,2
8,14,23.284999999999915,-16.95568084716797,1.9182345867156982,280,5,12,15
8,15,26.069999999999855,-16.05328369140625,5.879080772399902,280,4,25,2
8,16,26.97499999999997,-15.313115119934082,7.463861465454102,280,5,19,12
8,17,26.76999999999992,-16.548715591430664,9.487552642822266,280,4,36,1
8,18,26.534999999999933,-16.09891700744629,13.645626068115234,280,4,44,1
8,19,28.669999999999938,-16.223779678344727,16.244539260864258,280,5,46,11
8,20,24.074999999999914,-16.483930587768555,17.25221824645996,280,6,13,3
9,6,13.169999999999913,-13.127782821655273,-17.535564422607422,245,3,4,14
9,7,17.60399999999992,-12.809706687927246,-15.457456588745117,278,4,15,3
9,8,19.349999999999948,-14.464402198791504,-12.065542221069336,280,3,42,4
9,9,17.84699999999998,-14.11107063293457,-11.635074615478516,274,3,63,5
9,10,20.909999999999965,-14.518174171447754,-7.7881951332092285,280,5,24,10
