cell_x,cell_y,fitness,descriptor_x,descriptor_y,steps,food_collected,wall_collisions,hazard_contacts
0,0,9.534000000000013,-0.9726138254972772,-0.9296091151818886,243,2,88,0
0,1,11.005999999999963,-0.9692699179575156,-0.8771646139528869,257,3,13,0
0,2,14.05099999999994,-0.9704533652996622,-0.8319628695731196,247,3,10,0
0,3,17.309999999999942,-0.920039997965561,-0.7461950269551555,280,4,16,8
0,4,10.50899999999994,-0.932319874097867,-0.6381494626871858,268,3,13,0
0,5,18.03999999999995,-0.9535869438652047,-0.5522619283869526,280,4,13,4
0,6,17.22999999999996,-0.9227872133932514,-0.516546284527902,280,4,23,5
0,7,10.768999999999949,-0.9689948683926882,-0.39266735732345315,263,3,7,0
0,8,13.001999999999919,-0.9736296630200646,-0.28748369815849656,279,3,19,0
0,9,20.744999999999923,-0.9333952111611477,-0.22886326933197373,280,5,8,0
0,10,19.97999999999996,-0.9481202695226408,-0.1547034236249127,280,5,13,5
0,11,19.134999999999895,-0.9486348709784747,-0.1178529758023219,280,5,13,5
0,12,14.016999999999923,-0.9434529298791464,0.026666882517050093,274,3,5,0
0,13,19.029999999999934,-0.9711230127897251,0.06476880777765508,280,5,26,5
0,14,16.894999999999918,-0.9701853023380255,0.12563527138334227,280,4,13,0
0,15,15.679999999999911,-0.9548882920774626,0.2432280010205365,280,4,13,6
0,16,16.784999999999968,-0.9590736906867595,0.32997703102543197,280,4,22,0
0,17,17.479999999999933,-0.9490877734279576,0.377109256940574,280,4,11,0
0,18,21.284999999999993,-0.9544205440691177,0.44201228265917736,280,5,8,0
0,19,17.52999999999996,-0.9626747674807762,0.5841900451949443,280,4,21,8
0,20,23.624999999999904,-0.9454361662684926,0.6412568389913489,280,5,25,8
0,21,19.520000000000053,-0.9416785240675081,0.7180239729035651,280,5,94,2
0,22,13.864999999999927,-0.9746753298355881,0.7782334738734519,280,3,13,0
0,23,16.054999999999907,-0.954959417143226,0.876598738788617,280,4,10,0
0,24,21.74999999999991,-0.944227256187411,0.9509085986303029,280,4,15,6
1,0,8.608999999999984,-0.9181468716762494,-0.9474342917111567,218,2,13,0
1,1,10.27999999999996,-0.8935691476774642,-0.8698507967958037,270,3,11,0
1,2,17.95999999999993,-0.9069655932893929,-0.8380432661674265,280,4,14,4
1,3,15.717999999999957,-0.8807196123881684,-0.7285900195118967,246,4,13,20
1,4,10.970999999999952,-0.8440479950910573,-0.6097587265682622,272,3,11,0
1,5,17.96499999999995,-0.8774568660794273,-0.5932921617265569,280,4,24,0
