evaluation,filled_cells,coverage,qd_score,raw_qd_score,qd_score_fitness_floor,max_fitness,mean_fitness,occupancy_entropy,mean_pairwise_descriptor_euclidean,mean_pairwise_descriptor_knn_geodesic,pairwise_geodesic_k,pairwise_geodesic_finite_fraction,pairwise_geodesic_disconnected_pairs
1,1,0.0016,6.395000000000001,1.3950000000000011,-5.0,1.3950000000000011,1.3950000000000011,0.0,nan,nan,5,nan,-1
25,16,0.0256,102.16699999999999,22.16699999999999,-5.0,5.339999999999997,1.3854374999999994,0.43067655807339306,nan,nan,5,nan,-1
50,29,0.0464,188.95600000000002,43.956,-5.0,6.214999999999998,1.5157241379310347,0.523054633541875,nan,nan,5,nan,-1
75,40,0.064,276.77599999999995,76.77599999999997,-5.0,9.300999999999977,1.919399999999999,0.5730074185550448,nan,nan,5,nan,-1
100,54,0.0864,387.6699999999999,117.6699999999999,-5.0,10.44799999999998,2.179074074074072,0.6196237853828372,nan,nan,5,nan,-1
125,63,0.1008,456.98199999999986,141.98199999999989,-5.0,10.44799999999998,2.2536825396825377,0.6435685860235345,nan,nan,5,nan,-1
150,69,0.1104,508.5879999999999,163.5879999999999,-5.0,10.44799999999998,2.3708405797101437,0.6576995719880913,nan,nan,5,nan,-1
175,78,0.1248,566.5149999999999,176.5149999999999,-5.0,10.44799999999998,2.2630128205128193,0.6767438484316152,nan,nan,5,nan,-1
200,87,0.1392,632.8049999999997,197.8049999999999,-5.0,10.44799999999998,2.2736206896551714,0.6937061821633712,nan,nan,5,nan,-1
225,92,0.1472,664.1029999999997,204.10299999999987,-5.0,10.44799999999998,2.218510869565216,0.7023863024032915,nan,nan,5,nan,-1
250,96,0.1536,710.4059999999997,230.4059999999998,-5.0,10.44799999999998,2.400062499999998,0.7089972462132377,nan,nan,5,nan,-1
275,103,0.1648,768.0999999999997,253.09999999999982,-5.0,10.44799999999998,2.4572815533980568,0.7199297581507992,nan,nan,5,nan,-1
300,110,0.176,825.1609999999998,275.1609999999999,-5.0,10.44799999999998,2.5014636363636353,0.7301431651195929,nan,nan,5,nan,-1
