evaluation,source,fitness,final_x,final_y,latent_0,latent_1,cell_x,cell_y,inserted,replaced,latent_clipped,steps,food_collected,wall_collisions,hazard_contacts,path_length,displacement,loop_score,bbox_area,is_loop,is_near_still,assignment_geodesic_distance
1,bootstrap_random,9.619999999999969,-0.8136087818859595,-0.5358779249689319,0.5585842132568359,-3.0066285133361816,10,16,False,False,False,280,3,0,0,0.4006706476211548,0.22007043659687042,6.114873475848098,0.021192427724599838,False,False,1.0084716459374992
2,bootstrap_random,1.296000000000001,-0.72744247915656,-0.7535724781681226,-0.4530694782733917,1.6536498069763184,10,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.976441710826313
3,bootstrap_random,1.296000000000001,-0.7539810193841164,-0.7594021415792402,-0.0825875997543335,2.037627696990967,10,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.4507119133021984
4,bootstrap_random,5.291,-0.8502392056964663,-0.8986197036681898,2.7811217308044434,-5.095349311828613,10,15,False,False,False,197,1,1,0,2.5393741130828857,0.18268178403377533,5.982984647922894,0.3813013434410095,True,False,1.7461355831094383
5,bootstrap_random,1.272000000000001,-0.7595485620580443,-0.7639308329671461,0.09487274289131165,2.015807867050171,10,18,False,False,False,159,0,0,0,0.6241084337234497,0.008869422599673271,4.681935912091033,0.002569919917732477,False,False,1.3147200797697969
6,bootstrap_random,1.378000000000001,-0.904375630275948,-0.7202598298298565,0.23778599500656128,2.342778444290161,10,18,False,False,False,161,0,0,0,0.22127941250801086,0.1656666398048401,3.580107098330474,0.008480684831738472,False,False,1.0105803689145414
7,bootstrap_random,0.8980000000000008,-0.6942370627886173,-0.9743948638922362,-1.2799831628799438,2.3401310443878174,9,18,False,False,False,161,0,15,0,0.3206756114959717,0.20419526100158691,5.51637708735186,0.01261079404503107,False,False,1.4639247910748447
8,bootstrap_random,1.296000000000001,-0.7278213309392594,-0.747429654715974,-0.3344708979129791,1.5912266969680786,10,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.9211393762271085
9,bootstrap_random,1.296000000000001,-0.7480278446951835,-0.770767235428171,-0.37724825739860535,2.0573861598968506,10,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.6917644367200588
10,bootstrap_random,1.296000000000001,-0.739325084302134,-0.7570895966620473,-0.2732512652873993,1.8231922388076782,10,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.7290537304381262
11,bootstrap_random,1.296000000000001,-0.7535937289285095,-0.7477587419918894,0.1167154610157013,1.9261633157730103,10,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.3555877806628465
12,bootstrap_random,-0.12299999999999969,-0.96188181473374,-0.972978874799265,-0.45908406376838684,3.7478530406951904,10,18,False,False,False,159,0,45,0,0.49582257866859436,0.3090096116065979,6.855431120673413,0.05140985548496246,False,False,1.861409877111154
13,bootstrap_random,1.296000000000001,-0.7533311011415005,-0.7695715092663535,-0.28420743346214294,2.1116604804992676,10,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.5916054058019424
14,bootstrap_random,1.317000000000001,-0.8211655303560782,-0.742096758650179,-0.24027502536773682,2.38957142829895,10,18,False,False,False,159,0,0,0,0.6842520236968994,0.08644155412912369,7.435224933402341,0.003483072156086564,False,False,1.4426082139257586
15,bootstrap_random,1.4990000000000006,0.10917895536554041,-0.9674053067574647,-9.543048858642578,1.06511390209198,7,17,False,False,False,158,0,10,0,1.0197283029556274,0.8597386479377747,0.7393637277583968,0.25125205516815186,False,False,1.5179133585364522
16,bootstrap_random,4.954999999999999,-0.6658495063666172,-0.6545984529826363,3.293459415435791,-6.345695495605469,11,14,False,False,False,195,1,5,0,3.1121907234191895,0.12187182903289795,5.426662400821761,0.4764575660228729,True,False,1.764677792077933
17,bootstrap_random,1.598000000000001,-0.015033598399177586,-0.9423125261616265,-3.541562557220459,0.7453159093856812,9,17,False,False,False,156,0,8,0,1.4418365955352783,0.7456274628639221,2.826588790100106,0.25950491428375244,True,False,1.1227637688797714
18,bootstrap_random,1.296000000000001,-0.7350144652152596,-0.7552502520296841,-0.32997632026672363,1.7476491928100586,10,18,False,False,False,162,0,0,0,0.0,0.0,0.0,0.0,False,True,1.8170273304596771
19,bootstrap_random,-1.1470000000000005,-0.9749729519269168,-0.25488541729431424,-9.222625732421875,6.896344184875488,7,20,False,False,False,151,0,102,0,2.5946638584136963,0.5593112707138062,1.0382232842427421,0.8248463869094849,True,False,2.083381444207527
