evaluation,event,filled_cells,coverage,qd_score,raw_qd_score,qd_score_fitness_floor,max_fitness,mean_fitness,occupancy_entropy,mean_pairwise_descriptor_euclidean,mean_pairwise_descriptor_knn_geodesic,pairwise_geodesic_k,pairwise_geodesic_finite_fraction,pairwise_geodesic_disconnected_pairs,geodesic_graph_support_points,geodesic_graph_visited_points,geodesic_graph_reservoir_points,geodesic_graph_rolling_buffer_points,geodesic_graph_centroids,geodesic_graph_k,geodesic_graph_refresh_count,geodesic_graph_finite_centroid_fraction,geodesic_graph_connected_components,geodesic_graph_largest_component_fraction,geodesic_graph_penalized_centroid_distances,geodesic_graph_cumulative_penalized_centroid_distances,geodesic_graph_refreshes_with_penalty,geodesic_graph_penalty_distance,geodesic_graph_reservoir_strategy,geodesic_graph_reservoir_seed
2000,bootstrap,105,0.168,1148.5779999999986,623.5779999999985,-5.0,17.53999999999991,5.938838095238081,0.7229170374020382,19.87193113514639,19.985270290500697,20,1.0,0,1625,2000,1000,1000,625,20,2,0.33772504615384613,4,0.994,672623,672623,1,210.98386273595315,rolling_recent_buffer,1005
2100,log,105,0.168,1212.6839999999982,687.6839999999982,-5.0,18.21999999999995,6.549371428571411,0.7229170374020382,nan,nan,20,nan,-1,1625,2100,1000,1000,625,20,2,0.33772504615384613,4,0.994,672623,672623,1,210.98386273595315,rolling_recent_buffer,1005
2200,log,105,0.168,1269.657999999998,744.6579999999981,-5.0,18.21999999999995,7.0919809523809345,0.7229170374020382,nan,nan,20,nan,-1,1625,2200,1000,1000,625,20,2,0.33772504615384613,4,0.994,672623,672623,1,210.98386273595315,rolling_recent_buffer,1005
2300,log,113,0.1808,1414.0609999999979,849.0609999999976,-5.0,19.919999999999945,7.513814159292014,0.7343228002443846,nan,nan,20,nan,-1,1625,2300,1000,1000,625,20,3,0.47557415384615387,1,1.0,532620,1205243,2,210.98386273595315,rolling_recent_buffer,1005
2400,log,120,0.192,1540.0359999999976,940.0359999999976,-5.0,19.919999999999945,7.833633333333313,0.7436589671765411,nan,nan,20,nan,-1,1625,2400,1000,1000,625,20,3,0.47557415384615387,1,1.0,532620,1205243,2,210.98386273595315,rolling_recent_buffer,1005
2500,log,123,0.1968,1600.0389999999977,985.0389999999977,-5.0,21.81499999999998,8.008447154471526,0.7474945628835271,nan,nan,20,nan,-1,1625,2500,1000,1000,625,20,4,0.47894744615384616,1,1.0,529194,1734437,3,210.98386273595315,rolling_recent_buffer,1005
2600,log,127,0.2032,1691.2159999999974,1056.2159999999974,-5.0,21.81499999999998,8.316661417322814,0.7524656665898164,nan,nan,20,nan,-1,1625,2600,1000,1000,625,20,4,0.47894744615384616,1,1.0,529194,1734437,3,210.98386273595315,rolling_recent_buffer,1005
2700,log,132,0.2112,1784.692999999997,1124.692999999997,-5.0,21.81499999999998,8.520401515151493,0.7584638532594373,nan,nan,20,nan,-1,1625,2700,1000,1000,625,20,4,0.47894744615384616,1,1.0,529194,1734437,3,210.98386273595315,rolling_recent_buffer,1005
2800,log,140,0.224,1933.3789999999967,1233.3789999999967,-5.0,25.064999999999863,8.809849999999976,0.7676037678172384,nan,nan,20,nan,-1,1625,2800,1000,1000,625,20,5,0.4911576615384615,2,0.999,516793,2251230,4,210.98386273595315,rolling_recent_buffer,1005
2900,log,148,0.2368,2092.0729999999967,1352.0729999999967,-5.0,25.064999999999863,9.135628378378357,0.7762356402749289,nan,nan,20,nan,-1,1625,2900,1000,1000,625,20,5,0.4911576615384615,2,0.999,516793,2251230,4,210.98386273595315,rolling_recent_buffer,1005
