evaluation,event,filled_cells,coverage,qd_score,raw_qd_score,qd_score_fitness_floor,max_fitness,mean_fitness,occupancy_entropy,mean_pairwise_descriptor_euclidean,mean_pairwise_descriptor_knn_geodesic,pairwise_geodesic_k,pairwise_geodesic_finite_fraction,pairwise_geodesic_disconnected_pairs
2000,bootstrap,171,0.2736,1643.4379999999983,788.4379999999983,-5.0,17.80499999999991,4.610748538011686,0.7986737973517803,18.51060228690183,21.10767334642415,5,1.0,0
2100,log,177,0.2832,1771.857999999998,886.8579999999979,-5.0,17.80499999999991,5.010497175141231,0.8040306638398781,nan,nan,5,nan,-1
2200,log,187,0.2992,1917.1819999999975,982.1819999999979,-5.0,17.80499999999991,5.252310160427796,0.8125676325318916,nan,nan,5,nan,-1
2300,log,195,0.312,2042.2759999999976,1067.2759999999976,-5.0,17.80499999999991,5.473210256410244,0.819074708913267,nan,nan,5,nan,-1
2400,log,200,0.32,2148.2149999999974,1148.2149999999974,-5.0,17.80499999999991,5.741074999999987,0.8230074185550448,nan,nan,5,nan,-1
2500,log,207,0.3312,2297.5889999999968,1262.5889999999972,-5.0,17.80499999999991,6.099463768115928,0.8283511206095876,nan,nan,5,nan,-1
2600,log,211,0.3376,2376.5449999999973,1321.544999999997,-5.0,17.80499999999991,6.263246445497615,0.8313241057839196,nan,nan,5,nan,-1
2700,log,217,0.3472,2495.033999999997,1410.033999999997,-5.0,17.80499999999991,6.497852534562198,0.8356795425248726,nan,nan,5,nan,-1
2800,log,222,0.3552,2584.172999999997,1474.1729999999966,-5.0,17.80499999999991,6.640418918918903,0.839218049378077,nan,nan,5,nan,-1
2900,log,224,0.3584,2617.990999999997,1497.9909999999966,-5.0,17.80499999999991,6.687459821428556,0.8406111863722832,nan,nan,5,nan,-1
3000,log,230,0.368,2751.2429999999968,1601.242999999996,-5.0,17.80499999999991,6.961926086956504,0.8447171628849433,20.771457049403846,23.254368760022917,5,1.0,0
3100,log,234,0.3744,2810.140999999996,1640.140999999996,-5.0,17.80499999999991,7.009149572649555,0.8473953970531116,nan,nan,5,nan,-1
3200,log,236,0.3776,2853.2899999999963,1673.2899999999954,-5.0,17.80499999999991,7.09021186440676,0.8487173942550784,nan,nan,5,nan,-1
