seed,evaluation,fitness,source,blowup_ratio,geodesic_cell_x,geodesic_cell_y,geodesic_cell_arrival_rank,geodesic_cell_first_evaluation,evaluations_since_first_geodesic_cell_arrival,actual_run_inserted,actual_run_replaced
1002,14204,8.825000000000003,mutated_elite,1.2672961882761817,15,10,105,10012,4192,False,False
1002,14214,9.213999999999972,mutated_elite,1.4502318624082848,10,11,20,10109,4105,False,False
1002,14228,24.954999999999906,mutated_elite,1.37937352142636,5,16,2,13849,379,False,False
1002,14230,7.9479999999999995,mutated_elite,1.0972233584975406,14,8,31,10069,4161,False,False
1002,14231,13.211999999999957,mutated_elite,1.5215268549385412,9,11,8,10614,3617,False,False
1002,14237,5.695999999999992,mutated_elite,1.0354049957511156,17,15,25,10021,4216,False,False
1002,14240,10.136999999999981,mutated_elite,1.2953409493327481,14,18,27,10411,3829,False,False
1002,14245,21.569999999999926,mutated_elite,1.602467432807826,10,14,7,10047,4198,False,False
1002,14252,22.529999999999948,mutated_elite,1.1319052349345566,9,15,1,14252,0,False,False
1002,14258,9.512999999999964,mutated_elite,1.1369368031389941,11,11,54,10007,4251,False,False
1002,14268,13.62899999999996,mutated_elite,1.029240552653172,8,11,8,10519,3749,False,False
1002,14273,18.769999999999936,mutated_elite,1.5663000958354596,3,8,8,12511,1762,False,False
1002,14276,23.61999999999995,mutated_elite,1.3682165656213026,7,15,7,10755,3521,False,False
1002,14279,16.424999999999876,mutated_elite,1.1410119696309902,11,14,11,10235,4044,False,False
1002,14287,5.016999999999997,mutated_elite,1.3435087648061563,17,11,31,10221,4066,False,False
1002,14290,-0.918000000000001,mutated_elite,1.0611079091384976,14,12,57,10077,4213,False,False
1002,14305,14.059999999999965,mutated_elite,1.2832476045292742,10,12,7,10250,4055,False,False
1002,14320,22.844999999999906,mutated_elite,1.6764846017139783,9,18,4,11627,2693,False,False
1002,14323,6.040999999999998,mutated_elite,1.1076321189388973,19,10,12,10020,4303,False,False
1002,14336,7.520999999999998,mutated_elite,1.125860998883409,13,7,19,10509,3827,False,False
1002,14339,17.114999999999956,mutated_elite,1.2823600285106422,7,10,5,11051,3288,False,False
1002,14344,9.442999999999994,mutated_elite,1.2511570745277896,14,12,58,10077,4267,False,False
1002,14348,4.138000000000001,mutated_elite,1.0828918903874076,16,9,30,10055,4293,False,False
1002,14349,13.665999999999974,mutated_elite,1.158493710446668,8,9,18,10179,4170,False,False
1002,14361,24.78999999999992,mutated_elite,1.0926411882333296,8,14,11,10019,4342,False,False
1002,14370,11.296000000000028,mutated_elite,1.029896370946695,12,12,19,10303,4067,False,False
1002,14387,7.2709999999999955,mutated_elite,1.0446186324624611,13,16,26,10025,4362,False,False
1002,14393,13.275999999999925,mutated_elite,1.0486624522417982,6,9,6,10191,4202,False,False
1002,14398,24.279999999999905,mutated_elite,1.1742250754184462,6,14,1,14398,0,True,False
1002,14416,-0.48700000000000354,mutated_elite,1.1342797103568325,17,11,32,10221,4195,False,False
1002,14420,5.665999999999999,mutated_elite,1.2237159904515733,14,7,37,10248,4172,False,False
1002,14432,3.2029999999999967,mutated_elite,1.608068809148188,15,19,23,11209,3223,False,False
1002,14443,2.7309999999999985,mutated_elite,1.0431461950671652,16,13,132,10036,4407,False,False
1002,14454,5.855999999999991,mutated_elite,1.4123378021740023,16,20,21,10251,4203,False,False
1002,14455,24.354999999999915,mutated_elite,1.48894179610781,5,15,1,14455,0,True,False
1002,14465,21.789999999999935,mutated_elite,1.0613101008773658,8,15,4,13777,688,False,False
1002,14472,19.709999999999944,mutated_elite,1.132246287346702,8,11,9,10519,3953,False,False
1002,14476,4.9279999999999955,mutated_elite,1.134123744361354,18,15,10,12299,2177,False,False
1002,14485,17.869999999999997,mutated_elite,1.1817593997076268,11,18,10,10207,4278,False,False
1002,14486,22.349999999999895,mutated_elite,1.0516681755713133,11,14,13,10235,4251,False,False
1002,14517,5.621999999999999,mutated_elite,1.40692235954038,19,10,13,10020,4497,False,False
1002,14521,16.689999999999934,mutated_elite,1.9371943715572904,3,8,9,12511,2010,False,False
1002,14526,5.324999999999996,mutated_elite,1.597789294822272,10,9,45,10004,4522,False,False
1002,14538,4.495999999999998,mutated_elite,1.3686886867211467,11,7,29,10091,4447,False,False
1002,14540,4.648999999999999,mutated_elite,1.3711551069354917,11,6,20,10325,4215,False,False
1002,14544,5.6029999999999935,mutated_elite,1.0052060702718215,11,9,85,10008,4536,False,False
1002,14550,2.0540000000000007,mutated_elite,1.0133546794699435,16,10,49,10051,4499,False,False
1002,14553,3.4929999999999977,mutated_elite,1.1960177232262377,18,18,17,10267,4286,False,False
1002,14558,5.909999999999996,mutated_elite,1.1145353581802622,13,11,50,10013,4545,False,False
1002,14562,2.681999999999999,mutated_elite,1.3026260849974525,18,17,21,10060,4502,False,False
1002,14570,10.442999999999998,mutated_elite,1.7350350769261702,14,20,3,10661,3909,False,False
1002,14578,4.638999999999995,mutated_elite,1.0199155577627832,13,13,54,10429,4149,False,False
1002,14582,2.143,mutated_elite,1.7514175456288874,17,16,19,10612,3970,False,False
1002,14583,9.703999999999938,mutated_elite,1.0951672173069535,9,10,9,10253,4330,False,False
1002,14586,21.034999999999943,mutated_elite,1.29085266293215,9,18,5,11627,2959,False,False
1002,14591,10.106999999999962,mutated_elite,1.0040109144949387,14,11,38,10102,4489,False,False
1002,14593,10.654000000000003,mutated_elite,1.15748253434078,15,16,47,10081,4512,False,False
1002,14595,-2.4630000000000023,mutated_elite,1.0173000883902346,15,13,180,10002,4593,False,False
1002,14597,9.80599999999997,mutated_elite,1.005104197883867,13,11,52,10013,4584,False,False
1002,14607,3.838999999999998,mutated_elite,1.5624669979655263,12,5,10,10177,4430,False,False
1002,14609,17.739999999999878,mutated_elite,1.2187808364273487,10,14,10,10047,4562,False,False
1002,14617,14.162999999999975,mutated_elite,1.112212747766787,15,14,158,10039,4578,False,False
1002,14621,24.254999999999963,mutated_elite,1.3268582414584347,9,18,6,11627,2994,False,False
1002,14625,20.714999999999932,mutated_elite,1.1448806640071945,11,13,16,10334,4291,True,True
1002,14629,10.836999999999966,mutated_elite,1.0542307744916914,12,7,27,10164,4465,True,True
1002,14630,4.637999999999999,mutated_elite,1.0207998396640947,12,8,71,10084,4546,False,False
1002,14635,-2.021999999999997,mutated_elite,1.0139364990373294,15,13,182,10002,4633,False,False
1002,14638,17.889999999999866,mutated_elite,1.1215337795467752,10,14,11,10047,4591,False,False
1002,14653,19.364999999999927,mutated_elite,1.3381484536258716,13,15,24,10455,4198,True,True
1002,14661,3.6529999999999965,mutated_elite,1.0048407179213363,18,18,19,10267,4394,False,False
1002,14663,6.703999999999992,mutated_elite,1.1108944710672495,15,19,25,11209,3454,False,False
1002,14670,15.954999999999904,mutated_elite,1.1722972541353416,8,10,8,10851,3819,False,False
1002,14688,9.293999999999963,mutated_elite,1.056268143038749,14,12,62,10077,4611,False,False
1002,14697,9.707999999999965,mutated_elite,1.130500511250423,10,11,22,10109,4588,False,False
1002,14705,5.588999999999997,mutated_elite,1.443470204702214,12,7,28,10164,4541,False,False
1002,14706,21.31499999999988,mutated_elite,1.8200576613702122,10,13,7,13406,1300,False,False
1002,14722,17.971999999999895,mutated_elite,1.0820624157533654,10,13,8,13406,1316,False,False
1002,14723,2.1370000000000005,mutated_elite,1.0194363382788878,17,10,30,10277,4446,False,False
1002,14733,2.282999999999999,mutated_elite,1.1386110118165187,18,16,15,12022,2711,False,False
1002,14742,18.039999999999967,mutated_elite,1.0837255277321607,11,13,17,10334,4408,False,False
1002,14749,26.149999999999924,mutated_elite,1.8392165569906298,7,11,3,12150,2599,True,True
1002,14757,19.48999999999997,mutated_elite,1.0158476668043919,13,15,25,10455,4302,True,True
1002,14767,7.429999999999997,mutated_elite,1.0949731718523625,13,12,47,10098,4669,False,False
1002,14772,1.9120000000000008,mutated_elite,1.0499001748327208,16,9,36,10055,4717,False,False
1002,14784,13.931999999999935,mutated_elite,1.3689911064743507,10,13,9,13406,1378,False,False
1002,14787,10.373999999999969,mutated_elite,1.0673031335142373,14,12,63,10077,4710,False,False
1002,14788,-1.1690000000000005,mutated_elite,1.0732448873592766,16,13,137,10036,4752,False,False
1002,14790,6.986999999999995,mutated_elite,1.0333542315662756,11,6,22,10325,4465,False,False
1002,14808,3.317999999999996,mutated_elite,1.054467350603351,17,18,22,10095,4713,False,False
1002,14813,12.432999999999971,mutated_elite,1.0469284138264792,13,11,54,10013,4800,False,False
1002,14817,6.176999999999995,mutated_elite,1.341673904505669,11,9,86,10008,4809,False,False
1002,14827,4.490999999999996,mutated_elite,1.0474356348579843,13,11,55,10013,4814,False,False
1002,14833,5.313999999999998,mutated_elite,1.0124003087874744,19,9,11,10185,4648,False,False
1002,14839,9.569999999999942,mutated_elite,1.7492558248756476,9,9,22,10099,4740,False,False
1002,14846,14.733999999999982,mutated_elite,1.3671120793587734,12,14,14,10520,4326,False,False
1002,14849,25.22999999999985,mutated_elite,1.341930712415886,8,14,12,10019,4830,False,False
1002,14851,28.21499999999986,mutated_elite,1.6188371310660155,6,12,2,11988,2863,True,True
1002,14852,4.907,mutated_elite,1.109618496666021,14,12,64,10077,4775,False,False
1002,14867,18.779999999999966,mutated_elite,1.2762910659822346,12,17,23,10052,4815,False,False
1002,14878,13.959999999999964,mutated_elite,1.1665951424986523,6,10,3,12982,1896,False,False
1002,14882,1.9579999999999995,mutated_elite,1.0110636984036614,17,16,23,10612,4270,False,False
1002,14892,13.023999999999967,mutated_elite,1.0940725821106572,10,12,10,10250,4642,False,False
1002,14903,2.2009999999999854,mutated_elite,1.243296956162857,11,9,89,10008,4895,False,False
1002,14905,25.91499999999993,mutated_elite,1.813156069839978,5,15,3,14455,450,False,False
1002,14908,16.534999999999922,mutated_elite,1.6722568525970594,3,7,1,14908,0,True,False
1002,14915,-0.8110000000000046,mutated_elite,1.0013769058509154,10,8,16,10427,4488,False,False
1002,14922,11.228000000000002,mutated_elite,1.2653545023024242,14,15,53,10014,4908,False,False
1002,14932,6.158999999999995,mutated_elite,1.0452846640444546,11,9,91,10008,4924,False,False
1002,14938,14.47399999999995,mutated_elite,1.511489603643562,5,10,1,14938,0,True,False
1002,14941,2.606999999999999,mutated_elite,1.4224230709783094,18,16,16,12022,2919,False,False
1002,14946,13.459999999999967,mutated_elite,1.175259310998926,12,17,25,10052,4894,False,False
1002,14947,12.773999999999923,mutated_elite,1.9900905489392806,6,8,12,10528,4419,False,False
1002,14950,27.869999999999912,mutated_elite,1.5003571703473166,6,15,4,11790,3160,True,True
1002,14955,8.008999999999997,mutated_elite,1.3014661423005165,14,7,42,10248,4707,False,False
1002,14956,11.99999999999996,mutated_elite,1.13827810683777,11,8,98,10016,4940,True,True
1002,14960,5.181999999999999,mutated_elite,1.380204136065706,11,9,92,10008,4952,False,False
1002,14985,9.526999999999932,mutated_elite,1.2930369530013166,9,9,23,10099,4886,False,False
1002,15008,1.166000000000001,mutated_elite,1.5044953696644052,17,8,43,10006,5002,False,False
1002,15022,15.031999999999934,mutated_elite,1.2198539863314783,13,14,56,10011,5011,False,False
1002,15043,16.69999999999992,mutated_elite,1.294661008921486,5,7,2,10354,4689,True,True
1002,15060,5.296999999999998,mutated_elite,1.0317314884238953,14,11,40,10102,4958,False,False
1002,15061,23.444999999999915,mutated_elite,1.7017490668057362,5,18,1,15061,0,False,False
1002,15080,1.2180000000000004,mutated_elite,1.2420297190390062,17,13,68,10093,4987,False,False
1002,15092,10.846999999999968,mutated_elite,1.1908734133265335,11,10,84,10027,5065,False,False
1002,15097,3.631999999999998,mutated_elite,1.2993313160188225,17,13,69,10093,5004,False,False
1002,15101,20.34999999999991,mutated_elite,1.865647465352809,5,10,2,14938,163,True,True
1002,15125,11.295999999999932,mutated_elite,1.2926982126603501,12,16,11,10282,4843,False,False
1002,15138,2.3760000000000003,mutated_elite,1.1608464439866126,16,9,40,10055,5083,False,False
1002,15143,-1.6699999999999982,mutated_elite,1.0943277252814776,14,13,118,10003,5140,False,False
1002,15155,13.099999999999989,mutated_elite,1.3726601173517714,8,8,1,15155,0,False,False
1002,15173,12.855999999999918,mutated_elite,2.090051812001872,6,8,13,10528,4645,False,False
1002,15194,31.094999999999935,mutated_elite,1.0258412594967907,7,14,7,10260,4934,True,True
1002,15212,3.3029999999999937,mutated_elite,1.192675404185644,15,11,188,10005,5207,False,False
1002,15216,4.952999999999997,mutated_elite,1.2565477232271474,18,12,13,10566,4650,False,False
1002,15217,22.92499999999995,mutated_elite,1.4352551827429452,11,17,14,10079,5138,True,True
1002,15221,8.363999999999987,mutated_elite,1.251144231972825,11,8,104,10016,5205,False,False
1002,15231,3.137999999999995,mutated_elite,1.317956955015745,12,3,1,15231,0,True,False
1002,15232,15.819999999999913,mutated_elite,1.6264807557174796,13,18,14,10486,4746,True,True
1002,15244,1.0460000000000018,mutated_elite,1.1092324356475325,17,13,74,10093,5151,False,False
1002,15253,17.41499999999999,mutated_elite,1.0074768132775629,12,11,38,10096,5157,True,True
1002,15270,3.9269999999999947,mutated_elite,1.233826019608904,17,12,60,10043,5227,False,False
1002,15271,18.02499999999996,mutated_elite,1.619161199050831,5,9,7,10502,4769,False,False
1002,15276,17.58499999999995,mutated_elite,1.4503063940916125,5,9,8,10502,4774,False,False
1002,15286,2.447999999999994,mutated_elite,1.2201916263871795,17,17,24,10031,5255,False,False
1002,15291,5.548999999999998,mutated_elite,1.7851810182941272,14,5,8,12123,3168,False,False
1002,15299,9.5,mutated_elite,1.3776673750966353,14,18,33,10411,4888,False,False
1002,15301,8.140999999999993,mutated_elite,1.6447042561176872,12,6,14,10094,5207,False,False
1002,15328,1.0709999999999968,mutated_elite,1.2799762012064029,17,12,61,10043,5285,False,False
1002,15342,5.418999999999998,mutated_elite,1.3458434194108577,14,6,25,11272,4070,False,False
1002,15343,2.2520000000000007,mutated_elite,1.1066994471426908,16,10,59,10051,5292,False,False
1002,15345,5.0639999999999965,mutated_elite,1.0553010966498204,11,8,106,10016,5329,False,False
1002,15367,5.0779999999999985,mutated_elite,1.0785968849670995,18,10,15,12313,3054,False,False
1002,15372,5.334999999999995,mutated_elite,1.0220418318655637,12,7,32,10164,5208,False,False
1002,15374,9.441999999999954,mutated_elite,1.690855026811716,9,9,26,10099,5275,False,False
1002,15379,2.716999999999998,mutated_elite,1.1854993919746437,17,17,25,10031,5348,False,False
1002,15381,0.5150000000000002,mutated_elite,1.077333347850225,16,9,42,10055,5326,False,False
1002,15386,14.10399999999993,mutated_elite,1.3488921263124667,6,9,9,10191,5195,False,False
1002,15388,5.376999999999997,mutated_elite,1.3192124685262612,19,17,13,10087,5301,False,False
1002,15391,7.501999999999997,mutated_elite,1.011984501940733,14,12,71,10077,5314,False,False
1002,15393,9.844999999999951,mutated_elite,1.731256494109085,11,5,27,10497,4896,False,False
1002,15403,6.447999999999993,mutated_elite,1.3089161632541741,14,17,49,10352,5051,False,False
1002,15414,4.051999999999998,mutated_elite,1.2222160408167726,16,15,51,10142,5272,False,False
1002,15428,9.962999999999994,mutated_elite,1.1618833323711477,12,11,41,10096,5332,False,False
1002,15433,10.218999999999996,mutated_elite,1.0380893660970176,15,14,187,10039,5394,False,False
1002,15440,5.523999999999996,mutated_elite,1.2255389965512375,18,18,25,10267,5173,False,False
1002,15444,13.567999999999953,mutated_elite,1.6141458812304725,12,12,21,10303,5141,False,False
1002,15449,2.2520000000000007,mutated_elite,1.3486936687851612,18,15,16,12299,3150,False,False
1002,15457,0.7429999999999986,mutated_elite,1.0287146913038623,15,14,190,10039,5418,False,False
1002,15459,4.722999999999998,mutated_elite,1.8411702281485005,11,5,28,10497,4962,False,False
1002,15467,16.689999999999934,mutated_elite,1.3322958453725982,5,9,10,10502,4965,False,False
1002,15472,15.659999999999911,mutated_elite,1.232705788518026,9,13,5,10952,4520,False,False
1002,15479,10.497999999999982,mutated_elite,1.9991822492019107,16,20,27,10251,5228,True,True
1002,15489,13.50999999999995,mutated_elite,1.4285021648871956,6,9,10,10191,5298,False,False
1002,15490,2.2520000000000002,mutated_elite,1.4923125785071012,18,15,17,12299,3191,False,False
1002,15494,5.824999999999994,mutated_elite,1.3097964254074168,13,9,49,10010,5484,False,False
1002,15501,7.8149999999999995,mutated_elite,1.0816193179611764,13,8,11,10049,5452,False,False
1002,15504,9.874999999999948,mutated_elite,1.0831375865096717,13,12,51,10098,5406,False,False
1002,15509,4.390999999999999,mutated_elite,1.1234580688123337,11,5,30,10497,5012,False,False
1002,15516,11.584999999999992,mutated_elite,1.422946038565874,14,16,70,10028,5488,False,False
1002,15525,12.284999999999956,mutated_elite,1.1139012748498487,9,9,27,10099,5426,False,False
1002,15526,14.647999999999952,mutated_elite,1.136064033079307,9,10,13,10253,5273,False,False
1002,15529,2.449999999999999,mutated_elite,1.123050828264446,17,13,79,10093,5436,False,False
1002,15536,14.746999999999947,mutated_elite,1.138401186057525,13,14,62,10011,5525,False,False
1002,15556,10.23099999999997,mutated_elite,1.0540704087765769,15,11,204,10005,5551,False,False
1002,15559,11.491999999999969,mutated_elite,1.0742228503207523,12,12,23,10303,5256,False,False
1002,15562,5.569999999999998,mutated_elite,1.3652435545235295,18,10,16,12313,3249,False,False
1002,15572,5.843999999999991,mutated_elite,1.1127905453246034,16,17,22,10371,5201,False,False
1002,15594,7.90700000000002,mutated_elite,1.1347110606544584,16,19,19,10278,5316,False,False
1002,15602,0.08700000000000024,mutated_elite,1.0360096182995415,17,8,47,10006,5596,False,False
1002,15607,2.64,mutated_elite,1.0477267131939794,17,11,36,10221,5386,False,False
1002,15613,25.274999999999928,mutated_elite,1.561935394330657,6,14,2,14398,1215,True,True
1002,15622,12.02299999999996,mutated_elite,1.179351074609091,12,14,18,10520,5102,False,False
1002,15635,4.802999999999994,mutated_elite,1.4892244381508042,13,7,27,10509,5126,False,False
1002,15637,2.0899999999999976,mutated_elite,1.8516806731973796,15,16,58,10081,5556,False,False
1002,15644,4.985999999999995,mutated_elite,1.5831777467485857,20,10,9,10760,4884,False,False
1002,15652,3.1679999999999984,mutated_elite,1.0207648421962956,14,13,131,10003,5649,False,False
1002,15661,5.556999999999996,mutated_elite,1.6114616740582208,20,10,10,10760,4901,False,False
1002,15665,17.604999999999944,mutated_elite,1.3378104138097806,8,12,3,14445,1220,False,False
1002,15674,10.585000000000004,mutated_elite,1.081865488556044,15,15,181,10038,5636,False,False
1002,15675,1.8509999999999993,mutated_elite,1.5267675012452582,18,15,19,12299,3376,False,False
1002,15676,11.586999999999966,mutated_elite,1.339510881748291,9,9,30,10099,5577,False,False
1002,15681,10.77999999999996,mutated_elite,1.651431902192656,13,7,28,10509,5172,False,False
1002,15697,15.932999999999968,mutated_elite,1.1643248433046942,11,17,16,10079,5618,False,False
1002,15700,13.616999999999935,mutated_elite,1.0002545447178264,12,11,45,10096,5604,False,False
1002,15702,9.509999999999945,mutated_elite,1.1858945434986445,10,10,64,10133,5569,False,False
1002,15704,8.763000000000002,mutated_elite,1.316276984233023,12,11,46,10096,5608,False,False
1002,15707,15.90799999999996,mutated_elite,1.0723921301427355,13,15,29,10455,5252,False,False
1002,15708,13.898999999999976,mutated_elite,1.0428124118598308,14,18,37,10411,5297,False,False
1002,15709,6.313999999999996,mutated_elite,1.004746836738788,16,12,127,10089,5620,False,False
1002,15711,5.346999999999998,mutated_elite,1.2670368130310006,13,7,29,10509,5202,False,False
1002,15719,13.133999999999952,mutated_elite,1.3092312192716915,10,10,65,10133,5586,False,False
1002,15727,5.99099999999999,mutated_elite,1.6226483360555282,14,18,38,10411,5316,False,False
1002,15730,2.8399999999999994,mutated_elite,1.0429921090247303,14,13,132,10003,5727,False,False
1002,15736,7.2629999999999955,mutated_elite,1.7800492139211,16,20,29,10251,5485,False,False
1002,15752,10.433999999999962,mutated_elite,1.1896955199093924,12,11,47,10096,5656,False,False
1002,15755,21.67499999999995,mutated_elite,1.092648972403935,9,12,8,13111,2644,True,True
1002,15769,6.922999999999983,mutated_elite,1.386690991577495,11,10,95,10027,5742,False,False
1002,15775,24.594999999999953,mutated_elite,1.183150908883887,8,14,17,10019,5756,False,False
1002,15790,6.534999999999993,mutated_elite,1.0297061762899093,16,20,30,10251,5539,False,False
1002,15803,23.909999999999922,mutated_elite,1.5376377946572934,8,12,4,14445,1358,True,True
1002,15807,3.3269999999999964,mutated_elite,1.1354253334626423,16,17,24,10371,5436,False,False
1002,15818,21.16499999999992,mutated_elite,1.749134649519833,8,12,5,14445,1373,False,False
1002,15833,8.277,mutated_elite,1.2553319427092,15,8,33,10246,5587,False,False
1002,15834,6.255999999999994,mutated_elite,1.6559867838047764,16,19,20,10278,5556,False,False
1002,15837,2.498999999999999,mutated_elite,1.0353252720397357,18,15,23,12299,3538,False,False
1002,15839,19.18499999999995,mutated_elite,1.047921236526257,12,14,20,10520,5319,False,False
1002,15854,13.467999999999964,mutated_elite,1.3547680128916122,11,12,23,10001,5853,False,False
1002,15855,3.7459999999999845,mutated_elite,1.0391637357133037,13,12,55,10098,5757,False,False
1002,15862,7.0349999999999975,mutated_elite,1.0892849201145065,14,13,135,10003,5859,False,False
1002,15879,8.13799999999999,mutated_elite,1.1805631320601566,11,8,113,10016,5863,False,False
1002,15886,5.862999999999996,mutated_elite,1.0341015651783667,11,10,99,10027,5859,False,False
1002,15916,1.6040000000000008,mutated_elite,1.0684151653908778,16,14,73,10110,5806,False,False
1002,15926,5.603999999999999,mutated_elite,1.2171035718392729,18,11,19,10440,5486,False,False
1002,15961,6.0139999999999905,mutated_elite,1.0150057938006332,14,19,39,10022,5939,False,False
1002,15966,4.675999999999998,mutated_elite,1.5545148107451303,14,8,41,10069,5897,False,False
1002,15971,9.463999999999954,mutated_elite,1.0140073773339993,10,12,16,10250,5721,False,False
1002,15976,4.144999999999993,mutated_elite,1.2117460723556375,17,10,32,10277,5699,False,False
1002,15987,1.6080000000000017,mutated_elite,1.0882047422753234,17,16,26,10612,5375,False,False
1002,15995,5.015999999999997,mutated_elite,1.421139388557224,12,8,87,10084,5911,False,False
1002,15998,4.800999999999993,mutated_elite,1.014045958609673,12,8,88,10084,5914,False,False
1002,16006,1.8449999999999993,mutated_elite,1.1334610682839805,18,15,24,12299,3707,False,False
1002,16025,6.052999999999998,mutated_elite,1.0253208819901904,15,14,210,10039,5986,False,False
1002,16036,4.925999999999997,mutated_elite,1.244947435216942,17,17,28,10031,6005,False,False
1002,16044,15.619999999999983,mutated_elite,1.351444477931568,12,16,15,10282,5762,False,False
1002,16048,28.159999999999876,mutated_elite,1.9278866569022333,7,12,2,12552,3496,True,True
1002,16052,5.753999999999997,mutated_elite,1.0650017532531306,20,10,12,10760,5292,False,False
1002,16055,5.036999999999998,mutated_elite,1.569329344869133,15,7,17,11082,4973,False,False
1002,16061,19.144999999999982,mutated_elite,1.2290557977599306,12,17,29,10052,6009,False,False
1002,16085,8.538999999999987,mutated_elite,2.2857513485470045,13,7,34,10509,5576,False,False
1002,16094,6.483999999999995,mutated_elite,1.0172921533745756,12,9,82,10009,6085,False,False
1002,16099,7.506999999999995,mutated_elite,1.0632375260924518,16,20,32,10251,5848,False,False
1002,16102,10.667999999999969,mutated_elite,1.0197375128652637,13,14,72,10011,6091,False,False
1002,16105,9.56899999999995,mutated_elite,1.0235307866238588,8,9,19,10179,5926,False,False
1002,16111,5.772999999999995,mutated_elite,1.5345549345430072,15,7,19,11082,5029,False,False
1002,16112,5.760999999999994,mutated_elite,1.3473114920601077,15,17,39,10024,6088,False,False
1002,16117,10.840000000000025,mutated_elite,1.1903424369557674,13,17,27,10111,6006,False,False
1002,16127,12.281999999999945,mutated_elite,1.1295665870835376,9,9,36,10099,6028,False,False
1002,16130,24.414999999999942,mutated_elite,1.7780371470832592,5,15,4,14455,1675,False,False
1002,16133,4.958999999999999,mutated_elite,1.4218677300397167,14,10,51,10135,5998,False,False
1002,16137,21.854999999999958,mutated_elite,2.1796235186551547,10,18,11,10030,6107,False,False
1002,16144,13.729999999999945,mutated_elite,1.1671252282778457,12,11,53,10096,6048,False,False
1002,16145,1.2750000000000015,mutated_elite,1.0027773412376826,16,9,48,10055,6090,False,False
1002,16146,12.97199999999994,mutated_elite,1.1444487521942786,9,10,14,10253,5893,False,False
1002,16147,5.360999999999997,mutated_elite,1.2657571292777212,21,10,1,16147,0,True,False
1002,16158,5.244999999999998,mutated_elite,1.00043373047911,11,8,117,10016,6142,False,False
1002,16167,2.551999999999999,mutated_elite,1.0670675526038664,18,15,26,12299,3868,False,False
1002,16168,16.059999999999906,mutated_elite,1.7117469846588187,3,7,3,14908,1260,False,False
1002,16170,28.689999999999927,mutated_elite,1.6038284271960221,5,18,3,15061,1109,True,True
1002,16172,19.999999999999922,mutated_elite,1.7545230414709283,3,8,13,12511,3661,True,True
1002,16176,4.999999999999997,mutated_elite,1.0012009593178586,17,15,38,10021,6155,False,False
1002,16177,13.06599999999993,mutated_elite,1.2212361740411093,6,8,21,10528,5649,False,False
1002,16179,10.67299999999998,mutated_elite,1.0353931364466589,15,15,193,10038,6141,False,False
1002,16181,6.299999999999996,mutated_elite,1.0219827323755895,18,11,21,10440,5741,False,False
1002,16183,0.4129999999999996,mutated_elite,1.079223781250982,16,13,174,10036,6147,False,False
1002,16195,6.736999999999997,mutated_elite,1.008523577807775,14,14,161,10041,6154,False,False
1002,16196,14.22999999999997,mutated_elite,1.0025762396896611,10,11,31,10109,6087,False,False
1002,16203,7.237999999999998,mutated_elite,1.01175083133856,14,15,68,10014,6189,False,False
1002,16204,4.771999999999999,mutated_elite,1.079463127067684,15,10,165,10012,6192,False,False
1002,16216,4.9609999999999985,mutated_elite,1.0345724195062593,15,7,20,11082,5134,False,False
1002,16217,5.637999999999992,mutated_elite,1.0112557312290218,14,17,55,10352,5865,False,False
1002,16218,3.5419999999999865,mutated_elite,1.7588097120853423,14,17,56,10352,5866,False,False
1002,16220,3.205999999999998,mutated_elite,1.0345461843307024,17,18,26,10095,6125,False,False
1002,16223,4.475999999999993,mutated_elite,1.502457693676426,18,17,28,10060,6163,False,False
1002,16232,7.736000000000001,mutated_elite,1.035175041703644,15,8,35,10246,5986,False,False
1002,16243,21.939999999999927,mutated_elite,1.340523961489916,7,15,10,10755,5488,False,False
1002,16256,5.92699999999999,mutated_elite,1.1665141020876395,14,18,39,10411,5845,False,False
1002,16259,19.059999999999928,mutated_elite,1.1533755656568518,3,8,14,12511,3748,False,False
1002,16261,19.874999999999954,mutated_elite,1.0762129297412846,8,13,1,16261,0,False,False
1002,16271,5.815999999999996,mutated_elite,1.028143430560624,21,9,3,11331,4940,True,True
1002,16282,15.548999999999978,mutated_elite,1.9123508219602514,11,18,11,10207,6075,False,False
1002,16291,3.592999999999997,mutated_elite,1.4988533483572906,13,4,2,15318,973,True,True
1002,16294,7.752,mutated_elite,1.5947272147049336,13,7,37,10509,5785,False,False
1002,16297,1.1959999999999997,mutated_elite,1.6494065464112093,17,14,36,10071,6226,False,False
1002,16299,2.2150000000000007,mutated_elite,1.222685621589158,17,16,28,10612,5687,False,False
1002,16302,7.810999999999996,mutated_elite,1.3213535758416521,16,11,119,10018,6284,False,False
1002,16308,5.367999999999998,mutated_elite,1.3793149774965632,15,7,21,11082,5226,False,False
1002,16313,5.457999999999998,mutated_elite,1.3739828625251151,14,8,43,10069,6244,False,False
1002,16320,7.872999999999998,mutated_elite,1.0559567831518224,15,10,166,10012,6308,False,False
1002,16321,22.749999999999925,mutated_elite,1.6419626744689162,5,18,5,15061,1260,False,False
1002,16338,18.820000000000014,mutated_elite,1.2003417603550945,11,16,11,10240,6098,False,False
1002,16348,21.624999999999957,mutated_elite,1.6979900852001468,11,15,20,11475,4873,False,False
1002,16362,10.490999999999959,mutated_elite,1.0130664342304325,13,13,78,10429,5933,False,False
1002,16379,23.34999999999993,mutated_elite,1.675884499621896,10,18,12,10030,6349,False,False
