group,count,mean_evaluation,median_evaluation,fraction_eval_le_2000,fraction_eval_le_5000,fraction_eval_le_10000,fraction_post_retrain,mean_geodesic_cell_arrival_rank,median_geodesic_cell_arrival_rank,fraction_first_assignment_to_geodesic_cell,fraction_first_few_to_geodesic_cell,mean_evaluations_since_first_geodesic_cell_arrival,median_evaluations_since_first_geodesic_cell_arrival,mean_fitness,median_fitness,inserted_rate,replaced_rate,mutated_elite_fraction,bootstrap_random_fraction,mutation_distance_available
high_blowup_ge_2,137,15679.547445255474,16085.0,0.0,0.0,0.0,1.0,13.496350364963504,7.0,0.13138686131386862,0.41605839416058393,3994.2335766423357,3744.0,15.417547445255433,16.82999999999991,0.24817518248175183,0.16058394160583941,1.0,0.0,False
typical_blowup_lt_1_5,5927,15023.69613632529,15028.0,0.0,0.0,0.0,1.0,49.94854057702042,23.0,0.045554243293403074,0.17901130420111355,4454.870423485743,4400.0,8.838759406107622,7.360999999999991,0.08587818457904504,0.062426185253922725,1.0,0.0,False
