snapshot_evaluation,encoder_space,k,support_point_count,rolling_buffer_points,centroid_points,component_count,largest_component_fraction,support_finite_pair_fraction,support_mean_euclidean,support_mean_geodesic,support_geodesic_to_euclidean_ratio,rolling_finite_pair_fraction,rolling_geodesic_to_euclidean_ratio,centroid_finite_pair_fraction,centroid_geodesic_to_euclidean_ratio
2000,pre_retrain_encoder,3,1625,1000,625,40,0.736,0.230962485790072,3.4567990662775374,6.614069055908394,1.9133507412771813,0.5483983983983984,1.9784051243242342,0.0066564102564102565,1.6842088107068514
2000,pre_retrain_encoder,5,1625,1000,625,16,0.933,0.40650397877984085,6.7535811236197585,8.293559694624706,1.2280239983523817,0.8712152152152152,1.219288835348049,0.030153846153846153,1.3623341246308334
2000,pre_retrain_encoder,10,1625,1000,625,8,0.978,0.4937362637362637,9.266302902585247,10.164550578491259,1.0969370077094507,0.9565545545545545,1.077708939408063,0.07133333333333333,1.1934811376465062
2000,pre_retrain_encoder,20,1625,1000,625,4,0.994,0.6051580143993938,12.45737924399012,13.10877602996997,1.0522900341413388,0.988038038038038,1.028674704008342,0.19177435897435896,1.1189869824760164
2000,pre_retrain_encoder,30,1625,1000,625,3,0.994,0.6507343690791967,13.693940398927312,14.228839103685896,1.039060978007505,0.988044044044044,1.0143494340611479,0.26979487179487177,1.1029273821081813
10000,final_one_retrain_encoder,3,1625,1000,625,36,0.257,0.08080560818491853,6.495732135780767,11.787444828940025,1.814644536219505,0.16647047047047048,1.8000732130961636,0.009820512820512821,1.909108759386327
10000,final_one_retrain_encoder,5,1625,1000,625,12,0.95,0.470026525198939,14.016966504725747,19.349248674747162,1.3804162739651025,0.9030870870870871,1.374705188377046,0.06975897435897437,1.4136580498300062
10000,final_one_retrain_encoder,10,1625,1000,625,6,0.994,0.5563751420992801,15.665854868205425,17.67737479885395,1.1284015425631828,0.988032032032032,1.1255147189915975,0.12237435897435897,1.145106337576426
10000,final_one_retrain_encoder,20,1625,1000,625,2,0.998,0.6403410382720728,17.53455709515112,18.485966995326947,1.054259134976322,0.996004004004004,1.038272870264363,0.23571282051282053,1.1066870736690497
10000,final_one_retrain_encoder,30,1625,1000,625,2,0.998,0.6776286472148542,18.333728904190888,19.03685691650927,1.0383516095385077,0.996004004004004,1.0225211193277386,0.29853846153846153,1.0872067371678398
20000,final_one_retrain_encoder,3,1625,1000,625,39,0.658,0.22099658961727928,10.607258590962815,20.952336590379193,1.9752829075205343,0.4556196196196196,1.9995018463279117,0.020861538461538463,1.9795350275593457
20000,final_one_retrain_encoder,5,1625,1000,625,14,0.964,0.48410306934444863,13.180239574116682,17.267048005968906,1.3100708760922593,0.9294554554554555,1.3096321296451248,0.07226666666666667,1.333790989755647
20000,final_one_retrain_encoder,10,1625,1000,625,3,0.986,0.5605130731337628,14.908445147117217,16.360262269974537,1.0973821956971852,0.9723163163163163,1.078562366587623,0.13732820512820512,1.1698990071314952
20000,final_one_retrain_encoder,20,1625,1000,625,1,1.0,0.6809170140204623,17.81021418648934,18.73956216417962,1.0521806177039283,1.0,1.0316388751945704,0.29728205128205126,1.1138868534814548
20000,final_one_retrain_encoder,30,1625,1000,625,1,1.0,0.7242538840469875,18.826513476470822,19.540368428574105,1.037917533323175,1.0,1.0178259903599827,0.37514358974358974,1.093027310110075
