seed,evaluation,graph_state_evaluation,latent_0,latent_1,fitness,source,actual_run_inserted,actual_run_replaced,actual_run_cell_x,actual_run_cell_y,euclidean_centroid_index,euclidean_cell_x,euclidean_cell_y,geodesic_centroid_index,geodesic_cell_x,geodesic_cell_y,assignment_disagrees,euclidean_distance_to_euclidean_choice,euclidean_distance_to_geodesic_choice,geodesic_distance_to_geodesic_choice,geodesic_distance_to_euclidean_choice,geodesic_gap_euclidean_choice_minus_geodesic_choice,geodesic_blowup_ratio_euclidean_choice_over_geodesic_choice,centroid_cell_displacement,synthetic_like_large_blowup_ratio_ge_2,synthetic_like_very_large_blowup_ratio_ge_5,final_euclidean_cell_occupied,final_euclidean_cell_fitness,candidate_minus_final_euclidean_cell_fitness,final_geodesic_cell_occupied,final_geodesic_cell_fitness,candidate_minus_final_geodesic_cell_fitness
1002,1,10000,8.74106502532959,-3.7730324268341064,1.296000000000001,bootstrap_random,False,False,20,10,512,20,12,512,20,12,False,0.5913467257739357,0.5913467257739357,0.617933923599804,0.617933923599804,0.0,1.0,0.0,False,False,True,7.345000000000001,-6.0489999999999995,True,7.345000000000001,-6.0489999999999995
1002,2,10000,8.54352855682373,-3.788525104522705,1.341000000000001,bootstrap_random,False,False,20,10,512,20,12,512,20,12,False,0.7858651458926799,0.7858651458926799,0.8135188935904525,0.8135188935904525,0.0,1.0,0.0,False,False,True,7.345000000000001,-6.004,True,7.345000000000001,-6.004
1002,3,10000,6.239211559295654,-4.919682502746582,3.3809999999999985,bootstrap_random,False,False,20,9,487,19,12,487,19,12,False,1.3577715976027334,1.3577715976027334,1.364207386144022,1.364207386144022,0.0,1.0,0.0,False,False,True,15.285000000000005,-11.904000000000007,True,15.285000000000005,-11.904000000000007
1002,4,10000,9.041489601135254,-4.150855541229248,1.5710000000000008,bootstrap_random,False,False,20,10,512,20,12,512,20,12,False,0.6123965205443879,0.6123965205443879,0.7989502434604987,0.7989502434604987,0.0,1.0,0.0,False,False,True,7.345000000000001,-5.774,True,7.345000000000001,-5.774
1002,5,10000,8.276005744934082,-3.6713321208953857,1.296000000000001,bootstrap_random,False,False,20,10,512,20,12,512,20,12,False,1.0326523042731084,1.0326523042731084,1.0937183703478899,1.0937183703478899,0.0,1.0,0.0,False,False,True,7.345000000000001,-6.0489999999999995,True,7.345000000000001,-6.0489999999999995
1002,6,10000,8.62748908996582,-3.7491307258605957,1.296000000000001,bootstrap_random,False,False,20,10,512,20,12,512,20,12,False,0.6951034959530217,0.6951034959530217,0.7338894776053195,0.7338894776053195,0.0,1.0,0.0,False,False,True,7.345000000000001,-6.0489999999999995,True,7.345000000000001,-6.0489999999999995
1002,7,10000,8.901084899902344,-3.974745512008667,-1.6679999999999986,bootstrap_random,False,False,21,10,512,20,12,512,20,12,False,0.5527528552829312,0.5527528552829312,0.6059928434357971,0.6059928434357971,0.0,1.0,0.0,False,False,True,7.345000000000001,-9.013,True,7.345000000000001,-9.013
1002,8,10000,8.44028377532959,-3.7132327556610107,1.296000000000001,bootstrap_random,False,False,20,10,512,20,12,512,20,12,False,0.8733670447908242,0.8733670447908242,0.9244906819826638,0.9244906819826638,0.0,1.0,0.0,False,False,True,7.345000000000001,-6.0489999999999995,True,7.345000000000001,-6.0489999999999995
1002,9,10000,8.54487133026123,-3.768399477005005,1.296000000000001,bootstrap_random,False,False,20,10,512,20,12,512,20,12,False,0.7799340930174684,0.7799340930174684,0.8133876409766063,0.8133876409766063,0.0,1.0,0.0,False,False,True,7.345000000000001,-6.0489999999999995,True,7.345000000000001,-6.0489999999999995
1002,10,10000,8.896060943603516,-3.9332330226898193,1.333000000000001,bootstrap_random,False,False,20,10,512,20,12,512,20,12,False,0.5292655860011167,0.5292655860011167,0.5660497145956043,0.5660497145956043,0.0,1.0,0.0,False,False,True,7.345000000000001,-6.012,True,7.345000000000001,-6.012
1002,11,10000,8.91069221496582,-3.8314049243927,1.515000000000001,bootstrap_random,False,False,20,10,512,20,12,512,20,12,False,0.4588584824917628,0.4588584824917628,0.46452766015724317,0.46452766015724317,0.0,1.0,0.0,False,False,True,7.345000000000001,-5.83,True,7.345000000000001,-5.83
