map,seed,evaluation,k,routing_point_count,archive_elite_point_count,rolling_point_count,component_count,largest_component_fraction,reachable_centroid_count,reachable_centroid_fraction
open,1001,13250,3,696,215,481,64,0.5043103448275862,301,0.4816
open,1001,13250,5,696,215,481,20,0.8793103448275862,329,0.5264
open,1001,13250,10,696,215,481,4,0.9913793103448276,359,0.5744
open,1001,13250,20,696,215,481,1,1.0,462,0.7392
open,1001,13250,30,696,215,481,1,1.0,524,0.8384
open,1001,13500,3,693,216,477,65,0.5613275613275613,298,0.4768
open,1001,13500,5,693,216,477,20,0.8556998556998557,326,0.5216
open,1001,13500,10,693,216,477,4,0.9927849927849928,358,0.5728
open,1001,13500,20,693,216,477,1,1.0,459,0.7344
open,1001,13500,30,693,216,477,1,1.0,520,0.832
open,1001,13750,3,698,218,480,60,0.5487106017191977,303,0.4848
open,1001,13750,5,698,218,480,17,0.9269340974212035,329,0.5264
open,1001,13750,10,698,218,480,2,0.994269340974212,358,0.5728
open,1001,13750,20,698,218,480,1,1.0,461,0.7376
open,1001,13750,30,698,218,480,1,1.0,520,0.832
open,1001,14000,3,703,222,481,60,0.6401137980085349,303,0.4848
open,1001,14000,5,703,222,481,20,0.8193456614509246,328,0.5248
open,1001,14000,10,703,222,481,3,0.9886201991465149,359,0.5744
open,1001,14000,20,703,222,481,1,1.0,459,0.7344
open,1001,14000,30,703,222,481,1,1.0,520,0.832
open,1001,14250,3,710,225,485,61,0.46619718309859154,301,0.4816
open,1001,14250,5,710,225,485,22,0.8760563380281691,329,0.5264
open,1001,14250,10,710,225,485,4,0.9788732394366197,362,0.5792
open,1001,14250,20,710,225,485,1,1.0,460,0.736
open,1001,14250,30,710,225,485,1,1.0,521,0.8336
open,1001,14500,3,711,227,484,59,0.6216596343178622,300,0.48
open,1001,14500,5,711,227,484,17,0.8790436005625879,329,0.5264
open,1001,14500,10,711,227,484,4,0.980309423347398,361,0.5776
open,1001,14500,20,711,227,484,1,1.0,458,0.7328
open,1001,14500,30,711,227,484,1,1.0,521,0.8336
open,1001,14750,3,708,228,480,70,0.3432203389830508,301,0.4816
open,1001,14750,5,708,228,480,20,0.8587570621468926,332,0.5312
open,1001,14750,10,708,228,480,1,1.0,363,0.5808
open,1001,14750,20,708,228,480,1,1.0,460,0.736
open,1001,14750,30,708,228,480,1,1.0,518,0.8288
open,1001,15000,3,712,231,481,76,0.49859550561797755,308,0.4928
open,1001,15000,5,712,231,481,19,0.8778089887640449,335,0.536
open,1001,15000,10,712,231,481,1,1.0,366,0.5856
open,1001,15000,20,712,231,481,1,1.0,464,0.7424
open,1001,15000,30,712,231,481,1,1.0,520,0.832
open,1001,15250,3,716,236,480,72,0.48324022346368717,312,0.4992
open,1001,15250,5,716,236,480,20,0.8561452513966481,340,0.544
open,1001,15250,10,716,236,480,1,1.0,371,0.5936
open,1001,15250,20,716,236,480,1,1.0,475,0.76
open,1001,15250,30,716,236,480,1,1.0,524,0.8384
open,1001,15500,3,724,239,485,68,0.5151933701657458,315,0.504
open,1001,15500,5,724,239,485,22,0.8839779005524862,343,0.5488
open,1001,15500,10,724,239,485,1,1.0,375,0.6
open,1001,15500,20,724,239,485,1,1.0,474,0.7584
open,1001,15500,30,724,239,485,1,1.0,524,0.8384
open,1001,15750,3,726,241,485,68,0.5399449035812672,315,0.504
open,1001,15750,5,726,241,485,22,0.8305785123966942,345,0.552
open,1001,15750,10,726,241,485,1,1.0,376,0.6016
open,1001,15750,20,726,241,485,1,1.0,475,0.76
open,1001,15750,30,726,241,485,1,1.0,523,0.8368
open,1001,16000,3,726,243,483,62,0.5082644628099173,317,0.5072
open,1001,16000,5,726,243,483,18,0.8305785123966942,345,0.552
open,1001,16000,10,726,243,483,2,0.9986225895316805,376,0.6016
open,1001,16000,20,726,243,483,1,1.0,476,0.7616
open,1001,16000,30,726,243,483,1,1.0,523,0.8368
open,1001,16250,3,728,244,484,72,0.4258241758241758,316,0.5056
open,1001,16250,5,728,244,484,19,0.804945054945055,343,0.5488
open,1001,16250,10,728,244,484,3,0.9876373626373627,375,0.6
open,1001,16250,20,728,244,484,1,1.0,472,0.7552
open,1001,16250,30,728,244,484,1,1.0,520,0.832
open,1001,16500,3,728,246,482,74,0.4258241758241758,319,0.5104
open,1001,16500,5,728,246,482,16,0.9065934065934066,345,0.552
open,1001,16500,10,728,246,482,4,0.9821428571428571,380,0.608
open,1001,16500,20,728,246,482,1,1.0,472,0.7552
open,1001,16500,30,728,246,482,1,1.0,522,0.8352
open,1001,16750,3,732,248,484,72,0.3633879781420765,319,0.5104
open,1001,16750,5,732,248,484,16,0.9030054644808743,345,0.552
open,1001,16750,10,732,248,484,3,0.9904371584699454,380,0.608
open,1001,16750,20,732,248,484,1,1.0,470,0.752
open,1001,16750,30,732,248,484,1,1.0,521,0.8336
open,1001,17000,3,735,250,485,73,0.2612244897959184,317,0.5072
open,1001,17000,5,735,250,485,21,0.891156462585034,350,0.56
open,1001,17000,10,735,250,485,3,0.9673469387755103,379,0.6064
open,1001,17000,20,735,250,485,1,1.0,473,0.7568
open,1001,17000,30,735,250,485,1,1.0,528,0.8448
open,1001,17250,3,734,250,484,70,0.4223433242506812,321,0.5136
open,1001,17250,5,734,250,484,21,0.9046321525885559,353,0.5648
open,1001,17250,10,734,250,484,2,0.9931880108991825,385,0.616
open,1001,17250,20,734,250,484,1,1.0,483,0.7728
open,1001,17250,30,734,250,484,1,1.0,532,0.8512
open,1001,17500,3,736,253,483,68,0.48777173913043476,320,0.512
open,1001,17500,5,736,253,483,21,0.8967391304347826,350,0.56
open,1001,17500,10,736,253,483,3,0.9904891304347826,383,0.6128
open,1001,17500,20,736,253,483,1,1.0,483,0.7728
open,1001,17500,30,736,253,483,1,1.0,527,0.8432
open,1001,17750,3,741,255,486,71,0.45614035087719296,321,0.5136
open,1001,17750,5,741,255,486,22,0.8879892037786775,355,0.568
open,1001,17750,10,741,255,486,5,0.9743589743589743,388,0.6208
open,1001,17750,20,741,255,486,1,1.0,478,0.7648
open,1001,17750,30,741,255,486,1,1.0,524,0.8384
open,1001,18000,3,737,256,481,69,0.23880597014925373,324,0.5184
open,1001,18000,5,737,256,481,25,0.824966078697422,355,0.568
open,1001,18000,10,737,256,481,4,0.9850746268656716,388,0.6208
open,1001,18000,20,737,256,481,1,1.0,479,0.7664
open,1001,18000,30,737,256,481,1,1.0,527,0.8432
open,1001,18250,3,732,256,476,76,0.20901639344262296,321,0.5136
open,1001,18250,5,732,256,476,22,0.7882513661202186,353,0.5648
open,1001,18250,10,732,256,476,3,0.9890710382513661,389,0.6224
open,1001,18250,20,732,256,476,1,1.0,480,0.768
open,1001,18250,30,732,256,476,1,1.0,525,0.84
open,1001,18500,3,736,256,480,70,0.4796195652173913,321,0.5136
open,1001,18500,5,736,256,480,19,0.8328804347826086,355,0.568
open,1001,18500,10,736,256,480,3,0.9877717391304348,390,0.624
open,1001,18500,20,736,256,480,1,1.0,481,0.7696
open,1001,18500,30,736,256,480,1,1.0,524,0.8384
open,1001,18750,3,744,258,486,73,0.5362903225806451,319,0.5104
open,1001,18750,5,744,258,486,17,0.9381720430107527,353,0.5648
open,1001,18750,10,744,258,486,3,0.9879032258064516,389,0.6224
open,1001,18750,20,744,258,486,1,1.0,478,0.7648
open,1001,18750,30,744,258,486,1,1.0,523,0.8368
open,1001,19000,3,746,261,485,79,0.47050938337801607,320,0.512
open,1001,19000,5,746,261,485,16,0.7345844504021448,354,0.5664
open,1001,19000,10,746,261,485,3,0.985254691689008,390,0.624
open,1001,19000,20,746,261,485,1,1.0,478,0.7648
open,1001,19000,30,746,261,485,1,1.0,523,0.8368
open,1001,19250,3,748,263,485,72,0.41711229946524064,319,0.5104
open,1001,19250,5,748,263,485,16,0.9278074866310161,353,0.5648
open,1001,19250,10,748,263,485,3,0.983957219251337,390,0.624
open,1001,19250,20,748,263,485,1,1.0,478,0.7648
open,1001,19250,30,748,263,485,1,1.0,523,0.8368
open,1001,19500,3,748,264,484,74,0.31016042780748665,325,0.52
open,1001,19500,5,748,264,484,18,0.9171122994652406,354,0.5664
open,1001,19500,10,748,264,484,4,0.9852941176470589,390,0.624
open,1001,19500,20,748,264,484,1,1.0,483,0.7728
open,1001,19500,30,748,264,484,1,1.0,524,0.8384
open,1001,19750,3,745,264,481,82,0.3194630872483222,324,0.5184
open,1001,19750,5,745,264,481,19,0.8187919463087249,354,0.5664
open,1001,19750,10,745,264,481,1,1.0,390,0.624
open,1001,19750,20,745,264,481,1,1.0,483,0.7728
open,1001,19750,30,745,264,481,1,1.0,523,0.8368
open,1001,20000,3,750,264,486,77,0.4106666666666667,322,0.5152
open,1001,20000,5,750,264,486,17,0.852,352,0.5632
open,1001,20000,10,750,264,486,1,1.0,390,0.624
open,1001,20000,20,750,264,486,1,1.0,479,0.7664
open,1001,20000,30,750,264,486,1,1.0,522,0.8352
open,1002,10000,3,626,139,487,50,0.23162939297124602,220,0.352
open,1002,10000,5,626,139,487,14,0.9009584664536742,252,0.4032
open,1002,10000,10,626,139,487,3,0.9952076677316294,288,0.4608
open,1002,10000,20,626,139,487,1,1.0,363,0.5808
open,1002,10000,30,626,139,487,1,1.0,404,0.6464
open,1002,10250,3,626,139,487,53,0.48083067092651754,228,0.3648
open,1002,10250,5,626,139,487,15,0.7507987220447284,254,0.4064
open,1002,10250,10,626,139,487,2,0.9984025559105432,290,0.464
open,1002,10250,20,626,139,487,1,1.0,364,0.5824
open,1002,10250,30,626,139,487,1,1.0,405,0.648
open,1002,10500,3,624,144,480,47,0.375,226,0.3616
open,1002,10500,5,624,144,480,17,0.8317307692307693,253,0.4048
open,1002,10500,10,624,144,480,1,1.0,290,0.464
open,1002,10500,20,624,144,480,1,1.0,362,0.5792
open,1002,10500,30,624,144,480,1,1.0,403,0.6448
open,1002,10750,3,626,152,474,39,0.6565495207667732,224,0.3584
open,1002,10750,5,626,152,474,13,0.8162939297124601,250,0.4
open,1002,10750,10,626,152,474,2,0.9696485623003195,288,0.4608
open,1002,10750,20,626,152,474,1,1.0,357,0.5712
open,1002,10750,30,626,152,474,1,1.0,402,0.6432
open,1002,11000,3,628,160,468,57,0.4426751592356688,227,0.3632
open,1002,11000,5,628,160,468,9,0.8519108280254777,251,0.4016
open,1002,11000,10,628,160,468,1,1.0,288,0.4608
open,1002,11000,20,628,160,468,1,1.0,357,0.5712
open,1002,11000,30,628,160,468,1,1.0,401,0.6416
open,1002,11250,3,632,168,464,58,0.43037974683544306,225,0.36
open,1002,11250,5,632,168,464,12,0.8560126582278481,252,0.4032
open,1002,11250,10,632,168,464,2,0.9984177215189873,287,0.4592
open,1002,11250,20,632,168,464,1,1.0,358,0.5728
open,1002,11250,30,632,168,464,1,1.0,400,0.64
open,1002,11500,3,637,171,466,53,0.45054945054945056,225,0.36
open,1002,11500,5,637,171,466,10,0.7692307692307693,254,0.4064
open,1002,11500,10,637,171,466,1,1.0,288,0.4608
open,1002,11500,20,637,171,466,1,1.0,358,0.5728
open,1002,11500,30,637,171,466,1,1.0,403,0.6448
open,1002,11750,3,645,175,470,51,0.48527131782945737,232,0.3712
open,1002,11750,5,645,175,470,9,0.9193798449612403,257,0.4112
open,1002,11750,10,645,175,470,1,1.0,291,0.4656
open,1002,11750,20,645,175,470,1,1.0,361,0.5776
open,1002,11750,30,645,175,470,1,1.0,405,0.648
open,1002,12000,3,654,179,475,46,0.5718654434250765,235,0.376
open,1002,12000,5,654,179,475,12,0.8119266055045872,255,0.408
open,1002,12000,10,654,179,475,2,0.9648318042813455,294,0.4704
open,1002,12000,20,654,179,475,1,1.0,360,0.576
open,1002,12000,30,654,179,475,1,1.0,405,0.648
open,1002,12250,3,657,179,478,56,0.4155251141552511,232,0.3712
open,1002,12250,5,657,179,478,10,0.8873668188736682,253,0.4048
open,1002,12250,10,657,179,478,2,0.9619482496194824,291,0.4656
open,1002,12250,20,657,179,478,1,1.0,362,0.5792
open,1002,12250,30,657,179,478,1,1.0,405,0.648
open,1002,12500,3,656,181,475,49,0.5853658536585366,233,0.3728
open,1002,12500,5,656,181,475,10,0.913109756097561,253,0.4048
open,1002,12500,10,656,181,475,1,1.0,291,0.4656
open,1002,12500,20,656,181,475,1,1.0,363,0.5808
open,1002,12500,30,656,181,475,1,1.0,406,0.6496
open,1002,12750,3,657,181,476,50,0.4809741248097412,227,0.3632
open,1002,12750,5,657,181,476,13,0.8691019786910198,252,0.4032
open,1002,12750,10,657,181,476,3,0.9634703196347032,292,0.4672
open,1002,12750,20,657,181,476,1,1.0,358,0.5728
open,1002,12750,30,657,181,476,1,1.0,405,0.648
open,1002,13000,3,666,184,482,51,0.44144144144144143,229,0.3664
open,1002,13000,5,666,184,482,14,0.8738738738738738,254,0.4064
open,1002,13000,10,666,184,482,1,1.0,295,0.472
open,1002,13000,20,666,184,482,1,1.0,359,0.5744
open,1002,13000,30,666,184,482,1,1.0,406,0.6496
open,1002,13250,3,670,185,485,50,0.44477611940298506,231,0.3696
open,1002,13250,5,670,185,485,14,0.7835820895522388,255,0.408
open,1002,13250,10,670,185,485,1,1.0,294,0.4704
open,1002,13250,20,670,185,485,1,1.0,361,0.5776
open,1002,13250,30,670,185,485,1,1.0,406,0.6496
open,1002,13500,3,667,185,482,51,0.36281859070464767,231,0.3696
open,1002,13500,5,667,185,482,11,0.7646176911544228,256,0.4096
open,1002,13500,10,667,185,482,2,0.9955022488755623,294,0.4704
open,1002,13500,20,667,185,482,1,1.0,361,0.5776
open,1002,13500,30,667,185,482,1,1.0,404,0.6464
open,1002,13750,3,664,186,478,49,0.5481927710843374,233,0.3728
open,1002,13750,5,664,186,478,8,0.9216867469879518,257,0.4112
open,1002,13750,10,664,186,478,1,1.0,294,0.4704
open,1002,13750,20,664,186,478,1,1.0,361,0.5776
open,1002,13750,30,664,186,478,1,1.0,405,0.648
open,1002,14000,3,668,186,482,50,0.5329341317365269,235,0.376
open,1002,14000,5,668,186,482,8,0.8547904191616766,256,0.4096
open,1002,14000,10,668,186,482,1,1.0,293,0.4688
open,1002,14000,20,668,186,482,1,1.0,362,0.5792
open,1002,14000,30,668,186,482,1,1.0,406,0.6496
open,1002,14250,3,673,188,485,52,0.4442793462109955,233,0.3728
open,1002,14250,5,673,188,485,7,0.9405646359583952,256,0.4096
open,1002,14250,10,673,188,485,1,1.0,293,0.4688
open,1002,14250,20,673,188,485,1,1.0,362,0.5792
open,1002,14250,30,673,188,485,1,1.0,405,0.648
open,1002,14500,3,669,188,481,54,0.4469357249626308,231,0.3696
open,1002,14500,5,669,188,481,11,0.7414050822122571,255,0.408
open,1002,14500,10,669,188,481,1,1.0,293,0.4688
open,1002,14500,20,669,188,481,1,1.0,359,0.5744
open,1002,14500,30,669,188,481,1,1.0,405,0.648
open,1002,14750,3,669,189,480,60,0.4648729446935725,230,0.368
open,1002,14750,5,669,189,480,11,0.85949177877429,253,0.4048
open,1002,14750,10,669,189,480,1,1.0,294,0.4704
open,1002,14750,20,669,189,480,1,1.0,357,0.5712
open,1002,14750,30,669,189,480,1,1.0,407,0.6512
open,1002,15000,3,676,191,485,55,0.49556213017751477,232,0.3712
open,1002,15000,5,676,191,485,9,0.8964497041420119,256,0.4096
open,1002,15000,10,676,191,485,1,1.0,295,0.472
open,1002,15000,20,676,191,485,1,1.0,360,0.576
open,1002,15000,30,676,191,485,1,1.0,408,0.6528
open,1002,15250,3,679,191,488,56,0.4020618556701031,233,0.3728
open,1002,15250,5,679,191,488,11,0.7908689248895434,260,0.416
open,1002,15250,10,679,191,488,1,1.0,296,0.4736
open,1002,15250,20,679,191,488,1,1.0,362,0.5792
open,1002,15250,30,679,191,488,1,1.0,411,0.6576
open,1002,15500,3,676,191,485,52,0.5754437869822485,236,0.3776
open,1002,15500,5,676,191,485,7,0.9630177514792899,261,0.4176
open,1002,15500,10,676,191,485,1,1.0,298,0.4768
open,1002,15500,20,676,191,485,1,1.0,364,0.5824
open,1002,15500,30,676,191,485,1,1.0,414,0.6624
open,1002,15750,3,678,191,487,59,0.3495575221238938,237,0.3792
open,1002,15750,5,678,191,487,9,0.6799410029498525,259,0.4144
open,1002,15750,10,678,191,487,1,1.0,299,0.4784
open,1002,15750,20,678,191,487,1,1.0,363,0.5808
open,1002,15750,30,678,191,487,1,1.0,413,0.6608
open,1002,16000,3,680,191,489,49,0.43970588235294117,232,0.3712
open,1002,16000,5,680,191,489,4,0.8044117647058824,254,0.4064
open,1002,16000,10,680,191,489,1,1.0,294,0.4704
open,1002,16000,20,680,191,489,1,1.0,359,0.5744
open,1002,16000,30,680,191,489,1,1.0,407,0.6512
open,1002,16250,3,677,191,486,52,0.5066469719350074,233,0.3728
open,1002,16250,5,677,191,486,8,0.9261447562776958,254,0.4064
open,1002,16250,10,677,191,486,1,1.0,296,0.4736
open,1002,16250,20,677,191,486,1,1.0,360,0.576
open,1002,16250,30,677,191,486,1,1.0,409,0.6544
open,1002,16500,3,676,191,485,50,0.46449704142011833,232,0.3712
open,1002,16500,5,676,191,485,8,0.9289940828402367,255,0.408
open,1002,16500,10,676,191,485,1,1.0,296,0.4736
open,1002,16500,20,676,191,485,1,1.0,360,0.576
open,1002,16500,30,676,191,485,1,1.0,410,0.656
open,1002,16750,3,676,192,484,49,0.44822485207100593,233,0.3728
open,1002,16750,5,676,192,484,11,0.9304733727810651,260,0.416
open,1002,16750,10,676,192,484,1,1.0,297,0.4752
open,1002,16750,20,676,192,484,1,1.0,363,0.5808
open,1002,16750,30,676,192,484,1,1.0,412,0.6592
open,1002,17000,3,675,192,483,48,0.46074074074074073,234,0.3744
open,1002,17000,5,675,192,483,7,0.96,263,0.4208
open,1002,17000,10,675,192,483,1,1.0,300,0.48
open,1002,17000,20,675,192,483,1,1.0,368,0.5888
open,1002,17000,30,675,192,483,1,1.0,415,0.664
open,1002,17250,3,681,193,488,50,0.5829662261380323,234,0.3744
open,1002,17250,5,681,193,488,11,0.9162995594713657,264,0.4224
open,1002,17250,10,681,193,488,1,1.0,300,0.48
open,1002,17250,20,681,193,488,1,1.0,368,0.5888
open,1002,17250,30,681,193,488,1,1.0,415,0.664
open,1002,17500,3,686,193,493,51,0.3425655976676385,233,0.3728
open,1002,17500,5,686,193,493,10,0.9402332361516035,261,0.4176
open,1002,17500,10,686,193,493,1,1.0,303,0.4848
open,1002,17500,20,686,193,493,1,1.0,365,0.584
open,1002,17500,30,686,193,493,1,1.0,412,0.6592
open,1002,17750,3,682,193,489,58,0.48240469208211145,233,0.3728
open,1002,17750,5,682,193,489,14,0.8797653958944281,262,0.4192
open,1002,17750,10,682,193,489,1,1.0,305,0.488
open,1002,17750,20,682,193,489,1,1.0,366,0.5856
open,1002,17750,30,682,193,489,1,1.0,411,0.6576
open,1002,18000,3,683,194,489,58,0.42020497803806733,239,0.3824
open,1002,18000,5,683,194,489,12,0.8506588579795022,266,0.4256
open,1002,18000,10,683,194,489,1,1.0,308,0.4928
open,1002,18000,20,683,194,489,1,1.0,373,0.5968
open,1002,18000,30,683,194,489,1,1.0,416,0.6656
open,1002,18250,3,685,194,491,49,0.5343065693430656,240,0.384
open,1002,18250,5,685,194,491,14,0.8613138686131386,265,0.424
open,1002,18250,10,685,194,491,1,1.0,305,0.488
open,1002,18250,20,685,194,491,1,1.0,376,0.6016
open,1002,18250,30,685,194,491,1,1.0,418,0.6688
open,1002,18500,3,681,194,487,53,0.5080763582966226,236,0.3776
open,1002,18500,5,681,194,487,11,0.8751835535976505,263,0.4208
open,1002,18500,10,681,194,487,1,1.0,301,0.4816
open,1002,18500,20,681,194,487,1,1.0,369,0.5904
open,1002,18500,30,681,194,487,1,1.0,416,0.6656
open,1002,18750,3,683,194,489,47,0.5841874084919473,235,0.376
open,1002,18750,5,683,194,489,13,0.8316251830161054,260,0.416
open,1002,18750,10,683,194,489,2,0.9956076134699854,301,0.4816
open,1002,18750,20,683,194,489,1,1.0,366,0.5856
open,1002,18750,30,683,194,489,1,1.0,414,0.6624
open,1002,19000,3,682,195,487,55,0.4340175953079179,236,0.3776
open,1002,19000,5,682,195,487,14,0.8504398826979472,264,0.4224
open,1002,19000,10,682,195,487,1,1.0,303,0.4848
open,1002,19000,20,682,195,487,1,1.0,368,0.5888
open,1002,19000,30,682,195,487,1,1.0,414,0.6624
open,1002,19250,3,685,196,489,54,0.3970802919708029,236,0.3776
open,1002,19250,5,685,196,489,10,0.9124087591240876,264,0.4224
open,1002,19250,10,685,196,489,1,1.0,303,0.4848
open,1002,19250,20,685,196,489,1,1.0,368,0.5888
open,1002,19250,30,685,196,489,1,1.0,414,0.6624
open,1002,19500,3,691,196,495,49,0.4081041968162084,237,0.3792
open,1002,19500,5,691,196,495,9,0.9536903039073806,260,0.416
open,1002,19500,10,691,196,495,1,1.0,306,0.4896
open,1002,19500,20,691,196,495,1,1.0,368,0.5888
open,1002,19500,30,691,196,495,1,1.0,415,0.664
open,1002,19750,3,687,196,491,55,0.2314410480349345,237,0.3792
open,1002,19750,5,687,196,491,9,0.9213973799126638,261,0.4176
open,1002,19750,10,687,196,491,1,1.0,307,0.4912
open,1002,19750,20,687,196,491,1,1.0,368,0.5888
open,1002,19750,30,687,196,491,1,1.0,415,0.664
open,1002,20000,3,685,196,489,55,0.472992700729927,238,0.3808
open,1002,20000,5,685,196,489,11,0.8525547445255475,264,0.4224
open,1002,20000,10,685,196,489,1,1.0,305,0.488
open,1002,20000,20,685,196,489,1,1.0,368,0.5888
open,1002,20000,30,685,196,489,1,1.0,412,0.6592
open,1003,10000,3,633,147,486,50,0.5608214849921012,206,0.3296
open,1003,10000,5,633,147,486,12,0.8546603475513428,244,0.3904
open,1003,10000,10,633,147,486,3,0.9968404423380727,293,0.4688
open,1003,10000,20,633,147,486,2,0.9984202211690363,346,0.5536
open,1003,10000,30,633,147,486,2,0.9984202211690363,414,0.6624
open,1003,10250,3,634,147,487,49,0.5867507886435331,211,0.3376
open,1003,10250,5,634,147,487,10,0.9700315457413249,246,0.3936
open,1003,10250,10,634,147,487,4,0.9889589905362776,297,0.4752
open,1003,10250,20,634,147,487,2,0.998422712933754,351,0.5616
open,1003,10250,30,634,147,487,2,0.998422712933754,414,0.6624
open,1003,10500,3,634,149,485,46,0.6277602523659306,221,0.3536
open,1003,10500,5,634,149,485,15,0.944794952681388,254,0.4064
open,1003,10500,10,634,149,485,4,0.9873817034700315,297,0.4752
open,1003,10500,20,634,149,485,1,1.0,351,0.5616
open,1003,10500,30,634,149,485,1,1.0,412,0.6592
open,1003,10750,3,633,151,482,50,0.4928909952606635,216,0.3456
open,1003,10750,5,633,151,482,12,0.9510268562401264,251,0.4016
open,1003,10750,10,633,151,482,4,0.9921011058451816,294,0.4704
open,1003,10750,20,633,151,482,1,1.0,352,0.5632
open,1003,10750,30,633,151,482,1,1.0,414,0.6624
open,1003,11000,3,636,153,483,47,0.4371069182389937,215,0.344
open,1003,11000,5,636,153,483,12,0.9544025157232704,247,0.3952
open,1003,11000,10,636,153,483,4,0.9921383647798742,293,0.4688
open,1003,11000,20,636,153,483,1,1.0,350,0.56
open,1003,11000,30,636,153,483,1,1.0,416,0.6656
open,1003,11250,3,640,156,484,46,0.5359375,214,0.3424
open,1003,11250,5,640,156,484,10,0.9265625,251,0.4016
open,1003,11250,10,640,156,484,5,0.9875,297,0.4752
open,1003,11250,20,640,156,484,1,1.0,356,0.5696
open,1003,11250,30,640,156,484,1,1.0,418,0.6688
open,1003,11500,3,639,161,478,56,0.4162754303599374,214,0.3424
open,1003,11500,5,639,161,478,9,0.9530516431924883,253,0.4048
open,1003,11500,10,639,161,478,5,0.9906103286384976,297,0.4752
open,1003,11500,20,639,161,478,2,0.9953051643192489,359,0.5744
open,1003,11500,30,639,161,478,1,1.0,416,0.6656
open,1003,11750,3,642,163,479,53,0.5856697819314641,219,0.3504
open,1003,11750,5,642,163,479,15,0.9330218068535826,254,0.4064
open,1003,11750,10,642,163,479,5,0.9890965732087228,301,0.4816
open,1003,11750,20,642,163,479,1,1.0,357,0.5712
open,1003,11750,30,642,163,479,1,1.0,418,0.6688
open,1003,12000,3,651,165,486,44,0.6298003072196621,219,0.3504
open,1003,12000,5,651,165,486,9,0.9738863287250384,251,0.4016
open,1003,12000,10,651,165,486,4,0.9846390168970814,299,0.4784
open,1003,12000,20,651,165,486,1,1.0,352,0.5632
open,1003,12000,30,651,165,486,1,1.0,416,0.6656
open,1003,12250,3,650,169,481,44,0.6938461538461539,218,0.3488
open,1003,12250,5,650,169,481,12,0.9092307692307692,250,0.4
open,1003,12250,10,650,169,481,2,0.9892307692307692,298,0.4768
open,1003,12250,20,650,169,481,1,1.0,351,0.5616
open,1003,12250,30,650,169,481,1,1.0,413,0.6608
open,1003,12500,3,650,170,480,54,0.42923076923076925,222,0.3552
open,1003,12500,5,650,170,480,13,0.9292307692307692,250,0.4
open,1003,12500,10,650,170,480,2,0.9923076923076923,301,0.4816
open,1003,12500,20,650,170,480,1,1.0,353,0.5648
open,1003,12500,30,650,170,480,1,1.0,416,0.6656
open,1003,12750,3,660,172,488,53,0.3984848484848485,222,0.3552
open,1003,12750,5,660,172,488,12,0.9181818181818182,259,0.4144
open,1003,12750,10,660,172,488,1,1.0,304,0.4864
open,1003,12750,20,660,172,488,1,1.0,355,0.568
open,1003,12750,30,660,172,488,1,1.0,420,0.672
open,1003,13000,3,663,174,489,50,0.4374057315233786,219,0.3504
open,1003,13000,5,663,174,489,10,0.803921568627451,256,0.4096
open,1003,13000,10,663,174,489,1,1.0,303,0.4848
open,1003,13000,20,663,174,489,1,1.0,352,0.5632
open,1003,13000,30,663,174,489,1,1.0,417,0.6672
open,1003,13250,3,661,175,486,52,0.4296520423600605,227,0.3632
open,1003,13250,5,661,175,486,7,0.9682299546142209,253,0.4048
open,1003,13250,10,661,175,486,2,0.9909228441754917,306,0.4896
open,1003,13250,20,661,175,486,1,1.0,354,0.5664
open,1003,13250,30,661,175,486,1,1.0,421,0.6736
open,1003,13500,3,660,178,482,54,0.4636363636363636,228,0.3648
open,1003,13500,5,660,178,482,12,0.9181818181818182,257,0.4112
open,1003,13500,10,660,178,482,1,1.0,310,0.496
open,1003,13500,20,660,178,482,1,1.0,356,0.5696
open,1003,13500,30,660,178,482,1,1.0,425,0.68
open,1003,13750,3,663,180,483,52,0.36048265460030166,224,0.3584
open,1003,13750,5,663,180,483,15,0.9260935143288085,261,0.4176
open,1003,13750,10,663,180,483,1,1.0,308,0.4928
open,1003,13750,20,663,180,483,1,1.0,358,0.5728
open,1003,13750,30,663,180,483,1,1.0,422,0.6752
open,1003,14000,3,672,180,492,53,0.5535714285714286,228,0.3648
open,1003,14000,5,672,180,492,15,0.9300595238095238,265,0.424
open,1003,14000,10,672,180,492,1,1.0,310,0.496
open,1003,14000,20,672,180,492,1,1.0,360,0.576
open,1003,14000,30,672,180,492,1,1.0,423,0.6768
open,1003,14250,3,672,183,489,51,0.6488095238095238,225,0.36
open,1003,14250,5,672,183,489,15,0.8973214285714286,262,0.4192
open,1003,14250,10,672,183,489,1,1.0,305,0.488
open,1003,14250,20,672,183,489,1,1.0,351,0.5616
open,1003,14250,30,672,183,489,1,1.0,416,0.6656
open,1003,14500,3,670,184,486,55,0.3582089552238806,225,0.36
open,1003,14500,5,670,184,486,10,0.8776119402985074,261,0.4176
open,1003,14500,10,670,184,486,1,1.0,305,0.488
open,1003,14500,20,670,184,486,1,1.0,354,0.5664
open,1003,14500,30,670,184,486,1,1.0,417,0.6672
open,1003,14750,3,670,185,485,54,0.3970149253731343,227,0.3632
open,1003,14750,5,670,185,485,10,0.9537313432835821,262,0.4192
open,1003,14750,10,670,185,485,1,1.0,305,0.488
open,1003,14750,20,670,185,485,1,1.0,354,0.5664
open,1003,14750,30,670,185,485,1,1.0,419,0.6704
open,1003,15000,3,670,185,485,48,0.6716417910447762,227,0.3632
