map,seed,evaluation,k,routing_point_count,archive_elite_point_count,rolling_point_count,component_count,largest_component_fraction,reachable_centroid_count,reachable_centroid_fraction
horseshoe,1004,14250,3,628,147,481,45,0.5652866242038217,192,0.3072
horseshoe,1004,14250,5,628,147,481,11,0.9012738853503185,222,0.3552
horseshoe,1004,14250,10,628,147,481,4,0.9920382165605095,262,0.4192
horseshoe,1004,14250,20,628,147,481,1,1.0,321,0.5136
horseshoe,1004,14250,30,628,147,481,1,1.0,366,0.5856
horseshoe,1004,14500,3,627,148,479,42,0.5534290271132376,189,0.3024
horseshoe,1004,14500,5,627,148,479,11,0.9298245614035088,219,0.3504
horseshoe,1004,14500,10,627,148,479,5,0.9904306220095693,261,0.4176
horseshoe,1004,14500,20,627,148,479,1,1.0,321,0.5136
horseshoe,1004,14500,30,627,148,479,1,1.0,363,0.5808
horseshoe,1004,14750,3,636,149,487,37,0.5094339622641509,193,0.3088
horseshoe,1004,14750,5,636,149,487,8,0.860062893081761,222,0.3552
horseshoe,1004,14750,10,636,149,487,3,0.9968553459119497,265,0.424
horseshoe,1004,14750,20,636,149,487,1,1.0,324,0.5184
horseshoe,1004,14750,30,636,149,487,1,1.0,367,0.5872
horseshoe,1004,15000,3,636,154,482,41,0.47327044025157233,200,0.32
horseshoe,1004,15000,5,636,154,482,8,0.8443396226415094,231,0.3696
horseshoe,1004,15000,10,636,154,482,2,0.9952830188679245,271,0.4336
horseshoe,1004,15000,20,636,154,482,2,0.9952830188679245,325,0.52
horseshoe,1004,15000,30,636,154,482,1,1.0,373,0.5968
horseshoe,1004,15250,3,634,154,480,33,0.6719242902208202,205,0.328
horseshoe,1004,15250,5,634,154,480,7,0.9794952681388013,236,0.3776
horseshoe,1004,15250,10,634,154,480,2,0.9952681388012619,273,0.4368
horseshoe,1004,15250,20,634,154,480,2,0.9952681388012619,333,0.5328
horseshoe,1004,15250,30,634,154,480,1,1.0,376,0.6016
horseshoe,1004,15500,3,640,157,483,40,0.5859375,210,0.336
horseshoe,1004,15500,5,640,157,483,9,0.9671875,245,0.392
horseshoe,1004,15500,10,640,157,483,2,0.9984375,280,0.448
horseshoe,1004,15500,20,640,157,483,1,1.0,340,0.544
horseshoe,1004,15500,30,640,157,483,1,1.0,382,0.6112
horseshoe,1004,15750,3,642,160,482,44,0.3987538940809969,207,0.3312
horseshoe,1004,15750,5,642,160,482,12,0.9096573208722741,243,0.3888
horseshoe,1004,15750,10,642,160,482,2,0.9984423676012462,282,0.4512
horseshoe,1004,15750,20,642,160,482,1,1.0,337,0.5392
horseshoe,1004,15750,30,642,160,482,1,1.0,379,0.6064
horseshoe,1004,16000,3,646,161,485,52,0.38699690402476783,207,0.3312
horseshoe,1004,16000,5,646,161,485,9,0.8777089783281734,241,0.3856
horseshoe,1004,16000,10,646,161,485,2,0.9922600619195047,280,0.448
horseshoe,1004,16000,20,646,161,485,1,1.0,333,0.5328
horseshoe,1004,16000,30,646,161,485,1,1.0,377,0.6032
horseshoe,1004,16250,3,645,162,483,46,0.6356589147286822,212,0.3392
horseshoe,1004,16250,5,645,162,483,8,0.951937984496124,240,0.384
horseshoe,1004,16250,10,645,162,483,2,0.9922480620155039,277,0.4432
horseshoe,1004,16250,20,645,162,483,1,1.0,335,0.536
horseshoe,1004,16250,30,645,162,483,1,1.0,379,0.6064
horseshoe,1004,16500,3,649,164,485,50,0.2835130970724191,210,0.336
horseshoe,1004,16500,5,649,164,485,8,0.9768875192604006,237,0.3792
horseshoe,1004,16500,10,649,164,485,1,1.0,273,0.4368
horseshoe,1004,16500,20,649,164,485,1,1.0,329,0.5264
horseshoe,1004,16500,30,649,164,485,1,1.0,372,0.5952
horseshoe,1004,16750,3,653,165,488,44,0.5620214395099541,210,0.336
horseshoe,1004,16750,5,653,165,488,6,0.9785604900459418,238,0.3808
horseshoe,1004,16750,10,653,165,488,2,0.9908116385911179,271,0.4336
horseshoe,1004,16750,20,653,165,488,1,1.0,330,0.528
horseshoe,1004,16750,30,653,165,488,1,1.0,378,0.6048
horseshoe,1004,17000,3,648,166,482,48,0.3132716049382716,213,0.3408
horseshoe,1004,17000,5,648,166,482,6,0.9135802469135802,239,0.3824
horseshoe,1004,17000,10,648,166,482,2,0.9891975308641975,273,0.4368
horseshoe,1004,17000,20,648,166,482,1,1.0,331,0.5296
horseshoe,1004,17000,30,648,166,482,1,1.0,378,0.6048
horseshoe,1004,17250,3,649,166,483,45,0.3913713405238829,209,0.3344
horseshoe,1004,17250,5,649,166,483,8,0.9121725731895224,243,0.3888
horseshoe,1004,17250,10,649,166,483,2,0.9984591679506933,278,0.4448
horseshoe,1004,17250,20,649,166,483,2,0.9984591679506933,337,0.5392
horseshoe,1004,17250,30,649,166,483,1,1.0,388,0.6208
horseshoe,1004,17500,3,652,166,486,38,0.6625766871165644,209,0.3344
horseshoe,1004,17500,5,652,166,486,12,0.8773006134969326,243,0.3888
horseshoe,1004,17500,10,652,166,486,2,0.9984662576687117,280,0.448
horseshoe,1004,17500,20,652,166,486,2,0.9984662576687117,339,0.5424
horseshoe,1004,17500,30,652,166,486,1,1.0,389,0.6224
horseshoe,1004,17750,3,650,168,482,38,0.6369230769230769,208,0.3328
horseshoe,1004,17750,5,650,168,482,10,0.8507692307692307,240,0.384
horseshoe,1004,17750,10,650,168,482,2,0.9984615384615385,277,0.4432
horseshoe,1004,17750,20,650,168,482,2,0.9984615384615385,335,0.536
horseshoe,1004,17750,30,650,168,482,1,1.0,389,0.6224
horseshoe,1004,18000,3,655,170,485,36,0.6412213740458015,209,0.3344
horseshoe,1004,18000,5,655,170,485,11,0.9068702290076336,241,0.3856
horseshoe,1004,18000,10,655,170,485,2,0.9969465648854962,274,0.4384
horseshoe,1004,18000,20,655,170,485,2,0.9969465648854962,337,0.5392
horseshoe,1004,18000,30,655,170,485,1,1.0,389,0.6224
horseshoe,1004,18250,3,658,171,487,40,0.29027355623100304,211,0.3376
horseshoe,1004,18250,5,658,171,487,5,0.9772036474164134,239,0.3824
horseshoe,1004,18250,10,658,171,487,2,0.9969604863221885,276,0.4416
horseshoe,1004,18250,20,658,171,487,1,1.0,335,0.536
horseshoe,1004,18250,30,658,171,487,1,1.0,388,0.6208
horseshoe,1004,18500,3,654,171,483,43,0.4648318042813456,213,0.3408
horseshoe,1004,18500,5,654,171,483,6,0.981651376146789,240,0.384
horseshoe,1004,18500,10,654,171,483,2,0.9969418960244648,280,0.448
horseshoe,1004,18500,20,654,171,483,1,1.0,336,0.5376
horseshoe,1004,18500,30,654,171,483,1,1.0,389,0.6224
horseshoe,1004,18750,3,656,173,483,43,0.551829268292683,214,0.3424
horseshoe,1004,18750,5,656,173,483,10,0.913109756097561,246,0.3936
horseshoe,1004,18750,10,656,173,483,4,0.9771341463414634,283,0.4528
horseshoe,1004,18750,20,656,173,483,2,0.9954268292682927,342,0.5472
horseshoe,1004,18750,30,656,173,483,1,1.0,388,0.6208
horseshoe,1004,19000,3,662,173,489,42,0.42749244712990936,207,0.3312
horseshoe,1004,19000,5,662,173,489,12,0.8912386706948641,244,0.3904
horseshoe,1004,19000,10,662,173,489,3,0.9954682779456193,278,0.4448
horseshoe,1004,19000,20,662,173,489,1,1.0,340,0.544
horseshoe,1004,19000,30,662,173,489,1,1.0,386,0.6176
horseshoe,1004,19250,3,664,174,490,47,0.5466867469879518,209,0.3344
horseshoe,1004,19250,5,664,174,490,11,0.963855421686747,246,0.3936
horseshoe,1004,19250,10,664,174,490,3,0.9954819277108434,279,0.4464
horseshoe,1004,19250,20,664,174,490,1,1.0,343,0.5488
horseshoe,1004,19250,30,664,174,490,1,1.0,388,0.6208
horseshoe,1004,19500,3,664,175,489,44,0.4292168674698795,215,0.344
horseshoe,1004,19500,5,664,175,489,9,0.9653614457831325,248,0.3968
horseshoe,1004,19500,10,664,175,489,3,0.9939759036144579,285,0.456
horseshoe,1004,19500,20,664,175,489,2,0.9939759036144579,349,0.5584
horseshoe,1004,19500,30,664,175,489,1,1.0,392,0.6272
horseshoe,1004,19750,3,662,176,486,46,0.3942598187311178,217,0.3472
horseshoe,1004,19750,5,662,176,486,10,0.9290030211480362,249,0.3984
horseshoe,1004,19750,10,662,176,486,2,0.9924471299093656,287,0.4592
horseshoe,1004,19750,20,662,176,486,1,1.0,349,0.5584
horseshoe,1004,19750,30,662,176,486,1,1.0,394,0.6304
horseshoe,1004,20000,3,665,177,488,41,0.3684210526315789,217,0.3472
horseshoe,1004,20000,5,665,177,488,7,0.9473684210526315,248,0.3968
horseshoe,1004,20000,10,665,177,488,1,1.0,283,0.4528
horseshoe,1004,20000,20,665,177,488,1,1.0,347,0.5552
horseshoe,1004,20000,30,665,177,488,1,1.0,392,0.6272
horseshoe,1005,10000,3,635,141,494,46,0.3637795275590551,217,0.3472
horseshoe,1005,10000,5,635,141,494,13,0.8976377952755905,243,0.3888
horseshoe,1005,10000,10,635,141,494,5,0.988976377952756,261,0.4176
horseshoe,1005,10000,20,635,141,494,3,0.9968503937007874,338,0.5408
horseshoe,1005,10000,30,635,141,494,2,0.9984251968503937,385,0.616
horseshoe,1005,10250,3,632,141,491,53,0.4287974683544304,219,0.3504
horseshoe,1005,10250,5,632,141,491,11,0.9620253164556962,245,0.392
horseshoe,1005,10250,10,632,141,491,5,0.990506329113924,264,0.4224
horseshoe,1005,10250,20,632,141,491,4,0.995253164556962,339,0.5424
horseshoe,1005,10250,30,632,141,491,2,0.9984177215189873,390,0.624
horseshoe,1005,10500,3,630,145,485,50,0.35079365079365077,222,0.3552
horseshoe,1005,10500,5,630,145,485,12,0.9396825396825397,245,0.392
horseshoe,1005,10500,10,630,145,485,5,0.9888888888888889,265,0.424
horseshoe,1005,10500,20,630,145,485,3,0.9968253968253968,341,0.5456
horseshoe,1005,10500,30,630,145,485,2,0.9984126984126984,391,0.6256
horseshoe,1005,10750,3,631,149,482,51,0.24405705229793978,224,0.3584
horseshoe,1005,10750,5,631,149,482,13,0.9429477020602218,249,0.3984
horseshoe,1005,10750,10,631,149,482,6,0.9873217115689382,270,0.432
horseshoe,1005,10750,20,631,149,482,3,0.9968304278922345,348,0.5568
horseshoe,1005,10750,30,631,149,482,2,0.9984152139461173,399,0.6384
horseshoe,1005,11000,3,635,152,483,45,0.5275590551181102,223,0.3568
horseshoe,1005,11000,5,635,152,483,16,0.9417322834645669,247,0.3952
horseshoe,1005,11000,10,635,152,483,6,0.988976377952756,267,0.4272
horseshoe,1005,11000,20,635,152,483,3,0.9968503937007874,345,0.552
horseshoe,1005,11000,30,635,152,483,2,0.9984251968503937,398,0.6368
horseshoe,1005,11250,3,638,154,484,43,0.6739811912225705,227,0.3632
horseshoe,1005,11250,5,638,154,484,19,0.9106583072100314,252,0.4032
horseshoe,1005,11250,10,638,154,484,5,0.9937304075235109,273,0.4368
horseshoe,1005,11250,20,638,154,484,3,0.9968652037617555,353,0.5648
horseshoe,1005,11250,30,638,154,484,2,0.9984326018808778,411,0.6576
horseshoe,1005,11500,3,643,155,488,52,0.4276827371695179,228,0.3648
horseshoe,1005,11500,5,643,155,488,21,0.8989113530326595,253,0.4048
horseshoe,1005,11500,10,643,155,488,4,0.995334370139969,274,0.4384
horseshoe,1005,11500,20,643,155,488,3,0.9968895800933126,355,0.568
horseshoe,1005,11500,30,643,155,488,2,0.9984447900466563,414,0.6624
horseshoe,1005,11750,3,647,159,488,55,0.13292117465224113,229,0.3664
horseshoe,1005,11750,5,647,159,488,15,0.9366306027820711,249,0.3984
horseshoe,1005,11750,10,647,159,488,5,0.990726429675425,271,0.4336
horseshoe,1005,11750,20,647,159,488,3,0.9969088098918083,352,0.5632
horseshoe,1005,11750,30,647,159,488,2,0.9984544049459042,409,0.6544
horseshoe,1005,12000,3,648,160,488,38,0.25462962962962965,235,0.376
horseshoe,1005,12000,5,648,160,488,15,0.8935185185185185,254,0.4064
horseshoe,1005,12000,10,648,160,488,6,0.9891975308641975,273,0.4368
horseshoe,1005,12000,20,648,160,488,2,0.9984567901234568,352,0.5632
horseshoe,1005,12000,30,648,160,488,1,1.0,406,0.6496
horseshoe,1005,12250,3,648,162,486,47,0.5185185185185185,235,0.376
horseshoe,1005,12250,5,648,162,486,16,0.9537037037037037,257,0.4112
horseshoe,1005,12250,10,648,162,486,5,0.9907407407407407,274,0.4384
horseshoe,1005,12250,20,648,162,486,2,0.9984567901234568,355,0.568
horseshoe,1005,12250,30,648,162,486,1,1.0,412,0.6592
horseshoe,1005,12500,3,652,163,489,50,0.5444785276073619,233,0.3728
horseshoe,1005,12500,5,652,163,489,18,0.7607361963190185,256,0.4096
horseshoe,1005,12500,10,652,163,489,5,0.99079754601227,276,0.4416
horseshoe,1005,12500,20,652,163,489,2,0.9984662576687117,354,0.5664
horseshoe,1005,12500,30,652,163,489,1,1.0,413,0.6608
horseshoe,1005,12750,3,657,163,494,55,0.4733637747336377,233,0.3728
horseshoe,1005,12750,5,657,163,494,15,0.9558599695585996,257,0.4112
horseshoe,1005,12750,10,657,163,494,5,0.9908675799086758,276,0.4416
horseshoe,1005,12750,20,657,163,494,2,0.9984779299847792,355,0.568
horseshoe,1005,12750,30,657,163,494,1,1.0,413,0.6608
horseshoe,1005,13000,3,651,164,487,52,0.5099846390168971,239,0.3824
horseshoe,1005,13000,5,651,164,487,17,0.9447004608294931,262,0.4192
horseshoe,1005,13000,10,651,164,487,4,0.9953917050691244,279,0.4464
horseshoe,1005,13000,20,651,164,487,2,0.9984639016897081,361,0.5776
horseshoe,1005,13000,30,651,164,487,1,1.0,419,0.6704
horseshoe,1005,13250,3,651,165,486,49,0.5637480798771122,242,0.3872
horseshoe,1005,13250,5,651,165,486,17,0.9431643625192012,261,0.4176
horseshoe,1005,13250,10,651,165,486,4,0.9953917050691244,279,0.4464
horseshoe,1005,13250,20,651,165,486,2,0.9984639016897081,360,0.576
horseshoe,1005,13250,30,651,165,486,1,1.0,422,0.6752
horseshoe,1005,13500,3,651,167,484,49,0.3333333333333333,247,0.3952
horseshoe,1005,13500,5,651,167,484,18,0.9308755760368663,266,0.4256
horseshoe,1005,13500,10,651,167,484,5,0.9907834101382489,285,0.456
horseshoe,1005,13500,20,651,167,484,2,0.9984639016897081,369,0.5904
horseshoe,1005,13500,30,651,167,484,1,1.0,425,0.68
horseshoe,1005,13750,3,652,169,483,50,0.4432515337423313,246,0.3936
horseshoe,1005,13750,5,652,169,483,16,0.946319018404908,266,0.4256
horseshoe,1005,13750,10,652,169,483,5,0.99079754601227,285,0.456
horseshoe,1005,13750,20,652,169,483,2,0.9984662576687117,371,0.5936
horseshoe,1005,13750,30,652,169,483,1,1.0,422,0.6752
horseshoe,1005,14000,3,657,170,487,52,0.6012176560121766,237,0.3792
horseshoe,1005,14000,5,657,170,487,11,0.9726027397260274,261,0.4176
horseshoe,1005,14000,10,657,170,487,4,0.9923896499238964,277,0.4432
horseshoe,1005,14000,20,657,170,487,3,0.9954337899543378,358,0.5728
horseshoe,1005,14000,30,657,170,487,1,1.0,412,0.6592
horseshoe,1005,14250,3,659,171,488,41,0.5735963581183612,237,0.3792
horseshoe,1005,14250,5,659,171,488,12,0.960546282245827,261,0.4176
horseshoe,1005,14250,10,659,171,488,4,0.9908952959028832,278,0.4448
horseshoe,1005,14250,20,659,171,488,2,0.9984825493171472,354,0.5664
horseshoe,1005,14250,30,659,171,488,1,1.0,410,0.656
horseshoe,1005,14500,3,663,174,489,43,0.555052790346908,237,0.3792
horseshoe,1005,14500,5,663,174,489,13,0.9487179487179487,261,0.4176
horseshoe,1005,14500,10,663,174,489,2,0.9984917043740573,280,0.448
horseshoe,1005,14500,20,663,174,489,2,0.9984917043740573,359,0.5744
horseshoe,1005,14500,30,663,174,489,1,1.0,410,0.656
horseshoe,1005,14750,3,663,174,489,47,0.5082956259426847,239,0.3824
horseshoe,1005,14750,5,663,174,489,13,0.9562594268476622,267,0.4272
horseshoe,1005,14750,10,663,174,489,3,0.995475113122172,287,0.4592
horseshoe,1005,14750,20,663,174,489,2,0.9984917043740573,370,0.592
horseshoe,1005,14750,30,663,174,489,1,1.0,416,0.6656
horseshoe,1005,15000,3,664,179,485,50,0.45180722891566266,245,0.392
horseshoe,1005,15000,5,664,179,485,16,0.9231927710843374,273,0.4368
horseshoe,1005,15000,10,664,179,485,3,0.9939759036144579,291,0.4656
horseshoe,1005,15000,20,664,179,485,2,0.9984939759036144,371,0.5936
horseshoe,1005,15000,30,664,179,485,1,1.0,419,0.6704
horseshoe,1005,15250,3,665,181,484,53,0.22706766917293233,245,0.392
horseshoe,1005,15250,5,665,181,484,12,0.9503759398496241,272,0.4352
horseshoe,1005,15250,10,665,181,484,2,0.9984962406015038,289,0.4624
horseshoe,1005,15250,20,665,181,484,2,0.9984962406015038,369,0.5904
horseshoe,1005,15250,30,665,181,484,1,1.0,419,0.6704
horseshoe,1005,15500,3,668,182,486,49,0.5119760479041916,242,0.3872
horseshoe,1005,15500,5,668,182,486,14,0.9476047904191617,270,0.432
horseshoe,1005,15500,10,668,182,486,2,0.9985029940119761,289,0.4624
horseshoe,1005,15500,20,668,182,486,2,0.9985029940119761,371,0.5936
horseshoe,1005,15500,30,668,182,486,1,1.0,418,0.6688
horseshoe,1005,15750,3,673,183,490,49,0.5319465081723626,242,0.3872
horseshoe,1005,15750,5,673,183,490,15,0.924219910846954,269,0.4304
horseshoe,1005,15750,10,673,183,490,3,0.9925705794947994,286,0.4576
horseshoe,1005,15750,20,673,183,490,2,0.9985141158989599,370,0.592
horseshoe,1005,15750,30,673,183,490,1,1.0,419,0.6704
horseshoe,1005,16000,3,672,183,489,52,0.2961309523809524,245,0.392
horseshoe,1005,16000,5,672,183,489,14,0.8928571428571429,272,0.4352
horseshoe,1005,16000,10,672,183,489,3,0.9925595238095238,286,0.4576
horseshoe,1005,16000,20,672,183,489,2,0.9985119047619048,375,0.6
horseshoe,1005,16000,30,672,183,489,1,1.0,422,0.6752
horseshoe,1005,16250,3,671,184,487,50,0.45752608047690013,251,0.4016
horseshoe,1005,16250,5,671,184,487,13,0.9180327868852459,274,0.4384
horseshoe,1005,16250,10,671,184,487,3,0.9940387481371088,294,0.4704
horseshoe,1005,16250,20,671,184,487,2,0.9985096870342772,379,0.6064
horseshoe,1005,16250,30,671,184,487,1,1.0,424,0.6784
horseshoe,1005,16500,3,676,184,492,48,0.6020710059171598,246,0.3936
horseshoe,1005,16500,5,676,184,492,10,0.9541420118343196,270,0.432
horseshoe,1005,16500,10,676,184,492,2,0.9955621301775148,289,0.4624
horseshoe,1005,16500,20,676,184,492,2,0.9955621301775148,377,0.6032
horseshoe,1005,16500,30,676,184,492,1,1.0,421,0.6736
horseshoe,1005,16750,3,679,184,495,42,0.5802650957290133,243,0.3888
horseshoe,1005,16750,5,679,184,495,9,0.9543446244477173,268,0.4288
horseshoe,1005,16750,10,679,184,495,2,0.9955817378497791,281,0.4496
horseshoe,1005,16750,20,679,184,495,2,0.9955817378497791,371,0.5936
horseshoe,1005,16750,30,679,184,495,1,1.0,419,0.6704
horseshoe,1005,17000,3,679,184,495,49,0.3402061855670103,246,0.3936
horseshoe,1005,17000,5,679,184,495,12,0.9499263622974963,269,0.4304
horseshoe,1005,17000,10,679,184,495,2,0.9955817378497791,289,0.4624
horseshoe,1005,17000,20,679,184,495,2,0.9955817378497791,373,0.5968
horseshoe,1005,17000,30,679,184,495,1,1.0,422,0.6752
horseshoe,1005,17250,3,678,184,494,56,0.25958702064896755,250,0.4
horseshoe,1005,17250,5,678,184,494,9,0.9542772861356932,270,0.432
horseshoe,1005,17250,10,678,184,494,2,0.995575221238938,291,0.4656
horseshoe,1005,17250,20,678,184,494,1,1.0,374,0.5984
horseshoe,1005,17250,30,678,184,494,1,1.0,422,0.6752
horseshoe,1005,17500,3,678,184,494,47,0.471976401179941,245,0.392
horseshoe,1005,17500,5,678,184,494,11,0.9218289085545722,267,0.4272
horseshoe,1005,17500,10,678,184,494,2,0.9808259587020649,285,0.456
horseshoe,1005,17500,20,678,184,494,1,1.0,373,0.5968
horseshoe,1005,17500,30,678,184,494,1,1.0,417,0.6672
horseshoe,1005,17750,3,676,185,491,50,0.34615384615384615,244,0.3904
horseshoe,1005,17750,5,676,185,491,15,0.9097633136094675,270,0.432
horseshoe,1005,17750,10,676,185,491,3,0.9866863905325444,283,0.4528
horseshoe,1005,17750,20,676,185,491,1,1.0,372,0.5952
horseshoe,1005,17750,30,676,185,491,1,1.0,417,0.6672
horseshoe,1005,18000,3,675,186,489,37,0.6518518518518519,242,0.3872
horseshoe,1005,18000,5,675,186,489,14,0.8666666666666667,272,0.4352
horseshoe,1005,18000,10,675,186,489,3,0.9881481481481481,288,0.4608
horseshoe,1005,18000,20,675,186,489,2,0.9955555555555555,374,0.5984
horseshoe,1005,18000,30,675,186,489,1,1.0,420,0.672
horseshoe,1005,18250,3,678,186,492,41,0.523598820058997,245,0.392
horseshoe,1005,18250,5,678,186,492,12,0.9336283185840708,271,0.4336
horseshoe,1005,18250,10,678,186,492,3,0.9882005899705014,291,0.4656
horseshoe,1005,18250,20,678,186,492,2,0.995575221238938,375,0.6
horseshoe,1005,18250,30,678,186,492,1,1.0,420,0.672
horseshoe,1005,18500,3,677,187,490,50,0.397341211225997,248,0.3968
horseshoe,1005,18500,5,677,187,490,8,0.9704579025110783,272,0.4352
horseshoe,1005,18500,10,677,187,490,2,0.9955686853766618,291,0.4656
horseshoe,1005,18500,20,677,187,490,2,0.9955686853766618,375,0.6
horseshoe,1005,18500,30,677,187,490,1,1.0,421,0.6736
horseshoe,1005,18750,3,678,189,489,52,0.4616519174041298,250,0.4
horseshoe,1005,18750,5,678,189,489,9,0.9646017699115044,276,0.4416
horseshoe,1005,18750,10,678,189,489,2,0.995575221238938,295,0.472
horseshoe,1005,18750,20,678,189,489,2,0.995575221238938,377,0.6032
horseshoe,1005,18750,30,678,189,489,1,1.0,424,0.6784
horseshoe,1005,19000,3,680,190,490,55,0.16323529411764706,252,0.4032
horseshoe,1005,19000,5,680,190,490,11,0.9352941176470588,280,0.448
horseshoe,1005,19000,10,680,190,490,3,0.9838235294117647,298,0.4768
horseshoe,1005,19000,20,680,190,490,1,1.0,381,0.6096
horseshoe,1005,19000,30,680,190,490,1,1.0,429,0.6864
horseshoe,1005,19250,3,678,190,488,62,0.20058997050147492,254,0.4064
horseshoe,1005,19250,5,678,190,488,11,0.9277286135693216,278,0.4448
horseshoe,1005,19250,10,678,190,488,2,0.995575221238938,295,0.472
horseshoe,1005,19250,20,678,190,488,1,1.0,380,0.608
horseshoe,1005,19250,30,678,190,488,1,1.0,428,0.6848
horseshoe,1005,19500,3,680,190,490,52,0.27647058823529413,258,0.4128
horseshoe,1005,19500,5,680,190,490,12,0.9073529411764706,280,0.448
horseshoe,1005,19500,10,680,190,490,1,1.0,299,0.4784
horseshoe,1005,19500,20,680,190,490,1,1.0,384,0.6144
horseshoe,1005,19500,30,680,190,490,1,1.0,429,0.6864
horseshoe,1005,19750,3,681,190,491,49,0.45374449339207046,257,0.4112
horseshoe,1005,19750,5,681,190,491,12,0.9074889867841409,280,0.448
horseshoe,1005,19750,10,681,190,491,2,0.9882525697503671,301,0.4816
horseshoe,1005,19750,20,681,190,491,1,1.0,383,0.6128
horseshoe,1005,19750,30,681,190,491,1,1.0,432,0.6912
horseshoe,1005,20000,3,684,192,492,58,0.3932748538011696,254,0.4064
horseshoe,1005,20000,5,684,192,492,10,0.9371345029239766,278,0.4448
horseshoe,1005,20000,10,684,192,492,2,0.9956140350877193,297,0.4752
horseshoe,1005,20000,20,684,192,492,2,0.9956140350877193,379,0.6064
horseshoe,1005,20000,30,684,192,492,1,1.0,431,0.6896
open,1001,10000,3,645,160,485,48,0.5085271317829457,252,0.4032
open,1001,10000,5,645,160,485,11,0.9643410852713178,281,0.4496
open,1001,10000,10,645,160,485,5,0.9782945736434109,312,0.4992
open,1001,10000,20,645,160,485,1,1.0,400,0.64
open,1001,10000,30,645,160,485,1,1.0,459,0.7344
open,1001,10250,3,644,160,484,53,0.6366459627329193,263,0.4208
open,1001,10250,5,644,160,484,11,0.8975155279503105,297,0.4752
open,1001,10250,10,644,160,484,5,0.9782608695652174,332,0.5312
open,1001,10250,20,644,160,484,3,0.9968944099378882,428,0.6848
open,1001,10250,30,644,160,484,2,0.9968944099378882,483,0.7728
open,1001,10500,3,643,165,478,55,0.6174183514774495,269,0.4304
open,1001,10500,5,643,165,478,11,0.9346811819595645,310,0.496
open,1001,10500,10,643,165,478,5,0.9704510108864697,339,0.5424
open,1001,10500,20,643,165,478,3,0.9720062208398134,430,0.688
open,1001,10500,30,643,165,478,1,1.0,489,0.7824
open,1001,10750,3,645,168,477,62,0.42170542635658914,272,0.4352
open,1001,10750,5,645,168,477,17,0.889922480620155,304,0.4864
open,1001,10750,10,645,168,477,4,0.9674418604651163,329,0.5264
open,1001,10750,20,645,168,477,1,1.0,426,0.6816
open,1001,10750,30,645,168,477,1,1.0,485,0.776
open,1001,11000,3,652,176,476,60,0.3895705521472393,274,0.4384
open,1001,11000,5,652,176,476,17,0.8573619631901841,296,0.4736
open,1001,11000,10,652,176,476,5,0.9708588957055214,321,0.5136
open,1001,11000,20,652,176,476,1,1.0,415,0.664
open,1001,11000,30,652,176,476,1,1.0,477,0.7632
open,1001,11250,3,656,184,472,50,0.538109756097561,271,0.4336
open,1001,11250,5,656,184,472,14,0.9344512195121951,297,0.4752
open,1001,11250,10,656,184,472,5,0.9817073170731707,324,0.5184
open,1001,11250,20,656,184,472,1,1.0,414,0.6624
open,1001,11250,30,656,184,472,1,1.0,480,0.768
open,1001,11500,3,665,188,477,53,0.6165413533834586,273,0.4368
open,1001,11500,5,665,188,477,18,0.8511278195488722,300,0.48
open,1001,11500,10,665,188,477,5,0.9804511278195489,326,0.5216
open,1001,11500,20,665,188,477,1,1.0,417,0.6672
open,1001,11500,30,665,188,477,1,1.0,483,0.7728
open,1001,11750,3,674,192,482,56,0.5044510385756676,281,0.4496
open,1001,11750,5,674,192,482,18,0.9465875370919882,313,0.5008
open,1001,11750,10,674,192,482,6,0.9896142433234422,339,0.5424
open,1001,11750,20,674,192,482,2,0.9985163204747775,432,0.6912
open,1001,11750,30,674,192,482,1,1.0,504,0.8064
open,1001,12000,3,673,199,474,61,0.5661218424962853,291,0.4656
open,1001,12000,5,673,199,474,21,0.8736998514115899,318,0.5088
open,1001,12000,10,673,199,474,6,0.9821693907875185,345,0.552
open,1001,12000,20,673,199,474,1,1.0,444,0.7104
open,1001,12000,30,673,199,474,1,1.0,510,0.816
open,1001,12250,3,673,203,470,59,0.4784546805349183,291,0.4656
open,1001,12250,5,673,203,470,14,0.9390787518573551,317,0.5072
open,1001,12250,10,673,203,470,2,0.9985141158989599,347,0.5552
open,1001,12250,20,673,203,470,1,1.0,446,0.7136
open,1001,12250,30,673,203,470,1,1.0,510,0.816
open,1001,12500,3,682,206,476,60,0.6290322580645161,292,0.4672
open,1001,12500,5,682,206,476,19,0.8973607038123167,317,0.5072
open,1001,12500,10,682,206,476,3,0.9941348973607038,349,0.5584
open,1001,12500,20,682,206,476,1,1.0,452,0.7232
open,1001,12500,30,682,206,476,1,1.0,512,0.8192
open,1001,12750,3,692,209,483,65,0.3930635838150289,296,0.4736
open,1001,12750,5,692,209,483,21,0.9291907514450867,326,0.5216
open,1001,12750,10,692,209,483,4,0.9942196531791907,360,0.576
open,1001,12750,20,692,209,483,1,1.0,459,0.7344
open,1001,12750,30,692,209,483,1,1.0,514,0.8224
open,1001,13000,3,698,211,487,65,0.5372492836676218,301,0.4816
open,1001,13000,5,698,211,487,21,0.8753581661891118,331,0.5296
open,1001,13000,10,698,211,487,4,0.9914040114613181,362,0.5792
open,1001,13000,20,698,211,487,1,1.0,461,0.7376
open,1001,13000,30,698,211,487,1,1.0,524,0.8384
