evaluation,filled_cells,coverage,qd_score,raw_qd_score,qd_score_fitness_floor,max_fitness,mean_fitness,occupancy_entropy,mean_pairwise_descriptor_euclidean,mean_pairwise_descriptor_knn_geodesic,pairwise_geodesic_k,pairwise_geodesic_finite_fraction,pairwise_geodesic_disconnected_pairs
1,1,0.0016,6.296000000000001,1.296000000000001,-5.0,1.296000000000001,1.296000000000001,0.0,nan,nan,5,nan,-1
25,11,0.0176,74.83100000000002,19.83100000000001,-5.0,6.776999999999995,1.8028181818181828,0.37247402560124454,nan,nan,5,nan,-1
50,24,0.0384,191.75699999999986,71.75699999999985,-5.0,12.969999999999906,2.989874999999994,0.4936589671765412,nan,nan,5,nan,-1
75,37,0.0592,286.22899999999987,101.22899999999984,-5.0,12.969999999999906,2.7359189189189146,0.5608973612382323,nan,nan,5,nan,-1
100,52,0.0832,390.3269999999998,130.32699999999983,-5.0,12.969999999999906,2.506288461538458,0.6137614393284672,nan,nan,5,nan,-1
125,62,0.0992,477.0999999999998,167.09999999999974,-5.0,12.969999999999906,2.6951612903225763,0.6410831932626789,nan,nan,5,nan,-1
150,72,0.1152,551.1619999999998,191.16199999999975,-5.0,12.969999999999906,2.655027777777774,0.6643105157980375,nan,nan,5,nan,-1
175,82,0.1312,672.3709999999996,262.3709999999997,-5.0,19.27499999999997,3.199646341463411,0.6845121537803792,nan,nan,5,nan,-1
200,89,0.1424,716.3899999999996,271.3899999999997,-5.0,19.27499999999997,3.049325842696626,0.6972366462623532,nan,nan,5,nan,-1
225,95,0.152,767.5499999999996,292.5499999999996,-5.0,19.27499999999997,3.079473684210522,0.7073707001087877,nan,nan,5,nan,-1
250,104,0.1664,868.6469999999996,348.6469999999996,-5.0,19.27499999999997,3.352374999999996,0.7214305788468154,nan,nan,5,nan,-1
275,111,0.1776,943.5979999999995,388.59799999999956,-5.0,19.27499999999997,3.500882882882879,0.7315489098597286,nan,nan,5,nan,-1
300,118,0.1888,1020.2269999999992,430.22699999999935,-5.0,19.27499999999997,3.645991525423723,0.7410482547367301,nan,nan,5,nan,-1
325,133,0.2128,1156.990999999999,491.9909999999993,-5.0,19.27499999999997,3.6991804511278144,0.7596361888893296,nan,nan,5,nan,-1
350,145,0.232,1278.3769999999993,553.3769999999993,-5.0,19.27499999999997,3.816393103448271,0.7730546335418749,nan,nan,5,nan,-1
375,157,0.2512,1420.451999999999,635.4519999999991,-5.0,19.27499999999997,4.047464968152861,0.7854055391458507,nan,nan,5,nan,-1
400,172,0.2752,1562.907999999999,702.907999999999,-5.0,19.27499999999997,4.0866744186046455,0.7995795359742125,nan,nan,5,nan,-1
425,190,0.304,1750.3949999999988,800.3949999999988,-5.0,19.27499999999997,4.212605263157888,0.8150398396271359,nan,nan,5,nan,-1
450,204,0.3264,1901.197999999999,881.1979999999987,-5.0,19.27499999999997,4.31959803921568,0.8260834345888398,nan,nan,5,nan,-1
475,218,0.3488,2115.3389999999986,1025.3389999999986,-5.0,19.27499999999997,4.703389908256875,0.8363937218686529,nan,nan,5,nan,-1
500,227,0.3632,2221.6519999999987,1086.6519999999985,-5.0,19.27499999999997,4.787013215859024,0.8426777410252432,nan,nan,5,nan,-1
525,243,0.3888,2395.8009999999986,1180.8009999999983,-5.0,19.27499999999997,4.8592633744855895,0.8532577431074816,nan,nan,5,nan,-1
550,257,0.4112,2548.877999999998,1263.877999999998,-5.0,19.27499999999997,4.917813229571977,0.8619587065186697,nan,nan,5,nan,-1
575,269,0.4304,2670.9519999999984,1325.951999999998,-5.0,19.27499999999997,4.929189591078059,0.8690474072312061,nan,nan,5,nan,-1
600,279,0.4464,2818.004999999998,1423.0049999999978,-5.0,19.27499999999997,5.100376344086014,0.8747171509873233,nan,nan,5,nan,-1
625,290,0.464,2969.4569999999976,1519.4569999999976,-5.0,19.27499999999997,5.239506896551716,0.8807237730602232,nan,nan,5,nan,-1
650,299,0.4784,3056.4479999999976,1561.4479999999976,-5.0,19.27499999999997,5.222234113712367,0.8854711836583656,nan,nan,5,nan,-1
675,307,0.4912,3172.7329999999974,1637.7329999999972,-5.0,19.27499999999997,5.334635179153086,0.8895726426199878,nan,nan,5,nan,-1
700,314,0.5024,3288.688999999997,1718.6889999999971,-5.0,19.27499999999997,5.473531847133748,0.893074678664199,nan,nan,5,nan,-1
725,324,0.5184,3394.8749999999973,1774.874999999997,-5.0,19.27499999999997,5.47800925925925,0.8979444735226818,nan,nan,5,nan,-1
750,338,0.5408,3554.3179999999966,1864.317999999997,-5.0,20.045,5.515733727810642,0.9045154601018894,nan,nan,5,nan,-1
775,344,0.5504,3630.555999999997,1910.5559999999964,-5.0,20.045,5.553941860465105,0.9072486754925608,nan,nan,5,nan,-1
800,352,0.5632,3738.4689999999964,1978.4689999999966,-5.0,20.045,5.620650568181809,0.9108197231929859,nan,nan,5,nan,-1
825,357,0.5712,3831.2919999999963,2046.2919999999965,-5.0,20.045,5.731910364145649,0.9130106443326852,nan,nan,5,nan,-1
850,362,0.5792,3935.572999999996,2125.5729999999962,-5.0,20.045,5.87174861878452,0.9151710927008204,nan,nan,5,nan,-1
875,371,0.5936,4028.4119999999957,2173.411999999996,-5.0,20.045,5.8582533692722265,0.9189857553529078,nan,nan,5,nan,-1
900,376,0.6016,4102.454999999996,2222.4549999999963,-5.0,20.045,5.910784574468075,0.9210652205933862,nan,nan,5,nan,-1
925,382,0.6112,4178.688999999996,2268.688999999996,-5.0,20.045,5.938976439790566,0.9235243811944835,nan,nan,5,nan,-1
950,392,0.6272,4317.733999999996,2357.733999999996,-5.0,20.045,6.014627551020397,0.9275383961161285,nan,nan,5,nan,-1
975,400,0.64,4400.261999999995,2400.2619999999956,-5.0,20.045,6.000654999999989,0.9306765580733931,nan,nan,5,nan,-1
1000,402,0.6432,4444.423999999995,2434.4239999999954,-5.0,20.045,6.055781094527352,0.9314512915179868,1.0422315351859408,1.1543862660568125,5,1.0,0
1025,406,0.6496,4519.497999999994,2489.4979999999955,-5.0,20.045,6.131768472906393,0.9329892618407651,nan,nan,5,nan,-1
1050,411,0.6576,4618.167999999995,2563.167999999995,-5.0,20.045,6.236418491484173,0.9348905552674854,nan,nan,5,nan,-1
1075,417,0.6672,4710.434999999996,2625.4349999999954,-5.0,21.24499999999994,6.296007194244593,0.9371418082034636,nan,nan,5,nan,-1
