snapshot_evaluation,encoder_space,k,support_point_count,rolling_buffer_points,centroid_points,component_count,largest_component_fraction,support_finite_pair_fraction,support_mean_euclidean,support_mean_geodesic,support_geodesic_to_euclidean_ratio,rolling_finite_pair_fraction,rolling_geodesic_to_euclidean_ratio,centroid_finite_pair_fraction,centroid_geodesic_to_euclidean_ratio
2000,pre_retrain_encoder,10,1625,1000,625,9,0.99,0.5401758241758242,8.13931745334687,9.148153149189202,1.1239459821569562,0.9800940940940941,1.0949355165533015,0.10833333333333334,1.245008233516184
2000,pre_retrain_encoder,15,1625,1000,625,4,0.995,0.5979143615005684,9.389129623478361,10.077464627687057,1.0733119076860387,0.9900260260260261,1.0479092626957982,0.17751282051282052,1.1634056579721916
2000,pre_retrain_encoder,20,1625,1000,625,4,0.995,0.6242788935202729,9.862941776639724,10.383395085470358,1.0527685674940637,0.9900260260260261,1.0326668823845144,0.21797435897435896,1.1078605662153262
2000,pre_retrain_encoder,25,1625,1000,625,4,0.995,0.6392489579386131,10.134152957553109,10.514990163037664,1.0375795793767562,0.9900260260260261,1.0216123394561536,0.24261538461538462,1.080348220842565
2000,pre_retrain_encoder,30,1625,1000,625,4,0.995,0.6556218264494127,10.434077968792634,10.767218622952026,1.0319281353997722,0.9900260260260261,1.015196374166287,0.2715897435897436,1.0723927019836008
2000,pre_retrain_encoder,40,1625,1000,625,3,0.998,0.7354884425918908,11.930003253595096,12.485449305029807,1.0465587510437038,0.996002002002002,1.01241617599131,0.40852307692307693,1.088123581943509
10000,final_one_retrain_encoder,10,1625,1000,625,4,0.992,0.5730496400151572,13.182944058187486,14.710867914201291,1.1159015656343367,0.984086086086086,1.0845674852563842,0.14554871794871796,1.2315305876569254
10000,final_one_retrain_encoder,15,1625,1000,625,2,0.999,0.6380629026146267,14.76995622613983,15.838812822519008,1.07236694408664,0.998,1.0458271709114384,0.22925128205128206,1.1629670057207648
10000,final_one_retrain_encoder,20,1625,1000,625,2,0.999,0.6689389920424403,15.427149617419085,16.199181874082118,1.0500437394987936,0.998,1.0273997920973446,0.2793538461538462,1.120816922119895
10000,final_one_retrain_encoder,25,1625,1000,625,2,0.999,0.6996081849185297,15.928003826427624,16.533109568533863,1.0379900550439505,0.998,1.0185530580309785,0.33315384615384613,1.0892098599755664
10000,final_one_retrain_encoder,30,1625,1000,625,2,0.999,0.722507768093975,16.42134878196715,16.970260839109347,1.0334267339687089,0.998,1.014177343412137,0.37538461538461537,1.0832050893997218
10000,final_one_retrain_encoder,40,1625,1000,625,2,0.999,0.7793899204244031,17.523206359935607,18.05278141486941,1.030221355844134,0.998,1.0068401648665255,0.4886871794871795,1.084382751620541
20000,final_one_retrain_encoder,10,1625,1000,625,4,0.996,0.6282948086396363,17.233362064401078,19.0985999645491,1.1082341271063432,0.992014014014014,1.089532928479663,0.21867692307692307,1.1750902076964844
20000,final_one_retrain_encoder,15,1625,1000,625,3,0.998,0.6740083364910952,17.985881938394243,18.89181107319615,1.0503689025595142,0.996002002002002,1.0391292456659953,0.2897025641025641,1.0836002006588064
20000,final_one_retrain_encoder,20,1625,1000,625,2,0.999,0.7233383857521789,19.006739900026687,19.669532545937912,1.0348714534632157,0.998,1.0206900813594886,0.37593333333333334,1.0720771617369071
20000,final_one_retrain_encoder,25,1625,1000,625,2,0.999,0.7690443349753695,19.76135760401435,20.36494105335694,1.0305436226314724,0.998,1.0148156208480956,0.4648923076923077,1.0701220169515655
20000,final_one_retrain_encoder,30,1625,1000,625,1,1.0,0.7972527472527473,20.345791581579984,20.902551914988905,1.027364889253706,1.0,1.0113003598297263,0.5203846153846153,1.0680334220251355
20000,final_one_retrain_encoder,40,1625,1000,625,1,1.0,0.8497559681697613,21.0432442849404,21.55113990559559,1.0241358040508357,1.0,1.0074900331711987,0.6346307692307692,1.0638265797902282
