evaluation,latent_0,latent_1,fitness,max_replay_error,respawn_timing,checkpoint_sha256
470,-4.257748126983643,-5.2480621337890625,4.2730000000000015,0.0,historical_pre_audit,254b5087215a4ad7b39bfc99a649fb7592bcf60221b770dbbda8e8a502b4b8d0
998,-3.789581060409546,-3.29520583152771,4.2730000000000015,0.0,historical_pre_audit,254b5087215a4ad7b39bfc99a649fb7592bcf60221b770dbbda8e8a502b4b8d0
