sample_index,evaluation,source,fitness,final_x,final_y,latent_0,latent_1,path_length,loop_score,is_loop,is_near_still
0,23,bootstrap_random,0.8740000000000003,0.019012900441914875,-0.9696719568982696,-7.415511131286621,-3.6904847621917725,0.8994547128677368,2.540086184189175,False,False
1,37,bootstrap_random,11.122999999999944,0.16517312504481568,0.284495800321073,9.72375202178955,-5.126653671264648,4.699811935424805,9.123906332726063,True,False
2,122,bootstrap_random,1.296000000000001,-0.719147551883723,-0.7338205096983371,-4.103373050689697,-3.6309163570404053,0.0,0.0,False,True
3,161,bootstrap_random,9.889999999999967,-0.7239430272504069,-0.2590816706104238,-3.14411997795105,-2.9428393840789795,1.546581506729126,7.65202728021707,True,False
4,196,bootstrap_random,1.2720000000000011,-0.9566345582255356,-0.23357485719894341,-4.1213579177856445,-5.344851970672607,0.6203218698501587,0.5497462927502261,False,False
5,253,bootstrap_random,1.4070000000000011,-0.6824569155558348,-0.6562397171239631,-3.8435873985290527,-3.321742057800293,0.6048216223716736,6.973162939614942,False,False
6,345,bootstrap_random,1.296000000000001,-0.7275515487553137,-0.7298153083772704,-4.112935543060303,-3.675283432006836,0.0,0.0,False,True
7,365,bootstrap_random,1.296000000000001,-0.7326466976277922,-0.724625471389563,-4.103289604187012,-3.7009427547454834,0.0,0.0,False,True
8,370,bootstrap_random,5.028999999999999,-0.7241481007372709,0.4431700221936538,-3.0116703510284424,-4.874046802520752,2.520689010620117,4.217458156285192,True,False
9,413,bootstrap_random,1.296000000000001,-0.70273161708656,-0.7135491418458859,-3.9289801120758057,-3.4904890060424805,0.007551409769803286,0.4977716646970509,False,True
10,422,bootstrap_random,1.296000000000001,-0.7231667163123774,-0.7315838849457407,-4.1043782234191895,-3.650804281234741,0.0,0.0,False,True
11,452,bootstrap_random,1.296000000000001,-0.7315501660345237,-0.7127703918488019,-3.995417356491089,-3.6532459259033203,0.0074325683526694775,0.04266496637796159,False,True
12,560,bootstrap_random,9.857999999999954,0.1734527405708869,0.1977464063094916,3.6170644760131836,-5.945753574371338,7.510652542114258,6.394467421304552,True,False
13,719,bootstrap_random,10.714999999999979,0.3040952585812652,-0.1237014690700261,4.397500991821289,-3.527242422103882,7.758491039276123,7.7236270908124425,True,False
14,722,bootstrap_random,1.407000000000001,-0.8307945148252435,-0.7435646644752085,-3.7860968112945557,-3.5915448665618896,0.7595864534378052,1.8932275029098,False,False
15,727,bootstrap_random,4.993999999999999,-0.7551850879421879,0.32955340380546505,-2.865621566772461,-5.102906227111816,3.6219124794006348,8.717783891805032,True,False
16,759,bootstrap_random,2.4649999999999985,0.3204571824615147,0.054369701547957575,0.5686022043228149,0.8460816740989685,4.191649436950684,2.5059806211515965,True,False
17,778,bootstrap_random,5.233,-0.182584515532225,0.2669207526483124,-3.0595078468322754,-5.5560736656188965,2.9223108291625977,3.7688425282438236,True,False
18,832,bootstrap_random,1.632000000000001,-0.3533558242004161,-0.30701921082439043,-3.471541166305542,-2.7502806186676025,0.6289407014846802,0.21788259815020977,False,False
19,837,bootstrap_random,1.296000000000001,-0.7193383179470245,-0.7314010447038284,-3.99163556098938,-3.575389862060547,0.024164924398064613,2.38062297189274,False,True
20,1031,bootstrap_random,1.3410000000000009,-0.7476970331036454,-0.6987861779585196,-3.9965054988861084,-3.6788766384124756,0.0321584977209568,1.7132192333719478,False,True
21,1040,bootstrap_random,1.296000000000001,-0.7118352577089,-0.707586275575268,-3.9022979736328125,-3.5193777084350586,0.0,0.0,False,True
22,1109,bootstrap_random,1.293000000000001,-0.7060432357206289,-0.7295120161601049,-3.836602210998535,-3.3634908199310303,1.4922401905059814,8.887116727452137,False,False
23,1126,bootstrap_random,1.296000000000001,-0.7090789173109573,-0.7059712426763473,-3.887150287628174,-3.5012528896331787,0.0,0.0,False,True
24,1140,bootstrap_random,6.653999999999996,-0.6527062300736135,-0.7420963809521942,-1.9882712364196777,-1.383378028869629,8.997669219970703,5.48192500605039,True,False
25,1228,bootstrap_random,1.505000000000001,-0.25779454509502175,-0.7492963108098806,-4.564563751220703,-3.0348880290985107,0.47678831219673157,0.0886025989239871,False,False
26,1310,bootstrap_random,1.296000000000001,-0.7238608022876515,-0.7055851055745839,-3.9407296180725098,-3.611788272857666,0.0,0.0,False,True
27,1311,bootstrap_random,1.296000000000001,-0.7334430094864423,-0.7191595052351121,-4.073215007781982,-3.7005436420440674,0.0,0.0,False,True
28,1337,bootstrap_random,7.753999999999997,0.9643448417234087,-0.3365808131472635,2.176969528198242,-3.089146614074707,8.369684219360352,5.142374142239748,True,False
29,1355,bootstrap_random,1.407000000000001,-0.6281031393314008,-0.652073045701587,-3.7297427654266357,-3.3099281787872314,0.7055215239524841,5.098605682910381,False,False
30,1424,bootstrap_random,1.296000000000001,-0.7221349741605422,-0.7300945711224847,-4.0859246253967285,-3.6410155296325684,0.0,0.0,False,True
31,1502,bootstrap_random,5.285000000000004,0.5058895374980394,-0.28770594856722775,-1.915658712387085,0.2380915880203247,4.509329795837402,6.368441668491135,True,False
32,1574,bootstrap_random,3.0089999999999995,-0.3560978521451903,0.3964292913618696,-1.5684270858764648,-4.970130443572998,4.8252949714660645,7.473191678268718,True,False
33,1625,bootstrap_random,1.341000000000001,-0.7044776701885181,-0.6721891373738554,-3.9335408210754395,-3.592008352279663,0.06026806682348251,4.297776627465095,False,True
34,1719,bootstrap_random,1.4050000000000005,-0.6980782914217442,0.08314133559705407,-3.72642183303833,-5.239094257354736,1.6442316770553589,5.87849064628474,True,False
35,1843,bootstrap_random,4.630000000000001,-0.35647645422855895,-0.6431345215515488,-2.1219189167022705,-1.536065936088562,1.6587114334106445,12.191372823991323,True,False
36,1852,bootstrap_random,1.296000000000001,-0.7253417474037317,-0.7170496749792304,-4.019632339477539,-3.6448051929473877,0.0,0.0,False,True
37,1871,bootstrap_random,1.5500000000000012,-0.9557238801439326,-0.6951274454557111,-4.1104416847229,-4.442019462585449,0.5216590166091919,1.1441260503427069,False,False
38,1942,bootstrap_random,1.354000000000001,-0.7441255429162319,-0.8031869088948295,-3.9941773414611816,-3.368642807006836,1.1229491233825684,7.431595522659378,False,False
39,1997,bootstrap_random,-0.04499999999999978,-0.9747471687985668,-0.9273446785648259,-4.876802921295166,-4.486992835998535,0.41806504130363464,7.63144382213432,False,False
40,2257,mutated_elite,8.443999999999978,0.14500740623547026,-0.41456730688752286,-1.387160301208496,-0.2709301710128784,2.717599630355835,1.5750549794193174,True,False
41,2326,mutated_elite,1.0690000000000015,-0.8925536807817005,-0.8881397901799816,-4.69296932220459,-3.6793315410614014,2.4023962020874023,2.6046595515123836,True,False
42,2332,mutated_elite,5.631999999999999,0.3284152527660184,0.02160788027310155,3.98773455619812,-3.208878755569458,5.157471656799316,7.198888852689302,True,False
43,2333,mutated_elite,2.452,0.1953953946865275,0.9525841821263935,-0.732544481754303,0.1652914136648178,3.4045729637145996,1.9353403243843568,True,False
44,2398,mutated_elite,1.634000000000001,-0.7131574098854284,-0.9490067293721162,-4.46090030670166,-3.1450035572052,3.4846489429473877,5.286907623484407,True,False
45,2459,mutated_elite,4.971999999999999,-0.08798840371531641,-0.6203134722759136,-1.973818302154541,-2.473412275314331,3.415407657623291,8.336271381373464,True,False
46,2477,mutated_elite,19.314999999999955,0.34241579740080097,0.5196856051737173,15.959267616271973,-5.8401923179626465,14.569523811340332,7.361540852636243,True,False
47,2530,mutated_elite,3.3849999999999976,-0.3800657254273869,-0.17236369717119465,-0.3233025372028351,-8.07465648651123,7.011227607727051,1.860228582299745,True,False
48,2569,mutated_elite,4.828999999999989,0.4199060014361671,0.365923365997844,-0.3638576865196228,-2.4249722957611084,7.28464412689209,2.4814285195971055,True,False
49,2614,mutated_elite,2.331,0.4322388281718552,-0.6388614819638749,-3.9239275455474854,-1.868652582168579,3.7407777309417725,7.390709706723718,True,False
