evaluation,event,filled_cells,coverage,qd_score,raw_qd_score,qd_score_fitness_floor,max_fitness,mean_fitness,occupancy_entropy,mean_pairwise_descriptor_euclidean,mean_pairwise_descriptor_knn_geodesic,pairwise_geodesic_k,pairwise_geodesic_finite_fraction,pairwise_geodesic_disconnected_pairs
14700,log,254,0.4064,5901.040999999993,4631.040999999993,-5.0,30.81999999999994,18.232444881889737,0.8601348061081646,nan,nan,5,nan,-1
14800,log,254,0.4064,5909.261999999993,4639.261999999993,-5.0,30.81999999999994,18.26481102362202,0.8601348061081646,nan,nan,5,nan,-1
14900,log,255,0.408,5923.4229999999925,4648.422999999993,-5.0,30.81999999999994,18.229109803921542,0.8607451555521433,nan,nan,5,nan,-1
15000,log,255,0.408,5924.407999999992,4649.407999999993,-5.0,30.81999999999994,18.232972549019582,0.8607451555521433,19.08244486872728,21.334352501181222,5,1.0,0
15100,log,255,0.408,5929.066999999993,4654.066999999994,-5.0,30.81999999999994,18.25124313725488,0.8607451555521433,nan,nan,5,nan,-1
15200,log,255,0.408,5935.566999999993,4660.566999999993,-5.0,30.81999999999994,18.276733333333304,0.8607451555521433,nan,nan,5,nan,-1
15300,log,255,0.408,5942.022999999992,4667.022999999993,-5.0,30.81999999999994,18.302050980392128,0.8607451555521433,nan,nan,5,nan,-1
15400,log,255,0.408,5947.072999999993,4672.072999999993,-5.0,30.81999999999994,18.32185490196076,0.8607451555521433,nan,nan,5,nan,-1
15500,log,257,0.4112,5989.482999999993,4704.482999999993,-5.0,30.81999999999994,18.30538132295717,0.8619587065186697,nan,nan,5,nan,-1
15600,log,257,0.4112,5995.363999999992,4710.363999999992,-5.0,30.81999999999994,18.32826459143966,0.8619587065186697,nan,nan,5,nan,-1
15700,log,259,0.4144,6037.318999999992,4742.318999999992,-5.0,30.81999999999994,18.31011196911194,0.8631628500187742,nan,nan,5,nan,-1
15800,log,260,0.416,6073.234999999992,4773.234999999992,-5.0,30.81999999999994,18.358596153846126,0.8637614393284672,nan,nan,5,nan,-1
15900,log,260,0.416,6074.539999999992,4774.539999999993,-5.0,30.81999999999994,18.363615384615358,0.8637614393284672,nan,nan,5,nan,-1
16000,log,261,0.4176,6089.827999999992,4784.827999999992,-5.0,30.934999999999945,18.332674329501884,0.8643577307848677,19.42681130077209,21.909393288880246,5,1.0,0
16100,log,261,0.4176,6090.514999999992,4785.514999999992,-5.0,30.934999999999945,18.335306513409932,0.8643577307848677,nan,nan,5,nan,-1
16200,log,261,0.4176,6092.167999999992,4787.167999999992,-5.0,30.934999999999945,18.341639846743266,0.8643577307848677,nan,nan,5,nan,-1
16300,log,261,0.4176,6092.482999999993,4787.482999999993,-5.0,30.934999999999945,18.34284674329499,0.8643577307848677,nan,nan,5,nan,-1
16400,log,261,0.4176,6097.082999999992,4792.082999999992,-5.0,30.934999999999945,18.36047126436779,0.8643577307848677,nan,nan,5,nan,-1
16500,log,261,0.4176,6098.396999999993,4793.396999999993,-5.0,30.934999999999945,18.36550574712641,0.8643577307848677,nan,nan,5,nan,-1
16600,log,262,0.4192,6127.131999999992,4817.131999999992,-5.0,30.934999999999945,18.38599999999997,0.8649517419624438,nan,nan,5,nan,-1
16700,log,262,0.4192,6132.176999999992,4822.176999999992,-5.0,30.934999999999945,18.40525572519081,0.8649517419624438,nan,nan,5,nan,-1
16800,log,262,0.4192,6136.872999999992,4826.872999999992,-5.0,30.934999999999945,18.42317938931295,0.8649517419624438,nan,nan,5,nan,-1
16900,log,262,0.4192,6143.838999999993,4833.838999999993,-5.0,30.934999999999945,18.44976717557249,0.8649517419624438,nan,nan,5,nan,-1
17000,log,262,0.4192,6151.674999999992,4841.674999999992,-5.0,30.934999999999945,18.479675572519053,0.8649517419624438,19.500702303051963,22.180612212840643,5,1.0,0
17100,log,262,0.4192,6161.604999999993,4851.604999999992,-5.0,30.934999999999945,18.517576335877834,0.8649517419624438,nan,nan,5,nan,-1
17200,log,262,0.4192,6162.6199999999935,4852.619999999992,-5.0,30.934999999999945,18.521450381679358,0.8649517419624438,nan,nan,5,nan,-1
17300,log,262,0.4192,6163.414999999994,4853.414999999993,-5.0,30.934999999999945,18.5244847328244,0.8649517419624438,nan,nan,5,nan,-1
17400,log,265,0.424,6252.054999999992,4927.054999999992,-5.0,30.934999999999945,18.59266037735846,0.8667202665723659,nan,nan,5,nan,-1
17500,log,267,0.4272,6309.440999999992,4974.4409999999925,-5.0,30.934999999999945,18.630865168539298,0.8678881948838495,nan,nan,5,nan,-1
17600,log,268,0.4288,6327.422999999992,4987.4229999999925,-5.0,30.934999999999945,18.609787313432808,0.8684688824148388,nan,nan,5,nan,-1
17700,log,269,0.4304,6369.561999999993,5024.561999999993,-5.0,32.089999999999954,18.678669144981384,0.8690474072312061,nan,nan,5,nan,-1
17800,log,270,0.432,6402.066999999992,5052.066999999992,-5.0,32.089999999999954,18.71135925925923,0.8696237853828374,nan,nan,5,nan,-1
17900,log,270,0.432,6404.683999999992,5054.683999999992,-5.0,32.089999999999954,18.721051851851822,0.8696237853828374,nan,nan,5,nan,-1
18000,log,270,0.432,6407.370999999992,5057.370999999992,-5.0,32.089999999999954,18.731003703703674,0.8696237853828374,19.702814312092798,21.843611534081695,5,1.0,0
18100,log,272,0.4352,6478.370999999993,5118.370999999992,-5.0,32.089999999999954,18.81754044117644,0.8707701650040401,nan,nan,5,nan,-1
18200,log,272,0.4352,6487.995999999992,5127.995999999992,-5.0,33.074999999999896,18.852926470588205,0.8707701650040401,nan,nan,5,nan,-1
18300,log,272,0.4352,6490.155999999992,5130.155999999992,-5.0,33.074999999999896,18.860867647058793,0.8707701650040401,nan,nan,5,nan,-1
18400,log,273,0.4368,6509.064999999991,5144.064999999992,-5.0,33.074999999999896,18.84272893772891,0.8713401976938089,nan,nan,5,nan,-1
18500,log,273,0.4368,6511.584999999992,5146.584999999992,-5.0,33.074999999999896,18.851959706959676,0.8713401976938089,nan,nan,5,nan,-1
18600,log,273,0.4368,6515.2219999999925,5150.221999999992,-5.0,33.074999999999896,18.86528205128202,0.8713401976938089,nan,nan,5,nan,-1
18700,log,273,0.4368,6523.816999999992,5158.816999999992,-5.0,33.074999999999896,18.896765567765538,0.8713401976938089,nan,nan,5,nan,-1
18800,log,274,0.4384,6550.4719999999925,5180.471999999992,-5.0,33.074999999999896,18.90683211678829,0.8719081461643374,nan,nan,5,nan,-1
18900,log,274,0.4384,6554.482999999991,5184.482999999992,-5.0,33.074999999999896,18.92147080291968,0.8719081461643374,nan,nan,5,nan,-1
19000,log,275,0.44,6589.797999999992,5214.797999999992,-5.0,33.074999999999896,18.962901818181788,0.8724740256012447,19.953068896081565,22.383759363353878,5,1.0,0
19100,log,275,0.44,6592.272999999991,5217.272999999992,-5.0,33.074999999999896,18.971901818181788,0.8724740256012447,nan,nan,5,nan,-1
19200,log,275,0.44,6595.93399999999,5220.933999999992,-5.0,33.074999999999896,18.985214545454518,0.8724740256012447,nan,nan,5,nan,-1
19300,log,275,0.44,6597.29899999999,5222.298999999992,-5.0,33.074999999999896,18.990178181818152,0.8724740256012447,nan,nan,5,nan,-1
19400,log,276,0.4416,6609.823999999991,5229.823999999991,-5.0,33.074999999999896,18.94863768115939,0.8730378510247877,nan,nan,5,nan,-1
19500,log,276,0.4416,6613.133999999991,5233.133999999991,-5.0,33.074999999999896,18.960630434782576,0.8730378510247877,nan,nan,5,nan,-1
19600,log,277,0.4432,6650.621999999991,5265.621999999992,-5.0,33.074999999999896,19.00946570397109,0.8735996372922553,nan,nan,5,nan,-1
19700,log,277,0.4432,6655.929999999992,5270.929999999991,-5.0,33.074999999999896,19.028628158844732,0.8735996372922553,nan,nan,5,nan,-1
19800,log,277,0.4432,6664.1239999999925,5279.123999999992,-5.0,33.074999999999896,19.058209386281558,0.8735996372922553,nan,nan,5,nan,-1
