snapshot_evaluation,encoder_space,k,support_point_count,rolling_buffer_points,centroid_points,component_count,largest_component_fraction,support_finite_pair_fraction,support_mean_euclidean,support_mean_geodesic,support_geodesic_to_euclidean_ratio,rolling_finite_pair_fraction,rolling_geodesic_to_euclidean_ratio,centroid_finite_pair_fraction,centroid_geodesic_to_euclidean_ratio
2000,pre_retrain_encoder,10,1625,1000,625,9,0.986,0.5567237589996211,10.112650412142713,11.664287776660313,1.1534352816799125,0.9722082082082082,1.1058815858542876,0.13310769230769232,1.3165754845367088
2000,pre_retrain_encoder,15,1625,1000,625,6,0.993,0.6346419098143236,11.852396284446716,12.97192477799821,1.0944558776709645,0.986048048048048,1.0556635873114821,0.23512307692307693,1.1911991044850825
2000,pre_retrain_encoder,20,1625,1000,625,4,0.997,0.6764486547934824,12.835333554437787,13.566528840045123,1.0569673770070842,0.994006006006006,1.0322720562461472,0.2975128205128205,1.107876920472298
2000,pre_retrain_encoder,25,1625,1000,625,2,0.999,0.7320272830617658,13.883880293155263,14.78571050829856,1.0649551995624666,0.998,1.025528181615445,0.3936769230769231,1.1168642705677312
2000,pre_retrain_encoder,30,1625,1000,625,2,0.999,0.7533027661993179,14.335341595397944,15.098109712367725,1.0532089250816772,0.998,1.0182410548689704,0.43516410256410254,1.0991906980500292
2000,pre_retrain_encoder,40,1625,1000,625,2,0.999,0.7923471011746874,15.095678604201003,15.677324574464613,1.0385306275732276,0.998,1.0126752404430746,0.5149025641025641,1.076944258893394
10000,final_one_retrain_encoder,10,1625,1000,625,1,1.0,0.5756180371352785,11.597684502646075,12.913120644467154,1.1134223078340297,1.0,1.10618877303585,0.13860512820512821,1.1439504865283534
10000,final_one_retrain_encoder,15,1625,1000,625,1,1.0,0.6155172413793103,12.145074291540611,12.891081973698196,1.0614247113068052,1.0,1.0555323408066601,0.1932051282051282,1.0892764686878489
10000,final_one_retrain_encoder,20,1625,1000,625,1,1.0,0.6408866995073892,12.510367744410836,13.061652228725764,1.0440662093695225,1.0,1.0370695973764688,0.23153846153846153,1.0733259415187233
10000,final_one_retrain_encoder,25,1625,1000,625,1,1.0,0.6637559681697612,12.857496124381525,13.226912797542097,1.0287316184727484,1.0,1.021216508502629,0.2683384615384615,1.0580951837607788
10000,final_one_retrain_encoder,30,1625,1000,625,1,1.0,0.6819333080712391,13.117250801983719,13.455656726347184,1.0257985403703869,1.0,1.0162438002012195,0.2990307692307692,1.0566579953766155
10000,final_one_retrain_encoder,40,1625,1000,625,1,1.0,0.7295020841227737,13.806402739580314,14.119198730839518,1.0226558646129074,1.0,1.0099000351857201,0.3850153846153846,1.0598052325348921
20000,final_one_retrain_encoder,10,1625,1000,625,3,0.996,0.5889389920424403,12.899550594249071,13.951516065302366,1.0815505519643673,0.992018018018018,1.0735929639702373,0.16176923076923078,1.1179762210200148
20000,final_one_retrain_encoder,15,1625,1000,625,2,0.999,0.6380773020083365,13.731015982967058,14.405863398594008,1.049147668057781,0.998,1.0374233656184118,0.22934358974358973,1.092543725703925
20000,final_one_retrain_encoder,20,1625,1000,625,2,0.999,0.6589549071618037,14.049318244260085,14.4946098529227,1.0316948908780355,0.998,1.0216451875822463,0.26301025641025644,1.0656862692312388
20000,final_one_retrain_encoder,25,1625,1000,625,2,0.999,0.7016316786661614,14.66688080828705,15.094499567326341,1.0291553987946558,0.998,1.0152299884916631,0.3366,1.068563110971494
20000,final_one_retrain_encoder,30,1625,1000,625,2,0.999,0.7213990147783251,14.964315671232479,15.359303215543298,1.0263952961825142,0.998,1.010993521666211,0.373,1.0678190959143712
20000,final_one_retrain_encoder,40,1625,1000,625,1,1.0,0.7862978400909435,16.094133665161188,16.524806088507187,1.026759590314468,1.0,1.0070077585351558,0.49753846153846154,1.0722706907752775
